trial_id,stage,candidate,scene,scene_family,s,cold_start,result,failure_reason,candidate_completed,metric_extraction_success,scene_semantics_valid,scene_initially_safe,critical_pair,initial_pair_distance_m,initial_critical_distance_m,relative_closing_metric,lateral_offset_m,relative_vertical_speed_mps,neighbor_count,min_pair_distance_m,hard_violation_count,hard_violation_duration_s,mission_failure,stall,timeout,iapf_active_duration_s,activation_count,deactivation_count,chatter_toggle_count,integrated_position_modulation,peak_position_modulation,integrated_acceleration_modulation,peak_acceleration_modulation,clamp_activity,tracking_rmse_m,final_error_m,acceleration_saturation_ratio,control_mode,dispatch,runtime,policy_sha256,scene_definitions_sha256,mission_sha256,raw_dir
D_D_A010_S1_s1_cold1_20260822T105442Z_369049,D,D_A010,S1,head_on_closing,1.0,1,PASS,,True,True,True,True,"[1, 4]",1.7965317706315775,7.4916547930081085,-20.589647246625773,1.3974313837737173,0.10226834017515468,2,1.512027391781688,0,0.0,False,False,False,10.03980004787445,4,4,0,0.05631745920364577,0.024623526052890823,0.33794182668267225,0.14774115631734488,0,0.05742748210595788,0.05604911968111992,0.0,ladrc_acceleration,location_allocate.candidate_dispatch,UAVFormationNode/PaperMissionRuntime,0d43bd1d10ba2db1b2ee933ce902f177c20839170a2d89a74077718551b6c03c,faeacd625d02e9657048a7ef969abfd3369e20f750834639650cbc0b9d53922d,b51239a6b62cbad857c58eda59e339c8906be0330dbda45a12b2dc42b188791a,runtime_raw_semantic_v1/D_D_A010_S1_s1_cold1_20260822T105442Z_369049
D_D_A010_S1_s2_cold1_20260822T105835Z_377535,D,D_A010,S1,head_on_closing,2.0,1,PASS,,True,True,True,True,"[2, 4]",1.7974674256225176,7.380197309122883,-19.881073896564626,1.4405064317800964,-0.12442858118521577,4,1.5176172951030285,0,0.0,False,False,False,11.25985300540924,4,4,0,0.16276788180517443,0.059475902748881676,0.9766444417973867,0.35685541649328995,0,0.0653648982790695,0.07044641673564911,0.0,ladrc_acceleration,location_allocate.candidate_dispatch,UAVFormationNode/PaperMissionRuntime,0d43bd1d10ba2db1b2ee933ce902f177c20839170a2d89a74077718551b6c03c,faeacd625d02e9657048a7ef969abfd3369e20f750834639650cbc0b9d53922d,f9cfcab390bea1ef097309da82f4b7d928a3388035009af0ea439f97f00d6ca1,runtime_raw_semantic_v1/D_D_A010_S1_s2_cold1_20260822T105835Z_377535
D_D_A010_S2_s1_cold1_20260822T105552Z_371321,D,D_A010,S2,offset_crossing,1.0,1,PASS,,True,True,True,True,"[1, 3]",1.7788254840795374,7.753220678635333,-7.516794414985092,1.2792965329816015,0.0029219110038272156,2,1.5738712237330317,0,0.0,False,False,False,2.2599390745162964,2,0,0,0.025847751899516568,0.01877536314929325,0.1550865113970994,0.1126521788957595,0,0.03210882120433737,0.038194116204977036,0.0,ladrc_acceleration,location_allocate.candidate_dispatch,UAVFormationNode/PaperMissionRuntime,0d43bd1d10ba2db1b2ee933ce902f177c20839170a2d89a74077718551b6c03c,faeacd625d02e9657048a7ef969abfd3369e20f750834639650cbc0b9d53922d,6b079e3193a7e6021ffd3a9446929044c753005bd45a4e8707e0162174625a3a,runtime_raw_semantic_v1/D_D_A010_S2_s1_cold1_20260822T105552Z_371321
D_D_A010_S2_s2_cold1_20260822T105945Z_379828,D,D_A010,S2,offset_crossing,2.0,1,PASS,,True,True,True,True,"[2, 3]",1.7922708959272142,7.764620456723422,-7.0928856528911925,1.365403824857773,0.04895689686151933,2,1.599803222646034,0,0.0,False,False,False,6.330106019973755,3,0,0,0.18931816799544754,0.05896871126839134,1.1359090079726848,0.353812267610348,0,0.03932854790980071,0.11230186372995377,0.0,ladrc_acceleration,location_allocate.candidate_dispatch,UAVFormationNode/PaperMissionRuntime,0d43bd1d10ba2db1b2ee933ce902f177c20839170a2d89a74077718551b6c03c,faeacd625d02e9657048a7ef969abfd3369e20f750834639650cbc0b9d53922d,340df82e229a7002a890957fdc30b4133b374f68738c18c5e74429023da1a506,runtime_raw_semantic_v1/D_D_A010_S2_s2_cold1_20260822T105945Z_379828
D_D_A010_S4_s1_cold1_20260822T105702Z_373611,D,D_A010,S4,dense_interaction,1.0,1,PASS,,True,True,True,True,"[4, 6]",1.7958053620844305,8.95154168749266,-30.084306490399104,1.564190228140904,-0.09987027921524966,6,1.5167993900652155,0,0.0,False,False,False,17.0597984790802,8,8,0,0.046224613378018996,0.02014408707081995,0.2774228838785239,0.12086452242491967,0,0.07059013397997413,0.07437756657600403,0.0,ladrc_acceleration,location_allocate.candidate_dispatch,UAVFormationNode/PaperMissionRuntime,0d43bd1d10ba2db1b2ee933ce902f177c20839170a2d89a74077718551b6c03c,faeacd625d02e9657048a7ef969abfd3369e20f750834639650cbc0b9d53922d,f66b6f7e3653a2eb8cc4f5ca84f619dd20fe716a3b37f2bde81812d1adf04c33,runtime_raw_semantic_v1/D_D_A010_S4_s1_cold1_20260822T105702Z_373611
D_D_A010_S4_s2_cold1_20260822T110055Z_382104,D,D_A010,S4,dense_interaction,2.0,1,PASS,,True,True,True,True,"[1, 3]",1.7913335191383721,8.95575257994178,-29.479195679564377,1.7185735090834942,0.017146793403156724,10,1.5203283436190012,0,0.0,False,False,False,19.699488043785095,8,8,0,0.14870756440607674,0.055883040504168466,0.8923206582146447,0.3352982430250107,0,0.07226726149000462,0.07517697662115097,0.0,ladrc_acceleration,location_allocate.candidate_dispatch,UAVFormationNode/PaperMissionRuntime,0d43bd1d10ba2db1b2ee933ce902f177c20839170a2d89a74077718551b6c03c,faeacd625d02e9657048a7ef969abfd3369e20f750834639650cbc0b9d53922d,a400768aa1bb2a36c3c5873e0f5ae77d3ee995a1f134b19d82cfc05d5754c7c1,runtime_raw_semantic_v1/D_D_A010_S4_s2_cold1_20260822T110055Z_382104
D_D_A020_S1_s1_cold1_20260822T110228Z_386015,D,D_A020,S1,head_on_closing,1.0,1,PASS,,True,True,True,True,"[2, 3]",1.801144218468297,7.590259224080788,-20.16284102107392,1.518920964703437,0.016246367830067943,2,1.5110595509008522,0,0.0,False,False,False,6.239858984947205,4,4,0,0.050619444989240946,0.03136017267931472,0.3037336174448097,0.18816103607588833,0,0.05738347601555632,0.0549762025475502,0.0,ladrc_acceleration,location_allocate.candidate_dispatch,UAVFormationNode/PaperMissionRuntime,8a4f264817fb636244e14798b29967d8ed8c71c3fcf6fe1374a7399b39391b79,faeacd625d02e9657048a7ef969abfd3369e20f750834639650cbc0b9d53922d,b51239a6b62cbad857c58eda59e339c8906be0330dbda45a12b2dc42b188791a,runtime_raw_semantic_v1/D_D_A020_S1_s1_cold1_20260822T110228Z_386015
D_D_A020_S1_s2_cold1_20260822T110620Z_394465,D,D_A020,S1,head_on_closing,2.0,1,PASS,,True,True,True,True,"[2, 3]",1.8132352907724576,7.426480851260561,-20.198243096249165,1.4587350915626927,0.04218979401861017,5,1.509883800339347,0,0.0,False,False,False,7.099854826927185,4,4,0,0.15973292139518935,0.07946269716800922,0.9584160849797291,0.47677618300805535,0,0.06710059577266243,0.05318739265203476,0.0,ladrc_acceleration,location_allocate.candidate_dispatch,UAVFormationNode/PaperMissionRuntime,8a4f264817fb636244e14798b29967d8ed8c71c3fcf6fe1374a7399b39391b79,faeacd625d02e9657048a7ef969abfd3369e20f750834639650cbc0b9d53922d,f9cfcab390bea1ef097309da82f4b7d928a3388035009af0ea439f97f00d6ca1,runtime_raw_semantic_v1/D_D_A020_S1_s2_cold1_20260822T110620Z_394465
D_D_A020_S2_s1_cold1_20260822T110337Z_388283,D,D_A020,S2,offset_crossing,1.0,1,PASS,,True,True,True,True,"[2, 3]",1.782730086872529,7.735868941871853,-7.688879026851734,1.3159641849882437,-0.009911854216412386,2,1.5855128030449412,0,0.0,False,False,False,2.300033450126648,2,0,0,0.02353334716562069,0.020182007890880795,0.1412000829937241,0.12109204734528475,0,0.0326107875275502,0.027497198432683945,0.0,ladrc_acceleration,location_allocate.candidate_dispatch,UAVFormationNode/PaperMissionRuntime,8a4f264817fb636244e14798b29967d8ed8c71c3fcf6fe1374a7399b39391b79,faeacd625d02e9657048a7ef969abfd3369e20f750834639650cbc0b9d53922d,6b079e3193a7e6021ffd3a9446929044c753005bd45a4e8707e0162174625a3a,runtime_raw_semantic_v1/D_D_A020_S2_s1_cold1_20260822T110337Z_388283
D_D_A020_S2_s2_cold1_20260822T110729Z_396760,D,D_A020,S2,offset_crossing,2.0,1,PASS,,True,True,True,True,"[1, 3]",1.7872460817093263,7.762269353682338,-7.382507400462564,1.3735413386306154,-0.04290881104722938,2,1.610144537077298,0,0.0,False,False,False,6.469965934753418,3,0,0,0.19254084464432342,0.05926024822122674,1.1552450678659403,0.3555614893273603,0,0.04067989095615979,0.11488612741231918,0.0,ladrc_acceleration,location_allocate.candidate_dispatch,UAVFormationNode/PaperMissionRuntime,8a4f264817fb636244e14798b29967d8ed8c71c3fcf6fe1374a7399b39391b79,faeacd625d02e9657048a7ef969abfd3369e20f750834639650cbc0b9d53922d,340df82e229a7002a890957fdc30b4133b374f68738c18c5e74429023da1a506,runtime_raw_semantic_v1/D_D_A020_S2_s2_cold1_20260822T110729Z_396760
