trial_id,stage,candidate,scene,scene_family,s,cold_start,result,failure_reason,candidate_completed,metric_extraction_success,scene_semantics_valid,scene_initially_safe,critical_pair,initial_pair_distance_m,initial_critical_distance_m,relative_closing_metric,lateral_offset_m,relative_vertical_speed_mps,neighbor_count,min_pair_distance_m,hard_violation_count,hard_violation_duration_s,mission_failure,stall,timeout,iapf_active_duration_s,activation_count,deactivation_count,chatter_toggle_count,integrated_position_modulation,peak_position_modulation,integrated_acceleration_modulation,peak_acceleration_modulation,clamp_activity,tracking_rmse_m,final_error_m,acceleration_saturation_ratio,control_mode,dispatch,runtime,policy_sha256,scene_definitions_sha256,mission_sha256,raw_dir
C_C_M0125_S1_s1_cold1_20260822T103052Z_318036,C,C_M0125,S1,head_on_closing,1.0,1,PASS,,True,True,True,True,"[2, 3]",1.8026019689427448,7.605992743604411,-20.23141298739103,1.5513375465370842,-0.03983815430905796,2,1.5035738548196547,0,0.0,False,False,False,6.179851770401001,4,4,0,0.0515035751243888,0.03403090414851086,0.30904069796060596,0.2041854248910651,0,0.05846596401258297,0.06508227437734604,0.0,ladrc_acceleration,location_allocate.candidate_dispatch,UAVFormationNode/PaperMissionRuntime,8cf387e732d862e40a688caa71c525262781e1b0318b23b3f3f9ebb9bfd85795,faeacd625d02e9657048a7ef969abfd3369e20f750834639650cbc0b9d53922d,b51239a6b62cbad857c58eda59e339c8906be0330dbda45a12b2dc42b188791a,runtime_raw_semantic_v1/C_C_M0125_S1_s1_cold1_20260822T103052Z_318036
C_C_M0125_S1_s2_cold1_20260822T103442Z_326502,C,C_M0125,S1,head_on_closing,2.0,1,PASS,,True,True,True,True,"[2, 3]",1.8070475938925725,7.6023001548478755,-19.92050801067424,1.3745230655394298,0.00581692743238027,4,1.4976505529534578,1,0.04,False,False,False,7.139891147613525,4,4,0,0.14690736348648487,0.0767608581355372,0.8814621855231621,0.4605651488132232,0,0.06641491933575974,0.05316578969359398,0.0,ladrc_acceleration,location_allocate.candidate_dispatch,UAVFormationNode/PaperMissionRuntime,8cf387e732d862e40a688caa71c525262781e1b0318b23b3f3f9ebb9bfd85795,faeacd625d02e9657048a7ef969abfd3369e20f750834639650cbc0b9d53922d,f9cfcab390bea1ef097309da82f4b7d928a3388035009af0ea439f97f00d6ca1,runtime_raw_semantic_v1/C_C_M0125_S1_s2_cold1_20260822T103442Z_326502
C_C_M0125_S2_s1_cold1_20260822T103201Z_320313,C,C_M0125,S2,offset_crossing,1.0,1,PASS,,True,True,True,True,"[1, 3]",1.7977217487870143,7.72993998883036,-7.297731708848429,1.5282799961844733,-0.04283092134555794,2,1.5899972743086246,0,0.0,False,False,False,1.5599602460861206,2,0,0,0.022726683259203743,0.020057152729804305,0.13636009955522246,0.12034291637882584,0,0.03210868389657129,0.04050512611865997,0.0,ladrc_acceleration,location_allocate.candidate_dispatch,UAVFormationNode/PaperMissionRuntime,8cf387e732d862e40a688caa71c525262781e1b0318b23b3f3f9ebb9bfd85795,faeacd625d02e9657048a7ef969abfd3369e20f750834639650cbc0b9d53922d,6b079e3193a7e6021ffd3a9446929044c753005bd45a4e8707e0162174625a3a,runtime_raw_semantic_v1/C_C_M0125_S2_s1_cold1_20260822T103201Z_320313
C_C_M0125_S2_s2_cold1_20260822T103552Z_328778,C,C_M0125,S2,offset_crossing,2.0,1,PASS,,True,True,True,True,"[1, 3]",1.788150245616843,7.740479395010858,-7.078946114280487,1.5347787152952537,0.0015752431684250556,2,1.609001943047418,0,0.0,False,False,False,6.410049200057983,3,0,0,0.17984960626612467,0.05540999376112412,1.0790976375967478,0.3324599625667447,0,0.04027924193666314,0.11038768291473389,0.0,ladrc_acceleration,location_allocate.candidate_dispatch,UAVFormationNode/PaperMissionRuntime,8cf387e732d862e40a688caa71c525262781e1b0318b23b3f3f9ebb9bfd85795,faeacd625d02e9657048a7ef969abfd3369e20f750834639650cbc0b9d53922d,340df82e229a7002a890957fdc30b4133b374f68738c18c5e74429023da1a506,runtime_raw_semantic_v1/C_C_M0125_S2_s2_cold1_20260822T103552Z_328778
C_C_M0125_S4_s1_cold1_20260822T103311Z_322582,C,C_M0125,S4,dense_interaction,1.0,1,PASS,,True,True,True,True,"[6, 8]",1.802019075843147,9.04255662307135,-30.16689888329866,1.2850333321379812,-0.0581414826696639,6,1.51189103005105,0,0.0,False,False,False,10.47977352142334,8,8,0,0.04128190424704388,0.028929376416998664,0.2477276262723665,0.173576258501992,0,0.07104115161751366,0.07521463930606842,0.0,ladrc_acceleration,location_allocate.candidate_dispatch,UAVFormationNode/PaperMissionRuntime,8cf387e732d862e40a688caa71c525262781e1b0318b23b3f3f9ebb9bfd85795,faeacd625d02e9657048a7ef969abfd3369e20f750834639650cbc0b9d53922d,f66b6f7e3653a2eb8cc4f5ca84f619dd20fe716a3b37f2bde81812d1adf04c33,runtime_raw_semantic_v1/C_C_M0125_S4_s1_cold1_20260822T103311Z_322582
C_C_M0125_S4_s2_cold1_20260822T103702Z_331074,C,C_M0125,S4,dense_interaction,2.0,1,PASS,,True,True,True,True,"[3, 5]",1.7932371428582503,7.4315598928095055,-24.42665081635915,1.5166339373646431,-0.05419482054209501,10,1.5260888612403078,0,0.0,False,False,False,12.29969334602356,8,8,0,0.13702809889692918,0.060993701344853504,0.8222066809008626,0.36596220806912094,0,0.07187785598620881,0.07724825292825699,0.0,ladrc_acceleration,location_allocate.candidate_dispatch,UAVFormationNode/PaperMissionRuntime,8cf387e732d862e40a688caa71c525262781e1b0318b23b3f3f9ebb9bfd85795,faeacd625d02e9657048a7ef969abfd3369e20f750834639650cbc0b9d53922d,a400768aa1bb2a36c3c5873e0f5ae77d3ee995a1f134b19d82cfc05d5754c7c1,runtime_raw_semantic_v1/C_C_M0125_S4_s2_cold1_20260822T103702Z_331074
C_C_M025_S1_s1_cold1_20260822T103835Z_334981,C,C_M025,S1,head_on_closing,1.0,1,PASS,,True,True,True,True,"[1, 4]",1.8064107635512991,7.19884604746381,-19.67590882256365,1.4514796357474908,0.030049263823501093,2,1.5184721410712978,0,0.0,False,False,False,6.119921803474426,4,4,0,0.04345817060663532,0.029038854148686843,0.2607673183276723,0.17423312489212106,0,0.05820249015817571,0.05547688156366348,0.0,ladrc_acceleration,location_allocate.candidate_dispatch,UAVFormationNode/PaperMissionRuntime,8a4f264817fb636244e14798b29967d8ed8c71c3fcf6fe1374a7399b39391b79,faeacd625d02e9657048a7ef969abfd3369e20f750834639650cbc0b9d53922d,b51239a6b62cbad857c58eda59e339c8906be0330dbda45a12b2dc42b188791a,runtime_raw_semantic_v1/C_C_M025_S1_s1_cold1_20260822T103835Z_334981
C_C_M025_S1_s2_cold1_20260822T104229Z_343443,C,C_M025,S1,head_on_closing,2.0,1,PASS,,True,True,True,True,"[2, 3]",1.7983354006304273,7.450440180834381,-20.055720166668426,1.623228212082744,0.011568539962756808,3,1.5111873104849238,0,0.0,False,False,False,7.139835000038147,4,4,0,0.15442892932875404,0.07816864587149182,0.9265904237876512,0.4690118752289508,0,0.06595300930107537,0.060477521270513535,0.0,ladrc_acceleration,location_allocate.candidate_dispatch,UAVFormationNode/PaperMissionRuntime,8a4f264817fb636244e14798b29967d8ed8c71c3fcf6fe1374a7399b39391b79,faeacd625d02e9657048a7ef969abfd3369e20f750834639650cbc0b9d53922d,f9cfcab390bea1ef097309da82f4b7d928a3388035009af0ea439f97f00d6ca1,runtime_raw_semantic_v1/C_C_M025_S1_s2_cold1_20260822T104229Z_343443
C_C_M025_S2_s1_cold1_20260822T103945Z_337247,C,C_M025,S2,offset_crossing,1.0,1,PASS,,True,True,True,True,"[1, 3]",1.795720416012197,7.756326916776318,-7.49158084893118,1.5838372359830553,-0.07158131841951854,2,1.565552211839042,0,0.0,False,False,False,2.400070548057556,2,0,0,0.029298750861678727,0.02323867484182967,0.17579250517007233,0.139432049050978,0,0.033628473744362675,0.03565266728401184,0.0,ladrc_acceleration,location_allocate.candidate_dispatch,UAVFormationNode/PaperMissionRuntime,8a4f264817fb636244e14798b29967d8ed8c71c3fcf6fe1374a7399b39391b79,faeacd625d02e9657048a7ef969abfd3369e20f750834639650cbc0b9d53922d,6b079e3193a7e6021ffd3a9446929044c753005bd45a4e8707e0162174625a3a,runtime_raw_semantic_v1/C_C_M025_S2_s1_cold1_20260822T103945Z_337247
C_C_M025_S2_s2_cold1_20260822T104340Z_345720,C,C_M025,S2,offset_crossing,2.0,1,PASS,,True,True,True,True,"[2, 3]",1.7749956505639857,7.787763051852738,-7.339320378386238,1.1296410596455533,-0.03728918506808249,2,1.6111425979450087,0,0.0,False,False,False,6.509883999824524,3,0,0,0.1939376648455087,0.05747314507456924,1.163625989073052,0.34483887044741546,0,0.03921031893122915,0.10320727527141571,0.0,ladrc_acceleration,location_allocate.candidate_dispatch,UAVFormationNode/PaperMissionRuntime,8a4f264817fb636244e14798b29967d8ed8c71c3fcf6fe1374a7399b39391b79,faeacd625d02e9657048a7ef969abfd3369e20f750834639650cbc0b9d53922d,340df82e229a7002a890957fdc30b4133b374f68738c18c5e74429023da1a506,runtime_raw_semantic_v1/C_C_M025_S2_s2_cold1_20260822T104340Z_345720
C_C_M025_S4_s1_cold1_20260822T104055Z_339533,C,C_M025,S4,dense_interaction,1.0,1,PASS,,True,True,True,True,"[5, 7]",1.791224716785772,8.733238367406772,-30.36706376587567,1.44902746053418,-0.12658836808151142,6,1.5201385199906596,0,0.0,False,False,False,10.319688558578491,8,8,0,0.037512375765557486,0.025952049742479274,0.22511082475655741,0.1557122984548756,0,0.07076030933501709,0.07976074516773224,0.0,ladrc_acceleration,location_allocate.candidate_dispatch,UAVFormationNode/PaperMissionRuntime,8a4f264817fb636244e14798b29967d8ed8c71c3fcf6fe1374a7399b39391b79,faeacd625d02e9657048a7ef969abfd3369e20f750834639650cbc0b9d53922d,f66b6f7e3653a2eb8cc4f5ca84f619dd20fe716a3b37f2bde81812d1adf04c33,runtime_raw_semantic_v1/C_C_M025_S4_s1_cold1_20260822T104055Z_339533
C_C_M025_S4_s2_cold1_20260822T104450Z_347999,C,C_M025,S4,dense_interaction,2.0,1,PASS,,True,True,True,True,"[2, 4]",1.7990223925349518,9.022928585159889,-29.615172372576964,1.5944114896505976,0.03139556209284494,11,1.5299372147342845,0,0.0,False,False,False,12.419522404670715,8,8,0,0.154224473278045,0.0656970432761133,0.9253833306176692,0.3941822596566798,0,0.0715198600484376,0.07847504317760468,0.0,ladrc_acceleration,location_allocate.candidate_dispatch,UAVFormationNode/PaperMissionRuntime,8a4f264817fb636244e14798b29967d8ed8c71c3fcf6fe1374a7399b39391b79,faeacd625d02e9657048a7ef969abfd3369e20f750834639650cbc0b9d53922d,a400768aa1bb2a36c3c5873e0f5ae77d3ee995a1f134b19d82cfc05d5754c7c1,runtime_raw_semantic_v1/C_C_M025_S4_s2_cold1_20260822T104450Z_347999
C_C_M050_S1_s1_cold1_20260822T104623Z_351908,C,C_M050,S1,head_on_closing,1.0,1,PASS,,True,True,True,True,"[2, 4]",1.777327593694362,7.403370933990414,-20.31362629595549,1.34432433422295,0.019058061023246753,2,1.5277603362588357,0,0.0,False,False,False,6.219878792762756,4,4,0,0.048788708421142565,0.026293630556494325,0.2927496451628675,0.1577617833389659,0,0.05774434907847738,0.06208134815096855,0.0,ladrc_acceleration,location_allocate.candidate_dispatch,UAVFormationNode/PaperMissionRuntime,0a86ade7111ae1a95f1fe6ab20b534d998481b18c9e6279e58187f5a7c2eeac0,faeacd625d02e9657048a7ef969abfd3369e20f750834639650cbc0b9d53922d,b51239a6b62cbad857c58eda59e339c8906be0330dbda45a12b2dc42b188791a,runtime_raw_semantic_v1/C_C_M050_S1_s1_cold1_20260822T104623Z_351908
C_C_M050_S1_s2_cold1_20260822T105017Z_360380,C,C_M050,S1,head_on_closing,2.0,1,PASS,,True,True,True,True,"[1, 3]",1.794285716134264,7.522524454327038,-19.871423789438676,1.4759602228575328,-0.12596472454854474,3,1.522439822366977,0,0.0,False,False,False,7.179845213890076,4,4,0,0.1875221629177946,0.08770906563399443,1.1251511520007973,0.5262543938039667,0,0.06904864785134553,0.05870196595788002,0.0,ladrc_acceleration,location_allocate.candidate_dispatch,UAVFormationNode/PaperMissionRuntime,0a86ade7111ae1a95f1fe6ab20b534d998481b18c9e6279e58187f5a7c2eeac0,faeacd625d02e9657048a7ef969abfd3369e20f750834639650cbc0b9d53922d,f9cfcab390bea1ef097309da82f4b7d928a3388035009af0ea439f97f00d6ca1,runtime_raw_semantic_v1/C_C_M050_S1_s2_cold1_20260822T105017Z_360380
C_C_M050_S2_s1_cold1_20260822T104734Z_354182,C,C_M050,S2,offset_crossing,1.0,1,PASS,,True,True,True,True,"[2, 3]",1.8015996720343523,7.744729390158953,-7.360589849649103,1.6180516296819858,0.06974853473989262,2,1.5898725897884842,0,0.0,False,False,False,2.179910659790039,2,0,0,0.023791016440529715,0.019269285617282122,0.14274609864317828,0.11561571370369275,0,0.03197455701442253,0.031135912984609604,0.0,ladrc_acceleration,location_allocate.candidate_dispatch,UAVFormationNode/PaperMissionRuntime,0a86ade7111ae1a95f1fe6ab20b534d998481b18c9e6279e58187f5a7c2eeac0,faeacd625d02e9657048a7ef969abfd3369e20f750834639650cbc0b9d53922d,6b079e3193a7e6021ffd3a9446929044c753005bd45a4e8707e0162174625a3a,runtime_raw_semantic_v1/C_C_M050_S2_s1_cold1_20260822T104734Z_354182
C_C_M050_S2_s2_cold1_20260822T105130Z_362681,C,C_M050,S2,offset_crossing,2.0,1,PASS,,True,True,True,True,"[1, 3]",1.8026549188598435,7.753340876453235,-7.023473451506693,1.6561185411272266,-0.06921090610876096,2,1.6258195932521646,0,0.0,False,False,False,6.429943203926086,3,0,0,0.21211587358801634,0.0636896851558907,1.2726952415280979,0.38213811093534406,0,0.042009970284621646,0.1169939711689949,0.0,ladrc_acceleration,location_allocate.candidate_dispatch,UAVFormationNode/PaperMissionRuntime,0a86ade7111ae1a95f1fe6ab20b534d998481b18c9e6279e58187f5a7c2eeac0,faeacd625d02e9657048a7ef969abfd3369e20f750834639650cbc0b9d53922d,340df82e229a7002a890957fdc30b4133b374f68738c18c5e74429023da1a506,runtime_raw_semantic_v1/C_C_M050_S2_s2_cold1_20260822T105130Z_362681
C_C_M050_S4_s1_cold1_20260822T104843Z_356471,C,C_M050,S4,dense_interaction,1.0,1,PASS,,True,True,True,True,"[6, 8]",1.7865553099787495,8.823965648140147,-30.27138047123519,1.401579969759445,-0.025508507702680316,6,1.5284033096000633,0,0.0,False,False,False,10.29989504814148,8,8,0,0.03878202264809076,0.023655413618357102,0.23272788547435824,0.14193248171014267,0,0.0697110879636627,0.08135920017957687,0.0,ladrc_acceleration,location_allocate.candidate_dispatch,UAVFormationNode/PaperMissionRuntime,0a86ade7111ae1a95f1fe6ab20b534d998481b18c9e6279e58187f5a7c2eeac0,faeacd625d02e9657048a7ef969abfd3369e20f750834639650cbc0b9d53922d,f66b6f7e3653a2eb8cc4f5ca84f619dd20fe716a3b37f2bde81812d1adf04c33,runtime_raw_semantic_v1/C_C_M050_S4_s1_cold1_20260822T104843Z_356471
C_C_M050_S4_s2_cold1_20260822T105239Z_364947,C,C_M050,S4,dense_interaction,2.0,1,PASS,,True,True,True,True,"[5, 7]",1.7947218284664375,8.60120452987724,-29.66821094479795,1.4180382371879712,-0.0006518476549440821,12,1.5291814181020182,0,0.0,False,False,False,12.519638895988464,8,8,0,0.18514043948049158,0.07954027967879235,1.1108793647251218,0.4772416780727539,0,0.07327388077260714,0.07564772665500641,0.0,ladrc_acceleration,location_allocate.candidate_dispatch,UAVFormationNode/PaperMissionRuntime,0a86ade7111ae1a95f1fe6ab20b534d998481b18c9e6279e58187f5a7c2eeac0,faeacd625d02e9657048a7ef969abfd3369e20f750834639650cbc0b9d53922d,a400768aa1bb2a36c3c5873e0f5ae77d3ee995a1f134b19d82cfc05d5754c7c1,runtime_raw_semantic_v1/C_C_M050_S4_s2_cold1_20260822T105239Z_364947
