bag_time_ns,arrival_time_error,elapsed_time,final_position_error,header_frame_id,header_stamp_nanosec,header_stamp_sec,integrated_squared_jerk,is_finished,is_hover_stable,max_acceleration,max_jerk,max_velocity,motion_style,path_length,requested_duration,safety_factor,start_pos_x,start_pos_y,start_pos_z,target_pos_x,target_pos_y,target_pos_z,trajectory_duration,uav_id
1785208247104243266,nan,0.0841609314084053,7.90137243270874,world,104178544,1785208247,185.83360290527344,False,False,5.080376148223877,17.598939895629883,4.94970178604126,normal,7.919522762298584,3.0,1.0,0.1920320838689804,2.947567481547594,-0.3836420774459839,6.0,3.0,5.0,3.0,1
1785208247204241540,nan,0.18416006863117218,7.894227027893066,world,204177540,1785208247,185.83360290527344,False,False,5.080376148223877,17.598939895629883,4.94970178604126,normal,7.919522762298584,3.0,1.0,0.1920320838689804,2.947567481547594,-0.3836420774459839,6.0,3.0,5.0,3.0,1
1785208247304251756,nan,0.2841748893260956,7.879383563995361,world,304194479,1785208247,185.83360290527344,False,False,5.080376148223877,17.598939895629883,4.94970178604126,normal,7.919522762298584,3.0,1.0,0.1920320838689804,2.947567481547594,-0.3836420774459839,6.0,3.0,5.0,3.0,1
1785208247404234722,nan,0.3841758072376251,7.825803756713867,world,404195488,1785208247,185.83360290527344,False,False,5.080376148223877,17.598939895629883,4.94970178604126,normal,7.919522762298584,3.0,1.0,0.1920320838689804,2.947567481547594,-0.3836420774459839,6.0,3.0,5.0,3.0,1
1785208247504248545,nan,0.4841623902320862,7.730508804321289,world,504180187,1785208247,185.83360290527344,False,False,5.080376148223877,17.598939895629883,4.94970178604126,normal,7.919522762298584,3.0,1.0,0.1920320838689804,2.947567481547594,-0.3836420774459839,6.0,3.0,5.0,3.0,1
1785208247604229277,nan,0.5841504335403442,7.620203971862793,world,604168032,1785208247,185.83360290527344,False,False,5.080376148223877,17.598939895629883,4.94970178604126,normal,7.919522762298584,3.0,1.0,0.1920320838689804,2.947567481547594,-0.3836420774459839,6.0,3.0,5.0,3.0,1
1785208247704233993,nan,0.6841632723808289,7.466935157775879,world,704180813,1785208247,185.83360290527344,False,False,5.080376148223877,17.598939895629883,4.94970178604126,normal,7.919522762298584,3.0,1.0,0.1920320838689804,2.947567481547594,-0.3836420774459839,6.0,3.0,5.0,3.0,1
1785208247804221477,nan,0.7841444611549377,7.285862922668457,world,804161765,1785208247,185.83360290527344,False,False,5.080376148223877,17.598939895629883,4.94970178604126,normal,7.919522762298584,3.0,1.0,0.1920320838689804,2.947567481547594,-0.3836420774459839,6.0,3.0,5.0,3.0,1
1785208247904255959,nan,0.8841739296913147,7.062989234924316,world,904193472,1785208247,185.83360290527344,False,False,5.080376148223877,17.598939895629883,4.94970178604126,normal,7.919522762298584,3.0,1.0,0.1920320838689804,2.947567481547594,-0.3836420774459839,6.0,3.0,5.0,3.0,1
1785208248004209780,nan,0.9841452836990356,6.843412399291992,world,4163293,1785208248,185.83360290527344,False,False,5.080376148223877,17.598939895629883,4.94970178604126,normal,7.919522762298584,3.0,1.0,0.1920320838689804,2.947567481547594,-0.3836420774459839,6.0,3.0,5.0,3.0,1
1785208248104236937,nan,1.0841753482818604,6.590243339538574,world,104195470,1785208248,185.83360290527344,False,False,5.080376148223877,17.598939895629883,4.94970178604126,normal,7.919522762298584,3.0,1.0,0.1920320838689804,2.947567481547594,-0.3836420774459839,6.0,3.0,5.0,3.0,1
1785208248204239940,nan,1.1841782331466675,6.345230579376221,world,204198101,1785208248,185.83360290527344,False,False,5.080376148223877,17.598939895629883,4.94970178604126,normal,7.919522762298584,3.0,1.0,0.1920320838689804,2.947567481547594,-0.3836420774459839,6.0,3.0,5.0,3.0,1
1785208248304214308,nan,1.2841520309448242,6.071686744689941,world,304172570,1785208248,185.83360290527344,False,False,5.080376148223877,17.598939895629883,4.94970178604126,normal,7.919522762298584,3.0,1.0,0.1920320838689804,2.947567481547594,-0.3836420774459839,6.0,3.0,5.0,3.0,1
1785208248404214846,nan,1.3841440677642822,5.808180332183838,world,404161406,1785208248,185.83360290527344,False,False,5.080376148223877,17.598939895629883,4.94970178604126,normal,7.919522762298584,3.0,1.0,0.1920320838689804,2.947567481547594,-0.3836420774459839,6.0,3.0,5.0,3.0,1
1785208248504225653,nan,1.4841601848602295,5.496957302093506,world,504177623,1785208248,185.83360290527344,False,False,5.080376148223877,17.598939895629883,4.94970178604126,normal,7.919522762298584,3.0,1.0,0.1920320838689804,2.947567481547594,-0.3836420774459839,6.0,3.0,5.0,3.0,1
1785208248604225169,nan,1.5841469764709473,5.193332672119141,world,604164595,1785208248,185.83360290527344,False,False,5.080376148223877,17.598939895629883,4.94970178604126,normal,7.919522762298584,3.0,1.0,0.1920320838689804,2.947567481547594,-0.3836420774459839,6.0,3.0,5.0,3.0,1
1785208248704237529,nan,1.684173822402954,4.861700057983398,world,704193677,1785208248,185.83360290527344,False,False,5.080376148223877,17.598939895629883,4.94970178604126,normal,7.919522762298584,3.0,1.0,0.1920320838689804,2.947567481547594,-0.3836420774459839,6.0,3.0,5.0,3.0,1
1785208248804211386,nan,1.7841386795043945,4.544757843017578,world,804155382,1785208248,185.83360290527344,False,False,5.080376148223877,17.598939895629883,4.94970178604126,normal,7.919522762298584,3.0,1.0,0.1920320838689804,2.947567481547594,-0.3836420774459839,6.0,3.0,5.0,3.0,1
1785208248904206183,nan,1.8841444253921509,4.168900966644287,world,904162462,1785208248,185.83360290527344,False,False,5.080376148223877,17.598939895629883,4.94970178604126,normal,7.919522762298584,3.0,1.0,0.1920320838689804,2.947567481547594,-0.3836420774459839,6.0,3.0,5.0,3.0,1
1785208249004209406,nan,1.9841591119766235,3.8097290992736816,world,4176555,1785208249,185.83360290527344,False,False,5.080376148223877,17.598939895629883,4.94970178604126,normal,7.919522762298584,3.0,1.0,0.1920320838689804,2.947567481547594,-0.3836420774459839,6.0,3.0,5.0,3.0,1
