[INFO] [1788014015.445486376] [uav3.ladrc_position_controller]: 已创建 7 个邻居 Odom 订阅
[INFO] [1788014015.459437847] [uav3.ladrc_position_controller]: LADRC 集群执行节点已初始化 (命名空间: /uav3), ENU偏移=[0.0, 9.0, 0.0]
[INFO] [1788014015.459479795] [uav3.ladrc_position_controller]: 等待 swarm_command 和 vehicle_odometry 消息...
[INFO] [1788014015.459492519] [uav3.ladrc_position_controller]: 控制模式: ladrc_acceleration
[WARN] [1788014015.480356458] [uav3.ladrc_position_controller]: 等待新鲜 VehicleOdometry（startup=WAIT_ESTIMATOR_READY armed=0 offboard=0）
[INFO] [1788014015.492476823] [uav3.ladrc_position_controller]: 已接收到 vehicle_odometry 消息
[INFO] [1788014027.259305236] [uav3.ladrc_position_controller]: 请求 ARM（第 1 次）
[INFO] [1788014027.359338700] [uav3.ladrc_position_controller]: 请求 OFFBOARD（第 1 次）
[INFO] [1788014027.479438725] [uav3.ladrc_position_controller]: UAV3 mode=ladrc_acceleration Ref[-0.0,-0.0,1.5] Safe[-0.0,-0.0,1.5] Pos[-0.02,-0.00,-0.23] Cmd[-0.1,0.0,4.7]
[INFO] [1788014028.499375740] [uav3.ladrc_position_controller]: UAV3 mode=ladrc_acceleration Ref[-0.0,-0.0,1.5] Safe[-0.0,-0.0,1.5] Pos[-0.03,-0.00,-0.25] Cmd[0.1,-0.0,8.0]
[INFO] [1788014029.519356313] [uav3.ladrc_position_controller]: UAV3 mode=ladrc_acceleration Ref[-0.0,-0.0,1.5] Safe[-0.0,-0.0,1.5] Pos[0.05,-0.06,0.95] Cmd[-0.4,0.6,3.0]
[INFO] [1788014030.519374261] [uav3.ladrc_position_controller]: UAV3 mode=ladrc_acceleration Ref[-0.0,-0.0,1.5] Safe[-0.0,-0.0,1.5] Pos[-0.06,-0.04,1.38] Cmd[0.6,0.1,3.7]
[INFO] [1788014031.539277171] [uav3.ladrc_position_controller]: UAV3 mode=ladrc_acceleration Ref[-0.0,-0.0,1.5] Safe[-0.0,-0.0,1.5] Pos[-0.08,0.05,1.51] Cmd[0.3,-0.2,3.4]
[INFO] [1788014032.539314896] [uav3.ladrc_position_controller]: UAV3 mode=ladrc_acceleration Ref[-0.0,-0.0,1.5] Safe[-0.0,-0.0,1.5] Pos[0.04,-0.02,1.86] Cmd[-0.3,0.4,0.0]
[INFO] [1788014033.559275434] [uav3.ladrc_position_controller]: UAV3 mode=ladrc_acceleration Ref[-0.0,-0.0,1.5] Safe[-0.0,-0.0,1.5] Pos[-0.02,-0.02,1.68] Cmd[0.3,0.2,-0.1]
[INFO] [1788014033.659298093] [uav3.ladrc_position_controller]: 自动起飞稳定保持完成，进入 READY
[INFO] [1788014034.579249804] [uav3.ladrc_position_controller]: UAV3 mode=ladrc_acceleration Ref[-0.0,-0.0,1.5] Safe[-0.0,-0.0,1.5] Pos[-0.01,0.03,1.55] Cmd[-0.1,-0.1,0.7]
[INFO] [1788014035.579281975] [uav3.ladrc_position_controller]: UAV3 mode=ladrc_acceleration Ref[-0.0,-0.0,1.5] Safe[-0.0,-0.0,1.5] Pos[0.02,-0.00,1.52] Cmd[-0.2,0.2,-0.2]
[INFO] [1788014036.599276313] [uav3.ladrc_position_controller]: UAV3 mode=ladrc_acceleration Ref[-0.0,-0.0,1.5] Safe[-0.0,-0.0,1.5] Pos[-0.01,-0.00,1.50] Cmd[-0.0,0.1,0.1]
[INFO] [1788014037.619228629] [uav3.ladrc_position_controller]: UAV3 mode=ladrc_acceleration Ref[-0.0,-0.0,1.5] Safe[-0.0,-0.0,1.5] Pos[-0.02,0.02,1.51] Cmd[-0.0,-0.1,-0.0]
