batch_id,task_type,attempt_id,trial_id,stage_id,stage_start_time,assignment_complete_time,first_command_dispatch_time,last_command_dispatch_time,all_commands_acknowledged_time,reference_start_time,all_references_finished_time,all_uavs_stable_time,stage_end_time,planning_time,dispatch_time,reference_execution_time,trajectory_finish_spread,stabilization_delay,stable_hold_time,stable_arrival_spread,stage_wall_time,slowest_uav_id,failure_reason,valid,invalid_reason
exp10-formal-v3-stable-20260803,task_d_dense,attempt_0001,1,1,19.572164623998106,19.608440639000037,19.60866796099799,19.60902953099867,19.69667089200084,19.691252133998205,29.69682480499978,31.514283436998085,31.514333380000608,0.03627601500193123,0.0005888919986318797,10.088156844001787,0.005813602001580875,1.8174586319983064,1.0154116854996573,0.8973536059966136,11.942168756002502,8,,True,
exp10-formal-v3-stable-20260803,task_a_simple,attempt_0002,1,1,18.8328116699995,18.897131214998808,18.897353827996994,18.89773177999814,18.992710160997376,18.978993286997138,28.99278285499895,30.548432309999043,30.548485669998627,0.06431954499930725,0.0006005649993312545,10.095429027001956,0.014153448999422835,1.5556494550000934,1.0201390669999455,0.6194762529994478,11.715673999999126,8,,True,
exp10-formal-v3-stable-20260803,task_c_grouped,attempt_0003,1,1,22.184340282001358,22.200909283001238,22.20112359199993,22.201480415002152,22.30042395000055,22.28328122200037,32.300005922999844,34.02790360400104,34.027964157001406,0.01656900099987979,0.0005711320009140763,10.098882330999913,0.01663458699840703,1.7278976810011955,1.0177121721249023,0.8203025260008872,11.843623875000048,8,,True,
exp10-formal-v3-stable-20260803,task_b_sequential,attempt_0004,1,1,21.319443412998226,21.353870959999767,21.354105234997405,21.3546772089976,21.453328104998945,21.4382456309977,31.45236122699862,33.66656287599835,33.666613890996814,0.034427547001541825,0.0008062489978328813,10.098255992001214,0.01453668199974345,2.214201648999733,1.0178251983743394,1.2841107150015887,12.347170477998588,1,,True,
exp10-formal-v3-stable-20260803,task_b_sequential,attempt_0004,1,2,33.6666265749991,33.73022510800001,33.73040297799889,33.730794145998516,33.82931440399989,33.812324737999006,41.82914737699684,43.987907574999554,43.98795839000013,0.06359853300091345,0.0005690379985026084,8.098744398997951,0.017035754997777985,2.1587601980027102,1.0200803325001289,0.7750855949998368,10.321331815001031,8,,True,
exp10-formal-v3-stable-20260803,task_e_mixed,attempt_0005,1,1,123.28865341700293,123.30476510900189,123.3049776350017,123.30531835000147,123.40547318100289,123.38744925700303,133.4056785290013,135.10533819400007,135.10537965200274,0.016111691998958122,0.0005532409995794296,10.100700893999601,0.018159900999307865,1.6996596649987623,1.0150260505001825,0.7775142279970169,11.816726234999805,7,,True,
exp10-formal-v3-stable-20260803,task_e_mixed,attempt_0005,1,2,135.1053904520013,135.12099428900183,135.1211352620012,135.12144196400186,135.2133604740011,135.20239600200148,145.2135388780007,147.42241230100262,147.42245323700263,0.015603837000526255,0.0004476750000321772,10.092403615999501,0.011276414999883855,2.2088734230019327,1.0175757893766786,0.05526080799972988,12.317062785001326,5,,True,
exp10-formal-v3-stable-20260803,task_e_mixed,attempt_0005,1,3,147.42246509000324,147.45842396500302,147.45862194400252,147.45898858800138,147.55306963500334,147.54226862500218,157.55330961500295,159.04506900600245,159.0451101530016,0.035958874999778345,0.0005646229983540252,10.094687671000429,0.01119519600251806,1.4917593909995048,1.0200984144998984,0.5528421960007108,11.622645062998345,7,,True,
exp10-formal-v3-stable-20260803,task_c_grouped,attempt_0006,2,1,21.849618663,21.867037383002753,21.86723872800212,21.867687575002492,21.96610793400032,21.94891791000191,31.96591213800275,33.68971714300278,33.689766445000714,0.017418720002751797,0.000650191999739036,10.098673410000629,0.017411608001566492,1.723805005000031,1.0201357761252439,0.7990795920013625,11.840147782000713,8,,True,
exp10-formal-v3-stable-20260803,task_a_simple,attempt_0007,2,1,18.928504945000896,18.995227712999622,18.9954690630002,18.995952524997847,19.09490200900109,19.08446158299921,29.09499630799837,30.610411657999066,30.610458956998627,0.06672276799872634,0.00072481199822505,10.099527244998171,0.010635370999807492,1.5154153500006942,1.0151644899997336,0.6018816420000803,11.681954011997732,8,,True,
exp10-formal-v3-stable-20260803,task_b_sequential,attempt_0008,2,1,23.725462614002026,23.760277174002113,23.76048278700182,23.760945239999273,23.85645490800016,23.844241987000714,33.85614025399991,36.085454149000725,36.085531042001094,0.0348145600000862,0.0006680659971607383,10.095657466998091,0.012191321999125648,2.2293138950008142,1.0201569734990699,1.2978459180012578,12.360068427999067,8,,True,
exp10-formal-v3-stable-20260803,task_b_sequential,attempt_0008,2,2,36.08554651099985,36.123236291001376,36.12345354599893,36.12388010200084,36.21619791299963,36.20407689200147,44.21633853200183,46.56411086400112,46.56417416200202,0.03768978000152856,0.0006438109994633123,8.0928849860029,0.012388491002639057,2.3477723319992947,1.015157460376031,1.4353885790005734,10.47862765100217,1,,True,
exp10-formal-v3-stable-20260803,task_e_mixed,attempt_0009,2,1,27.70543887399981,27.721538161000353,27.721762528999534,27.72232535999865,27.82174947800013,27.804741604999435,37.821308807000605,39.51286996300041,39.51291519699953,0.016099287000542972,0.0007871989982959349,10.099546278001071,0.016748880003433442,1.691561155999807,1.0176778357499643,0.7782766500022262,11.807476322999719,2,,True,
exp10-formal-v3-stable-20260803,task_e_mixed,attempt_0009,2,2,39.51292714999727,39.53050461699968,39.53066246199887,39.53103248199841,39.62462855699778,39.61250692599788,49.62495726799898,52.581240904997685,52.581289615998685,0.01757746700241114,0.0005278649987303652,10.094294806000107,0.012087658000382362,2.9562836369987053,1.0176067037505163,0.8077502140004071,13.068362466001417,1,,True,
exp10-formal-v3-stable-20260803,task_e_mixed,attempt_0009,2,3,52.581301618,52.61701413699848,52.61717812399729,52.61753942799987,52.71631906999755,52.70114385699708,62.7161315739977,64.22442826199767,64.22447804499825,0.035712518998479936,0.0005252910013950896,10.098953450000408,0.014809591997618554,1.508296687999973,1.0124476511241483,0.6031497740004852,11.643176426998252,4,,True,
exp10-formal-v3-stable-20260803,task_d_dense,attempt_0010,2,1,18.844919089999166,18.90877021799679,18.909031244998914,18.909399672997097,19.01046945899725,18.99831695299872,29.009859975998552,30.962699608997355,30.962747377998312,0.06385112799762283,0.0006294550003076438,10.100828730999638,0.0115824819986301,1.9528396329988027,1.015256924374171,1.0325152410005103,12.117828287999146,8,,True,
exp10-formal-v3-stable-20260803,task_e_mixed,attempt_0011,3,1,23.058520485999907,23.073491931998433,23.073692526999366,23.074052018997463,23.17389588899823,23.15736639199895,33.173959830997774,34.893196138997155,34.89324334699995,0.014971445998526178,0.0005600869990303181,10.100267303998407,0.01671553599953768,1.719236307999381,1.0123768013741028,0.8145452859971556,11.834722861000046,7,,True,
exp10-formal-v3-stable-20260803,task_e_mixed,attempt_0011,3,2,34.89325583000027,34.90860804899785,34.90874411299956,34.90917591999823,35.003621962998295,34.989594889997534,45.00315987199792,47.78304970099998,47.783108370000264,0.015352218997577438,0.0005678710003849119,10.094415758998366,0.013290789000166114,2.779889829002059,1.0151398043749396,0.6399725030023546,12.889852539999993,5,,True,
exp10-formal-v3-stable-20260803,task_e_mixed,attempt_0011,3,3,47.783121604999906,47.82436623600006,47.82461358799992,47.82521646399982,47.92338261399709,47.90962278799998,57.922621153000364,59.38278798299871,59.38281995299985,0.041244631000154186,0.0008502279997628648,10.098007565000444,0.013022017999901436,1.460166829998343,1.0126905375000206,0.5530888950015651,11.599698347999947,5,,True,
exp10-formal-v3-stable-20260803,task_a_simple,attempt_0012,3,1,21.001217719000124,21.067179128000134,21.067404970002826,21.06787252399954,21.165982703001646,21.148471713000617,31.16555431300003,32.74214509900048,32.74218798900256,0.06596140900001046,0.0006933959994057659,10.098149342997203,0.01683197099919198,1.5765907860004518,1.012622210500922,0.6735115709998354,11.740970270002435,8,,True,
exp10-formal-v3-stable-20260803,task_c_grouped,attempt_0013,3,1,19.581173015001696,19.59861558099874,19.598806347999925,19.599152815000707,19.696162747000926,19.68727013899843,29.696062505001464,31.38770584300073,31.38775707899913,0.017442565997043857,0.0005372340019675903,10.097256157001539,0.008993037001346238,1.6916433379992668,1.0102591635009048,0.7556956039989018,11.806584063997434,8,,True,
exp10-formal-v3-stable-20260803,task_d_dense,attempt_0014,3,1,18.227887424000073,18.292990704998374,18.293200907999562,18.293536825996853,18.39383465699939,18.376055035998434,28.39408837299925,30.411990297998273,30.412043286996777,0.06510328099830076,0.0005461209984787274,10.100887464999687,0.01810298599957605,2.0179019249990233,1.015032219000659,1.0958847459987737,12.184155862996704,8,,True,
