batch_id,task_type,attempt_id,trial_id,stage_count,execution_success,all_stages_valid,main_analysis_eligible,failure_reason,mission_wall_time,planning_time,dispatch_time,stage_wall_time,reference_execution_time,stabilization_delay,stable_hold_time,trajectory_finish_spread,stable_arrival_spread
exp10-formal-v3-stable-20260803,task_a_simple,attempt_0012,3,1,True,True,True,,11.740970270002435,0.06596140900001046,0.0006933959994057659,11.740970270002435,10.098149342997203,1.5765907860004518,1.012622210500922,0.01683197099919198,0.6735115709998354
exp10-formal-v3-stable-20260803,task_c_grouped,attempt_0013,3,1,True,True,True,,11.806584063997434,0.017442565997043857,0.0005372340019675903,11.806584063997434,10.097256157001539,1.6916433379992668,1.0102591635009048,0.008993037001346238,0.7556956039989018
exp10-formal-v3-stable-20260803,task_d_dense,attempt_0014,3,1,True,True,True,,12.184155862996704,0.06510328099830076,0.0005461209984787274,12.184155862996704,10.100887464999687,2.0179019249990233,1.015032219000659,0.01810298599957605,1.0958847459987737
exp10-formal-v3-stable-20260803,task_b_sequential,attempt_0015,3,2,True,True,True,,22.788166571997863,0.06675466500018956,0.001321809999353718,22.788166571997863,18.19544978999329,4.5254967370055965,2.025235715124836,0.017783092000172473,1.3981639899939182
exp10-formal-v3-stable-20260803,task_d_dense,attempt_0016,4,1,True,True,True,,12.100491069999407,0.06546817400521832,0.0006235549953998998,12.100491069999407,10.10021170500113,1.9345284730006824,1.0153984292501264,0.018918408000899944,1.0218318440020084
exp10-formal-v3-stable-20260803,task_e_mixed,attempt_0017,4,3,True,True,True,,36.42585201699694,0.0700890169973718,0.0017665429986664094,36.42585201699694,30.2951491490021,6.059968082990963,3.042812811748263,0.01762270000472199,0.7876978939966648
exp10-formal-v3-stable-20260803,task_b_sequential,attempt_0018,4,2,True,True,True,,22.67513548500574,0.09895533599774353,0.0012757250078720972,22.67513548500574,18.19922364800732,4.37650495699927,2.0304872150018127,0.018285662001289893,1.2786622799976612
exp10-formal-v3-stable-20260803,task_c_grouped,attempt_0019,4,1,True,True,True,,11.857262498000637,0.018243876002088655,0.0006004430033499375,11.857262498000637,10.100918317999458,1.7378252499984228,1.0129153818761552,0.01955327500036219,0.8187877109958208
exp10-formal-v3-stable-20260803,task_a_simple,attempt_0020,4,1,True,True,True,,11.696328759004246,0.06948870100313798,0.0007149469965952449,11.696328759004246,10.098691087005136,1.5278611329995329,1.0126254169990716,0.016333215004124213,0.6080652250020648
exp10-formal-v3-stable-20260803,task_a_simple,attempt_0021,5,1,True,True,True,,11.729482847003965,0.09785219200421125,0.0007402439950965345,11.729482847003965,10.096230386996467,1.53512827900704,1.0201929836257477,0.008770061998802703,0.6021893260040088
exp10-formal-v3-stable-20260803,task_b_sequential,attempt_0022,5,2,True,True,True,,22.75584996699763,0.07122823499230435,0.0012404010049067438,22.75584996699763,18.19998017200851,4.484138587999041,2.030260176498814,0.01899948399659479,1.3812775440019323
exp10-formal-v3-stable-20260803,task_c_grouped,attempt_0023,5,1,True,True,True,,11.79682535900065,0.016271412998321466,0.0006051809978089295,11.79682535900065,10.099869088997366,1.680425992999517,1.0102252008755386,0.01887735699710902,0.7612200069997925
exp10-formal-v3-stable-20260803,task_e_mixed,attempt_0024,5,3,True,True,True,,36.40225128001475,0.07066916101030074,0.001951901002030354,36.40225128001475,30.29460249900876,6.036305629000708,3.042586304373799,0.018864034005673602,0.7402937480001128
exp10-formal-v3-stable-20260803,task_d_dense,attempt_0025,5,1,True,True,True,,12.085872624993499,0.09786387999338331,0.0006112670016591437,12.085872624993499,10.098628466999799,1.8890848640003242,1.010279168123816,0.01437330299813766,0.9818446839999524
exp10-formal-v3-stable-20260803,task_c_grouped,attempt_0026,6,1,True,True,True,,11.799656026996672,0.018855172995245084,0.0008591830046498217,11.799656026996672,10.100311878006323,1.6801720109942835,1.0076777841259172,0.014376397004525643,0.770144681999227
exp10-formal-v3-stable-20260803,task_b_sequential,attempt_0027,6,2,True,True,True,,22.897784614004195,0.06894045800436288,0.0011225850030314177,22.897784614004195,18.201072465002653,4.627289987001859,2.012796970500858,0.02025223899545381,1.4206014329975005
exp10-formal-v3-stable-20260803,task_d_dense,attempt_0028,6,1,True,True,True,,11.99401293900155,0.06600357600109419,0.0005913389977649786,11.99401293900155,10.093181698997796,1.8345461260032607,1.0151277811255568,0.009707552999316249,0.9170135590029531
exp10-formal-v3-stable-20260803,task_a_simple,attempt_0029,6,1,True,True,True,,11.6472140879996,0.06699854799808236,0.0006310829994617961,11.6472140879996,10.099871932994574,1.4800768160057487,1.0127367231261815,0.017877181999210734,0.5776725850009825
exp10-formal-v3-stable-20260803,task_e_mixed,attempt_0030,6,3,True,True,True,,35.79229056299664,0.0648672089955653,0.0017669710068730637,35.79229056299664,30.288466275000246,5.438256758003263,3.035526020126781,0.01649664399883477,0.7787257450036122
exp10-formal-v3-stable-20260803,task_d_dense,attempt_0031,7,1,True,True,True,,11.968481562995294,0.03478513399750227,0.0006382950014085509,11.968481562995294,10.098116978006146,1.835311749993707,1.0127145464985006,0.014520194003125653,0.9273144289982156
exp10-formal-v3-stable-20260803,task_a_simple,attempt_0032,7,1,True,True,True,,11.701737830000638,0.0667909320036415,0.0006321039982140064,11.701737830000638,10.098760694003431,1.5359232109985896,1.0176331917500647,0.015058559001772664,0.6033811310044257
exp10-formal-v3-stable-20260803,task_c_grouped,attempt_0033,7,1,True,True,True,,11.867580013000406,0.016312424995703623,0.0005291510024107993,11.867580013000406,10.098842121995403,1.752163636003388,1.0177781422471526,0.008174149996193592,0.8179852940011187
exp10-formal-v3-stable-20260803,task_e_mixed,attempt_0034,7,3,True,True,True,,36.377093591007,0.07007869800872868,0.0018292550012120046,36.377093591007,30.299869145004777,6.006414188996132,3.0331231672489594,0.01851056500163395,0.7429412240016973
exp10-formal-v3-stable-20260803,task_b_sequential,attempt_0035,7,2,True,True,True,,22.846417581000424,0.07111986400559545,0.0011295049916952848,22.846417581000424,18.198441533000732,4.5763737310044235,2.027723426623197,0.018777901997964364,1.4167301880006562
exp10-formal-v3-stable-20260803,task_c_grouped,attempt_0036,8,1,True,True,True,,11.879529287994956,0.017289171999436803,0.0007597329968120903,11.879529287994956,10.094299675001821,1.767679621996649,1.0149331856246135,0.013893825002014637,0.8399674999964191
exp10-formal-v3-stable-20260803,task_e_mixed,attempt_0037,8,3,True,True,True,,35.77211846299906,0.06773252900165971,0.0019162669996148907,35.77211846299906,30.297434890002478,5.406265348996385,3.027816314498523,0.017612914001801983,0.7603955030062934
exp10-formal-v3-stable-20260803,task_d_dense,attempt_0038,8,1,True,True,True,,12.025960346996726,0.06666546499764081,0.0006029279975336976,12.025960346996726,10.100123863005138,1.8588714079960482,1.0148945293758516,0.016610376005701255,0.9328246980003314
exp10-formal-v3-stable-20260803,task_b_sequential,attempt_0039,8,2,True,True,True,,22.60593807999976,0.10149871800240362,0.0011403440003050491,22.60593807999976,18.198745962996327,4.305217389002792,2.027999998499581,0.018055699998512864,1.2761215420032386
exp10-formal-v3-stable-20260803,task_a_simple,attempt_0040,8,1,True,True,True,,11.686184270998638,0.06526026399660623,0.0005829610017826781,11.686184270998638,10.100440204005281,1.5201941699997406,1.0100875797488698,0.016352099999494385,0.6164612370048417
exp10-formal-v3-stable-20260803,task_b_sequential,attempt_0041,9,2,True,True,True,,22.632328102998144,0.09976584000105504,0.0012536270005512051,22.632328102998144,18.198139321997587,4.333898719996796,2.0326919302478927,0.017652273003477603,1.2460717609938001
exp10-formal-v3-stable-20260803,task_c_grouped,attempt_0042,9,1,True,True,True,,11.83935261300212,0.01729407100356184,0.0006301899993559346,11.83935261300212,10.099190072003694,1.722621586995956,1.0151851263772187,0.017445435005356558,0.794860764995974
exp10-formal-v3-stable-20260803,task_d_dense,attempt_0043,9,1,True,True,True,,12.00209839699528,0.039384859999699984,0.0005275879957480356,12.00209839699528,10.099124678003136,1.8633458339973004,1.0127099684987115,0.016982808003376704,0.948007200997381
exp10-formal-v3-stable-20260803,task_e_mixed,attempt_0044,9,3,True,True,True,,36.39384894999239,0.06951559498702409,0.0019750270002987236,36.39384894999239,30.298227469007543,6.025385505992745,3.037685788748604,0.018703397996432614,0.7390685229984228
exp10-formal-v3-stable-20260803,task_a_simple,attempt_0045,9,1,True,True,True,,11.723141552996822,0.09587024199572625,0.000568774004932493,11.723141552996822,10.0991507669969,1.5278390370003763,1.0077171288758109,0.01775237699621357,0.6154960819985718
exp10-formal-v3-stable-20260803,task_c_grouped,attempt_0046,10,1,True,True,True,,11.865812781004934,0.016957560001173988,0.0005489770046551712,11.865812781004934,10.100852589996066,1.7477501489993301,1.007783501625454,0.01744989099825034,0.8358154439993086
exp10-formal-v3-stable-20260803,task_d_dense,attempt_0047,10,1,True,True,True,,12.161023690998263,0.06528203700145241,0.000744913995731622,12.161023690998263,10.096061723001185,1.9993709830014268,1.0101127992511465,0.0062213639976107515,1.0848061939977924
exp10-formal-v3-stable-20260803,task_b_sequential,attempt_0048,10,2,True,True,True,,22.629009094001958,0.09822086799977114,0.001300452000577934,22.629009094001958,18.197818304004613,4.3324742920012795,2.0399227378766227,0.013445350996335037,1.2851793500012718
exp10-formal-v3-stable-20260803,task_a_simple,attempt_0049,10,1,True,True,True,,11.69583657199837,0.06478129499737406,0.0005475409998325631,11.69583657199837,10.098714505998942,1.5320791370031657,1.0202580113755175,0.017739953997079283,0.6092691060039215
exp10-formal-v3-stable-20260803,task_e_mixed,attempt_0050,10,3,True,True,True,,35.833418214999256,0.06900844500341918,0.0019130510045215487,35.833418214999256,30.291130771998724,5.472564377996605,3.0575012691215306,0.016337809996912256,0.7957019490058883
