task_type,metric,count,mean,std,median,iqr,min,max,p90,p95,coefficient_of_variation,attempt_count,execution_entry_count,execution_success_count,main_analysis_count
task_a_simple,planning_time,10,0.07240458959968236,0.012977672202987307,0.06675685000118392,0.0034306125044167857,0.06431954499930725,0.09785219200421125,0.09606843699657475,0.096960314500393,0.17923825374523272,10,10,10,10
task_a_simple,reference_execution_time,10,10.098496519299806,0.0015627848236816023,10.098737600001186,0.0011483464986667968,10.095429027001956,10.100440204005281,10.099928760095645,10.100184482050462,0.00015475420729163755,10,10,10,10
task_a_simple,stabilization_delay,10,1.5306757374015434,0.025166492907171892,1.5299701350013493,0.01361909125080274,1.4800768160057487,1.5765907860004518,1.5577435881001294,1.5671671870502906,0.0164414266798886,10,10,10,10
task_a_simple,stage_wall_time,10,11.701852420200158,0.027144488266896735,11.699033294502442,0.032677318498826935,11.6472140879996,11.740970270002435,11.730631589303812,11.735800929653124,0.0023196744662442458,10,10,10,10
task_a_simple,mission_wall_time,10,11.701852420200158,0.027144488266896735,11.699033294502442,0.032677318498826935,11.6472140879996,11.740970270002435,11.730631589303812,11.735800929653124,0.0023196744662442458,10,10,10,10
task_a_simple,trajectory_finish_spread,10,0.015150423999511987,0.0031389802918706713,0.0163426575018093,0.003133231747597165,0.008770061998802703,0.017877181999210734,0.017764857496513287,0.01782101974786201,0.20718762009378625,10,10,10,10
task_a_simple,stable_arrival_spread,10,0.612740415801818,0.024359433143349492,0.6086671655029932,0.0137326709991612,0.5776725850009825,0.6735115709998354,0.6248797847994865,0.6491956778996609,0.03975489867348361,10,10,10,10
task_a_simple,tracking_rmse,10,0.5785945871059412,0.011568428035712853,0.5709116872747758,0.02170762112081137,0.5671017454835434,0.5934758324446999,0.5927714805317881,0.593123656488244,0.01999401358657139,10,10,10,10
task_a_simple,minimum_inter_agent_distance,10,2.4261512065673223,0.12021305003961356,2.471795874400865,0.2343732535154297,2.279527969331499,2.555989139075699,2.5497098753615997,2.552849507218649,0.04954886971356533,10,10,10,10
task_a_simple,mean_rtf,10,0.9983147912314945,0.006139188649138507,0.9969826117497141,0.0004470388142746584,0.9941298551662787,1.0154541108124406,0.999266184756623,1.0073601477845318,0.006149551927969902,10,10,10,10
task_b_sequential,planning_time,10,0.08470144040074956,0.015484150340248441,0.08526521000203502,0.027624762245977763,0.06675466500018956,0.10149871800240362,0.0999391278011899,0.10071892290179675,0.18280858350209844,10,10,10,10
task_b_sequential,reference_execution_time,10,18.19744140410112,0.00348791506883827,18.19829042749916,0.0018993575040440192,18.18854245300099,18.201072465002653,18.200089401307924,18.200580933155287,0.00019167063057843976,10,10,10,10
task_b_sequential,stabilization_delay,10,4.451144247501361,0.12018285975358259,4.4303217724991555,0.21998998075650888,4.305217389002792,4.627289987001859,4.582106603000284,4.6046982950010715,0.02700044147548059,10,10,10,10
task_b_sequential,stage_wall_time,10,22.733782786800656,0.105066354223833,22.715492726001685,0.18469205175188108,22.60593807999976,22.897784614004195,22.8515542843008,22.8746694491525,0.004621595763853036,10,10,10,10
task_b_sequential,mission_wall_time,10,22.733782786800656,0.105066354223833,22.715492726001685,0.18469205175188108,22.60593807999976,22.897784614004195,22.8515542843008,22.8746694491525,0.004621595763853036,10,10,10,10
task_b_sequential,trajectory_finish_spread,10,0.017267594899021788,0.002465963989166957,0.01791939599934267,0.001464957499592856,0.012388491002639057,0.02025223899545381,0.01912475949648069,0.019688499245967248,0.14280877004513548,10,10,10,10
task_b_sequential,stable_arrival_spread,10,1.342230738199214,0.07402283462642292,1.333228447001602,0.1320642497503286,1.2460717609938001,1.4353885790005734,1.4220801475978078,1.4287343632991907,0.05514911298018303,10,10,10,10
task_b_sequential,tracking_rmse,10,0.9928954038965776,0.008559706305584041,0.9929692234797259,0.014442119014952626,0.98116704164053,1.0040964180367593,1.002081229530141,1.00308882378345,0.008620954706801767,10,10,10,10
task_b_sequential,minimum_inter_agent_distance,10,1.9158736517369572,0.20738649359268393,1.9153669947311665,0.39178526130985425,1.7065773278346834,2.1289834029232706,2.115111786781991,2.1220475948526305,0.10824643546022177,10,10,10,10
task_b_sequential,mean_rtf,10,0.9969006967733826,0.0006540689599147812,0.9969473293126663,0.0005144412911388674,0.9954946721046951,0.9978293690715659,0.9976293438913838,0.9977293564814749,0.0006561024202628935,10,10,10,10
task_c_grouped,planning_time,10,0.01726539769952069,0.0008176513765210568,0.01729162150149932,0.0007704637482675025,0.016271412998321466,0.018855172995245084,0.0183050057014043,0.01858008934832469,0.04735780725999471,10,10,10,10
task_c_grouped,reference_execution_time,10,10.098909564200222,0.0019670109934323047,10.099036201501804,0.0014855927547614556,10.094299675001821,10.100918317999458,10.100859162796405,10.10088874039793,0.000194774592338681,10,10,10,10
task_c_grouped,stabilization_delay,10,1.723198427198804,0.030429430091049186,1.7258513430006133,0.04588102400066418,1.6801720109942835,1.767679621996649,1.7537152346027143,1.7606974282996817,0.01765869188989143,10,10,10,10
task_c_grouped,stage_wall_time,10,11.839637429999858,0.029642470729185705,11.84188582850038,0.0488990090052539,11.79682535900065,11.879529287994956,11.868774940499861,11.874152114247408,0.002503663723187684,10,10,10,10
task_c_grouped,mission_wall_time,10,11.839637429999858,0.029642470729185705,11.84188582850038,0.0488990090052539,11.79682535900065,11.879529287994956,11.868774940499861,11.874152114247408,0.002503663723187684,10,10,10,10
task_c_grouped,trajectory_finish_spread,10,0.015280956200513174,0.003940319068961429,0.01702309749998676,0.0034343089973845053,0.008174149996193592,0.01955327500036219,0.018944948797434337,0.019249111898898264,0.25785814822433056,10,10,10,10
task_c_grouped,stable_arrival_spread,10,0.8013859124988812,0.030431977442281533,0.8085324430012406,0.04360011950120679,0.7556956039989018,0.8399674999964191,0.8362306495990197,0.8380990747977194,0.0379741856796416,10,10,10,10
task_c_grouped,tracking_rmse,10,0.585298943892153,0.0016505926880714386,0.5854117824709189,0.0025921418460994605,0.5824619348018715,0.5872492045843635,0.5870947790771558,0.5871719918307596,0.0028200848562876892,10,10,10,10
task_c_grouped,minimum_inter_agent_distance,10,2.0950109796396306,0.026820053594689367,2.0922148495095683,0.01494356835618138,2.0469421753770134,2.143509413924369,2.132389338332214,2.1379493761282915,0.01280186779703788,10,10,10,10
task_c_grouped,mean_rtf,10,0.9970455058078279,0.0010521039115347253,0.9967421598060076,0.0003228027037218695,0.9961865597506196,0.9998411258970875,0.9978183710361997,0.9988297484666436,0.0010552215574978073,10,10,10,10
task_d_dense,planning_time,10,0.06006835499938461,0.018963047302910645,0.06519265899987658,0.020368298502944526,0.03478513399750227,0.09786387999338331,0.06978530649721505,0.08382459324529914,0.31569113725696196,10,10,10,10
task_d_dense,reference_execution_time,10,10.097532215301545,0.00407004775483679,10.098876572501467,0.003614207749706111,10.088156844001787,10.100887464999687,10.100834604399642,10.100861034699665,0.00040307351024531935,10,10,10,10
task_d_dense,stabilization_delay,10,1.9003259627988882,0.07164319137070156,1.8762153489988123,0.10706017850498029,1.8174586319983064,2.0179019249990233,2.0012240772011864,2.009563001100105,0.03770047495703429,10,10,10,10
task_d_dense,stage_wall_time,10,12.058209353897837,0.08324451459505387,12.055916485995112,0.11745967999922868,11.942168756002502,12.184155862996704,12.163336908198108,12.173746385597406,0.006903555258654133,10,10,10,10
task_d_dense,mission_wall_time,10,12.058209353897837,0.08324451459505387,12.055916485995112,0.11745967999922868,11.942168756002502,12.184155862996704,12.163336908198108,12.173746385597406,0.006903555258654133,10,10,10,10
task_d_dense,trajectory_finish_spread,10,0.013283307600795524,0.004758661105086034,0.014446748500631656,0.0067134147548131295,0.005813602001580875,0.018918408000899944,0.01818452819970844,0.01855146810030419,0.3582436881007741,10,10,10,10
task_d_dense,stable_arrival_spread,10,0.9839396201994532,0.0711743548081103,0.9649259424986667,0.10115239550214028,0.8973536059966136,1.0958847459987737,1.0859140491978905,1.090899397598332,0.07233610004817433,10,10,10,10
task_d_dense,tracking_rmse,10,0.6312464486498516,0.003943237107884075,0.6306633399134411,0.003830702339715719,0.6252245632174201,0.6387087699865482,0.6357262512141747,0.6372175106003615,0.006246747393697203,10,10,10,10
task_d_dense,minimum_inter_agent_distance,10,1.3478057634002454,0.09024565548196929,1.3210465011664856,0.014021899768978496,1.299554024896941,1.6024418681396824,1.369381534227992,1.485911701183837,0.06695746370329912,10,10,10,10
