bag_time_ns,angular_velocity,orientation_variance,pose_frame,position,position_variance,q,quality,reset_counter,timestamp,timestamp_sample,velocity,velocity_frame,velocity_variance
1785140978690409311,[ 0.00164053  0.00150751 -0.00188367],[4.1606338e-05 4.0931307e-05 3.3971149e-02],1,[-0.01444283  0.00829042  0.2170325 ],[0.11109807 0.11127272 0.08967948],[0.70316744 0.00078982 0.00147277 0.71102244],0,6,1785140978684166,1785140978684166,[-0.02270156 -0.02204227  0.13665204],1,[0.01543785 0.01525281 0.00651374]
1785140978698325702,[ 4.2633037e-05  4.4224598e-04 -1.0847285e-03],[4.1648436e-05 4.0972878e-05 3.3971500e-02],1,[-0.01438339  0.00835934  0.21720453],[0.11150577 0.11168174 0.08995998],[0.70317155 0.00078982 0.00147517 0.71101826],0,6,1785140978692166,1785140978692166,[-0.02270702 -0.02174227  0.1365971 ],1,[0.01550845 0.01532135 0.00652697]
1785140978710296130,[ 4.2319880e-05 -1.9547525e-03 -2.9499868e-03],[4.1734536e-05 4.1053692e-05 3.3969525e-02],1,[-0.01428398  0.00848061  0.21756479],[0.11232109 0.11250429 0.08986773],[0.70318174 0.00079967 0.00146277 0.7110082 ],0,6,1785140978708166,1785140978708166,[-0.02330862 -0.02173907  0.13684177],1,[0.01563933 0.01545432 0.00652849]
1785140978718350732,[ 4.2315689e-05  1.2410413e-03 -8.1945653e-04],[4.1778312e-05 4.1094401e-05 3.3969875e-02],1,[-0.01424679  0.00853094  0.21778546],[0.11273604 0.11292059 0.09014903],[0.7031874  0.00079777 0.00146259 0.71100265],0,6,1785140978716166,1785140978716166,[-0.02354932 -0.0219711   0.13701236],1,[0.01571078 0.01552358 0.00654173]
1785140978730306973,[ 4.2317202e-05 -9.0539455e-05 -2.8682366e-04],[4.1821830e-05 4.1135900e-05 3.3970233e-02],1,[-0.01421541  0.00857478  0.21803221],[0.11315349 0.11333937 0.0904313 ],[0.70318955 0.00079702 0.00146132 0.7110005 ],0,6,1785140978724166,1785140978724166,[-0.02335781 -0.02175686  0.13705823],1,[0.01578239 0.01559316 0.00655497]
1785140978738330336,[ 4.2313826e-05 -2.4873829e-03 -5.5314100e-04],[4.1865762e-05 4.1177089e-05 3.3970591e-02],1,[-0.01418757  0.00861431  0.21830343],[0.11357345 0.11376064 0.09071451],[0.7031943  0.00080306 0.00145482 0.7109958 ],0,6,1785140978732166,1785140978732166,[-0.02312075 -0.02162606  0.13705754],1,[0.01585444 0.01566322 0.00656823]
1785140978750292007,[-0.00128926  0.00203999 -0.00161841],[4.1951946e-05 4.1259838e-05 3.3971291e-02],1,[-0.01414476  0.00867748  0.21891603],[0.11442094 0.1146107  0.09128383],[0.7031984  0.0007989  0.00145122 0.7109918 ],0,6,1785140978748166,1785140978748166,[-0.02285537 -0.02141866  0.13695994],1,[0.01599952 0.01580378 0.00659476]
1785140978758320710,[-4.9031642e-04 -9.0539455e-05 -5.5313623e-04],[4.1994259e-05 4.1302734e-05 3.3971641e-02],1,[-0.01412923  0.0087023   0.21925607],[0.11484851 0.11503951 0.09156992],[0.70320183 0.00079173 0.00144965 0.7109884 ],0,6,1785140978756166,1785140978756166,[-0.02268733 -0.02131799  0.13696766],1,[0.01607251 0.01587481 0.00660804]
1785140978770294524,[0.00084126 0.00017578 0.00184371],[4.2036267e-05 4.1344199e-05 3.3971999e-02],1,[-0.01411799  0.00872103  0.21958704],[0.11527865 0.11547087 0.09117938],[0.70320106 0.00079322 0.00144933 0.71098924],0,6,1785140978764166,1785140978764166,[-0.02265247 -0.02152327  0.13704255],1,[0.01614561 0.0159458  0.00659538]
1785140978778331674,[-0.00235552 -0.00195438 -0.00055041],[4.2078376e-05 4.1385341e-05 3.3969682e-02],1,[-0.01410422  0.00873047  0.21994005],[0.11570265 0.11590148 0.09146528],[0.70319974 0.00079365 0.00143965 0.7109905 ],0,6,1785140978772166,1785140978772166,[-0.02259358 -0.02166663  0.13693132],1,[0.0162072  0.01601191 0.00660865]
1785140978790337488,[-0.00075764 -0.00168806 -0.0021483 ],[4.2164513e-05 4.1469302e-05 3.3970390e-02],1,[-0.01409097  0.00873042  0.22071248],[0.11657552 0.11677689 0.09203998],[0.70322233 0.00079672 0.00141826 0.71096814],0,6,1785140978788166,1785140978788166,[-0.0227559  -0.02203669  0.1372671 ],1,[0.01635432 0.0161548  0.00663523]
1785140978798363737,[ 4.1310792e-05 -9.0161338e-05  1.5801262e-03],[4.2207394e-05 4.1511401e-05 3.3970747e-02],1,[-0.01409291  0.00872022  0.22113208],[0.11701588 0.11721848 0.09232877],[0.70322144 0.00079674 0.00141366 0.71096903],0,6,1785140978796166,1785140978796166,[-0.02274461 -0.02221378  0.13740656],1,[0.01642829 0.0162266  0.00664853]
1785140978810314798,[ 5.7394995e-04 -9.0162735e-05  1.8464399e-03],[4.2250591e-05 4.1552466e-05 3.3971105e-02],1,[-0.01409997  0.0087045   0.22157295],[0.11745886 0.11766268 0.09261854],[0.7032148  0.00079864 0.00141478 0.7109757 ],0,6,1785140978804166,1785140978804166,[-0.02281959 -0.0222028   0.13758466],1,[0.01650288 0.01629916 0.00666184]
1785140978818307333,[-0.00049132  0.0009751  -0.00108304],[4.2292864e-05 4.1594034e-05 3.3971462e-02],1,[-0.01411122  0.0086841   0.22203456],[0.11790448 0.11810949 0.09290928],[0.70321673 0.00079601 0.00141444 0.7109737 ],0,6,1785140978812166,1785140978812166,[-0.02269173 -0.0221588   0.13768554],1,[0.01657777 0.01637212 0.00667516]
1785140978830321373,[-0.00075764 -0.00222069 -0.00188198],[4.2379830e-05 4.1676642e-05 3.3972163e-02],1,[-0.01414468  0.00863019  0.22293428],[0.11880373 0.11901104 0.09279399],[0.7032334  0.00078326 0.00140412 0.7109573 ],0,6,1785140978828166,1785140978828166,[-0.02237521 -0.02222282  0.13809547],1,[0.0167279  0.01651811 0.00667501]
1785140978838353843,[-0.000225   -0.00301964 -0.00108304],[4.2422922e-05 4.1718973e-05 3.3972520e-02],1,[-0.01416429  0.00859496  0.223416  ],[0.11925738 0.11946581 0.09308547],[0.70323676 0.00079011 0.00139459 0.71095395],0,6,1785140978836166,1785140978836166,[-0.02197193 -0.02238342  0.13818233],1,[0.01680348 0.01659136 0.00668833]
