[INFO] [1788093238.475533465] [uav3.ladrc_position_controller]: 已创建 7 个邻居 Odom 订阅
[INFO] [1788093238.486777871] [uav3.ladrc_position_controller]: LADRC 集群执行节点已初始化 (命名空间: /uav3), ENU偏移=[0.0, 9.0, 0.0]
[INFO] [1788093238.487055340] [uav3.ladrc_position_controller]: 等待 swarm_command 和 vehicle_odometry 消息...
[INFO] [1788093238.487077652] [uav3.ladrc_position_controller]: 控制模式: ladrc_acceleration
[WARN] [1788093238.506991940] [uav3.ladrc_position_controller]: 等待新鲜 VehicleOdometry（startup=WAIT_ESTIMATOR_READY armed=0 offboard=0）
[INFO] [1788093238.511903003] [uav3.ladrc_position_controller]: 已接收到 vehicle_odometry 消息
[INFO] [1788093250.486795100] [uav3.ladrc_position_controller]: 请求 ARM（第 1 次）
[INFO] [1788093250.586798537] [uav3.ladrc_position_controller]: 请求 OFFBOARD（第 1 次）
[INFO] [1788093250.706864771] [uav3.ladrc_position_controller]: UAV3 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[-0.01,0.01,-0.22] Cmd[0.0,0.0,4.7]
[INFO] [1788093251.706873568] [uav3.ladrc_position_controller]: UAV3 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[-0.02,-0.00,-0.24] Cmd[0.0,0.0,8.0]
[INFO] [1788093252.726849643] [uav3.ladrc_position_controller]: UAV3 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[0.03,-0.04,0.93] Cmd[-0.4,0.5,3.7]
[INFO] [1788093253.726878519] [uav3.ladrc_position_controller]: UAV3 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[-0.07,-0.03,1.38] Cmd[0.8,0.1,3.6]
[INFO] [1788093254.746803690] [uav3.ladrc_position_controller]: UAV3 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[-0.05,0.02,1.50] Cmd[-0.2,-0.0,4.1]
[INFO] [1788093255.746818296] [uav3.ladrc_position_controller]: UAV3 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[0.03,0.04,1.84] Cmd[0.0,0.1,0.0]
[INFO] [1788093256.766794493] [uav3.ladrc_position_controller]: UAV3 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[0.01,-0.03,1.70] Cmd[-0.2,0.2,-0.6]
[INFO] [1788093257.786810481] [uav3.ladrc_position_controller]: UAV3 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[-0.00,0.04,1.56] Cmd[0.1,-0.1,0.7]
[INFO] [1788093258.586815705] [uav3.ladrc_position_controller]: 自动起飞稳定保持完成，进入 READY
[INFO] [1788093258.806783282] [uav3.ladrc_position_controller]: UAV3 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[0.01,0.01,1.50] Cmd[-0.2,0.2,0.6]
[INFO] [1788093259.826763140] [uav3.ladrc_position_controller]: UAV3 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[0.00,0.01,1.52] Cmd[-0.0,0.0,-0.4]
[INFO] [1788093260.846752007] [uav3.ladrc_position_controller]: UAV3 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[0.00,0.02,1.51] Cmd[-0.1,0.0,-0.1]
[INFO] [1788093261.846780250] [uav3.ladrc_position_controller]: UAV3 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[-0.01,-0.00,1.49] Cmd[-0.0,0.2,0.4]
[INFO] [1788093262.866781027] [uav3.ladrc_position_controller]: UAV3 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[-0.00,0.02,1.50] Cmd[-0.1,0.0,-0.1]
[INFO] [1788093263.886737314] [uav3.ladrc_position_controller]: UAV3 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[-0.00,0.01,1.50] Cmd[-0.2,0.1,0.1]
[INFO] [1788093264.906706679] [uav3.ladrc_position_controller]: UAV3 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[-0.00,0.01,1.51] Cmd[-0.1,0.1,-0.2]
[INFO] [1788093265.906728083] [uav3.ladrc_position_controller]: UAV3 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[-0.01,0.01,1.49] Cmd[-0.1,0.1,0.5]
[INFO] [1788093266.906752064] [uav3.ladrc_position_controller]: UAV3 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[-0.01,0.01,1.50] Cmd[-0.1,0.0,-0.1]
[INFO] [1788093267.906775308] [uav3.ladrc_position_controller]: UAV3 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[-0.02,0.01,1.49] Cmd[-0.1,0.1,0.4]
[INFO] [1788093268.926700623] [uav3.ladrc_position_controller]: UAV3 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[-0.01,0.01,1.51] Cmd[-0.2,0.0,-0.3]
[INFO] [1788093269.926772935] [uav3.ladrc_position_controller]: UAV3 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[-0.01,0.00,1.49] Cmd[-0.0,0.1,0.6]
[INFO] [1788093270.946697326] [uav3.ladrc_position_controller]: UAV3 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[-0.00,0.01,1.51] Cmd[-0.2,0.1,-0.3]
[INFO] [1788093271.946706887] [uav3.ladrc_position_controller]: UAV3 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[-0.02,-0.00,1.49] Cmd[0.0,0.1,0.7]
[INFO] [1788093272.946733292] [uav3.ladrc_position_controller]: UAV3 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[-0.00,0.02,1.51] Cmd[-0.3,-0.1,-0.4]
[INFO] [1788093273.966666079] [uav3.ladrc_position_controller]: UAV3 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[-0.01,0.01,1.49] Cmd[-0.0,0.2,0.7]
[INFO] [1788093274.966729490] [uav3.ladrc_position_controller]: UAV3 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[-0.02,-0.00,1.51] Cmd[-0.1,0.1,-0.4]
[INFO] [1788093275.966745686] [uav3.ladrc_position_controller]: UAV3 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[-0.02,0.02,1.49] Cmd[-0.0,-0.0,0.8]
[INFO] [1788093276.986662853] [uav3.ladrc_position_controller]: UAV3 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[-0.01,0.01,1.51] Cmd[-0.1,0.1,-0.2]
[INFO] [1788093278.006650205] [uav3.ladrc_position_controller]: UAV3 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[-0.02,0.00,1.49] Cmd[0.0,0.1,0.4]
[INFO] [1788093279.006692259] [uav3.ladrc_position_controller]: UAV3 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[-0.01,0.01,1.52] Cmd[-0.1,0.1,-0.5]
[INFO] [1788093280.026632109] [uav3.ladrc_position_controller]: UAV3 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[-0.01,0.01,1.51] Cmd[0.1,0.1,0.0]
[INFO] [1788093281.026683547] [uav3.ladrc_position_controller]: UAV3 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[-0.01,0.01,1.51] Cmd[-0.1,0.1,-0.3]
[INFO] [1788093282.046631017] [uav3.ladrc_position_controller]: UAV3 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[-0.00,0.01,1.50] Cmd[-0.1,0.0,-0.1]
[INFO] [1788093283.066638282] [uav3.ladrc_position_controller]: UAV3 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[-0.01,0.01,1.49] Cmd[0.0,0.0,0.2]
[INFO] [1788093284.066643443] [uav3.ladrc_position_controller]: UAV3 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[-0.01,0.00,1.50] Cmd[-0.1,0.1,-0.2]
[INFO] [1788093285.086603637] [uav3.ladrc_position_controller]: UAV3 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[-0.01,0.00,1.50] Cmd[-0.0,0.1,0.1]
[INFO] [1788093286.106574404] [uav3.ladrc_position_controller]: UAV3 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[-0.01,0.02,1.51] Cmd[-0.0,0.0,-0.4]
[INFO] [1788093287.126590959] [uav3.ladrc_position_controller]: UAV3 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[-0.01,0.00,1.48] Cmd[-0.0,0.1,0.7]
[INFO] [1788093288.146563656] [uav3.ladrc_position_controller]: UAV3 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[-0.01,0.00,1.51] Cmd[-0.1,0.1,-0.6]
[INFO] [1788093289.166546646] [uav3.ladrc_position_controller]: UAV3 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[-0.01,0.01,1.48] Cmd[-0.0,0.1,0.9]
[INFO] [1788093290.166556234] [uav3.ladrc_position_controller]: UAV3 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[-0.01,0.01,1.51] Cmd[-0.1,0.1,-0.6]
[INFO] [1788093291.186588663] [uav3.ladrc_position_controller]: UAV3 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[-0.02,0.01,1.49] Cmd[0.1,0.1,0.9]
[INFO] [1788093292.206549109] [uav3.ladrc_position_controller]: UAV3 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[-0.01,0.01,1.51] Cmd[-0.0,0.1,-0.4]
[INFO] [1788093293.226531821] [uav3.ladrc_position_controller]: UAV3 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[-0.01,0.00,1.50] Cmd[0.0,0.1,0.4]
[INFO] [1788093294.246523703] [uav3.ladrc_position_controller]: UAV3 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[-0.01,0.01,1.50] Cmd[-0.0,0.0,-0.0]
[INFO] [1788093295.266506061] [uav3.ladrc_position_controller]: UAV3 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[-0.01,0.01,1.50] Cmd[-0.0,0.1,-0.1]
[INFO] [1788093296.266517702] [uav3.ladrc_position_controller]: UAV3 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[-0.02,0.00,1.50] Cmd[0.1,0.1,0.0]
[INFO] [1788093297.286505967] [uav3.ladrc_position_controller]: UAV3 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[-0.02,0.01,1.50] Cmd[0.0,0.1,-0.2]
[INFO] [1788093298.306524662] [uav3.ladrc_position_controller]: UAV3 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[-0.01,0.02,1.49] Cmd[-0.0,0.0,0.2]
