experiment_id,batch_id,task_type,trial_id,overall_success,semantic_success,execution_success,safety_success,parsing_latency_ms,lfs_compilation_latency_ms,assignment_compute_time_ms,command_dispatch_skew_ms,planned_xy_crossings,planned_proximity_crossings,planned_min_distance,local_swap_iterations,total_latency,completion_time,total_end_to_end_time,mission_completion_overhead,controller_tracking_rmse,tracking_rmse,avoidance_deviation,arrival_spread,min_distance,iapf_activation_count,iapf_active_duration,violation_count,violation_duration,near_miss_duration,mean_rtf,min_rtf,p5_rtf,mean_cpu,p95_cpu,max_cpu,mean_memory_bytes,max_memory_bytes,control_loop_effective_frequency,failure_reason
experiments_10,exp10-formal-20260731,task_a_simple,1,True,True,True,True,5131,0.8148470005835406,34.03232399978151,0.39811100032238755,2,0,2.511515317580915,0,5157.037124999988,11.051794449000226,25.247889760999897,1.0517944490002265,0.6812742106043854,0.6812742106043854,0.0,0.014332570000988198,2.511030725329206,0,0.0,0,0,0,0.9901104125514906,0.16895728026626083,0.9999561678736648,7.644127924549837,14.753176439035839,38.62433862433863,11671770217.931034,11701923840.0,49.995667605556065,
experiments_10,exp10-formal-20260731,task_a_simple,2,True,True,True,True,3988,0.8663520002301084,35.289370998725644,0.2866199993150076,2,0,2.5190459571890895,0,4017.4988049984677,11.056321580999793,24.452221393999935,1.0563215809997928,0.7110218287261478,0.7110218287261478,0.0,0.005328274999556015,2.506123959483831,0,0.0,0,0,0,0.9863552453323052,0.1176192815003861,0.9936724150585395,13.010082294467583,18.833992094861657,42.27212681638045,11519027246.545454,11553529856.0,50.0516778326876,
experiments_10,exp10-formal-20260731,task_a_simple,3,False,False,False,True,nan,nan,0,nan,0,0,nan,0,nan,0,75.43700555099895,0,nan,nan,nan,nan,2.890927289540164,0,0.0,0,0,0,0.9999976834518927,0.9999078934840177,0.9999814595399529,5.034413612137855,12.620967741935477,37.971014492753625,11519278908.435013,11675217920.0,nan,readiness_timeout
experiments_10,exp10-formal-20260731,task_a_simple,4,True,True,True,True,4386,0.8018770004127873,35.58042700024089,0.6472490003943676,1,0,2.5138596426934443,0,4413.948647001234,11.05633831600062,24.64655841700005,1.0563383160006197,0.6904769699808939,0.6904769699808939,0.0,0.017428146999009186,2.5511065320558175,0,0.0,0,0,0,0.9887968291450573,0.10018294628223158,0.9994923602088553,9.281107405815751,18.286713286713287,37.908496732026144,11658437957.818182,11687084032.0,50.01697303760512,
experiments_10,exp10-formal-20260731,task_a_simple,5,True,True,True,True,3721,0.7772919998387806,103.76578300019901,0.295200999971712,0,0,2.5212813064877144,2,3750.3392060007172,11.123743348000062,24.447847712999646,1.1237433480000618,0.6892180312122619,0.6892180312122619,0.0,0.01852740699905553,2.518988090747734,0,0.0,0,0,0,0.9903110349083294,0.1866632797950031,0.9999522640750651,11.652415900484584,19.186252001925002,40.387275242047025,11651187188.622223,11824185344.0,50.01992448566535,
experiments_10,exp10-formal-20260731,task_b_sequential,1,True,True,True,True,8835,1.024316999973962,70.36642599996412,0.35392900099395774,0,2,1.6781958678545763,0,8862.376864999533,45.10545007800101,65.2321216979999,27.105450078001013,0.7855430039372685,0.7855430039372685,0.0,18.797232091001206,1.6883034352753943,0,0.0,0,0,0,0.9967779356828701,0.1710468713307942,0.9999863118883442,7.536995519224198,15.40041067761807,22.10866057019903,11555304271.448277,11629817856.0,49.997610550432526,
experiments_10,exp10-formal-20260731,task_b_sequential,2,False,False,False,True,nan,nan,0,nan,0,0,nan,0,nan,0,75.44046116999925,0,nan,nan,nan,nan,3.004662779063954,0,0.0,0,0,0,0.998903026176382,0.9969737155894715,0.9972792891157007,4.8978141396732155,12.302097138847742,39.32107496463932,11571348542.472149,11649232896.0,nan,readiness_timeout
experiments_10,exp10-formal-20260731,task_b_sequential,3,True,True,True,True,5950,0.9368419996462762,96.4814969975123,0.3195179997419473,0,0,2.109747410073901,1,5976.878019999276,46.667262684999514,63.83279236400085,28.667262684999514,0.7667790822400704,0.7667790822400704,0.0,2.4833664140005567,2.03429679241285,0,0.0,0,0,0,0.9970550745212406,0.21470516584414323,0.9999917347877146,8.449224334230491,16.946386946386944,23.286583752315426,11580702417.712177,11853348864.0,50.005394930128716,
experiments_10,exp10-formal-20260731,task_b_sequential,4,True,True,True,True,6905,0.9716949989524437,66.19409199993243,0.3692800000862917,0,2,1.688140049951221,0,6933.425826999155,37.846798861000934,53.25032313100019,19.846798861000934,0.9675152022093086,0.9675152022093086,0.0,0.8984557749990927,1.7290969427767464,0,0.0,0,0,0,0.9958269853009719,0.10258419117909592,0.9999815773659105,9.823777152619183,18.183636363636364,39.59183673469388,11825559598.757992,11864035328.0,49.999405184293394,
experiments_10,exp10-formal-20260731,task_b_sequential,5,True,True,True,True,8886,1.2361480003164615,100.67177100063418,0.2956120006274432,0,2,1.6838706697581247,1,8912.973043999955,45.9343403690018,64.45012686500013,27.934340369001802,0.7835239865611575,0.7835239865611575,0.0,19.719476402999135,1.6631205482871572,0,0.0,0,0,0,0.9963796557741597,0.0791046594931517,0.9999708975566528,10.165356263672756,19.44990176817289,22.044088176352705,11832024960.992249,11896623104.0,50.01456753920341,
