experiment_id,batch_id,task_type,trial_id,overall_success,semantic_success,execution_success,safety_success,parsing_latency_ms,lfs_compilation_latency_ms,assignment_compute_time_ms,command_dispatch_skew_ms,planned_xy_crossings,planned_proximity_crossings,planned_min_distance,local_swap_iterations,total_latency,completion_time,total_end_to_end_time,mission_completion_overhead,controller_tracking_rmse,tracking_rmse,avoidance_deviation,arrival_spread,min_distance,iapf_activation_count,iapf_active_duration,violation_count,violation_duration,near_miss_duration,mean_rtf,min_rtf,p5_rtf,mean_cpu,p95_cpu,max_cpu,mean_memory_bytes,max_memory_bytes,control_loop_effective_frequency,failure_reason
experiments_10,exp10-formal-20260731,task_c_grouped,1,True,True,True,True,7145,1.0485029997653328,16.001228999812156,0.5118530007166555,0,0,2.122969010337825,0,7173.733305000496,11.022444063999501,28.838823767000576,1.022444063999501,0.6775355065114855,0.6775355065114855,0.0,0.004788817999724415,2.1020675026641524,0,0.0,0,0,0,0.9902312808504582,0.1601670533734519,0.9999834728462919,10.65148950507865,17.56245120999219,21.39223560910308,11566427883.865168,11602534400.0,50.02873387001588,
experiments_10,exp10-formal-20260731,task_c_grouped,2,True,True,True,True,4808,1.1037109998142114,17.20460899923637,0.29564800024672877,0,0,2.1160146089089675,0,4835.588564999853,11.038711164999768,26.83990021700083,1.0387111649997678,0.6827889883246235,0.6827889883246235,0.0,0.018534479999289033,2.0787875766341677,0,0.0,0,0,0,0.9856914794084289,0.22592560800182038,0.9902643515099738,10.224417745536137,18.468330019880714,22.516914749661705,11582452940.8,11620524032.0,50.01776614426614,
experiments_10,exp10-formal-20260731,task_c_grouped,3,True,True,True,True,6596,1.4135140008875169,16.913958999793977,0.3496939989418024,0,0,2.119345004640926,0,6623.702976999994,35.54969003400038,53.23554258399963,25.549690034000378,0.5334613815188624,0.5334613815188624,0.0,0.0074457470000197645,2.105007876454574,0,0.0,0,0,0,0.9956199381201465,0.09626691437544088,1.0000027715401831,8.803377795319022,17.06060606060606,21.25506072874494,11713378986.666666,11813466112.0,50.02932789979212,
experiments_10,exp10-formal-20260731,task_c_grouped,4,True,True,True,True,7085,0.9304280010837829,16.132450000441168,0.3576580002118135,0,0,2.127365183220682,0,7110.795204000169,11.036344576999909,27.446996572998614,1.036344576999909,0.6805411810997398,0.6805411810997398,0.0,0.01748102900091908,2.085412239669145,0,0.0,0,0,0,0.9888100983189253,0.09202115235568487,0.9999854122332434,10.46245757858003,19.172122922425693,38.283378746594,11649588259.310345,11692556288.0,50.038043332313,
experiments_10,exp10-formal-20260731,task_c_grouped,5,True,True,True,True,11637,1.201564000439248,16.311615998347406,0.33694000012474135,0,0,2.123281408924933,0,11663.999684000373,32.855751147000774,54.247438448999674,22.855751147000774,0.5397103273236254,0.5397103273236254,0.0,0.01456438400055049,2.1127798567459366,0,0.0,0,0,0,0.9651940273185122,0.06508353838832645,0.9473869067140288,7.220037674297398,12.823234289557046,19.26605504587156,11734308441.731958,11761037312.0,49.99835001577651,
experiments_10,exp10-formal-20260731,task_d_dense,1,True,True,True,True,3511,0.9152340007858584,33.05242299938982,0.32177899993257597,0,8,1.6532382767999982,0,3539.169137000499,11.048216848001175,23.64585493100094,1.048216848001175,0.7489567021374438,0.7489567021374438,0.0,0.00764157800040266,1.5010439537819031,0,0.0,0,0,0,0.9891161763168882,0.1250880850663218,0.9994822481227673,10.562889968372938,17.37551445781004,32.45967741935484,11559046878.870588,11737600000.0,50.02579449006228,
experiments_10,exp10-formal-20260731,task_d_dense,2,True,True,True,True,12967,0.915096001335769,63.51438699857681,0.30224700094549917,0,8,0.4154223154592742,1,12995.212178000656,29.62526068399893,54.823128261999955,19.62526068399893,0.5843304410262704,0.5843304410262704,0.02750284161081579,17.76024994600084,1.0906555625981644,5,16.918558877003306,0,0,5.4999999999999964,0.9826528553703165,0.08635657308942195,0.9838695669990128,8.556192131050642,16.951836734693874,25.272331154684096,11712399064.177778,11753586688.0,50.01881576197076,
experiments_10,exp10-formal-20260731,task_d_dense,3,True,True,True,True,4547,0.7765519985696301,66.5069520000543,0.3974029987148242,0,8,1.179508571132623,1,4573.289547999593,11.477108928000234,25.643816933999915,1.4771089280002343,0.7320419441605918,0.7320419441605918,0.009259018932422508,0.4047682740001619,1.3228692864029237,4,13.07956807699884,0,0,2.200000000000001,0.9892558996229722,0.10853815463372242,0.9999500766911966,6.694789204957544,12.503987240829346,21.086432967621086,11638118590.511627,11659866112.0,50.00056656428175,
experiments_10,exp10-formal-20260731,task_d_dense,4,True,True,True,True,3639,0.7337410006584832,68.01968499894429,0.3387929991731653,0,8,1.1792460602435726,1,3666.8689109992556,13.119167974000447,28.032440106999275,3.1191679740004474,0.6998213712937502,0.6998213712937502,0.0071621758174119,0.24501239200071723,1.3504465002311508,2,7.259744699000294,0,0,2.0,0.9839089976952657,0.13432833616707293,0.987644024776189,7.523947860608581,14.700626152972895,19.284324000598893,11755812123.234043,11789029376.0,50.02526114086714,
experiments_10,exp10-formal-20260731,task_d_dense,5,True,True,True,True,4753,0.8183070003724424,35.33455399883678,0.3277119994891109,0,8,1.653217038407274,0,4783.048120998501,11.085882248000416,25.250690012000632,1.0858822480004164,0.732372830249281,0.732372830249281,0.0,0.04453783900135022,1.5466911779883834,0,0.0,0,0,0,0.9903741932580051,0.1825031043354084,0.9998615418344481,10.144789264520595,17.952148767474203,39.09574468085106,11791302469.818182,11832877056.0,49.99929278494364,
experiments_10,exp10-formal-20260731,task_e_mixed,1,False,False,False,True,113330,0,0,nan,0,0,nan,0,117362.16814299951,0,124.43607121799869,0,nan,nan,nan,nan,2.9770446134978132,0,0.0,0,0,0,1.039988232087553,0.02036247640369702,0.606678606074786,11.583006359789781,23.96694214876033,40.37356321839081,11542653610.666666,11635412992.0,nan,llm_parse_failure
experiments_10,exp10-formal-20260731,task_e_mixed,2,False,False,False,True,150993,0,0,nan,0,0,nan,0,155024.6725859997,0,159.63607771100033,0,nan,nan,nan,nan,2.98396509162447,0,0.0,0,0,0,0.8586362237112868,0.006922213385007287,0.3042805968258163,10.955509049677778,25.597396737718586,30.85904920767306,11519888497.777779,11530235904.0,nan,llm_parse_failure
experiments_10,exp10-formal-20260731,task_e_mixed,3,False,False,False,False,nan,nan,0,nan,0,0,nan,0,nan,0,75.43255461199988,0,nan,nan,nan,nan,nan,0,0.0,0,0,0,0.8637127439066754,0.7573593099557118,0.7811845103948657,3.608149761425013,8.790594498669032,37.48148148148148,11488581822.132626,11554484224.0,nan,readiness_timeout
experiments_10,exp10-formal-20260731,task_e_mixed,4,False,False,False,True,179076,0,0,nan,0,0,nan,0,183105.02722100136,0,188.04926150600113,0,nan,nan,nan,nan,2.9799160968947236,0,0.0,0,0,0,0.8342389972786797,0.0053503079066741545,0.2540106692807711,11.220292311315543,26.692450122160988,37.41851368970013,11702633565.09091,11810828288.0,nan,llm_parse_failure
experiments_10,exp10-formal-20260731,task_e_mixed,5,True,True,True,True,11516,1.6487679986312287,68.70813299792644,0.5024120000598487,6,6,1.5044286931451945,0,11543.542162000449,59.155776695000895,80.2455403310014,29.155776695000895,1.153874600032651,1.153874600032651,0.0,12.483307120999598,1.6121364452430609,0,0.0,0,0,0,0.9944109177474384,0.07767517834930371,0.9951402639644348,9.065660751534324,18.471757689159162,38.65435356200528,11783097428.550459,11894439936.0,50.00475732922753,
