experiment_id,batch_id,task_type,trial_id,stage_id,mission_id,uav_id,dispatch_time,arrival_time,completion_time,arrival_time_error,final_position_error
experiments_10,exp10-formal-20260731,task_b_sequential,3,1,1,8,12.811954590000823,23.539830896999774,10.727876306998951,0.7295247316360474,0.38578107953071594
experiments_10,exp10-formal-20260731,task_b_sequential,3,2,2,1,48.862465354999586,48.86216196799978,-0.00030338699980347883,0.8808410167694092,0.3898712992668152
experiments_10,exp10-formal-20260731,task_b_sequential,3,2,2,2,48.86289384600059,48.86260940399916,-0.0002844420014298521,0.8236655592918396,0.3870317041873932
experiments_10,exp10-formal-20260731,task_b_sequential,3,2,2,3,48.863189097999566,48.86299889200018,-0.00019020599938812666,0.5063580870628357,0.39264047145843506
experiments_10,exp10-formal-20260731,task_b_sequential,3,2,2,4,48.8634101610005,48.86329030699926,-0.00011985400124103762,0.737074077129364,0.3596976697444916
experiments_10,exp10-formal-20260731,task_b_sequential,3,2,2,5,48.86366443599945,48.86348428000019,-0.00018015599926002324,0.5371367335319519,0.3833790719509125
experiments_10,exp10-formal-20260731,task_b_sequential,3,2,2,6,48.86393377999957,48.86374118000094,-0.0001925999986269744,0.24458616971969604,0.37967362999916077
experiments_10,exp10-formal-20260731,task_b_sequential,3,2,2,7,48.86420805200032,48.86401391000072,-0.00019414199960010592,0.7423165440559387,0.36377060413360596
experiments_10,exp10-formal-20260731,task_b_sequential,3,2,2,8,48.86448559100063,48.86428874299963,-0.00019684800099639688,0.937617838382721,0.3810510039329529
experiments_10,exp10-formal-20260731,task_b_sequential,4,1,1,1,11.171638945001177,22.084770477000347,10.91313153199917,0.9141809940338135,0.36764833331108093
experiments_10,exp10-formal-20260731,task_b_sequential,4,1,1,2,11.171938965000663,21.825850783001442,10.653911818000779,0.6551135182380676,0.3754693567752838
experiments_10,exp10-formal-20260731,task_b_sequential,4,1,1,3,11.172077264000109,21.18866932000128,10.016592056001173,0.017922470346093178,0.3758052587509155
experiments_10,exp10-formal-20260731,task_b_sequential,4,1,1,4,11.172213839001415,21.186314702001255,10.01410086299984,0.015509653836488724,0.3753434419631958
experiments_10,exp10-formal-20260731,task_b_sequential,4,1,1,5,11.17235854899991,21.187505345000318,10.015146796000408,0.016455860808491707,0.3740343451499939
experiments_10,exp10-formal-20260731,task_b_sequential,4,1,1,6,11.172491658000581,21.188828607000687,10.016336949000106,0.017425021156668663,0.3419651389122009
experiments_10,exp10-formal-20260731,task_b_sequential,4,1,1,7,11.172615819999919,21.532060274001196,10.359444454001277,0.36095941066741943,0.3671360909938812
experiments_10,exp10-formal-20260731,task_b_sequential,4,1,1,8,11.172741725000378,21.826940919001572,10.654199194001194,0.6558453440666199,0.34778982400894165
experiments_10,exp10-formal-20260731,task_b_sequential,4,2,2,1,24.659192013999927,24.65904380700158,-0.00014820699834672268,11.506673812866211,0.343193918466568
experiments_10,exp10-formal-20260731,task_b_sequential,4,2,2,2,24.65943707200131,24.65932292800062,-0.0001141440006904304,11.327495574951172,0.33388787508010864
experiments_10,exp10-formal-20260731,task_b_sequential,4,2,2,3,24.659625844000402,24.659523804000855,-0.0001020399995468324,11.910265922546387,0.31829896569252014
experiments_10,exp10-formal-20260731,task_b_sequential,4,2,2,4,24.6597972640011,24.659698389999903,-9.887400119623635e-05,12.507905006408691,0.3425540030002594
experiments_10,exp10-formal-20260731,task_b_sequential,4,2,2,5,24.65997119900021,24.65986882800098,-0.00010237099922960624,12.928838729858398,0.3519666790962219
experiments_10,exp10-formal-20260731,task_b_sequential,4,2,2,6,24.660129003999828,24.660038855001403,-9.014899842441082e-05,13.529834747314453,0.321122944355011
experiments_10,exp10-formal-20260731,task_b_sequential,4,2,2,7,24.66042436600037,24.660196530001485,-0.0002278359988849843,14.133339881896973,0.34636229276657104
experiments_10,exp10-formal-20260731,task_b_sequential,4,2,2,8,24.660590205001427,24.66049571900112,-9.448600030736998e-05,14.548235893249512,0.34850144386291504
experiments_10,exp10-formal-20260731,task_b_sequential,5,1,1,1,14.291698654000356,44.013516633998734,29.721817979998377,19.722562789916992,0.359541654586792
experiments_10,exp10-formal-20260731,task_b_sequential,5,1,1,2,14.291936366998925,43.01558023199868,28.723643864999758,18.7250919342041,0.33065226674079895
experiments_10,exp10-formal-20260731,task_b_sequential,5,1,1,3,14.29208707900034,24.2940402309996,10.00195315199926,0.003308813087642193,0.3650924265384674
experiments_10,exp10-formal-20260731,task_b_sequential,5,1,1,4,14.29222490599932,24.309073611999338,10.016848706000019,0.018499718979001045,0.3656688630580902
experiments_10,exp10-formal-20260731,task_b_sequential,5,1,1,5,14.292360819999885,24.296959541999968,10.004598722000082,0.0062696621753275394,0.35423824191093445
experiments_10,exp10-formal-20260731,task_b_sequential,5,1,1,6,14.292488487999435,24.29935955399924,10.006871065999803,0.007979083806276321,0.35751473903656006
experiments_10,exp10-formal-20260731,task_b_sequential,5,1,1,7,14.292614173000402,24.720951393999712,10.42833722099931,0.42995762825012207,0.38373875617980957
experiments_10,exp10-formal-20260731,task_b_sequential,5,1,1,8,14.2927330349994,27.138959687999886,12.846226653000485,2.848059892654419,0.38893070816993713
experiments_10,exp10-formal-20260731,task_b_sequential,5,2,2,1,48.68565879599919,48.68540779700015,-0.0002509989990358008,0.9885886907577515,0.38881540298461914
experiments_10,exp10-formal-20260731,task_b_sequential,5,2,2,2,48.685904915999345,48.685723126000084,-0.00018178999926021788,0.771104097366333,0.35791346430778503
experiments_10,exp10-formal-20260731,task_b_sequential,5,2,2,3,48.68612722099897,48.6859575139988,-0.00016970700016827323,0.009139306843280792,0.39076900482177734
experiments_10,exp10-formal-20260731,task_b_sequential,5,2,2,4,48.68627248200028,48.68617650299893,-9.597900134394877e-05,0.6642792224884033,0.39143484830856323
experiments_10,exp10-formal-20260731,task_b_sequential,5,2,2,5,48.686491510999986,48.68432184999983,-0.0021696610001527006,0.47201231122016907,0.3657519221305847
experiments_10,exp10-formal-20260731,task_b_sequential,5,2,2,6,48.686700079999355,48.68654063299982,-0.00015944699953251984,0.013776514679193497,0.3629971146583557
experiments_10,exp10-formal-20260731,task_b_sequential,5,2,2,7,48.686916274000396,48.68674774899955,-0.0001685250008449657,0.7757708430290222,0.38709548115730286
experiments_10,exp10-formal-20260731,task_b_sequential,5,2,2,8,48.68719523499931,48.686969512998985,-0.00022572200032300316,1.0139437913894653,0.38433611392974854
experiments_10,exp10-formal-20260731,task_c_grouped,1,1,1,1,13.501580628000738,23.50052214400057,9.998941515999832,0.0006122980266809464,0.426105260848999
experiments_10,exp10-formal-20260731,task_c_grouped,1,1,1,2,13.501788184999896,23.50144259800072,9.999654413000826,0.001326997997239232,0.43167707324028015
experiments_10,exp10-formal-20260731,task_c_grouped,1,1,1,3,13.501919047999763,23.502933575000498,10.001014527000734,0.0028023559134453535,0.42544206976890564
experiments_10,exp10-formal-20260731,task_c_grouped,1,1,1,4,13.502037148000454,23.502359575999435,10.00032242799898,0.001535746967419982,0.4121212065219879
experiments_10,exp10-formal-20260731,task_c_grouped,1,1,1,5,13.502156860999094,23.503039743000045,10.000882882000951,0.0027014780789613724,0.4069279432296753
experiments_10,exp10-formal-20260731,task_c_grouped,1,1,2,6,13.502517072000046,23.501659121000557,9.999142049000511,0.00025475199799984694,0.4154430329799652
experiments_10,exp10-formal-20260731,task_c_grouped,1,1,2,7,13.502748652999799,23.500596092000706,9.997847439000907,0.00016965299437288195,0.4078539311885834
experiments_10,exp10-formal-20260731,task_c_grouped,1,1,2,8,13.502878695999243,23.505310962000294,10.002432266001051,0.0046639228239655495,0.3922015428543091
experiments_10,exp10-formal-20260731,task_c_grouped,2,1,1,1,11.377674294000826,21.393967107000208,10.016292812999382,0.016737010329961777,0.3990001678466797
experiments_10,exp10-formal-20260731,task_c_grouped,2,1,1,2,11.377895691000958,21.396269447999657,10.018373756998699,0.01901168003678322,0.3923828899860382
experiments_10,exp10-formal-20260731,task_c_grouped,2,1,1,3,11.378072303999943,21.39549787299984,10.017425568999897,0.017932714894413948,0.3985747992992401
experiments_10,exp10-formal-20260731,task_c_grouped,2,1,1,4,11.37823672400009,21.37869172200044,10.00045499800035,0.001492404961027205,0.3900839388370514
experiments_10,exp10-formal-20260731,task_c_grouped,2,1,1,5,11.378372189999936,21.377951106000182,9.999578916000246,0.0007578289951197803,0.38440588116645813
experiments_10,exp10-formal-20260731,task_c_grouped,2,1,2,6,11.378502565999952,21.39648558599947,10.01798301999952,0.018804198130965233,0.37496355175971985
experiments_10,exp10-formal-20260731,task_c_grouped,2,1,2,7,11.378634333999798,21.381554781000887,10.002920447001088,0.004241789225488901,0.36577561497688293
experiments_10,exp10-formal-20260731,task_c_grouped,2,1,2,8,11.37876188500013,21.382945874000143,10.004183989000012,0.005891108885407448,0.3747600317001343
experiments_10,exp10-formal-20260731,task_c_grouped,3,1,1,1,13.42367460999958,23.425175418000435,10.001500808000856,0.0022052559070289135,0.3139273524284363
experiments_10,exp10-formal-20260731,task_c_grouped,3,1,1,2,13.423863722999158,23.42657327300003,10.002709550000873,0.003664836985990405,0.3111257553100586
experiments_10,exp10-formal-20260731,task_c_grouped,3,1,1,3,13.423999226999513,23.430948355999135,10.006949128999622,0.00812521856278181,0.3210609257221222
experiments_10,exp10-formal-20260731,task_c_grouped,3,1,1,4,13.424124281000331,23.43017031099953,10.006046029999197,0.007688692770898342,0.3283880949020386
experiments_10,exp10-formal-20260731,task_c_grouped,3,1,1,5,13.424265113999354,23.429494427000463,10.00522931300111,0.006159693002700806,0.3484363257884979
experiments_10,exp10-formal-20260731,task_c_grouped,3,1,2,6,13.424395508000089,23.432621165000455,10.008225657000366,0.009393161162734032,0.32231658697128296
experiments_10,exp10-formal-20260731,task_c_grouped,3,1,2,7,13.424519660000442,23.425370302999,10.000850642998557,0.0020092700142413378,0.3256535828113556
experiments_10,exp10-formal-20260731,task_c_grouped,3,1,2,8,13.42463907399906,23.430239350000193,10.005600276001132,0.007040500175207853,0.3453260362148285
experiments_10,exp10-formal-20260731,task_c_grouped,4,1,1,1,11.914031629999954,21.93243085799986,10.018399227999907,0.019274432212114334,0.4220717251300812
experiments_10,exp10-formal-20260731,task_c_grouped,4,1,1,2,11.914235409998582,21.93048031499893,10.016244905000349,0.01710178516805172,0.3942391574382782
experiments_10,exp10-formal-20260731,task_c_grouped,4,1,1,3,11.914360052998745,21.927243408999857,10.012883356001112,0.013896278105676174,0.4154755473136902
experiments_10,exp10-formal-20260731,task_c_grouped,4,1,1,4,11.91447475699897,21.929901723999137,10.015426967000167,0.01656273752450943,0.40971076488494873
experiments_10,exp10-formal-20260731,task_c_grouped,4,1,1,5,11.914586515998963,21.914949828998942,10.00036331299998,0.001581788994371891,0.40470725297927856
experiments_10,exp10-formal-20260731,task_c_grouped,4,1,2,6,11.914698865999526,21.931459032999555,10.01676016700003,0.01795208267867565,0.3967304825782776
experiments_10,exp10-formal-20260731,task_c_grouped,4,1,2,7,11.914819530999011,21.927351590999024,10.012532060000012,0.013611486181616783,0.37118756771087646
experiments_10,exp10-formal-20260731,task_c_grouped,4,1,2,8,11.914933143998496,21.92872865299978,10.013795509001284,0.01494775153696537,0.3590967059135437
experiments_10,exp10-formal-20260731,task_c_grouped,5,1,1,1,17.01206189000004,27.025329897998745,10.013268007998704,0.013830337673425674,0.3454238176345825
experiments_10,exp10-formal-20260731,task_c_grouped,5,1,1,2,17.012300385000344,27.02821840099932,10.015918015998977,0.016983825713396072,0.31695321202278137
experiments_10,exp10-formal-20260731,task_c_grouped,5,1,1,3,17.012441990000298,27.02258435099975,10.010142360999453,0.011761506088078022,0.3215849995613098
experiments_10,exp10-formal-20260731,task_c_grouped,5,1,1,4,17.012577092000356,27.02623044899883,10.013653356998475,0.01468722801655531,0.32104840874671936
experiments_10,exp10-formal-20260731,task_c_grouped,5,1,1,5,17.01269736699942,27.02552285799902,10.012825490999603,0.013874540105462074,0.3210297226905823
experiments_10,exp10-formal-20260731,task_c_grouped,5,1,2,6,17.01281788199958,27.01365401699877,10.00083613499919,0.0022437640000134706,0.3457299768924713
experiments_10,exp10-formal-20260731,task_c_grouped,5,1,2,7,17.012943465999342,27.0137664269987,10.000822960999358,0.0018159650499001145,0.3468911945819855
experiments_10,exp10-formal-20260731,task_c_grouped,5,1,2,8,17.01306207699963,27.027005316000213,10.013943239000582,0.015820594504475594,0.34546762704849243
experiments_10,exp10-formal-20260731,task_d_dense,1,1,1,1,8.240770226000677,18.251618996000616,10.010848769999939,0.011422820389270782,0.3609083890914917
experiments_10,exp10-formal-20260731,task_d_dense,1,1,1,2,8.240985947000809,18.244673253000656,10.003687305999847,0.004581922199577093,0.35328352451324463
experiments_10,exp10-formal-20260731,task_d_dense,1,1,1,3,8.241112723000697,18.243977418000213,10.002864694999516,0.0038334589917212725,0.3676008880138397
experiments_10,exp10-formal-20260731,task_d_dense,1,1,1,4,8.241234981000161,18.245730492000803,10.004495511000641,0.005125795025378466,0.3561352491378784
experiments_10,exp10-formal-20260731,task_d_dense,1,1,1,5,8.241378548000284,18.244833512000696,10.003454964000412,0.004468751139938831,0.35002022981643677
experiments_10,exp10-formal-20260731,task_d_dense,1,1,1,6,8.241504363000786,18.248555562000547,10.007051198999761,0.00871348474174738,0.34393104910850525
experiments_10,exp10-formal-20260731,task_d_dense,1,1,1,7,8.241625739001393,18.25103037000008,10.009404630998688,0.010307623073458672,0.3314605951309204
experiments_10,exp10-formal-20260731,task_d_dense,1,1,1,8,8.241744619999736,18.25037138300104,10.008626763001303,0.009993970394134521,0.33363017439842224
experiments_10,exp10-formal-20260731,task_d_dense,2,1,1,1,19.392626066000958,43.955772225001056,24.563146159000098,14.564068794250488,0.3439606726169586
experiments_10,exp10-formal-20260731,task_d_dense,2,1,1,2,19.392931499000042,29.399288290000186,10.006356791000144,0.007131293881684542,0.34434014558792114
experiments_10,exp10-formal-20260731,task_d_dense,2,1,1,3,19.39316487600081,29.400527062000037,10.007362185999227,0.008712426759302616,0.3405414819717407
experiments_10,exp10-formal-20260731,task_d_dense,2,1,1,4,19.393317903000934,29.402787627999714,10.00946972499878,0.010532356798648834,0.32554739713668823
experiments_10,exp10-formal-20260731,task_d_dense,2,1,1,5,19.39346141200076,29.402896382000108,10.009434969999347,0.010765152983367443,0.3409794867038727
experiments_10,exp10-formal-20260731,task_d_dense,2,1,1,6,19.39358519400048,46.161331611001515,26.767746417001035,16.769386291503906,0.34393319487571716
experiments_10,exp10-formal-20260731,task_d_dense,2,1,1,7,19.39370687200062,47.159538236001026,27.765831364000405,17.767330169677734,0.3285423517227173
experiments_10,exp10-formal-20260731,task_d_dense,2,1,1,8,19.393825745000868,29.402993454001262,10.009167709000394,0.01050463505089283,0.3439509868621826
experiments_10,exp10-formal-20260731,task_d_dense,3,1,1,1,9.935679116000756,20.34401212800003,10.408333011999275,0.4095117151737213,0.3842138648033142
experiments_10,exp10-formal-20260731,task_d_dense,3,1,1,2,9.935927239999728,19.941330224999547,10.005402984999819,0.006798224989324808,0.4017409682273865
experiments_10,exp10-formal-20260731,task_d_dense,3,1,1,3,9.936135980000472,19.939820522000446,10.003684541999974,0.005135956220328808,0.3839098811149597
experiments_10,exp10-formal-20260731,task_d_dense,3,1,1,4,9.936300538000069,19.93924385399987,10.0029433159998,0.00444464385509491,0.3841060996055603
experiments_10,exp10-formal-20260731,task_d_dense,3,1,1,5,9.936446069999874,19.942722678999417,10.006276608999542,0.00729210814461112,0.3801695704460144
experiments_10,exp10-formal-20260731,task_d_dense,3,1,1,6,9.93657918899953,19.945360030000302,10.008780841000771,0.010616694577038288,0.3572537302970886
experiments_10,exp10-formal-20260731,task_d_dense,3,1,1,7,9.936706836999292,19.945403842000815,10.008697005001522,0.010548567399382591,0.36258673667907715
experiments_10,exp10-formal-20260731,task_d_dense,3,1,1,8,9.936832052000682,19.942904208999607,10.006072156998925,0.007329978980123997,0.35875195264816284
experiments_10,exp10-formal-20260731,task_d_dense,4,1,1,1,10.476471625999693,20.72559761299999,10.249125987000298,0.2504245638847351,0.39932772517204285
experiments_10,exp10-formal-20260731,task_d_dense,4,1,1,2,10.476734025998667,20.480585220999274,10.003851195000607,0.0055611999705433846,0.42251357436180115
