experiment_id,batch_id,task_type,trial_id,mission_id,uav_id,controller_tracking_rmse,avoidance_deviation,peak_velocity,peak_acceleration,semantic_gain_multiplier,sample_count
experiments_10,exp10-formal-20260731,task_a_simple,1,1,2,0.7281873433651874,0.0,1.1304947137832642,0.7670384645462036,0.8534286618232727,772
experiments_10,exp10-formal-20260731,task_a_simple,1,1,3,0.5364698738307141,0.0,0.8550470471382141,0.8413551449775696,0.8334745764732361,772
experiments_10,exp10-formal-20260731,task_a_simple,1,1,5,0.6137636403010852,0.0,0.9669233560562134,0.6543838977813721,0.8421914577484131,772
experiments_10,exp10-formal-20260731,task_a_simple,1,1,1,0.8319668792398167,0.0,1.299102544784546,0.9157495498657227,0.8649999499320984,772
experiments_10,exp10-formal-20260731,task_a_simple,1,1,6,0.5362217867431942,0.0,0.8684796690940857,0.7319062352180481,0.8336791396141052,772
experiments_10,exp10-formal-20260731,task_a_simple,1,1,4,0.6113161734566727,0.0,0.9842354655265808,0.6928245425224304,0.8414185643196106,772
experiments_10,exp10-formal-20260731,task_a_simple,1,1,8,0.8134123854540035,0.0,1.3299819231033325,0.7316696047782898,0.8667970895767212,772
experiments_10,exp10-formal-20260731,task_a_simple,1,1,7,0.7094110205560751,0.0,1.1402602195739746,0.6704869866371155,0.853709876537323,771
experiments_10,exp10-formal-20260731,task_a_simple,2,1,7,0.7574055720595702,0.0,1.1941758394241333,4.013862133026123,0.8565805554389954,774
experiments_10,exp10-formal-20260731,task_a_simple,2,1,6,0.5594522439282138,0.0,0.899321973323822,3.877485752105713,0.8341495394706726,767
experiments_10,exp10-formal-20260731,task_a_simple,2,1,2,0.7465226346447402,0.0,1.1407442092895508,4.320384502410889,0.8531943559646606,773
experiments_10,exp10-formal-20260731,task_a_simple,2,1,3,0.5602667347073094,0.0,0.8780550956726074,4.2822699546813965,0.8337264657020569,766
experiments_10,exp10-formal-20260731,task_a_simple,2,1,5,0.6457300935407189,0.0,1.0251617431640625,3.457948923110962,0.8432663679122925,771
experiments_10,exp10-formal-20260731,task_a_simple,2,1,8,0.8646256031064363,0.0,1.3436675071716309,4.249836444854736,0.8670105934143066,778
