experiment_id,batch_id,task_type,trial_id,stage_id,start_time,end_time,completion_time,success,failure_reason,mission_ids,uav_ids
experiments_10,exp10-formal-20260731,task_a_simple,1,1,9.881092838000768,20.932884351999746,11.051794449000226,True,,[1],"[1, 2, 3, 4, 5, 6, 7, 8]"
experiments_10,exp10-formal-20260731,task_a_simple,2,1,8.866830596998625,19.9231589409992,11.056321580999793,True,,[1],"[1, 2, 3, 4, 5, 6, 7, 8]"
experiments_10,exp10-formal-20260731,task_a_simple,4,1,9.193541881999408,20.24987093100026,11.05633831600062,True,,[1],"[1, 2, 3, 4, 5, 6, 7, 8]"
experiments_10,exp10-formal-20260731,task_a_simple,5,1,8.977541322999969,20.101283748999776,11.123743348000062,True,,[1],"[1, 2, 3, 4, 5, 6, 7, 8]"
experiments_10,exp10-formal-20260731,task_b_sequential,1,1,15.625317130999974,49.33772658000089,33.71241155200005,True,,[1],"[1, 2, 3, 4, 5, 6, 7, 8]"
experiments_10,exp10-formal-20260731,task_b_sequential,1,2,49.33775513299952,60.73079311800029,11.393038526000964,True,,[2],"[1, 2, 3, 4, 5, 6, 7, 8]"
experiments_10,exp10-formal-20260731,task_b_sequential,3,1,12.774450987999444,48.79827867200038,36.023830590000216,True,,[1],"[1, 2, 3, 4, 5, 6, 7, 8]"
experiments_10,exp10-formal-20260731,task_b_sequential,3,2,48.79830900900015,59.441740352000124,10.643432094999298,True,,[2],"[1, 2, 3, 4, 5, 6, 7, 8]"
experiments_10,exp10-formal-20260731,task_b_sequential,4,1,11.135528324000916,24.62506528999984,13.4895370560007,True,,[1],"[1, 2, 3, 4, 5, 6, 7, 8]"
experiments_10,exp10-formal-20260731,task_b_sequential,4,2,24.625097561000075,48.98236582700156,24.357261805000235,True,,[2],"[1, 2, 3, 4, 5, 6, 7, 8]"
experiments_10,exp10-formal-20260731,task_b_sequential,5,1,14.256037784,48.61647574400013,34.36043924200021,True,,[1],"[1, 2, 3, 4, 5, 6, 7, 8]"
experiments_10,exp10-formal-20260731,task_b_sequential,5,2,48.61651035899922,60.19041007299893,11.57390112700159,True,,[2],"[1, 2, 3, 4, 5, 6, 7, 8]"
experiments_10,exp10-formal-20260731,task_c_grouped,1,1,13.483060336999188,24.505501335999725,11.022444063999501,True,,"[1, 2]","[1, 2, 3, 4, 5, 6, 7, 8]"
experiments_10,exp10-formal-20260731,task_c_grouped,2,1,11.358796189000714,22.397504118000143,11.038711164999768,True,,"[1, 2]","[1, 2, 3, 4, 5, 6, 7, 8]"
experiments_10,exp10-formal-20260731,task_c_grouped,3,1,13.40470267099954,48.9543892290003,35.54969003400038,True,,"[1, 2]","[1, 2, 3, 4, 5, 6, 7, 8]"
experiments_10,exp10-formal-20260731,task_c_grouped,4,1,11.89615909999884,22.932499739999912,11.036344576999909,True,,"[1, 2]","[1, 2, 3, 4, 5, 6, 7, 8]"
experiments_10,exp10-formal-20260731,task_c_grouped,5,1,16.99365360899901,49.849401609999404,32.855751147000774,True,,"[1, 2]","[1, 2, 3, 4, 5, 6, 7, 8]"
experiments_10,exp10-formal-20260731,task_d_dense,1,1,8.20576545699987,19.253977616001066,11.048216848001175,True,,[1],"[1, 2, 3, 4, 5, 6, 7, 8]"
experiments_10,exp10-formal-20260731,task_d_dense,2,1,19.32727864300068,48.952535270000226,29.62526068399893,True,,[1],"[1, 2, 3, 4, 5, 6, 7, 8]"
experiments_10,exp10-formal-20260731,task_d_dense,3,1,9.867204915000912,21.34431897200011,11.477108928000234,True,,[1],"[1, 2, 3, 4, 5, 6, 7, 8]"
experiments_10,exp10-formal-20260731,task_d_dense,4,1,10.405994077998912,23.525162052999804,13.119167974000447,True,,[1],"[1, 2, 3, 4, 5, 6, 7, 8]"
experiments_10,exp10-formal-20260731,task_d_dense,5,1,9.728565225001148,20.814446231001057,11.085882248000416,True,,[1],"[1, 2, 3, 4, 5, 6, 7, 8]"
experiments_10,exp10-formal-20260731,task_e_mixed,5,1,16.27533106700139,49.250063532999775,32.97473663399978,True,,"[1, 2]","[1, 2, 3, 4, 5, 6, 7, 8]"
experiments_10,exp10-formal-20260731,task_e_mixed,5,2,49.250090987001386,63.09460437600137,13.844508471000154,True,,"[3, 4]","[1, 2, 3, 4, 5, 6, 7, 8]"
experiments_10,exp10-formal-20260731,task_e_mixed,5,3,63.09464370299975,75.43117460200119,12.33653159000096,True,,[5],"[1, 2, 3, 4, 5, 6, 7, 8]"
