experiment_id,batch_id,task_type,trial_id,minimum_inter_agent_distance,collision_count,violation_count,violation_duration,near_miss_duration,iapf_activation_count,iapf_active_duration,hysteresis_switching_count,mean_closing_speed_at_activation,maximum_active_neighbor_count,position_saturation_ratio,acceleration_saturation_ratio,stale_neighbor_ratio,safety_success
experiments_10,exp10-formal-20260731,task_a_simple,1,2.511030725329206,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.0,True
experiments_10,exp10-formal-20260731,task_a_simple,2,2.506123959483831,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.011852674954279233,True
experiments_10,exp10-formal-20260731,task_a_simple,3,2.890927289540164,0,0,0,0,0,0.0,0,nan,0,nan,nan,0.0,True
experiments_10,exp10-formal-20260731,task_a_simple,4,2.5511065320558175,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.0,True
experiments_10,exp10-formal-20260731,task_a_simple,5,2.518988090747734,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.0,True
experiments_10,exp10-formal-20260731,task_b_sequential,1,1.6883034352753943,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.0,True
experiments_10,exp10-formal-20260731,task_b_sequential,2,3.004662779063954,0,0,0,0,0,0.0,0,nan,0,nan,nan,0.0,True
experiments_10,exp10-formal-20260731,task_b_sequential,3,2.03429679241285,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.0,True
experiments_10,exp10-formal-20260731,task_b_sequential,4,1.7290969427767464,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.0,True
experiments_10,exp10-formal-20260731,task_b_sequential,5,1.6631205482871572,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.0,True
experiments_10,exp10-formal-20260731,task_c_grouped,1,2.1020675026641524,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.0,True
experiments_10,exp10-formal-20260731,task_c_grouped,2,2.0787875766341677,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.0,True
experiments_10,exp10-formal-20260731,task_c_grouped,3,2.105007876454574,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.0,True
experiments_10,exp10-formal-20260731,task_c_grouped,4,2.085412239669145,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.0,True
experiments_10,exp10-formal-20260731,task_c_grouped,5,2.1127798567459366,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.0,True
experiments_10,exp10-formal-20260731,task_d_dense,1,1.5010439537819031,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.0,True
experiments_10,exp10-formal-20260731,task_d_dense,2,1.0906555625981644,0,0,0,5.4999999999999964,5,16.918558877003306,12,0.5810189664363861,1.0,0.0,0.0,0.0009911314384827429,True
experiments_10,exp10-formal-20260731,task_d_dense,3,1.3228692864029237,0,0,0,2.200000000000001,4,13.07956807699884,8,0.2897772714495659,1.0,0.0,0.0,0.0,True
experiments_10,exp10-formal-20260731,task_d_dense,4,1.3504465002311508,0,0,0,2.0,2,7.259744699000294,4,0.38815243542194366,1.0,0.0,0.0,0.0,True
experiments_10,exp10-formal-20260731,task_d_dense,5,1.5466911779883834,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.0,True
experiments_10,exp10-formal-20260731,task_e_mixed,1,2.9770446134978132,0,0,0,0,0,0.0,0,nan,0,nan,nan,0.0,True
experiments_10,exp10-formal-20260731,task_e_mixed,2,2.98396509162447,0,0,0,0,0,0.0,0,nan,0,nan,nan,0.0,True
experiments_10,exp10-formal-20260731,task_e_mixed,3,nan,0,0,0,0,0,0.0,0,nan,0,nan,nan,0.0,False
experiments_10,exp10-formal-20260731,task_e_mixed,4,2.9799160968947236,0,0,0,0,0,0.0,0,nan,0,nan,nan,0.0,True
experiments_10,exp10-formal-20260731,task_e_mixed,5,1.6121364452430609,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.0010290367321372645,True
