[INFO] [1788081101.660312701] [uav4.ladrc_position_controller]: 已创建 7 个邻居 Odom 订阅
[INFO] [1788081101.672599769] [uav4.ladrc_position_controller]: LADRC 集群执行节点已初始化 (命名空间: /uav4), ENU偏移=[0.0, 12.0, 0.0]
[INFO] [1788081101.673275335] [uav4.ladrc_position_controller]: 等待 swarm_command 和 vehicle_odometry 消息...
[INFO] [1788081101.673323596] [uav4.ladrc_position_controller]: 控制模式: ladrc_acceleration
[WARN] [1788081101.692810714] [uav4.ladrc_position_controller]: 等待新鲜 VehicleOdometry（startup=WAIT_ESTIMATOR_READY armed=0 offboard=0）
[INFO] [1788081101.731023723] [uav4.ladrc_position_controller]: 已接收到 vehicle_odometry 消息
[INFO] [1788081113.472671731] [uav4.ladrc_position_controller]: 请求 ARM（第 1 次）
[INFO] [1788081113.572653308] [uav4.ladrc_position_controller]: 请求 OFFBOARD（第 1 次）
[INFO] [1788081113.692716155] [uav4.ladrc_position_controller]: UAV4 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[-0.00,0.01,-0.20] Cmd[0.0,0.0,4.7]
[INFO] [1788081114.712711338] [uav4.ladrc_position_controller]: UAV4 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[-0.01,-0.01,-0.23] Cmd[0.1,0.1,8.0]
[INFO] [1788081115.732682591] [uav4.ladrc_position_controller]: UAV4 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[0.03,-0.04,0.97] Cmd[-0.3,0.5,2.9]
[INFO] [1788081116.732702421] [uav4.ladrc_position_controller]: UAV4 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[-0.04,-0.03,1.38] Cmd[0.4,0.1,3.9]
[INFO] [1788081117.732713780] [uav4.ladrc_position_controller]: UAV4 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[-0.07,0.03,1.50] Cmd[0.4,-0.1,3.7]
[INFO] [1788081118.752703389] [uav4.ladrc_position_controller]: UAV4 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[0.07,0.01,1.83] Cmd[-0.4,0.1,0.9]
[INFO] [1788081119.772711778] [uav4.ladrc_position_controller]: UAV4 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[-0.00,-0.03,1.68] Cmd[0.3,0.3,-0.3]
[INFO] [1788081120.792691767] [uav4.ladrc_position_controller]: UAV4 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[0.00,0.04,1.58] Cmd[-0.2,-0.1,0.0]
[INFO] [1788081121.072692661] [uav4.ladrc_position_controller]: 自动起飞稳定保持完成，进入 READY
[INFO] [1788081121.792694345] [uav4.ladrc_position_controller]: UAV4 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[0.03,0.01,1.53] Cmd[-0.1,0.2,0.1]
[INFO] [1788081122.812703267] [uav4.ladrc_position_controller]: UAV4 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[0.01,-0.00,1.49] Cmd[-0.1,0.1,0.6]
[INFO] [1788081123.832728032] [uav4.ladrc_position_controller]: UAV4 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[0.00,0.02,1.50] Cmd[-0.1,0.0,-0.2]
[INFO] [1788081124.852719509] [uav4.ladrc_position_controller]: UAV4 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[0.01,0.00,1.50] Cmd[-0.1,0.2,0.1]
