mission_id,uav_id,motion_style,target_distance,duration,average_speed,gain_multiplier,omega_o_x,omega_o_y,omega_o_z,omega_c_x,omega_c_y,omega_c_z,peak_velocity,peak_acceleration,settling_time,tracking_rmse
4087990760,1,smooth,7.719140,3.000000,2.573047,1.044946,10.449463,10.449463,15.674193,3.134839,3.134839,3.657312,3.515094,11.869046,3.514577,1.059635
