bag_time_ns,duration,header_frame_id,header_stamp_nanosec,header_stamp_sec,mission_id,motion_style,safety_factor,target_pos_x,target_pos_y,target_pos_z,uav_id
1785139537249785587,12.0,world,249307524,1785139539,1,normal,0.0,10.0,19.5,5.0,8
1785139537349812783,12.0,world,249307524,1785139539,1,normal,0.0,10.0,19.5,5.0,8
1785139537449871909,12.0,world,249307524,1785139539,1,normal,0.0,10.0,19.5,5.0,8
1785139537549946855,12.0,world,249307524,1785139539,1,normal,0.0,10.0,19.5,5.0,8
1785139537650211520,12.0,world,249307524,1785139539,1,normal,0.0,10.0,19.5,5.0,8
1785139537750370775,12.0,world,249307524,1785139539,1,normal,0.0,10.0,19.5,5.0,8
1785139537850650167,12.0,world,249307524,1785139539,1,normal,0.0,10.0,19.5,5.0,8
1785139537950750000,12.0,world,249307524,1785139539,1,normal,0.0,10.0,19.5,5.0,8
1785139538050944732,12.0,world,249307524,1785139539,1,normal,0.0,10.0,19.5,5.0,8
1785139538151081385,12.0,world,249307524,1785139539,1,normal,0.0,10.0,19.5,5.0,8
