bag_time_ns,duration,header_frame_id,header_stamp_nanosec,header_stamp_sec,mission_id,motion_style,safety_factor,target_pos_x,target_pos_y,target_pos_z,uav_id
1785139537249757554,12.0,world,249307524,1785139539,1,normal,0.0,14.24264069,17.74264069,5.0,7
1785139537349790962,12.0,world,249307524,1785139539,1,normal,0.0,14.24264069,17.74264069,5.0,7
1785139537449831703,12.0,world,249307524,1785139539,1,normal,0.0,14.24264069,17.74264069,5.0,7
1785139537549943058,12.0,world,249307524,1785139539,1,normal,0.0,14.24264069,17.74264069,5.0,7
1785139537650206590,12.0,world,249307524,1785139539,1,normal,0.0,14.24264069,17.74264069,5.0,7
1785139537750366677,12.0,world,249307524,1785139539,1,normal,0.0,14.24264069,17.74264069,5.0,7
1785139537850646089,12.0,world,249307524,1785139539,1,normal,0.0,14.24264069,17.74264069,5.0,7
1785139537950746934,12.0,world,249307524,1785139539,1,normal,0.0,14.24264069,17.74264069,5.0,7
1785139538050911219,12.0,world,249307524,1785139539,1,normal,0.0,14.24264069,17.74264069,5.0,7
1785139538151075323,12.0,world,249307524,1785139539,1,normal,0.0,14.24264069,17.74264069,5.0,7
