bag_time_ns,x,y,z
1785139536745670220,-0.000146365724503994,14.970749635249376,-0.3081671893596649
1785139536845473964,0.003042368683964014,14.972457548603415,-0.3044368028640747
1785139536945479148,0.005290981847792864,14.973863253369927,-0.30370256304740906
1785139537045474043,0.006208900827914476,14.974924363195896,-0.3078398108482361
1785139537145459981,0.00594410952180624,14.975534550845623,-0.31527069211006165
1785139537245483349,0.0070530264638364315,14.977989375591278,-0.31603914499282837
1785139537345476721,0.007385288365185261,14.979812733829021,-0.31895169615745544
1785139537445491243,0.006751431617885828,14.981250949203968,-0.3261352777481079
1785139537545491117,0.005469094030559063,14.982187766581774,-0.3356417417526245
1785139537645486072,0.005912803113460541,14.982947926968336,-0.33551785349845886
1785139537745485405,0.005611405707895756,14.983586924150586,-0.33839353919029236
1785139537845496581,0.004358102101832628,14.984263701364398,-0.34563401341438293
1785139537945465346,0.0024958939757198095,14.98486077785492,-0.3553366959095001
1785139538045499204,0.001974981278181076,14.985474534332752,-0.3554934859275818
1785139538145491955,0.0009711048332974315,14.986056415364146,-0.35856616497039795
1785139538245494364,-0.0008389427093788981,14.986771211959422,-0.3661178648471832
1785139538345466415,-0.003083256771788001,14.987548441626132,-0.3762763440608978
1785139538445496566,-0.002625360619276762,14.988188471645117,-0.3757432997226715
1785139538545489618,-0.002343492116779089,14.988359066657722,-0.37834933400154114
1785139538645497096,-0.0032912702299654484,14.988934247754514,-0.3856812119483948
1785139538745486330,-0.0036722919903695583,14.988612741231918,-0.3954695761203766
1785139538845485974,0.0018956647254526615,14.986327442340553,-0.3935537040233612
1785139538945498231,0.01079624705016613,14.980600411072373,-0.39556244015693665
1785139539045501381,0.023258959874510765,14.972112545743585,-0.4023459255695343
1785139539145488411,0.038068436086177826,14.96319967508316,-0.40879619121551514
1785139539245489527,0.056677404791116714,14.95584887266159,-0.396261602640152
1785139539345483229,0.07304240763187408,14.953504115343094,-0.3834076523780823
1785139539445488553,0.08372826129198074,14.96073617041111,-0.3711428940296173
1785139539545521490,0.08350569009780884,14.979774197563529,-0.3608201742172241
1785139539645510824,0.07971703261137009,14.990000043064356,-0.3458075225353241
1785139539745508313,0.0672597661614418,14.999078933731653,-0.339102178812027
1785139539845519939,0.04848175868391991,15.005865858402103,-0.34338170289993286
1785139539945509173,0.03139194846153259,15.00681876996532,-0.3467722535133362
1785139540045529796,0.023265333846211433,15.007812059484422,-0.32223689556121826
1785139540145509712,0.024405673146247864,15.005940601229668,-0.30201634764671326
1785139540245541346,0.0338297113776207,15.002025491790846,-0.307026743888855
1785139540345504711,0.05179267376661301,14.997039237292483,-0.32074639201164246
1785139540445509945,0.07501134276390076,14.988173956982791,-0.29236888885498047
1785139540545517403,0.10405374318361282,14.97871240787208,-0.25698187947273254
1785139540645518900,0.14064756035804749,14.968553300946951,-0.2522567808628082
1785139540745506851,0.17945267260074615,14.960292540490627,-0.26885685324668884
1785139540845521743,0.2278321385383606,14.951823685318232,-0.24150046706199646
1785139540945516848,0.2817612588405609,14.947003293782473,-0.19745294749736786
1785139541045512924,0.346466064453125,14.943574637174606,-0.18114371597766876
1785139541145535220,0.41134658455848694,14.941042330116034,-0.1933383345603943
1785139541245485340,0.48632386326789856,14.935534812510014,-0.16647371649742126
1785139541345497387,0.5631547570228577,14.928382948040962,-0.11628177016973495
1785139541445517078,0.6515117883682251,14.919343568384647,-0.08675915747880936
1785139541545529595,0.7371201515197754,14.910269387066364,-0.08885295689105988
1785139541645484554,0.83642578125,14.897543616592884,-0.06066844239830971
1785139541745527028,0.9372462630271912,14.886095069348812,-0.008793613873422146
1785139541845485454,1.053255319595337,14.875079058110714,0.032411590218544006
1785139541945543257,1.1650586128234863,14.866424903273582,0.04511488974094391
1785139542045541417,1.2900974750518799,14.854024544358253,0.08169524371623993
1785139542145499241,1.4129996299743652,14.84347078204155,0.1366596817970276
1785139542245566111,1.552437663078308,14.832826286554337,0.18635965883731842
1785139542345540617,1.68647038936615,14.823291823267937,0.21324610710144043
1785139542445545179,1.8371031284332275,14.80916354060173,0.26173070073127747
1785139542545501250,1.9852200746536255,14.795331299304962,0.32230043411254883
1785139542645504540,2.1534652709960938,14.77998861670494,0.37878650426864624
1785139542745554718,2.314822196960449,14.76585440337658,0.4161769151687622
1785139542845546336,2.4932565689086914,14.748671799898148,0.47745561599731445
1785139542945518588,2.663959503173828,14.733353972434998,0.5457938313484192
1785139543045562144,2.852433204650879,14.717491328716278,0.6081078052520752
1785139543145549644,3.0282692909240723,14.703214675188065,0.653272807598114
