timestamp,event,uav_id,detail
1785406491.743986,command_sent,0,"mission=929540841,uavs=[1, 2, 3, 4, 5, 6, 7, 8]"
1785406499.7485585,hover_stable,4,
1785406499.7502973,hover_stable,1,
1785406499.7517009,hover_stable,3,
1785406499.7535918,hover_stable,6,
1785406499.7572136,hover_stable,7,
1785406499.7581043,hover_stable,8,
1785406499.7589865,hover_stable,2,
1785406499.880115,hover_stable,5,
