bag_time_ns,duration,header_frame_id,header_stamp_nanosec,header_stamp_sec,mission_id,motion_style,safety_factor,target_pos_x,target_pos_y,target_pos_z,uav_id
1785143303917601045,8.0,world,917328260,1785143305,4,normal,0.0,14.0,9.0,5.0,3
1785143304017867813,8.0,world,917328260,1785143305,4,normal,0.0,14.0,9.0,5.0,3
1785143304117877887,8.0,world,917328260,1785143305,4,normal,0.0,14.0,9.0,5.0,3
1785143304218039534,8.0,world,917328260,1785143305,4,normal,0.0,14.0,9.0,5.0,3
1785143304318156521,8.0,world,917328260,1785143305,4,normal,0.0,14.0,9.0,5.0,3
1785143304418256885,8.0,world,917328260,1785143305,4,normal,0.0,14.0,9.0,5.0,3
1785143304518478291,8.0,world,917328260,1785143305,4,normal,0.0,14.0,9.0,5.0,3
1785143304618669076,8.0,world,917328260,1785143305,4,normal,0.0,14.0,9.0,5.0,3
1785143304718807757,8.0,world,917328260,1785143305,4,normal,0.0,14.0,9.0,5.0,3
1785143304818787069,8.0,world,917328260,1785143305,4,normal,0.0,14.0,9.0,5.0,3
