bag_time_ns,angular_velocity,orientation_variance,pose_frame,position,position_variance,q,quality,reset_counter,timestamp,timestamp_sample,velocity,velocity_frame,velocity_variance
1785138490751579454,[-2.0868387e-03 -3.2819344e-03 -4.8424088e-05],[4.1390998e-05 4.0976647e-05 3.4714077e-02],1,[-0.00467489 -0.00874278  0.3295661 ],[0.11906689 0.11924783 0.09051901],[ 7.0778304e-01 -4.4511506e-04  3.0391556e-04  7.0642972e-01],0,6,1785138490716557,1785138490716557,[-0.00887727 -0.03286574  0.17078699],1,[0.01597773 0.01579074 0.00624374]
1785138490759494843,[-0.00048895  0.00257702 -0.00058105],[4.1427294e-05 4.1012456e-05 3.4714404e-02],1,[-0.00466395 -0.00891814  0.33011192],[0.11951563 0.11969725 0.09013116],[ 7.0778680e-01 -4.5051501e-04  3.0458299e-04  7.0642596e-01],0,6,1785138490724557,1785138490724557,[-0.00867647 -0.03303606  0.1708014 ],1,[0.01604727 0.01585845 0.00623204]
1785138490771502552,[-0.00022263 -0.0011514   0.00101685],[4.1464860e-05 4.1047279e-05 3.4714732e-02],1,[-0.00465396 -0.00909815  0.3306832 ],[0.11996695 0.12014922 0.09040419],[ 7.0778674e-01 -4.5365660e-04  3.0301747e-04  7.0642596e-01],0,6,1785138490732557,1785138490732557,[-0.00853852 -0.03316066  0.17089818],1,[0.01611707 0.01592643 0.00624399]
1785138490779534051,[4.3684617e-05 9.7912480e-04 1.0168400e-03],[4.1501247e-05 4.1080282e-05 3.4715060e-02],1,[-0.00464585 -0.00928177  0.331281  ],[0.12042087 0.12060376 0.09067811],[ 7.0778370e-01 -4.5152049e-04  3.0599374e-04  7.0642900e-01],0,6,1785138490740557,1785138490740557,[-0.00851229 -0.0331855   0.17126872],1,[0.01618718 0.01599469 0.00625594]
1785138490791478771,[-0.0015547   0.00044623  0.00021596],[4.1572162e-05 4.1154119e-05 3.4713272e-02],1,[-0.00462699 -0.00965227  0.33255598],[0.12132589 0.12151668 0.09122862],[ 7.0777982e-01 -4.6948582e-04  2.9885652e-04  7.0643294e-01],0,6,1785138490756557,1785138490756557,[-0.00853526 -0.03299741  0.1717196 ],1,[0.01631716 0.01612709 0.00627987]
1785138490799485503,[ 0.00270636  0.00044623 -0.00191456],[4.1608007e-05 4.1193722e-05 3.4713607e-02],1,[-0.00462113 -0.00984053  0.3332292 ],[0.1217875  0.12197895 0.09150521],[ 7.0778501e-01 -4.6772815e-04  3.0679535e-04  7.0642775e-01],0,6,1785138490764557,1785138490764557,[-0.00851483 -0.03281087  0.17179967],1,[0.01638787 0.01619598 0.00629185]
1785138490811483744,[0.00270635 0.00044623 0.00021596],[4.1644431e-05 4.1229785e-05 3.4713950e-02],1,[-0.00461782 -0.01003062  0.3339271 ],[0.12225176 0.12244385 0.0917827 ],[ 7.0778823e-01 -4.6107467e-04  3.1437786e-04  7.0642453e-01],0,6,1785138490772557,1785138490772557,[-0.00856461 -0.0327737   0.17234948],1,[0.01645881 0.01626508 0.00630383]
1785138490819536573,[ 4.320196e-05  7.125466e-04 -3.246150e-03],[4.1680552e-05 4.1268228e-05 3.4714285e-02],1,[-0.00461675 -0.01022356  0.33465156],[0.12271868 0.12291137 0.0920611 ],[ 7.0779324e-01 -4.6007472e-04  3.1935153e-04  7.0641941e-01],0,6,1785138490780557,1785138490780557,[-0.00849226 -0.03279127  0.1728804 ],1,[0.01652998 0.01633438 0.00631582]
1785138490831449713,[ 4.3188920e-05 -1.1516663e-03 -2.7135133e-03],[4.1717609e-05 4.1306877e-05 3.4714617e-02],1,[-0.00461687 -0.01041953  0.33535236],[0.12318827 0.12338155 0.09165573],[ 7.0780623e-01 -4.5833405e-04  3.1605599e-04  7.0640647e-01],0,6,1785138490788557,1785138490788557,[-0.00831073 -0.03284425  0.172895  ],1,[0.01660147 0.01640398 0.00630326]
1785138490839569469,[ 0.0016411  -0.0032822   0.00048228],[4.1791529e-05 4.1383068e-05 3.4715284e-02],1,[-0.00462133 -0.01082238  0.3368204 ],[0.12413553 0.12432989 0.09221286],[ 7.0779824e-01 -4.4279909e-04  2.9824089e-04  7.0641452e-01],0,6,1785138490804557,1785138490804557,[-0.00838607 -0.03321689  0.1732262 ],1,[0.01674538 0.01654412 0.00632723]
