bag_time_ns,duration,header_frame_id,header_stamp_nanosec,header_stamp_sec,mission_id,motion_style,safety_factor,target_pos_x,target_pos_y,target_pos_z,uav_id
1785125262036971628,8.0,world,36690498,1785125264,1,normal,0.0,11.23606798,5.19577393,5.0,1
1785125262130899167,8.0,world,36690498,1785125264,1,normal,0.0,11.23606798,5.19577393,5.0,1
1785125262230777890,8.0,world,36690498,1785125264,1,normal,0.0,11.23606798,5.19577393,5.0,1
1785125262330884144,8.0,world,36690498,1785125264,1,normal,0.0,11.23606798,5.19577393,5.0,1
1785125262429534734,8.0,world,36690498,1785125264,1,normal,0.0,11.23606798,5.19577393,5.0,1
1785125262430813220,8.0,world,36690498,1785125264,1,normal,0.0,11.23606798,5.19577393,5.0,1
1785125262510383194,8.0,world,36690498,1785125264,1,normal,0.0,11.23606798,5.19577393,5.0,1
1785125262511473081,8.0,world,36690498,1785125264,1,normal,0.0,11.23606798,5.19577393,5.0,1
1785125262511642425,8.0,world,36690498,1785125264,1,normal,0.0,11.23606798,5.19577393,5.0,1
1785125262529305547,8.0,world,36690498,1785125264,1,normal,0.0,11.23606798,5.19577393,5.0,1
