uav_id,source_timestamp_s,arrival_ros_s,arrival_monotonic_s,interarrival_ros_ms,interarrival_monotonic_ms
7,1787386051.3120472,1787386051.3125234,16980.461513221,11.862039566040039,11.862587998621166
1,1787386051.3157837,1787386051.3160064,16980.465005916,11.84225082397461,11.84174900117796
2,1787386051.3158422,1787386051.3163772,16980.465388616,8.28409194946289,8.301795001898427
3,1787386051.3159444,1787386051.3165545,16980.465546052,8.09168815612793,8.091650001006201
5,1787386051.316017,1787386051.3166714,16980.465660517,12.099266052246094,12.096768998162588
8,1787386051.316164,1787386051.3167744,16980.465762939,8.202552795410156,8.201916996767977
4,1787386051.3198872,1787386051.3201082,16980.469100152,7.815122604370117,7.813807002094109
6,1787386051.3199475,1787386051.320415,16980.469405677,8.008480072021484,8.009565997781465
7,1787386051.3200305,1787386051.3205173,16980.469505935,7.993936538696289,7.9927140031941235
1,1787386051.3237865,1787386051.3241293,16980.473128905,8.122920989990234,8.122988998366054
5,1787386051.3238919,1787386051.3245306,16980.473522535,7.859230041503906,7.862018002924742
2,1787386051.327726,1787386051.3279667,16980.476958564,11.589527130126953,11.569947997486452
3,1787386051.3278759,1787386051.3282502,16980.477239963,11.695623397827148,11.693910997564672
8,1787386051.3279722,1787386051.3283596,16980.477348246,11.585235595703125,11.58530700195115
4,1787386051.331888,1787386051.332199,16980.481198313,12.090921401977539,12.098160997993546
6,1787386051.33196,1787386051.332624,16980.481615097,12.208938598632812,12.209420001454419
7,1787386051.3319693,1787386051.3327332,16980.481722148,12.215852737426758,12.216212999192066
1,1787386051.3357737,1787386051.336157,16980.485149771,12.027740478515625,12.020866000966635
2,1787386051.3358026,1787386051.3364818,16980.485472888,8.515119552612305,8.51432399940677
3,1787386051.335919,1787386051.336589,16980.485577936,8.33892822265625,8.33797300219885
5,1787386051.3359683,1787386051.3366833,16980.485671091,12.152671813964844,12.148555997555377
8,1787386051.336016,1787386051.3367734,16980.48576089,8.41379165649414,8.412643997871783
4,1787386051.3398862,1787386051.3400846,16980.489076011,7.885456085205078,7.877698000811506
6,1787386051.3399177,1787386051.3403637,16980.489353623,7.739782333374023,7.73852600104874
7,1787386051.3400528,1787386051.340458,16980.489446077,7.724761962890625,7.723929000349017
1,1787386051.3437557,1787386051.3439662,16980.492957668,7.809162139892578,7.807897000020603
5,1787386051.3439329,1787386051.344293,16980.493284452,7.609844207763672,7.6133610018587206
2,1787386051.3478787,1787386051.3481107,16980.497102168,11.628866195678711,11.629280001216102
3,1787386051.3479142,1787386051.348396,16980.497386312,11.806964874267578,11.808375998953125
8,1787386051.3480976,1787386051.3484945,16980.497483124,11.721134185791016,11.722234001354082
4,1787386051.3519409,1787386051.3521543,16980.501145709,12.0697021484375,12.06969800114166
6,1787386051.3520093,1787386051.352425,16980.501414584,12.061357498168945,12.06096099849674
7,1787386051.3521142,1787386051.3525147,16980.50150257,12.056827545166016,12.056493000272894
1,1787386051.3558102,1787386051.3561146,16980.505106464,12.148380279541016,12.14879599865526
3,1787386051.3558488,1787386051.3562253,16980.505214176,7.829189300537109,7.827863999409601
2,1787386051.3559341,1787386051.3565106,16980.505500374,8.39996337890625,8.398206002311781
5,1787386051.3559728,1787386051.3566053,16980.505593049,12.312173843383789,12.30859700081055
8,1787386051.3560936,1787386051.3566926,16980.505680062,8.198022842407227,8.19693800076493
4,1787386051.3599555,1787386051.360192,16980.509184539,8.037805557250977,8.038830001169117
6,1787386051.3600037,1787386051.3605132,16980.509504872,8.088111877441406,8.090287999948487
7,1787386051.3601248,1787386051.3606238,16980.509612995,8.109092712402344,8.110424998449162
1,1787386051.363809,1787386051.364158,16980.513158419,8.043289184570312,8.051954999245936
5,1787386051.3639805,1787386051.3645391,16980.513530128,7.933855056762695,7.937078997201752
2,1787386051.3677537,1787386051.3680904,16980.517092664,11.579751968383789,11.592289996769978
3,1787386051.3678694,1787386051.3685942,16980.517585321,12.368917465209961,12.371144999633543
8,1787386051.367976,1787386051.368697,16980.517685499,12.004375457763672,12.005436998151708
4,1787386051.3720143,1787386051.3725364,16980.521529855,12.3443603515625,12.34531599766342
6,1787386051.3721333,1787386051.372694,16980.521687021,12.180805206298828,12.182148999272613
7,1787386051.3722093,1787386051.3728309,16980.521822085,12.20703125,12.209090000396827
1,1787386051.3758373,1787386051.3760784,16980.525070591,11.920452117919922,11.912172001757426
3,1787386051.3758523,1787386051.3761897,16980.525180147,7.595539093017578,7.594826001877664
2,1787386051.375986,1787386051.3764942,16980.525484148,8.403778076171875,8.391483999730553
5,1787386051.3760073,1787386051.376592,16980.525579798,12.052774429321289,12.049670000124024
8,1787386051.3760529,1787386051.3766873,16980.525674997,7.990360260009766,7.989498000824824
4,1787386051.3799236,1787386051.3800998,16980.529090607,7.563352584838867,7.560752001154469
6,1787386051.380028,1787386051.3803618,16980.529350897,7.667779922485352,7.663876000151504
7,1787386051.3801055,1787386051.380464,16980.529452437,7.633209228515625,7.630351999978302
1,1787386051.3838239,1787386051.3840115,16980.533008402,7.933139801025391,7.937810998555506
5,1787386051.383978,1787386051.3842926,16980.533281856,7.700681686401367,7.7020579992677085
2,1787386051.3877845,1787386051.387993,16980.536988042,11.49892807006836,11.50389400208951
3,1787386051.3879516,1787386051.3882923,16980.537282325,12.102603912353516,12.102177999622654
8,1787386051.388014,1787386051.3883858,16980.537373717,11.698484420776367,11.698720001732
4,1787386051.391874,1787386051.3921282,16980.541119648,12.02845573425293,12.029041001369478
6,1787386051.3919582,1787386051.3923883,16980.541377353,12.026548385620117,12.02645600278629
7,1787386051.392077,1787386051.3924892,16980.541477561,12.025117874145508,12.025124000501819
1,1787386051.3957849,1787386051.3960118,16980.545008609,12.000322341918945,12.000206999800866
2,1787386051.3958852,1787386051.3962884,16980.545277494,8.295297622680664,8.289451998280128
3,1787386051.3958669,1787386051.3963811,16980.545368786,8.088827133178711,8.086460999038536
5,1787386051.3959541,1787386051.3964667,16980.54545618,12.174129486083984,12.174324001534842
8,1787386051.396059,1787386051.3965547,16980.545542051,8.168935775756836,8.16833399949246
4,1787386051.3998775,1787386051.4000793,16980.549070784,7.951021194458008,7.951135998155223
6,1787386051.3999994,1787386051.4003582,16980.549347575,7.969856262207031,7.970221999130445
7,1787386051.3999884,1787386051.400447,16980.549434789,7.957696914672852,7.95722800103249
1,1787386051.4038734,1787386051.4041393,16980.553134743,8.127450942993164,8.126134001940954
5,1787386051.4038804,1787386051.4042842,16980.553275177,7.817506790161133,7.818997000867967
2,1787386051.4077795,1787386051.4080088,16980.557004367,11.720418930053711,11.726873002771754
3,1787386051.4078782,1787386051.4083266,16980.557317686,11.945486068725586,11.948900002607843
8,1787386051.4080517,1787386051.4084256,16980.557414308,11.870861053466797,11.87225700050476
4,1787386051.4119594,1787386051.4125268,16980.561526117,12.447595596313477,12.45533299879753
6,1787386051.41198,1787386051.4126365,16980.561625083,12.278318405151367,12.277507998078363
7,1787386051.412067,1787386051.4128485,16980.561847461,12.401580810546875,12.41267199657159
1,1787386051.4158578,1787386051.4160886,16980.565082792,11.949300765991211,11.94804899932933
2,1787386051.415922,1787386051.4163804,16980.565369722,8.371591567993164,8.36535499911406
3,1787386051.4158983,1787386051.4164772,16980.565465912,8.150577545166016,8.148225999320857
5,1787386051.4160476,1787386051.416572,16980.565559909,12.28785514831543,12.284731998079224
8,1787386051.416069,1787386051.4166617,16980.565649327,8.236169815063477,8.235018998675514
4,1787386051.41993,1787386051.4201143,16980.569105955,7.587432861328125,7.579838002129691
6,1787386051.41995,1787386051.4203885,16980.569377565,7.751941680908203,7.75248200079659
7,1787386051.4200318,1787386051.4204774,16980.569464769,7.628917694091797,7.617308001499623
1,1787386051.42385,1787386051.424063,16980.573054427,7.974386215209961,7.971635001013055
5,1787386051.42411,1787386051.424347,16980.573336266,7.774829864501953,7.776357000693679
2,1787386051.427867,1787386051.4280877,16980.577079974,11.707305908203125,11.71025199801079
3,1787386051.427924,1787386051.4283633,16980.577352546,11.886119842529297,11.886633998074103
8,1787386051.4280305,1787386051.4284556,16980.577443066,11.793851852416992,11.793738998676417
4,1787386051.431939,1787386051.4322865,16980.581276953,12.172222137451172,12.170997997600352
6,1787386051.4319801,1787386051.4323785,16980.581366601,11.990070343017578,11.989036000159103
7,1787386051.4320745,1787386051.4324594,16980.581446702,11.981964111328125,11.981932999333367
2,1787386051.4359152,1787386051.43628,16980.585280899,8.192300796508789,8.200924999982817
1,1787386051.435919,1787386051.4366636,16980.585654892,12.60066032409668,12.600464997376548
3,1787386051.4360342,1787386051.4367683,16980.585757505,8.404970169067383,8.404959000472445
5,1787386051.4360666,1787386051.4368613,16980.585848907,12.514352798461914,12.51264100210392
8,1787386051.436182,1787386051.436961,16980.585949556,8.50534439086914,8.50649000130943
4,1787386051.439892,1787386051.440281,16980.589280166,7.994413375854492,8.003213002666598
6,1787386051.4399276,1787386051.440655,16980.589646555,8.27646255493164,8.279953999590361
7,1787386051.4400127,1787386051.4407618,16980.589750911,8.302450180053711,8.304209000925766
1,1787386051.443808,1787386051.4441392,16980.593135063,7.475614547729492,7.4801710034080315
5,1787386051.4440005,1787386051.4445426,16980.59353262,7.681369781494141,7.68371300000581
2,1787386051.4478831,1787386051.4481766,16980.597172181,11.896610260009766,11.891281999851344
3,1787386051.448054,1787386051.448611,16980.597600577,11.842727661132812,11.843071999464883
8,1787386051.448106,1787386051.448698,16980.597685576,11.73710823059082,11.736019998352276
4,1787386051.451922,1787386051.4522238,16980.601213768,11.942863464355469,11.933601999771781
6,1787386051.4519696,1787386051.452313,16980.601300622,11.657953262329102,11.654066998744383
7,1787386051.4520378,1787386051.4523895,16980.601376835,11.627674102783203,11.62592399850837
1,1787386051.4558668,1787386051.4560668,16980.605059186,11.927604675292969,11.924122998607345
2,1787386051.455923,1787386051.4564333,16980.605429553,8.256673812866211,8.257372002844932
3,1787386051.4560452,1787386051.4565423,16980.605531575,7.931232452392578,7.930998002848355
5,1787386051.45611,1787386051.4566379,16980.605626092,12.095212936401367,12.093471999833127
8,1787386051.4562159,1787386051.4567292,16980.605717163,8.031129837036133,8.031587000004947
4,1787386051.459927,1787386051.4601321,16980.609123647,7.908344268798828,7.909878997452324
6,1787386051.4600616,1787386051.460409,16980.609398253,8.095979690551758,8.097631001874106
7,1787386051.460008,1787386051.4605043,16980.609492059,8.114814758300781,8.115224001812749
1,1787386051.463823,1787386051.464161,16980.613161417,8.094072341918945,8.102231000520987
5,1787386051.4639401,1787386051.4645133,16980.613503189,7.8754425048828125,7.877096999436617
2,1787386051.4677773,1787386051.4680848,16980.617090833,11.65151596069336,11.661279997497331
3,1787386051.467967,1787386051.4686663,16980.617656516,12.124061584472656,12.124940996727673
8,1787386051.46805,1787386051.4687579,16980.617745664,12.028694152832031,12.028501001623226
4,1787386051.4719446,1787386051.4724586,16980.62145684,12.326478958129883,12.33319300081348
6,1787386051.4720035,1787386051.4725845,16980.621573188,12.175559997558594,12.174935000075493
7,1787386051.4721005,1787386051.4726748,16980.621662727,12.170553207397461,12.17066800018074
2,1787386051.475873,1787386051.4761539,16980.625184156,8.069038391113281,8.093323001958197
1,1787386051.4759378,1787386051.4766805,16980.625672364,12.519598007202148,12.51094699910027
3,1787386051.4759893,1787386051.4767802,16980.625768264,8.113861083984375,8.111748000374064
5,1787386051.4760752,1787386051.4768643,16980.625851951,12.351036071777344,12.348762000328861
8,1787386051.4761658,1787386051.476952,16980.625939516,8.194208145141602,8.193852001568303
4,1787386051.4799688,1787386051.480174,16980.629167373,7.715463638305664,7.7105330019549
6,1787386051.4801173,1787386051.4804351,16980.629424146,7.85064697265625,7.8509579980163835
7,1787386051.4802103,1787386051.4805186,16980.62950628,7.843732833862305,7.8435530012939125
1,1787386051.483817,1787386051.484149,16980.633148056,7.468461990356445,7.475692000298295
5,1787386051.4839425,1787386051.4844975,16980.633487774,7.633209228515625,7.635822999873199
2,1787386051.4878545,1787386051.4881737,16980.637173332,12.019872665405273,11.989176000497537
3,1787386051.4879482,1787386051.4886346,16980.637625031,11.854410171508789,11.856766999699175
8,1787386051.4880986,1787386051.488728,16980.637716012,11.775970458984375,11.776495997764869
4,1787386051.4919276,1787386051.4921727,16980.641163943,11.998653411865234,11.996569999610074
6,1787386051.492038,1787386051.4924395,16980.641428741,12.004375457763672,12.004595002508722
7,1787386051.4921525,1787386051.4925263,16980.641513891,12.007713317871094,12.007610999717144
1,1787386051.4958184,1787386051.4960918,16980.645087999,11.942863464355469,11.939943000470521
2,1787386051.4958465,1787386051.4962606,16980.645251056,8.086919784545898,8.077724000031594
3,1787386051.4960747,1787386051.4965796,16980.645569044,7.945060729980469,7.944013002997963
5,1787386051.4961417,1787386051.4966776,16980.645666206,12.180089950561523,12.178431999927852
8,1787386051.4962144,1787386051.4967744,16980.645762728,8.046388626098633,8.046716000535525
6,1787386051.499991,1787386051.500182,16980.649173228,7.742404937744141,7.744487000309164
4,1787386051.5000048,1787386051.5004508,16980.64944009,8.278131484985352,8.276147000287892
7,1787386051.5001059,1787386051.5005393,16980.649526743,8.013010025024414,8.012851998500992
1,1787386051.5038552,1787386051.504089,16980.653080733,7.997274398803711,7.992733997525647
5,1787386051.5039778,1787386051.5044055,16980.653395776,7.727861404418945,7.72956999935559
2,1787386051.5077918,1787386051.5080278,16980.657021281,11.767148971557617,11.770224999054335
3,1787386051.5079465,1787386051.5083163,16980.657305745,11.736631393432617,11.736700998881133
8,1787386051.5081117,1787386051.5084038,16980.657391226,11.629343032836914,11.628497999481624
4,1787386051.5120056,1787386051.51239,16980.661380334,11.939048767089844,11.940243999561062
6,1787386051.5120993,1787386051.512481,16980.661468791,12.299060821533203,12.295562999497633
7,1787386051.512235,1787386051.5127254,16980.66171342,12.186050415039062,12.186676998680923
1,1787386051.5158513,1787386051.5162137,16980.665211035,12.12453842163086,12.130302002333337
2,1787386051.5159423,1787386051.5165763,16980.665567325,8.548498153686523,8.546043998649111
3,1787386051.516015,1787386051.516681,16980.665669937,8.364677429199219,8.364191999135073
5,1787386051.5160449,1787386051.5167747,16980.665762742,12.369155883789062,12.366965998808155
8,1787386051.516128,1787386051.5168686,16980.665856799,8.464813232421875,8.465573002467863
7,1787386051.5200262,1787386051.5203836,16980.669387235,7.658243179321289,7.673815001908224
4,1787386051.5200772,1787386051.5207975,16980.669788118,8.4075927734375,8.407784000155516
6,1787386051.520116,1787386051.5208895,16980.669877527,8.408546447753906,8.408736001001671
1,1787386051.5239449,1787386051.524166,16980.673158193,7.952451705932617,7.9471579992969055
5,1787386051.5240192,1787386051.524438,16980.6734277,7.663249969482422,7.664958000532351
2,1787386051.5278423,1787386051.528156,16980.67715184,11.579751968383789,11.584514999412932
3,1787386051.5279524,1787386051.528616,16980.67760927,11.934995651245117,11.939332998736063
8,1787386051.5280657,1787386051.5287347,16980.677723184,11.866092681884766,11.866384997119894
4,1787386051.5319138,1787386051.5323093,16980.681299887,11.511802673339844,11.511769000208005
6,1787386051.5320354,1787386051.5323982,16980.68138637,11.508703231811523,11.508842999319313
7,1787386051.5321085,1787386051.5324767,16980.681463906,12.093067169189453,12.076670998794725
1,1787386051.5358353,1787386051.536065,16980.685092667,11.898994445800781,11.934474001463968
2,1787386051.5358872,1787386051.5367248,16980.685717882,8.568763732910156,8.566042000893503
3,1787386051.5360107,1787386051.5368273,16980.685815485,8.211374282836914,8.206215003156103
5,1787386051.5361254,1787386051.5369158,16980.685903681,12.477874755859375,12.475980998715386
8,1787386051.536181,1787386051.5369976,16980.685984573,8.262872695922852,8.261389000836061
4,1787386051.5399888,1787386051.5402112,16980.689202953,7.901906967163086,7.903065998107195
6,1787386051.5400681,1787386051.540478,16980.68946719,8.079767227172852,8.080820000031963
7,1787386051.5401802,1787386051.5405633,16980.689550777,8.086681365966797,8.086870999250095
1,1787386051.543859,1787386051.544139,16980.693130516,8.073806762695312,8.037848998355912
5,1787386051.54405,1787386051.544408,16980.693397077,7.492303848266602,7.4933960022463
2,1787386051.547865,1787386051.5480678,16980.697062687,11.343002319335938,11.344804999680491
3,1787386051.5479987,1787386051.5483766,16980.697366658,11.549234390258789,11.551173000043491
8,1787386051.5482225,1787386051.5484653,16980.69745277,11.467695236206055,11.468197000795044
4,1787386051.5519626,1787386051.5523653,16980.701357149,12.154102325439453,12.154195999755757
6,1787386051.5520267,1787386051.552465,16980.701458219,11.986970901489258,11.991028997726971
7,1787386051.552159,1787386051.552816,16980.701805532,12.252569198608398,12.254755001777085
1,1787386051.5559075,1787386051.5561278,16980.705120794,11.98887825012207,11.990277998847887
2,1787386051.555909,1787386051.5562568,16980.705248244,8.188962936401367,8.185557002434507
3,1787386051.5561972,1787386051.5565636,16980.705552916,8.187055587768555,8.186257997294888
5,1787386051.5560906,1787386051.556648,16980.705635692,12.239933013916016,12.238614999660058
8,1787386051.5562522,1787386051.55673,16980.705717796,8.264780044555664,8.265026001026854
4,1787386051.559972,1787386051.5602148,16980.70920998,7.849454879760742,7.852831000491278
6,1787386051.5599663,1787386051.560366,16980.709357237,7.90095329284668,7.89901800089865
7,1787386051.560067,1787386051.560758,16980.70974706,7.94219970703125,7.941527997900266
1,1787386051.5639048,1787386051.5642486,16980.713244164,8.12077522277832,8.123370000248542
5,1787386051.5640228,1787386051.5646884,16980.713680834,8.040428161621094,8.045141999900807
2,1787386051.567818,1787386051.568171,16980.717171987,11.914253234863281,11.923742997169029
3,1787386051.5679185,1787386051.5685883,16980.717580915,12.024641036987305,12.027999000565615
8,1787386051.5680442,1787386051.5686955,16980.71768462,11.965513229370117,11.96682400041027
4,1787386051.571973,1787386051.572356,16980.721353577,12.141227722167969,12.143596999521833
6,1787386051.5719843,1787386051.5724618,16980.721450078,12.095928192138672,12.092840999684995
7,1787386051.5720563,1787386051.5725448,16980.721531822,11.786699295043945,11.784762002207572
1,1787386051.5760565,1787386051.5763335,16980.725329661,12.0849609375,12.085497000953183
2,1787386051.5760968,1787386051.576712,16980.725703353,8.540868759155273,8.531366001989227
3,1787386051.5763514,1787386051.576853,16980.725845651,8.264780044555664,8.264735999546247
5,1787386051.5761988,1787386051.5769904,16980.725981346,12.301921844482422,12.300512000365416
8,1787386051.5763834,1787386051.5771542,16980.726146667,8.458614349365234,8.462046997010475
4,1787386051.5799952,1787386051.5801852,16980.729176091,7.829189300537109,7.822514002327807
6,1787386051.580004,1787386051.5802844,16980.729273073,7.822513580322266,7.822995001333766
7,1787386051.5801046,1787386051.5805373,16980.729525999,7.99250602722168,7.994176998181501
1,1787386051.5838776,1787386051.5841048,16980.733100117,7.77125358581543,7.770455998979742
5,1787386051.5840788,1787386051.5843785,16980.73336755,7.388114929199219,7.38620400079526
2,1787386051.5879195,1787386051.5881872,16980.737180918,11.475324630737305,11.477564999950118
3,1787386051.5879827,1787386051.5885334,16980.737523181,11.680364608764648,11.677530001179548
8,1787386051.5882866,1787386051.588619,16980.737606277,11.464834213256836,11.459610002930276
4,1787386051.5920029,1787386051.59246,16980.741455112,12.274742126464844,12.279020997084444
6,1787386051.5921245,1787386051.592603,16980.741593612,12.318611145019531,12.32053900093888
7,1787386051.5920668,1787386051.5927231,16980.741712676,12.185811996459961,12.186677002318902
1,1787386051.59589,1787386051.5961702,16980.745165837,12.065410614013672,12.065720002283342
2,1787386051.59597,1787386051.596628,16980.74561953,8.440732955932617,8.438611999736167
3,1787386051.596119,1787386051.5967295,16980.745718215,8.196115493774414,8.19503399907262
5,1787386051.5961816,1787386051.5968196,16980.745807804,12.441158294677734,12.440253998647677
8,1787386051.5962467,1787386051.596908,16980.745895609,8.289098739624023,8.289331999549177
4,1787386051.5999942,1787386051.6002853,16980.749287224,7.825374603271484,7.832112001779024
6,1787386051.6001318,1787386051.60071,16980.749701683,8.10694694519043,8.108070996968308
7,1787386051.6002162,1787386051.600813,16980.74980112,8.089780807495117,8.088443999440642
1,1787386051.6038737,1787386051.6040914,16980.753083851,7.9212188720703125,7.918013998278184
5,1787386051.6039715,1787386051.6043828,16980.753372674,7.563114166259766,7.56487000035122
2,1787386051.6078544,1787386051.6080844,16980.757077327,11.456489562988281,11.457797001639847
3,1787386051.6079724,1787386051.6083567,16980.757346403,11.627197265625,11.628188000031514
8,1787386051.6081865,1787386051.6084464,16980.757434128,11.538267135620117,11.53851900016889
4,1787386051.6120124,1787386051.612584,16980.76157912,12.298822402954102,12.291896000533598
6,1787386051.612086,1787386051.6127317,16980.761722389,12.021780014038086,12.020706002658699
7,1787386051.6121984,1787386051.612845,16980.761832195,12.032032012939453,12.031074998958502
1,1787386051.615859,1787386051.6161017,16980.765093335,12.010335922241211,12.009484002192039
2,1787386051.615917,1787386051.6163788,16980.765370657,8.294343948364258,8.293330000014976
3,1787386051.6160808,1787386051.6164958,16980.765486073,8.13913345336914,8.139670000673505
5,1787386051.6161194,1787386051.6165905,16980.765578197,12.207746505737305,12.205522998556262
8,1787386051.6161933,1787386051.6166663,16980.765653047,8.21995735168457,8.21891899977345
4,1787386051.6199994,1787386051.6201832,16980.769174557,7.599115371704102,7.595437000418315
6,1787386051.6201444,1787386051.6204538,16980.769443302,7.722139358520508,7.720912999502616
7,1787386051.6200817,1787386051.6205428,16980.769530937,7.697820663452148,7.6987419997749384
1,1787386051.6239138,1787386051.624199,16980.773194573,8.097171783447266,8.101237999653677
5,1787386051.6240244,1787386051.624596,16980.773588273,8.005619049072266,8.010076002392452
2,1787386051.6278584,1787386051.6282196,16980.77721473,11.8408203125,11.844072996609611
3,1787386051.627997,1787386051.628674,16980.777666209,12.178182601928711,12.180136000097264
8,1787386051.6280901,1787386051.6287975,16980.777787577,12.131214141845703,12.1345299994573
4,1787386051.631946,1787386051.6322086,16980.781200252,12.02535629272461,12.025694999465486
6,1787386051.6320407,1787386051.6323109,16980.781299218,11.857032775878906,11.855916000058642
7,1787386051.6321135,1787386051.632599,16980.781589043,12.056350708007812,12.058106000040425
1,1787386051.6358907,1787386051.6361263,16980.785118026,11.927366256713867,11.9234529993264
2,1787386051.6359382,1787386051.636451,16980.785441133,8.231401443481445,8.226403002481675
3,1787386051.6360683,1787386051.6365414,16980.785528918,7.867336273193359,7.862709000619361
5,1787386051.6361744,1787386051.6366203,16980.785607296,12.024164199829102,12.019022997264983
8,1787386051.6362193,1787386051.6366992,16980.785686264,7.901668548583984,7.898686999396887
4,1787386051.6399877,1787386051.640185,16980.789176545,7.976531982421875,7.976292999956058
6,1787386051.6401107,1787386051.6404977,16980.789487049,8.186817169189453,8.187831001123413
7,1787386051.6401732,1787386051.6405838,16980.789571087,7.984638214111328,7.9820440005278215
1,1787386051.6439211,1787386051.6442096,16980.793203915,8.083343505859375,8.085888999630697
5,1787386051.644046,1787386051.6445866,16980.79357894,7.966279983520508,7.971644001372624
2,1787386051.6479092,1787386051.6481493,16980.797144302,11.698246002197266,11.703168998792535
3,1787386051.6480415,1787386051.6484776,16980.797467259,11.936187744140625,11.938340998312924
8,1787386051.6481466,1787386051.6485653,16980.79755288,11.866092681884766,11.866616001498187
4,1787386051.6520383,1787386051.652445,16980.801449304,12.259960174560547,12.27275899873348
6,1787386051.6520631,1787386051.6525793,16980.801568047,12.081623077392578,12.080997999873944
7,1787386051.652176,1787386051.6526663,16980.801653728,12.082576751708984,12.082640998414718
1,1787386051.6558628,1787386051.656229,16980.805228568,12.01939582824707,12.024652998661622
2,1787386051.6559427,1787386051.6566083,16980.805598163,8.459091186523438,8.453860998997698
3,1787386051.6561434,1787386051.6566982,16980.805685788,8.220672607421875,8.218529001169372
5,1787386051.6561542,1787386051.6567786,16980.805765628,12.192010879516602,12.186687999928836
8,1787386051.656231,1787386051.6568568,16980.805843955,8.291482925415039,8.2910749988514
4,1787386051.6600695,1787386051.6604316,16980.809434133,7.986545562744141,7.984829000633908
6,1787386051.6602159,1787386051.6608467,16980.809838213,8.267402648925781,8.270165999419987
7,1787386051.66032,1787386051.6609516,16980.809940475,8.285284042358398,8.286747000965988
1,1787386051.663882,1787386051.6642256,16980.813224268,7.996559143066406,7.995700001629302
5,1787386051.6640496,1787386051.6645706,16980.81356072,7.791996002197266,7.795091998559656
2,1787386051.66785,1787386051.668201,16980.817202395,11.592626571655273,11.604232000536285
3,1787386051.6679642,1787386051.6685925,16980.817583111,11.89422607421875,11.897322998265736
8,1787386051.6680448,1787386051.6686826,16980.817670034,11.825799942016602,11.826079000456957
4,1787386051.6719825,1787386051.6722903,16980.821281723,11.858701705932617,11.847590001707431
6,1787386051.6721077,1787386051.6723819,16980.821369939,11.535167694091797,11.531725998793263
7,1787386051.6721826,1787386051.6726172,16980.821605372,11.665582656860352,11.664896999718621
1,1787386051.6759055,1787386051.6761017,16980.825092978,11.876106262207031,11.868710000271676
2,1787386051.6759782,1787386051.6764088,16980.825398532,8.20779800415039,8.196137001505122
3,1787386051.676152,1787386051.676497,16980.825484213,7.904529571533203,7.901102002506377
5,1787386051.6762474,1787386051.6765983,16980.825587908,12.027740478515625,12.027188000502065
8,1787386051.6763732,1787386051.6770232,16980.826016183,8.340597152709961,8.346148999407887
4,1787386051.6800008,1787386051.6801963,16980.829188165,7.9059600830078125,7.90644199878443
6,1787386051.6800802,1787386051.680478,16980.829468312,8.09621810913086,8.098373000393622
7,1787386051.6801476,1787386051.6805692,16980.82955757,7.951974868774414,7.952198000566568
1,1787386051.6839702,1787386051.6842363,16980.833231556,8.134603500366211,8.138577999488916
5,1787386051.684083,1787386051.684628,16980.833620847,8.029699325561523,8.03293900025892
2,1787386051.6879447,1787386051.6881835,16980.83720251,11.774778366088867,11.803977999079507
3,1787386051.688081,1787386051.6887133,16980.837706317,12.216329574584961,12.222104000102263
8,1787386051.6882033,1787386051.6888087,16980.837796907,11.785507202148438,11.78072399852681
4,1787386051.6920102,1787386051.6924198,16980.841413305,12.223482131958008,12.225139998918166
6,1787386051.692074,1787386051.692536,16980.841524975,12.058019638061523,12.05666299938457
7,1787386051.6921306,1787386051.6926267,16980.841614844,12.05754280090332,12.0572740015632
1,1787386051.6958816,1787386051.6961336,16980.845125112,11.89732551574707,11.89355599854025
2,1787386051.6959128,1787386051.6964529,16980.845443,8.269309997558594,8.24048999857041
3,1787386051.6960433,1787386051.696545,16980.845532398,7.831573486328125,7.826081000530394
5,1787386051.6960921,1787386051.6966248,16980.845611917,11.996746063232422,11.991070001386106
8,1787386051.6961858,1787386051.696703,16980.845689804,7.894277572631836,7.8928969996923115
4,1787386051.7000718,1787386051.7002485,16980.849239967,7.828712463378906,7.826662000297802
6,1787386051.7001865,1787386051.7005227,16980.84951273,7.986545562744141,7.987755001522601
7,1787386051.7002738,1787386051.700613,16980.849600845,7.986307144165039,7.986000997334486
1,1787386051.7038846,1787386051.7041652,16980.853167019,8.031606674194336,8.041907000006177
5,1787386051.704093,1787386051.7045872,16980.853577931,7.962465286254883,7.966013999975985
2,1787386051.7078893,1787386051.708177,16980.857169612,11.724233627319336,11.726612003258197
3,1787386051.7080405,1787386051.7085202,16980.857510333,11.975288391113281,11.977934998867568
8,1787386051.7081108,1787386051.7086098,16980.857597497,11.906862258911133,11.907693002285669
4,1787386051.7120352,1787386051.7126188,16980.861623354,12.37034797668457,12.38338700204622
6,1787386051.7121232,1787386051.7127385,16980.86172741,12.215852737426758,12.214679998578504
7,1787386051.712114,1787386051.712827,16980.861814474,12.213945388793945,12.21362900105305
1,1787386051.7159817,1787386051.716257,16980.865251865,12.091875076293945,12.084846002835548
2,1787386051.716113,1787386051.7166376,16980.865637039,8.460521697998047,8.46742700014147
3,1787386051.7160969,1787386051.7167854,16980.865774487,8.265256881713867,8.264153999334667
5,1787386051.7162156,1787386051.7168803,16980.865868253,12.293100357055664,12.290321999898879
8,1787386051.7162845,1787386051.7169685,16980.865955738,8.35871696472168,8.35824100067839
4,1787386051.7199852,1787386051.7202053,16980.869198634,7.586479187011719,7.575280000310158
