request_id,attempt_index,request_ros_s,attempt_ros_s,attempt_monotonic_s,uav_id,state_age_ms,snapshot_skew_ms,result,deadline_expired
prewarm,5,1787386048.4407485,1787386048.4415505,16977.590541166,2,13374.160528182983,4.030704498291016,"missing UAV states: [1, 3, 4, 5, 7, 8]",False
prewarm,5,1787386048.4407485,1787386048.4415505,16977.590541547,3,,4.030704498291016,"missing UAV states: [1, 3, 4, 5, 7, 8]",False
prewarm,5,1787386048.4407485,1787386048.4415505,16977.590541847,4,,4.030704498291016,"missing UAV states: [1, 3, 4, 5, 7, 8]",False
prewarm,5,1787386048.4407485,1787386048.4415505,16977.590542148,5,,4.030704498291016,"missing UAV states: [1, 3, 4, 5, 7, 8]",False
prewarm,5,1787386048.4407485,1787386048.4415505,16977.590542729,6,13370.129823684692,4.030704498291016,"missing UAV states: [1, 3, 4, 5, 7, 8]",False
prewarm,5,1787386048.4407485,1787386048.4415505,16977.59054304,7,,4.030704498291016,"missing UAV states: [1, 3, 4, 5, 7, 8]",False
prewarm,5,1787386048.4407485,1787386048.4415505,16977.590543511,8,,4.030704498291016,"missing UAV states: [1, 3, 4, 5, 7, 8]",False
prewarm,6,1787386048.4407485,1787386048.441598,16977.590587804,1,,4.030704498291016,"missing UAV states: [1, 3, 4, 5, 7, 8]",False
prewarm,6,1787386048.4407485,1787386048.441598,16977.590588335,2,13374.207973480225,4.030704498291016,"missing UAV states: [1, 3, 4, 5, 7, 8]",False
prewarm,6,1787386048.4407485,1787386048.441598,16977.590588635,3,,4.030704498291016,"missing UAV states: [1, 3, 4, 5, 7, 8]",False
prewarm,6,1787386048.4407485,1787386048.441598,16977.590589026,4,,4.030704498291016,"missing UAV states: [1, 3, 4, 5, 7, 8]",False
prewarm,6,1787386048.4407485,1787386048.441598,16977.590589477,5,,4.030704498291016,"missing UAV states: [1, 3, 4, 5, 7, 8]",False
prewarm,6,1787386048.4407485,1787386048.441598,16977.590590178,6,13370.177268981934,4.030704498291016,"missing UAV states: [1, 3, 4, 5, 7, 8]",False
prewarm,6,1787386048.4407485,1787386048.441598,16977.590590649,7,,4.030704498291016,"missing UAV states: [1, 3, 4, 5, 7, 8]",False
prewarm,6,1787386048.4407485,1787386048.441598,16977.59059104,8,,4.030704498291016,"missing UAV states: [1, 3, 4, 5, 7, 8]",False
prewarm,7,1787386048.4407485,1787386048.44165,16977.590639892,1,,4.030704498291016,"missing UAV states: [1, 3, 4, 5, 7, 8]",False
prewarm,7,1787386048.4407485,1787386048.44165,16977.590640393,2,13374.259948730469,4.030704498291016,"missing UAV states: [1, 3, 4, 5, 7, 8]",False
prewarm,7,1787386048.4407485,1787386048.44165,16977.590640723,3,,4.030704498291016,"missing UAV states: [1, 3, 4, 5, 7, 8]",False
prewarm,7,1787386048.4407485,1787386048.44165,16977.590641044,4,,4.030704498291016,"missing UAV states: [1, 3, 4, 5, 7, 8]",False
prewarm,7,1787386048.4407485,1787386048.44165,16977.590641495,5,,4.030704498291016,"missing UAV states: [1, 3, 4, 5, 7, 8]",False
prewarm,7,1787386048.4407485,1787386048.44165,16977.590642116,6,13370.229244232178,4.030704498291016,"missing UAV states: [1, 3, 4, 5, 7, 8]",False
prewarm,7,1787386048.4407485,1787386048.44165,16977.590642567,7,,4.030704498291016,"missing UAV states: [1, 3, 4, 5, 7, 8]",False
prewarm,7,1787386048.4407485,1787386048.44165,16977.590643038,8,,4.030704498291016,"missing UAV states: [1, 3, 4, 5, 7, 8]",False
prewarm,8,1787386048.4407485,1787386048.441853,16977.590843895,1,46.353816986083984,13328.10926437378,"missing UAV states: [3, 4, 5, 7, 8]",False
prewarm,8,1787386048.4407485,1787386048.441853,16977.590844627,2,13374.463081359863,13328.10926437378,"missing UAV states: [3, 4, 5, 7, 8]",False
prewarm,8,1787386048.4407485,1787386048.441853,16977.590845208,3,,13328.10926437378,"missing UAV states: [3, 4, 5, 7, 8]",False
prewarm,8,1787386048.4407485,1787386048.441853,16977.590845558,4,,13328.10926437378,"missing UAV states: [3, 4, 5, 7, 8]",False
prewarm,8,1787386048.4407485,1787386048.441853,16977.590845869,5,,13328.10926437378,"missing UAV states: [3, 4, 5, 7, 8]",False
prewarm,8,1787386048.4407485,1787386048.441853,16977.59084628,6,13370.432376861572,13328.10926437378,"missing UAV states: [3, 4, 5, 7, 8]",False
prewarm,8,1787386048.4407485,1787386048.441853,16977.59084659,7,,13328.10926437378,"missing UAV states: [3, 4, 5, 7, 8]",False
prewarm,8,1787386048.4407485,1787386048.441853,16977.590846881,8,,13328.10926437378,"missing UAV states: [3, 4, 5, 7, 8]",False
prewarm,9,1787386048.4407485,1787386048.4419587,16977.590949273,1,46.45943641662598,13324.078559875488,"missing UAV states: [3, 4, 5, 7, 8]",False
prewarm,9,1787386048.4407485,1787386048.4419587,16977.590949864,2,46.602725982666016,13324.078559875488,"missing UAV states: [3, 4, 5, 7, 8]",False
prewarm,9,1787386048.4407485,1787386048.4419587,16977.590950275,3,,13324.078559875488,"missing UAV states: [3, 4, 5, 7, 8]",False
prewarm,9,1787386048.4407485,1787386048.4419587,16977.590950606,4,,13324.078559875488,"missing UAV states: [3, 4, 5, 7, 8]",False
prewarm,9,1787386048.4407485,1787386048.4419587,16977.590950896,5,,13324.078559875488,"missing UAV states: [3, 4, 5, 7, 8]",False
prewarm,9,1787386048.4407485,1787386048.4419587,16977.590951528,6,13370.537996292114,13324.078559875488,"missing UAV states: [3, 4, 5, 7, 8]",False
prewarm,9,1787386048.4407485,1787386048.4419587,16977.590951828,7,,13324.078559875488,"missing UAV states: [3, 4, 5, 7, 8]",False
prewarm,9,1787386048.4407485,1787386048.4419587,16977.590952129,8,,13324.078559875488,"missing UAV states: [3, 4, 5, 7, 8]",False
prewarm,10,1787386048.4407485,1787386048.4420683,16977.59105903,1,46.569108963012695,13324.078559875488,"missing UAV states: [4, 5, 7, 8]",False
prewarm,10,1787386048.4407485,1787386048.4420683,16977.591059561,2,46.712398529052734,13324.078559875488,"missing UAV states: [4, 5, 7, 8]",False
prewarm,10,1787386048.4407485,1787386048.4420683,16977.591060011,3,46.70000076293945,13324.078559875488,"missing UAV states: [4, 5, 7, 8]",False
prewarm,10,1787386048.4407485,1787386048.4420683,16977.591060442,4,,13324.078559875488,"missing UAV states: [4, 5, 7, 8]",False
prewarm,10,1787386048.4407485,1787386048.4420683,16977.591060763,5,,13324.078559875488,"missing UAV states: [4, 5, 7, 8]",False
prewarm,10,1787386048.4407485,1787386048.4420683,16977.591061224,6,13370.647668838501,13324.078559875488,"missing UAV states: [4, 5, 7, 8]",False
prewarm,10,1787386048.4407485,1787386048.4420683,16977.591061514,7,,13324.078559875488,"missing UAV states: [4, 5, 7, 8]",False
prewarm,10,1787386048.4407485,1787386048.4420683,16977.591061915,8,,13324.078559875488,"missing UAV states: [4, 5, 7, 8]",False
prewarm,11,1787386048.4407485,1787386048.4421673,16977.591157535,1,46.668052673339844,13327.960968017578,"missing UAV states: [5, 7, 8]",False
prewarm,11,1787386048.4407485,1787386048.4421673,16977.591157996,2,46.81134223937988,13327.960968017578,"missing UAV states: [5, 7, 8]",False
prewarm,11,1787386048.4407485,1787386048.4421673,16977.591158396,3,46.7989444732666,13327.960968017578,"missing UAV states: [5, 7, 8]",False
prewarm,11,1787386048.4407485,1787386048.4421673,16977.591158877,4,42.78564453125,13327.960968017578,"missing UAV states: [5, 7, 8]",False
prewarm,11,1787386048.4407485,1787386048.4421673,16977.591159188,5,,13327.960968017578,"missing UAV states: [5, 7, 8]",False
prewarm,11,1787386048.4407485,1787386048.4421673,16977.591159689,6,13370.746612548828,13327.960968017578,"missing UAV states: [5, 7, 8]",False
prewarm,11,1787386048.4407485,1787386048.4421673,16977.591159999,7,,13327.960968017578,"missing UAV states: [5, 7, 8]",False
prewarm,11,1787386048.4407485,1787386048.4421673,16977.59116029,8,,13327.960968017578,"missing UAV states: [5, 7, 8]",False
prewarm,12,1787386048.4407485,1787386048.4422617,16977.591252674,1,46.76246643066406,13327.960968017578,"missing UAV states: [7, 8]",False
prewarm,12,1787386048.4407485,1787386048.4422617,16977.591253185,2,46.9057559967041,13327.960968017578,"missing UAV states: [7, 8]",False
prewarm,12,1787386048.4407485,1787386048.4422617,16977.591253595,3,46.89335823059082,13327.960968017578,"missing UAV states: [7, 8]",False
prewarm,12,1787386048.4407485,1787386048.4422617,16977.591253986,4,42.88005828857422,13327.960968017578,"missing UAV states: [7, 8]",False
prewarm,12,1787386048.4407485,1787386048.4422617,16977.591254457,5,46.663761138916016,13327.960968017578,"missing UAV states: [7, 8]",False
prewarm,12,1787386048.4407485,1787386048.4422617,16977.591254848,6,13370.841026306152,13327.960968017578,"missing UAV states: [7, 8]",False
prewarm,12,1787386048.4407485,1787386048.4422617,16977.591255138,7,,13327.960968017578,"missing UAV states: [7, 8]",False
prewarm,12,1787386048.4407485,1787386048.4422617,16977.591255419,8,,13327.960968017578,"missing UAV states: [7, 8]",False
prewarm,13,1787386048.4407485,1787386048.4423647,16977.591355337,1,46.86546325683594,4.194498062133789,"missing UAV states: [7, 8]",False
prewarm,13,1787386048.4407485,1787386048.4423647,16977.591355828,2,47.00875282287598,4.194498062133789,"missing UAV states: [7, 8]",False
prewarm,13,1787386048.4407485,1787386048.4423647,16977.591356228,3,46.996355056762695,4.194498062133789,"missing UAV states: [7, 8]",False
prewarm,13,1787386048.4407485,1787386048.4423647,16977.591356849,4,42.983055114746094,4.194498062133789,"missing UAV states: [7, 8]",False
prewarm,13,1787386048.4407485,1787386048.4423647,16977.591357591,5,46.76675796508789,4.194498062133789,"missing UAV states: [7, 8]",False
prewarm,13,1787386048.4407485,1787386048.4423647,16977.591358132,6,42.81425476074219,4.194498062133789,"missing UAV states: [7, 8]",False
prewarm,13,1787386048.4407485,1787386048.4423647,16977.591358432,7,,4.194498062133789,"missing UAV states: [7, 8]",False
prewarm,13,1787386048.4407485,1787386048.4423647,16977.591358743,8,,4.194498062133789,"missing UAV states: [7, 8]",False
prewarm,14,1787386048.4407485,1787386048.4424627,16977.59145303,1,46.96345329284668,4.194498062133789,missing UAV states: [8],False
prewarm,14,1787386048.4407485,1787386048.4424627,16977.591453501,2,47.10674285888672,4.194498062133789,missing UAV states: [8],False
prewarm,14,1787386048.4407485,1787386048.4424627,16977.591453942,3,47.09434509277344,4.194498062133789,missing UAV states: [8],False
prewarm,14,1787386048.4407485,1787386048.4424627,16977.591454323,4,43.081045150756836,4.194498062133789,missing UAV states: [8],False
prewarm,14,1787386048.4407485,1787386048.4424627,16977.591454733,5,46.86474800109863,4.194498062133789,missing UAV states: [8],False
prewarm,14,1787386048.4407485,1787386048.4424627,16977.591455104,6,42.91224479675293,4.194498062133789,missing UAV states: [8],False
prewarm,14,1787386048.4407485,1787386048.4424627,16977.591455555,7,42.95849800109863,4.194498062133789,missing UAV states: [8],False
prewarm,14,1787386048.4407485,1787386048.4424627,16977.591455936,8,,4.194498062133789,missing UAV states: [8],False
prewarm,15,1787386048.4407485,1787386048.4425569,16977.591550954,1,47.0576286315918,4.194498062133789,"stale UAV states: [1, 2, 3, 4, 5, 6, 7, 8]",False
prewarm,15,1787386048.4407485,1787386048.4425569,16977.591551495,2,47.200918197631836,4.194498062133789,"stale UAV states: [1, 2, 3, 4, 5, 6, 7, 8]",False
prewarm,15,1787386048.4407485,1787386048.4425569,16977.591551896,3,47.188520431518555,4.194498062133789,"stale UAV states: [1, 2, 3, 4, 5, 6, 7, 8]",False
prewarm,15,1787386048.4407485,1787386048.4425569,16977.591552297,4,43.17522048950195,4.194498062133789,"stale UAV states: [1, 2, 3, 4, 5, 6, 7, 8]",False
prewarm,15,1787386048.4407485,1787386048.4425569,16977.591552948,5,46.95892333984375,4.194498062133789,"stale UAV states: [1, 2, 3, 4, 5, 6, 7, 8]",False
prewarm,15,1787386048.4407485,1787386048.4425569,16977.591553419,6,43.00642013549805,4.194498062133789,"stale UAV states: [1, 2, 3, 4, 5, 6, 7, 8]",False
prewarm,15,1787386048.4407485,1787386048.4425569,16977.59155388,7,43.05267333984375,4.194498062133789,"stale UAV states: [1, 2, 3, 4, 5, 6, 7, 8]",False
prewarm,15,1787386048.4407485,1787386048.4425569,16977.591554271,8,46.885013580322266,4.194498062133789,"stale UAV states: [1, 2, 3, 4, 5, 6, 7, 8]",False
prewarm,16,1787386048.4407485,1787386048.4428413,16977.591838194,1,47.34206199645996,4.194498062133789,"stale UAV states: [1, 2, 3, 4, 5, 6, 7, 8]",False
prewarm,16,1787386048.4407485,1787386048.4428413,16977.591839066,2,47.4853515625,4.194498062133789,"stale UAV states: [1, 2, 3, 4, 5, 6, 7, 8]",False
prewarm,16,1787386048.4407485,1787386048.4428413,16977.591839657,3,47.47295379638672,4.194498062133789,"stale UAV states: [1, 2, 3, 4, 5, 6, 7, 8]",False
prewarm,16,1787386048.4407485,1787386048.4428413,16977.591840088,4,43.45965385437012,4.194498062133789,"stale UAV states: [1, 2, 3, 4, 5, 6, 7, 8]",False
prewarm,16,1787386048.4407485,1787386048.4428413,16977.591840549,5,47.243356704711914,4.194498062133789,"stale UAV states: [1, 2, 3, 4, 5, 6, 7, 8]",False
prewarm,16,1787386048.4407485,1787386048.4428413,16977.59184101,6,43.29085350036621,4.194498062133789,"stale UAV states: [1, 2, 3, 4, 5, 6, 7, 8]",False
prewarm,16,1787386048.4407485,1787386048.4428413,16977.591841471,7,43.337106704711914,4.194498062133789,"stale UAV states: [1, 2, 3, 4, 5, 6, 7, 8]",False
prewarm,16,1787386048.4407485,1787386048.4428413,16977.591842002,8,47.16944694519043,4.194498062133789,"stale UAV states: [1, 2, 3, 4, 5, 6, 7, 8]",False
prewarm,17,1787386048.4407485,1787386048.4428966,16977.591889721,1,47.39737510681152,4.194498062133789,"stale UAV states: [1, 2, 3, 4, 5, 6, 7, 8]",False
prewarm,17,1787386048.4407485,1787386048.4428966,16977.591890282,2,47.54066467285156,4.194498062133789,"stale UAV states: [1, 2, 3, 4, 5, 6, 7, 8]",False
prewarm,17,1787386048.4407485,1787386048.4428966,16977.591890783,3,47.52826690673828,4.194498062133789,"stale UAV states: [1, 2, 3, 4, 5, 6, 7, 8]",False
prewarm,17,1787386048.4407485,1787386048.4428966,16977.591891294,4,43.51496696472168,4.194498062133789,"stale UAV states: [1, 2, 3, 4, 5, 6, 7, 8]",False
prewarm,17,1787386048.4407485,1787386048.4428966,16977.591891775,5,47.29866981506348,4.194498062133789,"stale UAV states: [1, 2, 3, 4, 5, 6, 7, 8]",False
prewarm,17,1787386048.4407485,1787386048.4428966,16977.591892246,6,43.34616661071777,4.194498062133789,"stale UAV states: [1, 2, 3, 4, 5, 6, 7, 8]",False
prewarm,17,1787386048.4407485,1787386048.4428966,16977.591892707,7,43.39241981506348,4.194498062133789,"stale UAV states: [1, 2, 3, 4, 5, 6, 7, 8]",False
prewarm,17,1787386048.4407485,1787386048.4428966,16977.591893178,8,47.22476005554199,4.194498062133789,"stale UAV states: [1, 2, 3, 4, 5, 6, 7, 8]",False
prewarm,18,1787386048.4407485,1787386048.442945,16977.591938012,1,47.44577407836914,4.194498062133789,"stale UAV states: [1, 2, 3, 4, 5, 6, 7, 8]",False
prewarm,18,1787386048.4407485,1787386048.442945,16977.591938543,2,47.58906364440918,4.194498062133789,"stale UAV states: [1, 2, 3, 4, 5, 6, 7, 8]",False
prewarm,18,1787386048.4407485,1787386048.442945,16977.591939034,3,47.5766658782959,4.194498062133789,"stale UAV states: [1, 2, 3, 4, 5, 6, 7, 8]",False
prewarm,18,1787386048.4407485,1787386048.442945,16977.591939525,4,43.5633659362793,4.194498062133789,"stale UAV states: [1, 2, 3, 4, 5, 6, 7, 8]",False
prewarm,18,1787386048.4407485,1787386048.442945,16977.591939996,5,47.347068786621094,4.194498062133789,"stale UAV states: [1, 2, 3, 4, 5, 6, 7, 8]",False
prewarm,18,1787386048.4407485,1787386048.442945,16977.591940557,6,43.39456558227539,4.194498062133789,"stale UAV states: [1, 2, 3, 4, 5, 6, 7, 8]",False
prewarm,18,1787386048.4407485,1787386048.442945,16977.591941028,7,43.440818786621094,4.194498062133789,"stale UAV states: [1, 2, 3, 4, 5, 6, 7, 8]",False
prewarm,18,1787386048.4407485,1787386048.442945,16977.591941499,8,47.27315902709961,4.194498062133789,"stale UAV states: [1, 2, 3, 4, 5, 6, 7, 8]",False
prewarm,19,1787386048.4407485,1787386048.4429913,16977.591983417,1,47.492027282714844,4.194498062133789,"stale UAV states: [1, 2, 3, 4, 5, 6, 7, 8]",False
prewarm,19,1787386048.4407485,1787386048.4429913,16977.591983958,2,47.63531684875488,4.194498062133789,"stale UAV states: [1, 2, 3, 4, 5, 6, 7, 8]",False
prewarm,19,1787386048.4407485,1787386048.4429913,16977.591984439,3,47.6229190826416,4.194498062133789,"stale UAV states: [1, 2, 3, 4, 5, 6, 7, 8]",False
prewarm,19,1787386048.4407485,1787386048.4429913,16977.59198504,4,43.609619140625,4.194498062133789,"stale UAV states: [1, 2, 3, 4, 5, 6, 7, 8]",False
prewarm,19,1787386048.4407485,1787386048.4429913,16977.591985551,5,47.3933219909668,4.194498062133789,"stale UAV states: [1, 2, 3, 4, 5, 6, 7, 8]",False
prewarm,19,1787386048.4407485,1787386048.4429913,16977.591986142,6,43.440818786621094,4.194498062133789,"stale UAV states: [1, 2, 3, 4, 5, 6, 7, 8]",False
prewarm,19,1787386048.4407485,1787386048.4429913,16977.591986543,7,43.4870719909668,4.194498062133789,"stale UAV states: [1, 2, 3, 4, 5, 6, 7, 8]",False
prewarm,19,1787386048.4407485,1787386048.4429913,16977.591986984,8,47.31941223144531,4.194498062133789,"stale UAV states: [1, 2, 3, 4, 5, 6, 7, 8]",False
prewarm,20,1787386048.4407485,1787386048.4430442,16977.592037309,1,47.54495620727539,4.194498062133789,"stale UAV states: [1, 2, 3, 4, 5, 6, 7, 8]",False
prewarm,20,1787386048.4407485,1787386048.4430442,16977.59203788,2,47.68824577331543,4.194498062133789,"stale UAV states: [1, 2, 3, 4, 5, 6, 7, 8]",False
prewarm,20,1787386048.4407485,1787386048.4430442,16977.592038351,3,47.67584800720215,4.194498062133789,"stale UAV states: [1, 2, 3, 4, 5, 6, 7, 8]",False
prewarm,20,1787386048.4407485,1787386048.4430442,16977.592038832,4,43.66254806518555,4.194498062133789,"stale UAV states: [1, 2, 3, 4, 5, 6, 7, 8]",False
prewarm,20,1787386048.4407485,1787386048.4430442,16977.592039373,5,47.446250915527344,4.194498062133789,"stale UAV states: [1, 2, 3, 4, 5, 6, 7, 8]",False
prewarm,20,1787386048.4407485,1787386048.4430442,16977.592039843,6,43.49374771118164,4.194498062133789,"stale UAV states: [1, 2, 3, 4, 5, 6, 7, 8]",False
prewarm,20,1787386048.4407485,1787386048.4430442,16977.592040294,7,43.540000915527344,4.194498062133789,"stale UAV states: [1, 2, 3, 4, 5, 6, 7, 8]",False
prewarm,20,1787386048.4407485,1787386048.4430442,16977.592040765,8,47.37234115600586,4.194498062133789,"stale UAV states: [1, 2, 3, 4, 5, 6, 7, 8]",False
prewarm,21,1787386048.4407485,1787386048.4430995,16977.592097061,1,47.60026931762695,4.194498062133789,"stale UAV states: [1, 2, 3, 4, 5, 6, 7, 8]",False
prewarm,21,1787386048.4407485,1787386048.4430995,16977.592098023,2,47.74355888366699,4.194498062133789,"stale UAV states: [1, 2, 3, 4, 5, 6, 7, 8]",False
prewarm,21,1787386048.4407485,1787386048.4430995,16977.592098764,3,47.73116111755371,4.194498062133789,"stale UAV states: [1, 2, 3, 4, 5, 6, 7, 8]",False
prewarm,21,1787386048.4407485,1787386048.4430995,16977.592099596,4,43.71786117553711,4.194498062133789,"stale UAV states: [1, 2, 3, 4, 5, 6, 7, 8]",False
prewarm,21,1787386048.4407485,1787386048.4430995,16977.592100487,5,47.501564025878906,4.194498062133789,"stale UAV states: [1, 2, 3, 4, 5, 6, 7, 8]",False
prewarm,21,1787386048.4407485,1787386048.4430995,16977.592101559,6,43.5490608215332,4.194498062133789,"stale UAV states: [1, 2, 3, 4, 5, 6, 7, 8]",False
