mission_id,uav_id,motion_style,target_distance,duration,average_speed,gain_multiplier,omega_o_x,omega_o_y,omega_o_z,omega_c_x,omega_c_y,omega_c_z,peak_velocity,peak_acceleration,settling_time,tracking_rmse
2287948605,1,smooth,7.810984,3.000000,2.603661,1.000000,10.000000,10.000000,15.000000,3.000000,3.000000,3.500000,3.607470,7.721833,3.679992,1.145072
