bag_time_ns,duration,header_frame_id,header_stamp_nanosec,header_stamp_sec,mission_id,motion_style,safety_factor,target_pos_x,target_pos_y,target_pos_z,uav_id
1785139042941566981,12.0,world,941291972,1785139044,1,normal,0.0,5.75735931,9.25735931,5.0,3
1785139043041721034,12.0,world,941291972,1785139044,1,normal,0.0,5.75735931,9.25735931,5.0,3
1785139043141827727,12.0,world,941291972,1785139044,1,normal,0.0,5.75735931,9.25735931,5.0,3
1785139043241949609,12.0,world,941291972,1785139044,1,normal,0.0,5.75735931,9.25735931,5.0,3
1785139043342094053,12.0,world,941291972,1785139044,1,normal,0.0,5.75735931,9.25735931,5.0,3
1785139043442220484,12.0,world,941291972,1785139044,1,normal,0.0,5.75735931,9.25735931,5.0,3
1785139043542308632,12.0,world,941291972,1785139044,1,normal,0.0,5.75735931,9.25735931,5.0,3
1785139043642411718,12.0,world,941291972,1785139044,1,normal,0.0,5.75735931,9.25735931,5.0,3
1785139043742563466,12.0,world,941291972,1785139044,1,normal,0.0,5.75735931,9.25735931,5.0,3
1785139043842773044,12.0,world,941291972,1785139044,1,normal,0.0,5.75735931,9.25735931,5.0,3
