bag_time_ns,angular_velocity,orientation_variance,pose_frame,position,position_variance,q,quality,reset_counter,timestamp,timestamp_sample,velocity,velocity_frame,velocity_variance
1785138993160709552,[-0.00040437  0.00263654 -0.00104451],[3.7966842e-05 3.7535774e-05 3.3466004e-02],1,[ 0.02264159 -0.0166257   0.6835536 ],[0.10931265 0.10947741 0.08322874],[7.008095e-01 1.764331e-04 4.775020e-04 7.133483e-01],0,6,1785138993132393,1785138993132393,[ 0.01179845 -0.03023123  0.2810409 ],1,[0.01369559 0.01359567 0.00560857]
1785138993168585021,[-0.00173595  0.00263654  0.00028707],[3.7994287e-05 3.7564536e-05 3.3466212e-02],1,[ 0.02256108 -0.01654923  0.68336344],[0.10969822 0.109864   0.08346988],[7.0080918e-01 1.6695769e-04 4.8056553e-04 7.1334857e-01],0,6,1785138993140393,1785138993140393,[ 0.01175525 -0.03035161  0.28095388],1,[0.01375426 0.01365325 0.00561901]
1785138993180694413,[-0.00173595  0.00023969  0.00028707],[3.8052000e-05 3.7622245e-05 3.3466630e-02],1,[ 0.0224124  -0.01642485  0.68309784],[0.11047588 0.11064366 0.08338979],[7.0080817e-01 1.6541281e-04 4.7256044e-04 7.1334964e-01],0,6,1785138993156393,1785138993156393,[ 0.01138249 -0.03023725  0.28092295],1,[0.01387203 0.01376879 0.00562147]
1785138993188693886,[-6.7068764e-04  1.8375900e-03  2.0756292e-05],[3.8082482e-05 3.7651069e-05 3.3466831e-02],1,[ 0.02234242 -0.01637517  0.6830685 ],[0.110868   0.11103675 0.08363162],[7.0080733e-01 1.5928708e-04 4.7530179e-04 7.1335047e-01],0,6,1785138993164393,1785138993164393,[ 0.01121546 -0.03026337  0.2807908 ],1,[0.01393149 0.01382707 0.00563191]
1785138993200679254,[0.00092715 0.00103876 0.00028801],[3.8110884e-05 3.7679776e-05 3.3463839e-02],1,[ 0.02227625 -0.01633627  0.6831045 ],[0.11125515 0.11142968 0.08387423],[7.0080537e-01 1.5955491e-04 4.7773021e-04 7.1335238e-01],0,6,1785138993172393,1785138993172393,[ 0.01101622 -0.03049224  0.28074163],1,[0.01398252 0.01388167 0.00564237]
1785138993208553731,[-0.00173601 -0.00189071 -0.00264147],[3.8141479e-05 3.7708676e-05 3.3464033e-02],1,[ 0.02221357 -0.01630545  0.6832063 ],[0.11165155 0.11182712 0.08411762],[7.0080954e-01 1.6174553e-04 4.7378120e-04 7.1334827e-01],0,6,1785138993180393,1785138993180393,[ 0.01101538 -0.03020409  0.2808893 ],1,[0.01404174 0.01393991 0.00565282]
1785138993220804922,[-0.00067075 -0.00242335 -0.00184252],[3.8173002e-05 3.7737704e-05 3.3464242e-02],1,[ 0.02215532 -0.01628055  0.68337184],[0.11205018 0.11222677 0.08436179],[7.0081598e-01 1.6701649e-04 4.6082688e-04 7.1334195e-01],0,6,1785138993188393,1785138993188393,[ 0.01103298 -0.02999423  0.2810567 ],1,[0.01410146 0.01399867 0.00566328]
1785138993228575362,[-4.0443474e-04 -8.2544936e-04  2.1688737e-05],[3.8235004e-05 3.7795595e-05 3.3464637e-02],1,[ 0.02204956 -0.01625048  0.6838891 ],[0.11285415 0.11303276 0.08485247],[7.0081621e-01 1.7578981e-04 4.6203469e-04 7.1334171e-01],0,6,1785138993204393,1785138993204393,[ 0.01088283 -0.02975022  0.28128147],1,[0.0142214  0.01411673 0.00568422]
1785138993240655369,[-0.00253496 -0.0016244  -0.00104357],[3.8266018e-05 3.7824517e-05 3.3464853e-02],1,[ 0.02200125 -0.01624532  0.6841983 ],[0.11325952 0.11343912 0.08451717],[7.0081723e-01 1.7500327e-04 4.4979472e-04 7.1334076e-01],0,6,1785138993212393,1785138993212393,[ 0.01062423 -0.0296452   0.28117344],1,[0.01428156 0.01417601 0.00567555]
1785138993248769939,[ 0.0017261   0.00023982 -0.00104357],[3.8296417e-05 3.7853519e-05 3.3465061e-02],1,[ 0.02195439 -0.01624635  0.6845654 ],[0.11366715 0.11384773 0.08476278],[7.0081973e-01 1.8006560e-04 4.5118670e-04 7.1333832e-01],0,6,1785138993220389,1785138993220389,[ 0.01040372 -0.02943201  0.28136617],1,[0.01434205 0.01423555 0.00568602]
