bag_time_ns,duration,header_frame_id,header_stamp_nanosec,header_stamp_sec,mission_id,motion_style,safety_factor,target_pos_x,target_pos_y,target_pos_z,uav_id
1785137834402129034,8.0,world,401950664,1785137836,2,normal,0.0,6.0,0.0,5.0,0
1785137834502252574,8.0,world,401950664,1785137836,2,normal,0.0,6.0,0.0,5.0,0
1785137834602309688,8.0,world,401950664,1785137836,2,normal,0.0,6.0,0.0,5.0,0
1785137834702440973,8.0,world,401950664,1785137836,2,normal,0.0,6.0,0.0,5.0,0
1785137834802556918,8.0,world,401950664,1785137836,2,normal,0.0,6.0,0.0,5.0,0
1785137834902694495,8.0,world,401950664,1785137836,2,normal,0.0,6.0,0.0,5.0,0
1785137835002789160,8.0,world,401950664,1785137836,2,normal,0.0,6.0,0.0,5.0,0
1785137835102904040,8.0,world,401950664,1785137836,2,normal,0.0,6.0,0.0,5.0,0
1785137835203011486,8.0,world,401950664,1785137836,2,normal,0.0,6.0,0.0,5.0,0
1785137835303101148,8.0,world,401950664,1785137836,2,normal,0.0,6.0,0.0,5.0,0
