mission_id,uav_id,motion_style,target_distance,duration,average_speed,gain_multiplier,omega_o_x,omega_o_y,omega_o_z,omega_c_x,omega_c_y,omega_c_z,peak_velocity,peak_acceleration,settling_time,tracking_rmse
2645988464,1,aggressive,8.013598,3.000000,2.671200,1.308900,13.089000,13.089000,19.633499,3.926700,3.926700,4.581150,3.940444,11.950601,5.513901,0.993275
