trial_id,scenario,method,repeat,uav_id,elapsed_time_s,reference_x,reference_y,reference_z,actual_x,actual_y,actual_z,tracking_error_m,actual_speed_mps,actual_acceleration_mps2
eight_uav_line_to_circle__minimum_jerk_ladrc__r03,eight_uav_line_to_circle,minimum_jerk_ladrc,3,8,24.200531005859375,10.0,19.5,5.0,10.031224250793457,19.494643211364746,4.977372169494629,0.038931578397750854,0.6112537966605687,1.8110728177875257
eight_uav_line_to_circle__minimum_jerk_ladrc__r03,eight_uav_line_to_circle,minimum_jerk_ladrc,3,8,24.300546646118164,10.0,19.5,5.0,10.028777122497559,19.4964280128479,5.001873970031738,0.02905845269560814,0.11472117844306087,6.949465520313293
eight_uav_line_to_circle__minimum_jerk_ladrc__r03,eight_uav_line_to_circle,minimum_jerk_ladrc,3,8,24.400545120239258,10.0,19.5,5.0,10.008221626281738,19.500360012054443,5.04566764831543,0.046403221786022186,0.2346865886090664,2.1276012307321936
eight_uav_line_to_circle__minimum_jerk_ladrc__r03,eight_uav_line_to_circle,minimum_jerk_ladrc,3,8,24.500545501708984,10.0,19.5,5.0,9.985986709594727,19.50416851043701,5.02698278427124,0.030689077451825142,0.7530036904256481,6.032624714271406
eight_uav_line_to_circle__minimum_jerk_ladrc__r03,eight_uav_line_to_circle,minimum_jerk_ladrc,3,8,24.600543975830078,10.0,19.5,5.0,9.96546745300293,19.50693416595459,4.976781368255615,0.04218630492687225,0.5856349768721546,1.7179514903529003
eight_uav_line_to_circle__minimum_jerk_ladrc__r03,eight_uav_line_to_circle,minimum_jerk_ladrc,3,8,24.700563430786133,10.0,19.5,5.0,9.964692115783691,19.505317211151123,5.003591537475586,0.035886190831661224,0.12018273128266403,6.843845805150256
eight_uav_line_to_circle__minimum_jerk_ladrc__r03,eight_uav_line_to_circle,minimum_jerk_ladrc,3,8,24.80055046081543,10.0,19.5,5.0,9.982309341430664,19.501075267791748,5.0459065437316895,0.04920900613069534,0.24946147858945167,2.523142834377019
eight_uav_line_to_circle__minimum_jerk_ladrc__r03,eight_uav_line_to_circle,minimum_jerk_ladrc,3,8,24.900545120239258,10.0,19.5,5.0,10.002262115478516,19.496877193450928,5.024697303771973,0.024996517226099968,0.7712378410740662,5.881639715085227
eight_uav_line_to_circle__minimum_jerk_ladrc__r03,eight_uav_line_to_circle,minimum_jerk_ladrc,3,8,25.00054931640625,10.0,19.5,5.0,10.020874977111816,19.4931697845459,4.975813388824463,0.03267122060060501,0.5637692054518529,2.078887920106721
eight_uav_line_to_circle__minimum_jerk_ladrc__r03,eight_uav_line_to_circle,minimum_jerk_ladrc,3,8,25.100553512573242,10.0,19.5,5.0,10.020893096923828,19.492926597595215,5.006564617156982,0.023014098405838013,0.11645636923865943,6.7747035159839335
eight_uav_line_to_circle__minimum_jerk_ladrc__r03,eight_uav_line_to_circle,minimum_jerk_ladrc,3,8,25.200546264648438,10.0,19.5,5.0,10.006233215332031,19.49677276611328,5.05190896987915,0.05238138139247894,0.20335575316997295,2.7653826920264324
eight_uav_line_to_circle__minimum_jerk_ladrc__r03,eight_uav_line_to_circle,minimum_jerk_ladrc,3,8,25.300559997558594,10.0,19.5,5.0,9.990265846252441,19.501131534576416,5.0296173095703125,0.031196460127830505,0.7873480070031103,6.203861876624265
eight_uav_line_to_circle__minimum_jerk_ladrc__r03,eight_uav_line_to_circle,minimum_jerk_ladrc,3,8,25.400548934936523,10.0,19.5,5.0,9.975112915039062,19.505285263061523,4.97733211517334,0.03407541662454605,0.586080915131565,2.015850798063387
eight_uav_line_to_circle__minimum_jerk_ladrc__r03,eight_uav_line_to_circle,minimum_jerk_ladrc,3,8,25.50054931640625,10.0,19.5,5.0,9.97461223602295,19.50597906112671,5.00712251663208,0.027037344872951508,0.12526095052754274,6.999569269785177
eight_uav_line_to_circle__minimum_jerk_ladrc__r03,eight_uav_line_to_circle,minimum_jerk_ladrc,3,8,25.600549697875977,10.0,19.5,5.0,9.988568305969238,19.503801345825195,5.054354667663574,0.05567372590303421,0.20717009862073388,2.541364629081068
eight_uav_line_to_circle__minimum_jerk_ladrc__r03,eight_uav_line_to_circle,minimum_jerk_ladrc,3,8,25.700565338134766,10.0,19.5,5.0,10.00417423248291,19.501204013824463,5.033243656158447,0.03352632746100426,0.7953733084920732,6.398664856594404
eight_uav_line_to_circle__minimum_jerk_ladrc__r03,eight_uav_line_to_circle,minimum_jerk_ladrc,3,8,25.80055046081543,10.0,19.5,5.0,10.01896858215332,19.498043537139893,4.97843599319458,0.028786130249500275,0.6178165932471735,1.777684997867396
eight_uav_line_to_circle__minimum_jerk_ladrc__r03,eight_uav_line_to_circle,minimum_jerk_ladrc,3,8,25.900548934936523,10.0,19.5,5.0,10.019867897033691,19.496060848236084,5.004838466644287,0.020824529230594635,0.08590454611743673,7.026367379500584
eight_uav_line_to_circle__minimum_jerk_ladrc__r03,eight_uav_line_to_circle,minimum_jerk_ladrc,3,8,26.00057601928711,10.0,19.5,5.0,10.008280754089355,19.49647092819214,5.051577091217041,0.05235667526721954,0.1626344772364995,2.152575024678385
eight_uav_line_to_circle__minimum_jerk_ladrc__r03,eight_uav_line_to_circle,minimum_jerk_ladrc,3,8,26.100563049316406,10.0,19.5,5.0,9.995100975036621,19.49760866165161,5.032451629638672,0.032906338572502136,0.7645299257037914,6.358603996572625
eight_uav_line_to_circle__minimum_jerk_ladrc__r03,eight_uav_line_to_circle,minimum_jerk_ladrc,3,8,26.200565338134766,10.0,19.5,5.0,9.982650756835938,19.49931240081787,4.978918552398682,0.027311105281114578,0.6241212706042168,1.4151671006466562
eight_uav_line_to_circle__minimum_jerk_ladrc__r03,eight_uav_line_to_circle,minimum_jerk_ladrc,3,8,26.300556182861328,10.0,19.5,5.0,9.982745170593262,19.501030921936035,5.005288124084473,0.018076399341225624,0.10397706759872707,7.193954191873778
eight_uav_line_to_circle__minimum_jerk_ladrc__r03,eight_uav_line_to_circle,minimum_jerk_ladrc,3,8,26.400592803955078,10.0,19.5,5.0,9.994426727294922,19.502525329589844,5.052521228790283,0.052876442670822144,0.1613951890220251,2.129280796338796
eight_uav_line_to_circle__minimum_jerk_ladrc__r03,eight_uav_line_to_circle,minimum_jerk_ladrc,3,8,26.500558853149414,10.0,19.5,5.0,10.00718879699707,19.503493785858154,5.033316135406494,0.03426149860024452,0.7665164517819045,6.443905101656713
eight_uav_line_to_circle__minimum_jerk_ladrc__r03,eight_uav_line_to_circle,minimum_jerk_ladrc,3,8,26.60057258605957,10.0,19.5,5.0,10.01843547821045,19.503759384155273,4.977800369262695,0.02910022996366024,0.6407003108946214,1.2761936507428857
eight_uav_line_to_circle__minimum_jerk_ladrc__r03,eight_uav_line_to_circle,minimum_jerk_ladrc,3,8,26.700578689575195,10.0,19.5,5.0,10.016491889953613,19.502631187438965,5.001909255981445,0.0168092492967844,0.09328024534611452,7.256923153700755
eight_uav_line_to_circle__minimum_jerk_ladrc__r03,eight_uav_line_to_circle,minimum_jerk_ladrc,3,8,26.800569534301758,10.0,19.5,5.0,10.00364875793457,19.50055503845215,5.0495710372924805,0.04970823973417282,0.14890600220993072,1.8378911307557002
eight_uav_line_to_circle__minimum_jerk_ladrc__r03,eight_uav_line_to_circle,minimum_jerk_ladrc,3,8,26.900577545166016,10.0,19.5,5.0,9.989829063415527,19.49851369857788,5.032804489135742,0.034377194941043854,0.7445219679270506,6.415392427365054
eight_uav_line_to_circle__minimum_jerk_ladrc__r03,eight_uav_line_to_circle,minimum_jerk_ladrc,3,8,27.00057029724121,10.0,19.5,5.0,9.97750473022461,19.496204376220703,4.978354454040527,0.03144795075058937,0.6542869752441315,0.9673489383063414
eight_uav_line_to_circle__minimum_jerk_ladrc__r03,eight_uav_line_to_circle,minimum_jerk_ladrc,3,8,27.10057258605957,10.0,19.5,5.0,9.979150772094727,19.49481773376465,5.000603199005127,0.021492091938853264,0.08850792640659284,7.143239942854986
eight_uav_line_to_circle__minimum_jerk_ladrc__r03,eight_uav_line_to_circle,minimum_jerk_ladrc,3,8,27.200580596923828,10.0,19.5,5.0,9.993639945983887,19.495822429656982,5.046851634979248,0.047465547919273376,0.17676095812496484,1.6311150677773203
