bag_time_ns,duration,header_frame_id,header_stamp_nanosec,header_stamp_sec,mission_id,motion_style,safety_factor,target_pos_x,target_pos_y,target_pos_z,uav_id
1785207495326801826,3.0,world,326647314,1785207495,3397412360,normal,1.0,6.0,3.0,5.0,1
1785207495429343403,3.0,world,326647314,1785207495,3397412360,normal,1.0,6.0,3.0,5.0,1
1785207495549356017,3.0,world,326647314,1785207495,3397412360,normal,1.0,6.0,3.0,5.0,1
1785207495669338794,3.0,world,326647314,1785207495,3397412360,normal,1.0,6.0,3.0,5.0,1
1785207495769419551,3.0,world,326647314,1785207495,3397412360,normal,1.0,6.0,3.0,5.0,1
1785207495889356882,3.0,world,326647314,1785207495,3397412360,normal,1.0,6.0,3.0,5.0,1
1785207496009423928,3.0,world,326647314,1785207495,3397412360,normal,1.0,6.0,3.0,5.0,1
1785207496109582379,3.0,world,326647314,1785207495,3397412360,normal,1.0,6.0,3.0,5.0,1
1785207496229410731,3.0,world,326647314,1785207495,3397412360,normal,1.0,6.0,3.0,5.0,1
1785207496349508391,3.0,world,326647314,1785207495,3397412360,normal,1.0,6.0,3.0,5.0,1
