bag_time_ns,duration,header_frame_id,header_stamp_nanosec,header_stamp_sec,mission_id,motion_style,safety_factor,target_pos_x,target_pos_y,target_pos_z,uav_id
1785140812743087569,8.0,world,742882621,1785140814,5,normal,0.0,6.0,0.0,5.0,0
1785140812843142446,8.0,world,742882621,1785140814,5,normal,0.0,6.0,0.0,5.0,0
1785140812943244122,8.0,world,742882621,1785140814,5,normal,0.0,6.0,0.0,5.0,0
1785140813043396384,8.0,world,742882621,1785140814,5,normal,0.0,6.0,0.0,5.0,0
1785140813143493602,8.0,world,742882621,1785140814,5,normal,0.0,6.0,0.0,5.0,0
1785140813243613562,8.0,world,742882621,1785140814,5,normal,0.0,6.0,0.0,5.0,0
1785140813343741668,8.0,world,742882621,1785140814,5,normal,0.0,6.0,0.0,5.0,0
1785140813443852392,8.0,world,742882621,1785140814,5,normal,0.0,6.0,0.0,5.0,0
1785140813543959318,8.0,world,742882621,1785140814,5,normal,0.0,6.0,0.0,5.0,0
1785140813644099306,8.0,world,742882621,1785140814,5,normal,0.0,6.0,0.0,5.0,0
