timestamp,experiment_id,scenario,method,trial,seed,phase,family,mission_id,uav_id,avoidance_mode,has_nearest_neighbor,nearest_neighbor_id,nearest_neighbor_distance,nearest_neighbor_closing_speed,iapf_active,hysteresis_active,active_neighbor_count,raw_repulsion_x,raw_repulsion_y,raw_repulsion_z,position_offset_x,position_offset_y,position_offset_z,acceleration_offset_x,acceleration_offset_y,acceleration_offset_z,position_saturated,acceleration_saturated,valid_neighbor_count,stale_neighbor_count,nominal_ref_x,nominal_ref_y,nominal_ref_z,modulated_ref_x,modulated_ref_y,modulated_ref_z,nominal_acceleration_x,nominal_acceleration_y,nominal_acceleration_z,modulated_acceleration_x,modulated_acceleration_y,modulated_acceleration_z
1785406714.1119359,s2_dense_local_bias-B0-t01-339fde6d4c,s2_dense_local_bias,B0,1,9001,pilot,s2,2682154316,1,off,True,6,4.937632083892822,-0.018206704407930374,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,5,0,4.841833114451292,0.005891561507761711,2.998510837555037,4.841833114451292,0.005891561507761711,2.998510837555037,-0.0004392353794819881,-1.0597703173440658e-06,2.6786958852863243e-07,-0.0004392353794819881,-1.0597703173440658e-06,2.6786958852863243e-07
1785406714.1120179,s2_dense_local_bias-B0-t01-339fde6d4c,s2_dense_local_bias,B0,1,9001,pilot,s2,2682154316,2,off,True,1,4.980703830718994,-0.002343721454963088,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,5,0,2.36304092401516,4.325948715099608,3.0089063644404805,2.36304092401516,4.325948715099608,3.0089063644404805,-0.00018524347594331566,-0.000357968867316282,-1.4185622129931836e-06,-0.00018524347594331566,-0.000357968867316282,-1.4185622129931836e-06
1785406714.1125145,s2_dense_local_bias-B0-t01-339fde6d4c,s2_dense_local_bias,B0,1,9001,pilot,s2,2682154316,3,off,True,4,4.937759876251221,-0.002951624570414424,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,5,0,-2.6818139550767905,4.306007384907833,3.00008416175841,-2.6818139550767905,4.306007384907833,3.00008416175841,0.0003464240065646081,-0.0005207641293530678,-1.967565054165408e-08,0.0003464240065646081,-0.0005207641293530678,-1.967565054165408e-08
1785406714.1147323,s2_dense_local_bias-B0-t01-339fde6d4c,s2_dense_local_bias,B0,1,9001,pilot,s2,2682154316,5,off,True,4,5.026313304901123,0.007763983681797981,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,5,0,-2.6558666209966044,-4.336875912536218,3.035615682554758,-2.6558666209966044,-4.336875912536218,3.035615682554758,0.000694836353818366,0.0010778657756738623,-1.6998171843626747e-05,0.000694836353818366,0.0010778657756738623,-1.6998171843626747e-05
1785406714.1157289,s2_dense_local_bias-B0-t01-339fde6d4c,s2_dense_local_bias,B0,1,9001,pilot,s2,2682154316,6,off,True,1,4.93761682510376,-0.017597081139683723,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,5,0,2.3926553696483666,-4.281457895512652,3.0178575515302186,2.3926553696483666,-4.281457895512652,3.0178575515302186,-0.0007024430393707046,0.0012975079776667221,-1.051763408930446e-05,-0.0007024430393707046,0.0012975079776667221,-1.051763408930446e-05
1785406714.1280496,s2_dense_local_bias-B0-t01-339fde6d4c,s2_dense_local_bias,B0,1,9001,pilot,s2,2682154316,4,off,True,3,4.937802791595459,-0.0026252397801727057,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,5,0,-5.147720532035978,0.02826499649172476,3.0412661986957406,-5.147720532035978,0.02826499649172476,3.0412661986957406,0.005565750718565551,-5.7253247810290126e-05,-8.35883316245061e-05,0.005565750718565551,-5.7253247810290126e-05,-8.35883316245061e-05
1785406714.131914,s2_dense_local_bias-B0-t01-339fde6d4c,s2_dense_local_bias,B0,1,9001,pilot,s2,2682154316,1,off,True,6,4.937707424163818,-0.01783321425318718,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,5,0,4.841832640229978,0.005891560363578741,2.998510837844243,4.841832640229978,0.005891560363578741,2.998510837844243,-0.006112679605768651,-1.4748439466028237e-05,3.7278439927486696e-06,-0.006112679605768651,-1.4748439466028237e-05,3.7278439927486696e-06
1785406714.131995,s2_dense_local_bias-B0-t01-339fde6d4c,s2_dense_local_bias,B0,1,9001,pilot,s2,2682154316,2,off,True,1,4.980501174926758,-0.002832024823874235,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,5,0,2.3630407035485526,4.325948289064731,3.008906362752186,2.3630407035485526,4.325948289064731,3.008906362752186,-0.002888107914782092,-0.0055810479353026856,-2.2116626424188237e-05,-0.002888107914782092,-0.0055810479353026856,-2.2116626424188237e-05
1785406714.1324291,s2_dense_local_bias-B0-t01-339fde6d4c,s2_dense_local_bias,B0,1,9001,pilot,s2,2682154316,3,off,True,4,4.937802791595459,-0.0026252397801727057,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,5,0,-2.6818136488322386,4.306006924543728,3.0000841617410163,-2.6818136488322386,4.306006924543728,3.0000841617410163,0.00378709843846268,-0.005692980231474136,-2.1509371183875716e-07,0.00378709843846268,-0.005692980231474136,-2.1509371183875716e-07
1785406714.1347246,s2_dense_local_bias-B0-t01-339fde6d4c,s2_dense_local_bias,B0,1,9001,pilot,s2,2682154316,5,off,True,4,5.025688171386719,0.007809051778167486,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,5,0,-2.655866227802615,-4.336875302593548,3.035615672935833,-2.655866227802615,-4.336875302593548,3.035615672935833,0.004070857315275723,0.006314922576624839,-9.958766811160586e-05,0.004070857315275723,0.006314922576624839,-9.958766811160586e-05
