bag_time_ns,average_speed,duration,gain_multiplier,header_frame_id,header_stamp_nanosec,header_stamp_sec,mission_id,motion_style,omega_c_x,omega_c_y,omega_c_z,omega_o_x,omega_o_y,omega_o_z,peak_acceleration,peak_velocity,settling_time,target_distance,tracking_rmse,uav_id
1785207933542140331,2.5478458404541016,3.0,1.0,world,542107339,1785207933,3018725204,aggressive,3.0,3.0,3.5,10.0,10.0,15.0,1.109213948249817,0.31757113337516785,nan,7.643537521362305,0.0037238888908177614,1
1785207933642126590,2.5478458404541016,3.0,1.0,world,642098317,1785207933,3018725204,aggressive,3.0,3.0,3.5,10.0,10.0,15.0,4.257211208343506,0.31757113337516785,nan,7.643537521362305,0.009888834320008755,1
1785207933742129611,2.5478458404541016,3.0,1.0,world,742095998,1785207933,3018725204,aggressive,3.0,3.0,3.5,10.0,10.0,15.0,4.532677173614502,0.3471415638923645,nan,7.643537521362305,0.018799642100930214,1
1785207933842133685,2.5478458404541016,3.0,1.0,world,842083761,1785207933,3018725204,aggressive,3.0,3.0,3.5,10.0,10.0,15.0,4.81884765625,0.3774593770503998,nan,7.643537521362305,0.03794286772608757,1
1785207933942134772,2.5478458404541016,3.0,1.0,world,942082795,1785207933,3018725204,aggressive,3.0,3.0,3.5,10.0,10.0,15.0,4.81884765625,0.5239323377609253,nan,7.643537521362305,0.05536627769470215,1
1785207934042135298,2.5478458404541016,3.0,1.0,world,42089021,1785207934,3018725204,aggressive,3.0,3.0,3.5,10.0,10.0,15.0,9.461557388305664,1.1659258604049683,nan,7.643537521362305,0.07876334339380264,1
1785207934142140452,2.5478458404541016,3.0,1.0,world,142083475,1785207934,3018725204,aggressive,3.0,3.0,3.5,10.0,10.0,15.0,9.461557388305664,1.833859920501709,nan,7.643537521362305,0.10534720122814178,1
1785207934242137651,2.5478458404541016,3.0,1.0,world,242095622,1785207934,3018725204,aggressive,3.0,3.0,3.5,10.0,10.0,15.0,9.461557388305664,2.0787978172302246,nan,7.643537521362305,0.13119511306285858,1
1785207934342124110,2.5478458404541016,3.0,1.0,world,342078464,1785207934,3018725204,aggressive,3.0,3.0,3.5,10.0,10.0,15.0,9.461557388305664,2.1020026206970215,nan,7.643537521362305,0.16235728561878204,1
1785207934442133923,2.5478458404541016,3.0,1.0,world,442078909,1785207934,3018725204,aggressive,3.0,3.0,3.5,10.0,10.0,15.0,9.461557388305664,2.382249116897583,nan,7.643537521362305,0.20303988456726074,1
