experiment_id,batch_id,task_type,trial_id,minimum_inter_agent_distance,collision_count,violation_count,violation_duration,near_miss_duration,iapf_activation_count,iapf_active_duration,hysteresis_switching_count,mean_closing_speed_at_activation,maximum_active_neighbor_count,position_saturation_ratio,acceleration_saturation_ratio,stale_neighbor_ratio,safety_success
experiments_10,exp10-pilot-v2b-20260731,task_d_dense,1,1.2845499802462075,0,0,0,3.1999999999999993,2,7.060830770999019,4,0.4329226613044739,1.0,0.0,0.0,0.0,True
experiments_10,exp10-pilot-v2b-20260731,task_a_simple,1,2.511761379122373,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.0,True
experiments_10,exp10-pilot-v2b-20260731,task_c_grouped,1,2.0775140395896017,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.006896250709266291,True
experiments_10,exp10-pilot-v2b-20260731,task_b_sequential,1,2.059896222598638,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.003717702459879794,True
experiments_10,exp10-pilot-v2b-20260731,task_e_mixed,1,1.6396147780210129,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.008300331309834486,True
