task_type,metric,count,mean,std,median,iqr,min,max,p90,p95,coefficient_of_variation
task_a_simple,planning_time,1,0.03557445100159384,0.0,0.03557445100159384,0.0,0.03557445100159384,0.03557445100159384,0.03557445100159384,0.03557445100159384,0.0
task_a_simple,reference_execution_time,1,10.090935842999897,0.0,10.090935842999897,0.0,10.090935842999897,10.090935842999897,10.090935842999897,10.090935842999897,0.0
task_a_simple,stabilization_delay,1,1.7163130049993924,0.0,1.7163130049993924,0.0,1.7163130049993924,1.7163130049993924,1.7163130049993924,1.7163130049993924,0.0
task_a_simple,stage_wall_time,1,11.843116811000073,0.0,11.843116811000073,0.0,11.843116811000073,11.843116811000073,11.843116811000073,11.843116811000073,0.0
task_a_simple,mission_wall_time,1,11.843116811000073,0.0,11.843116811000073,0.0,11.843116811000073,11.843116811000073,11.843116811000073,11.843116811000073,0.0
task_a_simple,trajectory_finish_spread,1,0.004796781999175437,0.0,0.004796781999175437,0.0,0.004796781999175437,0.004796781999175437,0.004796781999175437,0.004796781999175437,0.0
task_a_simple,stable_arrival_spread,1,0.800400821997755,0.0,0.800400821997755,0.0,0.800400821997755,0.800400821997755,0.800400821997755,0.800400821997755,0.0
task_a_simple,tracking_rmse,1,0.6783666447152724,0.0,0.6783666447152724,0.0,0.6783666447152724,0.6783666447152724,0.6783666447152724,0.6783666447152724,0.0
task_a_simple,minimum_inter_agent_distance,1,2.511761379122373,0.0,2.511761379122373,0.0,2.511761379122373,2.511761379122373,2.511761379122373,2.511761379122373,0.0
task_a_simple,mean_rtf,1,0.9656584400316673,0.0,0.9656584400316673,0.0,0.9656584400316673,0.9656584400316673,0.9656584400316673,0.9656584400316673,0.0
task_b_sequential,planning_time,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
task_b_sequential,reference_execution_time,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
task_b_sequential,stabilization_delay,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
task_b_sequential,stage_wall_time,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
task_b_sequential,mission_wall_time,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
task_b_sequential,trajectory_finish_spread,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
task_b_sequential,stable_arrival_spread,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
task_b_sequential,tracking_rmse,1,0.7435335065029096,0.0,0.7435335065029096,0.0,0.7435335065029096,0.7435335065029096,0.7435335065029096,0.7435335065029096,0.0
task_b_sequential,minimum_inter_agent_distance,1,2.059896222598638,0.0,2.059896222598638,0.0,2.059896222598638,2.059896222598638,2.059896222598638,2.059896222598638,0.0
task_b_sequential,mean_rtf,1,1.123886154851262,0.0,1.123886154851262,0.0,1.123886154851262,1.123886154851262,1.123886154851262,1.123886154851262,0.0
task_c_grouped,planning_time,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
task_c_grouped,reference_execution_time,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
task_c_grouped,stabilization_delay,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
task_c_grouped,stage_wall_time,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
task_c_grouped,mission_wall_time,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
task_c_grouped,trajectory_finish_spread,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
task_c_grouped,stable_arrival_spread,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
task_c_grouped,tracking_rmse,1,0.49594070933072076,0.0,0.49594070933072076,0.0,0.49594070933072076,0.49594070933072076,0.49594070933072076,0.49594070933072076,0.0
task_c_grouped,minimum_inter_agent_distance,1,2.0775140395896017,0.0,2.0775140395896017,0.0,2.0775140395896017,2.0775140395896017,2.0775140395896017,2.0775140395896017,0.0
task_c_grouped,mean_rtf,1,1.0006432528462719,0.0,1.0006432528462719,0.0,1.0006432528462719,1.0006432528462719,1.0006432528462719,1.0006432528462719,0.0
task_d_dense,planning_time,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
task_d_dense,reference_execution_time,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
task_d_dense,stabilization_delay,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
task_d_dense,stage_wall_time,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
task_d_dense,mission_wall_time,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
task_d_dense,trajectory_finish_spread,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
task_d_dense,stable_arrival_spread,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
task_d_dense,tracking_rmse,1,0.5596721889799866,0.0,0.5596721889799866,0.0,0.5596721889799866,0.5596721889799866,0.5596721889799866,0.5596721889799866,0.0
task_d_dense,minimum_inter_agent_distance,1,1.2845499802462075,0.0,1.2845499802462075,0.0,1.2845499802462075,1.2845499802462075,1.2845499802462075,1.2845499802462075,0.0
task_d_dense,mean_rtf,1,0.9851903535596105,0.0,0.9851903535596105,0.0,0.9851903535596105,0.9851903535596105,0.9851903535596105,0.9851903535596105,0.0
task_e_mixed,planning_time,1,0.06987859999935608,0.0,0.06987859999935608,0.0,0.06987859999935608,0.06987859999935608,0.06987859999935608,0.06987859999935608,0.0
task_e_mixed,reference_execution_time,1,30.289856620998762,0.0,30.289856620998762,0.0,30.289856620998762,30.289856620998762,30.289856620998762,30.289856620998762,0.0
task_e_mixed,stabilization_delay,1,15.37253167700328,0.0,15.37253167700328,0.0,15.37253167700328,15.37253167700328,15.37253167700328,15.37253167700328,0.0
task_e_mixed,stage_wall_time,1,45.73294781700315,0.0,45.73294781700315,0.0,45.73294781700315,45.73294781700315,45.73294781700315,45.73294781700315,0.0
task_e_mixed,mission_wall_time,1,45.73294781700315,0.0,45.73294781700315,0.0,45.73294781700315,45.73294781700315,45.73294781700315,45.73294781700315,0.0
task_e_mixed,trajectory_finish_spread,1,0.018497402998036705,0.0,0.018497402998036705,0.0,0.018497402998036705,0.018497402998036705,0.018497402998036705,0.018497402998036705,0.0
task_e_mixed,stable_arrival_spread,1,7.9613288450018445,0.0,7.9613288450018445,0.0,7.9613288450018445,7.9613288450018445,7.9613288450018445,7.9613288450018445,0.0
task_e_mixed,tracking_rmse,1,1.1181297591944035,0.0,1.1181297591944035,0.0,1.1181297591944035,1.1181297591944035,1.1181297591944035,1.1181297591944035,0.0
task_e_mixed,minimum_inter_agent_distance,1,1.6396147780210129,0.0,1.6396147780210129,0.0,1.6396147780210129,1.6396147780210129,1.6396147780210129,1.6396147780210129,0.0
task_e_mixed,mean_rtf,1,1.0267580271778245,0.0,1.0267580271778245,0.0,1.0267580271778245,1.0267580271778245,1.0267580271778245,1.0267580271778245,0.0
