mission_id,uav_id,motion_style,target_distance,duration,average_speed,gain_multiplier,omega_o_x,omega_o_y,omega_o_z,omega_c_x,omega_c_y,omega_c_z,peak_velocity,peak_acceleration,settling_time,tracking_rmse
1424290731,1,normal,7.919523,3.000000,2.639841,1.116645,11.166446,11.166446,16.749668,3.349934,3.349934,3.908256,3.870775,9.470986,3.584173,1.154582
