timestamp,experiment_id,scenario,method,trial,seed,phase,family,mission_id,uav_id,avoidance_mode,has_nearest_neighbor,nearest_neighbor_id,nearest_neighbor_distance,nearest_neighbor_closing_speed,iapf_active,hysteresis_active,active_neighbor_count,raw_repulsion_x,raw_repulsion_y,raw_repulsion_z,position_offset_x,position_offset_y,position_offset_z,acceleration_offset_x,acceleration_offset_y,acceleration_offset_z,position_saturated,acceleration_saturated,valid_neighbor_count,stale_neighbor_count,nominal_ref_x,nominal_ref_y,nominal_ref_z,modulated_ref_x,modulated_ref_y,modulated_ref_z,nominal_acceleration_x,nominal_acceleration_y,nominal_acceleration_z,modulated_acceleration_x,modulated_acceleration_y,modulated_acceleration_z
1785407214.616652,s3_staggered_dynamic_crossing-E-t01-41813fd8b3,s3_staggered_dynamic_crossing,E,1,9001,pilot,s3,2168445107,1,iapf_dual,True,2,6.0442914962768555,0.0038551948964595795,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,3,0,0.3498810390163938,-3.243023955193128,3.056808946804132,0.3498810390163938,-3.243023955193128,3.056808946804132,-0.003292487956274203,-0.0037068961146345483,-7.666061179631574e-05,-0.003292487956274203,-0.0037068961146345483,-7.666061179631574e-05
1785407214.6169646,s3_staggered_dynamic_crossing-E-t01-41813fd8b3,s3_staggered_dynamic_crossing,E,1,9001,pilot,s3,2168445107,2,iapf_dual,True,3,2.888505697250366,-0.0009592270944267511,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,3,0,3.0526156237250066,2.163228965197269,3.092721697819463,3.0526156237250066,2.163228965197269,3.092721697819463,-0.0008319071050909095,-0.0010364338981400227,-0.0001259122951241096,-0.0008319071050909095,-0.0010364338981400227,-0.0001259122951241096
1785407214.6173446,s3_staggered_dynamic_crossing-E-t01-41813fd8b3,s3_staggered_dynamic_crossing,E,1,9001,pilot,s3,900012,3,iapf_dual,True,2,2.888505697250366,-0.0009592270944267511,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,3,0,4.625419150885104,4.493554684497612,2.995366001807003,4.625419150885104,4.493554684497612,2.995366001807003,-2.7755575615628914e-17,0.0,1.7763568394002505e-15,-2.7755575615628914e-17,0.0,1.7763568394002505e-15
1785407214.6174371,s3_staggered_dynamic_crossing-E-t01-41813fd8b3,s3_staggered_dynamic_crossing,E,1,9001,pilot,s3,900012,4,iapf_dual,True,2,5.881003379821777,0.015661248937249184,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,3,0,-2.840252600452109,1.968175182948821,3.018172623888667,-2.840252600452109,1.968175182948821,3.018172623888667,-1.3877787807814457e-17,-5.551115123125783e-17,3.552713678800501e-15,-1.3877787807814457e-17,-5.551115123125783e-17,3.552713678800501e-15
1785407214.6367855,s3_staggered_dynamic_crossing-E-t01-41813fd8b3,s3_staggered_dynamic_crossing,E,1,9001,pilot,s3,2168445107,1,iapf_dual,True,2,6.044490337371826,0.0037120673805475235,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,3,0,0.34987962215421503,-3.243025550388303,3.0568089138146353,0.34987962215421503,-3.243025550388303,3.0568089138146353,-0.00891975949237154,-0.010042442749938802,-0.00020768313471220174,-0.00891975949237154,-0.010042442749938802,-0.00020768313471220174
1785407214.6369116,s3_staggered_dynamic_crossing-E-t01-41813fd8b3,s3_staggered_dynamic_crossing,E,1,9001,pilot,s3,2168445107,2,iapf_dual,True,3,2.8884432315826416,-0.0005222990293987095,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,3,0,3.052615266255208,2.163228519842475,3.0927216437150533,3.052615266255208,2.163228519842475,3.0927216437150533,-0.0022436938094588603,-0.0027953124897472335,-0.00033959156662551846,-0.0022436938094588603,-0.0027953124897472335,-0.00033959156662551846
1785407214.6372962,s3_staggered_dynamic_crossing-E-t01-41813fd8b3,s3_staggered_dynamic_crossing,E,1,9001,pilot,s3,900012,3,iapf_dual,True,2,2.8884432315826416,-0.0005222990293987095,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,3,0,4.625419150885104,4.493554684497612,2.995366001807003,4.625419150885104,4.493554684497612,2.995366001807003,-2.7755575615628914e-17,0.0,1.7763568394002505e-15,-2.7755575615628914e-17,0.0,1.7763568394002505e-15
1785407214.6375268,s3_staggered_dynamic_crossing-E-t01-41813fd8b3,s3_staggered_dynamic_crossing,E,1,9001,pilot,s3,900012,4,iapf_dual,True,2,5.880888938903809,0.015750108286738396,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,3,0,-2.840252600452109,1.968175182948821,3.018172623888667,-2.840252600452109,1.968175182948821,3.018172623888667,-1.3877787807814457e-17,-5.551115123125783e-17,3.552713678800501e-15,-1.3877787807814457e-17,-5.551115123125783e-17,3.552713678800501e-15
1785407214.656782,s3_staggered_dynamic_crossing-E-t01-41813fd8b3,s3_staggered_dynamic_crossing,E,1,9001,pilot,s3,2168445107,1,iapf_dual,True,2,6.044782638549805,0.0026043786201626062,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,3,0,0.3498746421775593,-3.2430311571684536,3.0568087978633964,0.3498746421775593,-3.2430311571684536,3.0568087978633964,-0.014459512176599605,-0.016279454995365254,-0.0003366679132787958,-0.014459512176599605,-0.016279454995365254,-0.0003366679132787958
1785407214.6568863,s3_staggered_dynamic_crossing-E-t01-41813fd8b3,s3_staggered_dynamic_crossing,E,1,9001,pilot,s3,2168445107,2,iapf_dual,True,3,2.888669729232788,0.0003934834385290742,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,3,0,3.0526140117388527,2.163226956899608,3.0927214538392453,3.0526140117388527,2.163226956899608,3.0927214538392453,-0.0036350878698242807,-0.004528784846226048,-0.0005501843341239029,-0.0036350878698242807,-0.004528784846226048,-0.0005501843341239029
1785407214.6572862,s3_staggered_dynamic_crossing-E-t01-41813fd8b3,s3_staggered_dynamic_crossing,E,1,9001,pilot,s3,900012,3,iapf_dual,True,2,2.888669729232788,0.0003934834385290742,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,3,0,4.625419150885104,4.493554684497612,2.995366001807003,4.625419150885104,4.493554684497612,2.995366001807003,-2.7755575615628914e-17,0.0,1.7763568394002505e-15,-2.7755575615628914e-17,0.0,1.7763568394002505e-15
1785407214.6573837,s3_staggered_dynamic_crossing-E-t01-41813fd8b3,s3_staggered_dynamic_crossing,E,1,9001,pilot,s3,900012,4,iapf_dual,True,2,5.8809590339660645,0.014822105877101421,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,3,0,-2.840252600452109,1.968175182948821,3.018172623888667,-2.840252600452109,1.968175182948821,3.018172623888667,-1.3877787807814457e-17,-5.551115123125783e-17,3.552713678800501e-15,-1.3877787807814457e-17,-5.551115123125783e-17,3.552713678800501e-15
1785407214.6767783,s3_staggered_dynamic_crossing-E-t01-41813fd8b3,s3_staggered_dynamic_crossing,E,1,9001,pilot,s3,2168445107,1,iapf_dual,True,2,6.044979572296143,0.0019935541786253452,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,3,0,0.34986387920482204,-3.243043274820014,3.056808547263824,0.34986387920482204,-3.243043274820014,3.056808547263824,-0.019916485270500484,-0.02242326861840339,-0.00046372529404682303,-0.019916485270500484,-0.02242326861840339,-0.00046372529404682303
