experiment_id,batch_id,task_type,trial_id,overall_success,semantic_success,execution_success,safety_success,parsing_latency_ms,lfs_compilation_latency_ms,assignment_compute_time_ms,command_dispatch_skew_ms,planned_xy_crossings,planned_proximity_crossings,planned_min_distance,local_swap_iterations,total_latency,completion_time,total_end_to_end_time,mission_completion_overhead,controller_tracking_rmse,tracking_rmse,avoidance_deviation,arrival_spread,min_distance,iapf_activation_count,iapf_active_duration,violation_count,violation_duration,near_miss_duration,mean_rtf,min_rtf,p5_rtf,mean_cpu,p95_cpu,max_cpu,mean_memory_bytes,max_memory_bytes,control_loop_effective_frequency,failure_reason
experiments_10,exp10-pilot7-20260731,task_a_simple,1,False,True,False,True,4362,0.9298840013798326,65.23197499882372,0.3126360006717732,1,0,2.2867860769259245,1,4389.076585999646,11.08631571299884,24.644702353998582,1.0863157129988394,0.7067515065195075,0.7067515065195075,0.0,0.019429816000410938,2.3441781880143497,0,0.0,0,0,0,nan,nan,nan,8.660782817758372,17.540954331158623,34.66726618705036,11581329944.380953,11621691392.0,50.027833169759504,gazebo_realtime_failure
