experiment_id,batch_id,phase,scenario,method,trial,seed,minimum_inter_agent_distance,mean_min_distance,closest_pair,collision_event_count,violation_sample_count,violation_event_count,risk_exposure_time,risk_integral,iapf_activation_time,iapf_activation_ratio,mean_repulsion_norm,max_repulsion_norm,position_saturation_ratio,acceleration_saturation_ratio,peak_acceleration_setpoint,integrated_squared_acceleration,mean_trajectory_deviation,max_trajectory_deviation,actual_path_length,nominal_path_length,path_length_ratio,recovery_time,stall_event_count,safe_completion_ratio,final_formation_error,mission_success,failure_reason
grouped_reconfiguration-M4-t06-c07a36516b,exp08-formal-20260728,main,grouped_reconfiguration,M4,6,47,0.1416586962046666,0.6793474100972623,1-5,15,2138,33,106.74989819526672,8.19161056637234,0.0,0.0,0.0,0.0,0.0,0.0,0.6927788518327326,2.455829385371209,0.740142535379702,4.674627961401621,140.47343967987305,98.17755150660116,1.4308101752815463,0.0,0,0.75,0.2999117559998259,False,collision
grouped_reconfiguration-M4-t07-b29cccea96,exp08-formal-20260728,main,grouped_reconfiguration,M4,7,48,0.1055658929271149,0.8006696175878558,2-6,8,1128,28,56.149946451187134,1.7628029956641722,0.0,0.0,0.0,0.0,0.0,0.0,0.6930513030273195,2.461602027961912,0.9450543565916396,2.683518648223599,107.796308847351,98.68686770660746,1.0923065181055862,0.0,0,1.0,0.2527658343545478,False,collision
grouped_reconfiguration-M4-t08-cca0ee9398,exp08-formal-20260728,main,grouped_reconfiguration,M4,8,49,0.0991495873518239,0.846525149447086,1-5,13,1153,29,57.54994511604309,2.5870893427378623,0.0,0.0,0.0,0.0,0.0,0.0,0.69502012172229,2.465680482510139,1.0046503961228608,4.119651788001411,125.9196221804672,98.7711873386312,1.274861886075736,0.0,0,1.0,0.1958787717303649,False,collision
grouped_reconfiguration-M4-t09-6e7909598b,exp08-formal-20260728,main,grouped_reconfiguration,M4,9,50,0.051801087333179,0.7081453711940536,3-7,23,2434,34,121.59988403320312,5.918340610034623,0.0,0.0,0.0,0.0,0.0,0.0,0.693805938012384,2.4572702761877547,0.7491386327767993,4.154452357883874,136.91065786561376,98.27722768697782,1.3931066340382232,0.0,1,0.875,0.2621714343780169,False,collision
grouped_reconfiguration-M4-t10-97154ffa75,exp08-formal-20260728,main,grouped_reconfiguration,M4,10,51,0.1345868883894319,0.6719479345961259,5-6,18,2221,28,110.89989423751832,10.210577994852876,0.0,0.0,0.0,0.0,0.0,0.0,0.6966016024591984,2.4661233012911974,0.9387956253563234,10.793179934259078,177.37346619820912,98.90904968027164,1.7932986594409464,0.0,2,0.875,0.3975940820540816,False,collision
grouped_reconfiguration-M5-t01-092df76046,exp08-formal-20260728,main,grouped_reconfiguration,M5,1,42,0.0753418771729413,1.1146350462093255,1-5,6,240,21,11.999988555908203,1.10007578726414,28.62105345726013,0.9450521600221286,43.94943444070383,24465.04678690975,0.0848920863309352,0.0632294164668265,2.5089486253017603,22.25296200691427,0.8344265995855515,4.162904423239849,133.08109745010154,98.58493470230783,1.3499131267060236,,3,0.375,0.3880054115239664,False,collision
grouped_reconfiguration-M5-t01-bb9d15a0d2,exp08-formal-20260728,pilot,grouped_reconfiguration,M5,1,9001,0.1892022796698745,1.1161615184407452,1-5,8,249,19,12.44998812675476,1.130600486523404,35.25662016868591,0.9529060460899024,11.538742036357515,4057.265691974832,0.0865245427029872,0.0631004079484142,2.5747125758452296,25.998477291968484,0.7484413528591495,4.319427242507719,146.86124381357345,98.68137758278412,1.4882366603604729,,2,0.125,0.4214588553063872,False,collision
grouped_reconfiguration-M5-t02-7e574d038f,exp08-formal-20260728,main,grouped_reconfiguration,M5,2,43,0.2813050883078332,1.1115042658643572,1-5,4,189,18,9.44999098777771,0.7087444028078597,25.87619924545288,0.9088753918921884,7.347085744022925,1014.6248323809292,0.1058524173027989,0.0741306191687871,2.554624415486683,24.23562011912618,0.8559702158158912,4.070521026296529,137.407843634332,98.51009387907187,1.394860549041907,,2,0.25,0.4221986378641078,False,collision
grouped_reconfiguration-M5-t02-b046919289,exp08-formal-20260728,pilot,grouped_reconfiguration,M5,2,9002,0.2517300711849374,1.1011355264455012,3-6,6,287,25,14.34998631477356,0.8992585416390254,28.676629781723022,0.957780863556581,8.162732516409807,1490.642836787336,0.1085972850678733,0.0823367808661926,2.6494729750069235,22.47344024456048,0.7938338242975127,3.527079433631973,132.5471048671912,98.4773593948362,1.3459652622868914,,3,0.5,0.3539854083134832,False,collision
grouped_reconfiguration-M5-t03-2b25378f4e,exp08-formal-20260728,main,grouped_reconfiguration,M5,3,44,0.2310496878351416,1.1241746695710773,1-5,7,217,17,10.849989652633669,1.105236088285285,35.42595601081848,0.9720466640033614,8.68563912362952,1936.6141117922523,0.0749198717948717,0.0520833333333333,2.5565588753734616,25.566758302341896,0.7158570308685737,3.3449648984060194,140.6004863428168,98.67599489446933,1.4248702178598185,,1,0.0,0.4352637852774813,False,collision
grouped_reconfiguration-M5-t03-e003be3cde,exp08-formal-20260728,pilot,grouped_reconfiguration,M5,3,9003,0.3366524597548473,1.0722782506649793,3-6,4,221,27,11.049989461898804,0.5372279442391535,26.991336584091187,0.9829109096471856,6.170486576687627,613.8809510144299,0.1517041461700632,0.099174279690794,2.537342134012429,28.40247508581508,0.7855234769254178,3.451271816888936,132.0788443789658,98.50786997814764,1.3407948462215793,,0,0.375,0.3219485811759741,False,collision
grouped_reconfiguration-M5-t04-43f4bd04fc,exp08-formal-20260728,main,grouped_reconfiguration,M5,4,45,0.0901322389594723,1.1294704098793154,4-8,7,214,20,10.699989795684814,1.1252766682602855,31.78209161758423,0.9701629510544814,45.22778525892771,24489.8869383471,0.0776921937490742,0.0596207969189749,2.62883043327778,21.335304041704973,0.803790406219402,4.710806574719577,137.10569360262323,98.0830201969084,1.3978535054015888,,3,0.0,0.4477592329365385,False,collision
grouped_reconfiguration-M5-t05-db1c12d7fc,exp08-formal-20260728,main,grouped_reconfiguration,M5,5,46,0.120373143912466,1.137054689008169,4-8,7,200,16,9.999990463256836,1.0179245787110076,30.52913475036621,0.9741558207646016,27.66208681338417,22091.19699263116,0.0646358435132209,0.0538889747951136,2.521748689492249,20.35917196852568,0.7894048011508163,3.691997557689092,129.36909493899512,99.0033252190804,1.3067146447123827,,4,0.375,0.3731784449519482,False,collision
grouped_reconfiguration-M5-t06-ca3796278e,exp08-formal-20260728,main,grouped_reconfiguration,M5,6,47,0.269735349525396,1.1243498940406371,3-7,9,283,22,14.149986505508425,1.474420041632076,36.33041429519653,0.9819239310794842,9.359178375845866,1132.3998958180175,0.0934517933530766,0.0737084567291872,2.655982067233432,28.758979239950342,0.7548841286491628,4.445300804190406,143.35976121368216,98.9748031257558,1.4484470459772627,,3,0.125,0.4099111419563097,False,collision
grouped_reconfiguration-M5-t07-4b68f9620c,exp08-formal-20260728,main,grouped_reconfiguration,M5,7,48,0.2846949826924124,1.1304324457479882,4-8,8,198,17,9.899990558624268,0.9650635256683904,29.555147409439087,0.975460851180749,7.163610023582727,859.0821666933884,0.0802045055120626,0.0580763700271608,2.5404450193333794,22.0559572415018,0.7699279662349817,3.3795121665702945,128.12959296480662,98.59005230206392,1.2996198903743184,,2,0.125,0.4120537581898646,False,collision
grouped_reconfiguration-M5-t08-c2b8ac834c,exp08-formal-20260728,main,grouped_reconfiguration,M5,8,49,0.136005686623576,1.1277465806724558,3-7,8,262,23,13.099987506866457,1.1805867847219451,32.94196557998657,0.9660026113583284,24.208382403989628,11680.601406522885,0.0843304843304843,0.0639601139601139,2.579822361479606,26.21867651791598,0.7755868746377863,4.444477016246465,139.6863468941542,98.66857262323455,1.4157126548039345,,3,0.0,0.3892711267124836,False,collision
grouped_reconfiguration-M5-t09-de301b331b,exp08-formal-20260728,main,grouped_reconfiguration,M5,9,50,0.3269313489186998,1.1359264764714323,1-5,6,219,17,10.949989557266235,0.6351486740280377,35.94639492034912,0.980909116353434,4.6926297075372405,638.4797722672525,0.0761107790396493,0.0549246197781762,2.6756797689278224,28.7111169848965,0.7207431259375808,3.4914259684314923,140.4811199962213,98.81429593730972,1.421667974898552,,4,0.25,0.3556332319418681,False,collision
grouped_reconfiguration-M5-t10-bbd2994419,exp08-formal-20260728,main,grouped_reconfiguration,M5,10,51,0.4235276728905877,1.0948800230194502,2-6,6,277,19,13.849986791610718,0.7696340456440822,29.027034997940063,0.965341992080178,5.418411443708778,245.62388177478653,0.1129888942539835,0.0834540479639465,2.660179364019568,28.15992665010714,0.8099570091390075,3.5809695959951817,137.7799396944834,98.33289601640708,1.4011581604542034,,2,0.375,0.3421251144090315,False,collision
head_on-M0-t01-0381eff446,exp08-formal-20260728,main,head_on,M0,1,42,0.1283027715518701,1.87544098353548,1-2,1,95,7,4.699995517730713,0.2610457867347037,0.0,0.0,0.0,0.0,0.0,0.0,1.3947350145190232,4.926731451942261,3.805517897323962,13.80426729151805,70.24691318796829,12.710812592791022,5.526547785608062,0.0,0,0.0,4.882904338035765,False,collision
head_on-M0-t01-25e0034aab,exp08-formal-20260728,pilot,head_on,M0,1,9001,0.3967614593469425,5.727244538225905,1-2,1,10,1,0.4999995231628418,0.0790359159081273,0.0,0.0,0.0,0.0,0.0,0.0,1.3883274072942344,4.95466330956745,0.751531752687823,2.6966086972219943,17.20548348381144,12.938176966012149,1.3298228590480148,0.0,0,0.0,0.3297606514468117,False,collision
head_on-M0-t02-c4696abc38,exp08-formal-20260728,main,head_on,M0,2,43,0.221699379927078,5.740640142438434,1-2,1,17,1,0.849999189376831,0.219496085968005,0.0,0.0,0.0,0.0,0.0,0.0,1.4017571832906683,4.984207341901271,0.7860082339995151,2.698771823718876,17.392678234092255,12.96482895413744,1.3415277822498202,0.0,0,0.0,0.3738190672008953,False,collision
head_on-M0-t02-849383a38b,exp08-formal-20260728,pilot,head_on,M0,2,9002,0.1606992299859768,6.12943000304724,1-2,1,11,1,0.549999475479126,0.1395477387740419,0.0,0.0,0.0,0.0,0.0,0.0,1.3912310812679949,4.928722494653702,2.217409049924852,11.72266811791699,76.3655596245243,12.84563589392457,5.944864096657286,0.0,0,0.0,2.020639865353669,False,collision
head_on-M0-t03-e9022d30ae,exp08-formal-20260728,main,head_on,M0,3,44,0.7906623540978951,5.815113055441434,1-2,0,10,2,0.4999995231628418,0.0098363874939348,0.0,0.0,0.0,0.0,0.0,0.0,1.399206485189493,5.016528139495093,0.7777590046044847,3.060725651045277,22.17279060943705,13.034490956563843,1.7010860403621202,0.0,0,0.0,0.4109436218831645,False,timeout
head_on-M0-t03-1746e23d5c,exp08-formal-20260728,pilot,head_on,M0,3,9003,0.2763876552470726,5.597093740886828,1-2,2,24,2,1.1999988555908203,0.1540897290325637,0.0,0.0,0.0,0.0,0.0,0.0,1.3848961274859468,4.875896492256932,1.0335224487233612,3.071905710906649,31.557347692914288,12.738931849590395,2.477236558411212,0.0,0,0.5,0.3030659696666277,False,collision
head_on-M0-t04-4758357a3c,exp08-formal-20260728,main,head_on,M0,4,45,0.3534678892201752,5.962464080710131,1-2,1,19,1,0.9499990940093994,0.102662378753706,0.0,0.0,0.0,0.0,0.0,0.0,1.4033949378961,4.978082528694255,0.90399173518055,3.1537751776540794,20.80783821419015,12.478734335453794,1.667463835260298,0.0,0,0.5,0.3149947934909062,False,collision
head_on-M0-t05-912a7691ac,exp08-formal-20260728,main,head_on,M0,5,46,0.5855832466203259,1.7630797921622607,1-2,2,166,14,8.24999213218689,0.2246282372858024,0.0,0.0,0.0,0.0,0.0,0.0,1.388695481235846,4.919217360560422,4.017728238762001,13.533145162944614,67.77760475343239,12.809572058488818,5.291168545206522,0.0,0,0.0,5.061059965133214,False,collision
head_on-M0-t06-f5dcefc3c0,exp08-formal-20260728,main,head_on,M0,6,47,0.1261499542282791,1.2225691353020225,1-2,2,331,3,16.49998426437378,7.970484708214522,0.0,0.0,0.0,0.0,0.0,0.0,1.3884094033040533,4.920167893135262,4.022774577009105,14.167111549801792,73.0476934814055,12.852612803193985,5.68348977752232,0.0,0,0.0,5.195022833973477,False,collision
head_on-M0-t07-14e2e4c287,exp08-formal-20260728,main,head_on,M0,7,48,0.6784307033235043,5.778615780482626,1-2,1,9,2,0.4499995708465576,0.018530389982074,0.0,0.0,0.0,0.0,0.0,0.0,1.3924183588723096,4.958016481238514,0.7451313227458022,2.989972032203631,21.891871490043485,12.91325324797188,1.6953025755521185,0.0,0,0.0,0.3589356210106404,False,collision
head_on-M0-t08-85497cb0aa,exp08-formal-20260728,main,head_on,M0,8,49,0.2390582482659495,5.787682973805979,1-2,1,15,1,0.7499992847442627,0.1916206538753332,0.0,0.0,0.0,0.0,0.0,0.0,1.3912603463205002,4.969877050794713,0.7756784578905971,2.709351625916087,19.1993059583178,12.774314927759637,1.5029616904618603,0.0,0,0.5,0.3034466953690121,False,collision
head_on-M0-t09-afaf495983,exp08-formal-20260728,main,head_on,M0,9,50,0.6831141139143725,5.7694839489175616,1-2,1,10,1,0.4999995231628418,0.0234722250771735,0.0,0.0,0.0,0.0,0.0,0.0,1.404632011429522,4.9747711811857895,0.7458614743703319,3.179030538449426,21.9338965023696,12.811430724853968,1.7120567541155414,0.0,0,0.5,0.3014269789157909,False,collision
head_on-M0-t10-178f0bedcc,exp08-formal-20260728,main,head_on,M0,10,51,0.0079923411642045,1.7100795203580317,1-2,3,272,2,13.549987077713013,3.9544810810291313,0.0,0.0,0.0,0.0,0.0,0.0,1.3804870937067262,4.863661987759831,3.661127939969229,12.246607476863671,69.79827946693635,12.800153302983032,5.45292527478324,0.0,0,0.0,4.932663503680478,False,collision
head_on-M1-t01-91ec547ec0,exp08-formal-20260728,main,head_on,M1,1,42,0.2622179126046527,5.763082947264131,1-2,1,7,1,0.3499996662139892,0.0873744629802951,1.1800968647003174,0.0536039962318865,108.51796278525228,1574.6431762261457,0.0173837461973055,0.0,1.3908284612497883,4.908137596306674,1.1084087462695198,3.695210108888276,35.33564959161838,12.7041133283419,2.781433751286464,,0,0.0,0.3445261326167519,False,collision
head_on-M1-t01-f43235562c,exp08-formal-20260728,pilot,head_on,M1,1,9001,0.88008044834807,5.737407720190223,1-2,0,7,1,0.3499996662139892,0.0025478038596971,1.1798717975616455,0.0536413819926851,6.74560023349143,14.651875400767477,0.028695652173913,0.0,1.3989708191434875,4.977419281129779,0.7562286615008541,3.188547517295401,20.743856206341245,12.960566375505344,1.6005362424242378,,0,0.0,0.3883331834176889,False,timeout
head_on-M1-t02-fbf9b167d7,exp08-formal-20260728,main,head_on,M1,2,43,0.1147614797224864,6.609699171465277,1-2,1,17,1,0.849999189376831,0.1828366676606203,1.1000008583068848,0.0500088533920761,800.2680242808711,15354.450278453984,0.0408695652173913,0.0,1.400699482172379,4.982725063107474,2.6714185080251807,15.495639356278792,57.04568616787336,12.944282127993084,4.407018141586032,,0,0.0,3.537170254603187,False,collision
head_on-M1-t02-99bbec6e0d,exp08-formal-20260728,pilot,head_on,M1,2,9002,0.5923293701655743,5.638042216082321,1-2,1,13,2,0.6499993801116943,0.0383227319735004,1.1597716808319092,0.0695539528120347,19.192736710940576,78.92461232342852,0.0542986425339366,0.0,1.3867794866693872,4.910816024198896,1.971400825564872,8.160121490177747,62.96752774495103,12.39142846642719,5.081539058676937,9.119818687438965,0,0.0,0.3714055335450895,False,collision
head_on-M1-t03-d1c1ad2feb,exp08-formal-20260728,main,head_on,M1,3,44,0.1846141389736454,5.897081848324733,1-2,1,11,1,0.549999475479126,0.1359667836520284,0.840224027633667,0.0381648740144549,352.9327581567589,3803.60030349221,0.0269448066058235,0.0,1.4000989217765438,5.022579264742302,1.6790958259573632,8.736759161504049,80.17159885126604,12.99498536942586,6.169425864833287,,0,0.0,0.4169158950605506,False,collision
head_on-M1-t03-205fcf5811,exp08-formal-20260728,pilot,head_on,M1,3,9003,0.3665388811063461,5.571820913217128,1-2,1,17,2,0.849999189376831,0.1118687271723866,1.2600955963134766,0.0572908422762697,60.72862637315357,355.890311613386,0.0469565217391304,0.0,1.3817824289729264,4.866868896848271,3.668121342052301,14.398942005251994,72.16531919479985,12.799705301324446,5.638045368695525,,1,0.0,4.690915002197318,False,collision
head_on-M1-t04-3a9a4bc3c9,exp08-formal-20260728,main,head_on,M1,4,45,0.1510331342465973,6.992514095621252,1-2,1,16,1,0.7999992370605469,0.1672364486524195,1.019970417022705,0.0463694972582425,509.73994451433737,6416.858223545483,0.0382608695652173,0.0,1.3898617606154822,4.9407899129431305,3.022786132863358,14.443357519034938,52.94525512344446,12.889174179534775,4.107730595146281,,2,0.0,3.434401920781033,False,collision
head_on-M1-t05-52d63a4ff5,exp08-formal-20260728,main,head_on,M1,5,46,0.4287892921288225,1.422226163717703,1-2,2,311,2,15.499985218048096,3.4966838455525706,16.62029480934143,0.7555882917872819,119.83300532248457,226.6833585936117,0.6895652173913044,0.0,1.3913981320707796,4.942387250405829,3.913655578330098,13.24242463774346,66.81756261233359,12.905759961008751,5.177344287682764,,0,0.0,4.903857722962121,False,collision
head_on-M1-t06-8d807f0d8e,exp08-formal-20260728,main,head_on,M1,6,47,0.2741112892409402,5.791529312147866,1-2,1,18,1,0.8999991416931152,0.1511849495311649,1.320343255996704,0.0600292309019583,127.45027001233382,1170.833060379697,0.0504347826086956,0.0,1.3821701863654845,4.895746114469206,1.851143474584656,9.06765587499576,78.48761722985898,12.675791888458916,6.191930091667139,,0,0.0,0.5159839942260456,False,collision
head_on-M1-t07-eb0ea9953e,exp08-formal-20260728,main,head_on,M1,7,48,0.2020868252928002,2.0118659851215632,1-2,3,76,2,3.7499964237213135,0.4163311358362804,16.460790157318115,0.7483176618297432,30.911880803947493,2583.275826108052,0.1956521739130435,0.0,1.394315196007459,4.977582042671207,3.8769421514394513,13.784900690196537,69.52840774268614,12.929387646419212,5.3775483916241,,0,0.0,4.98158714361856,False,collision
head_on-M1-t08-27fc3097e3,exp08-formal-20260728,main,head_on,M1,8,49,0.1615538490648744,5.74207263064545,1-2,1,12,1,0.5999994277954102,0.1437396798734582,0.8599972724914551,0.0390969152252184,531.0803189283256,7439.240475191955,0.0269565217391304,0.0,1.392305294914847,4.963867217832977,0.7684611239164386,2.724661261573489,17.718008572098814,12.899970109574042,1.3734922190981622,,0,0.0,0.3890321601751164,False,collision
head_on-M1-t09-7a5aa9385e,exp08-formal-20260728,main,head_on,M1,9,50,0.1350161598801373,5.380265181789132,1-2,1,18,1,0.8999991416931152,0.2062633734384034,1.159935712814331,0.0527325066472711,852.4737903005142,11592.701476652346,0.0426086956521739,0.0,1.3952195283194164,4.940925812285582,2.6745226122548607,12.919661963550295,76.20477030266109,12.875458805898052,5.91860619893039,,0,0.0,2.945119988417901,False,collision
head_on-M1-t10-cfe8b309bf,exp08-formal-20260728,main,head_on,M1,10,51,0.3148662361089423,5.77539750106657,1-2,1,15,1,0.7499992847442627,0.1288699392288939,1.1399617195129397,0.051826922355686,100.41989473306693,737.8435518021863,0.0365217391304347,0.0,1.374280368728741,4.855172079084416,0.8301899192087038,2.683190133513331,18.961773398805526,12.766890650628952,1.4852303444669503,,0,0.0,0.3189513350919856,False,collision
head_on-M2-t01-d892868303,exp08-formal-20260728,main,head_on,M2,1,42,0.3863724194911805,5.730749479151138,1-2,1,9,1,0.4499995708465576,0.0748974309858226,0.719721794128418,0.032693226732039,68.70465230529236,343.3510903226572,0.0234680573663624,0.0,1.3972830311364508,4.94732506322192,0.7307621202537989,2.697640669216093,17.67771324045888,12.77602644527715,1.3836628560669355,16.639898777008057,0,1.0,0.291746082816211,False,collision
head_on-M2-t01-747c84b374,exp08-formal-20260728,pilot,head_on,M2,1,9001,0.1409148279150895,4.8880015341801615,1-2,1,18,1,0.8999991416931152,0.2913854346046807,1.2197446823120115,0.0554569680158708,866.1496288685759,8295.704172122356,0.0443478260869565,0.0,1.3989490588667806,4.968703699690898,3.2610505124522846,14.570845902409095,76.95718584810056,12.783798567210985,6.019899753856194,,0,0.0,3.673464070393372,False,collision
head_on-M2-t02-09d020bbe1,exp08-formal-20260728,main,head_on,M2,2,43,0.1943353578423053,6.816947304439335,1-2,1,11,1,0.549999475479126,0.1343660079355066,0.8198130130767822,0.0372708819184381,391.0722825892557,4527.592158700252,0.0260869565217391,0.0,1.3885020308748264,4.946383465082774,2.094166121302297,11.827818149222916,57.07441992679615,12.887337812742532,4.428720714557745,,0,0.0,1.9986599230239983,False,collision
head_on-M2-t02-70fa7e2188,exp08-formal-20260728,pilot,head_on,M2,2,9002,0.2291703013426016,5.734508500314425,1-2,1,15,1,0.7499992847442627,0.1769961062599202,1.1197500228881836,0.0509100985019696,207.0373669697523,1801.0620706327047,0.0356521739130434,0.0,1.39816737066828,4.945795356826307,0.8335616361291457,2.6871049614534472,18.330334791713295,12.921621536631754,1.41857852280755,,0,0.0,0.4062095934115622,False,collision
head_on-M2-t03-06d2499562,exp08-formal-20260728,main,head_on,M2,3,44,0.2537470683028253,5.472288369157646,1-2,1,8,1,0.3999996185302734,0.0945361910780904,0.6199121475219727,0.0281834570163746,184.49861678958973,1128.5953039250942,0.0191304347826086,0.0,1.4001429637830538,5.025916106635096,1.0824086079958015,4.139452065460825,31.433265073163813,12.970724863434745,2.423400804821332,,0,0.0,0.3834368555334888,False,collision
head_on-M2-t03-11f559b5ad,exp08-formal-20260728,pilot,head_on,M2,3,9003,0.9276101050562476,5.802373973220754,1-2,0,11,1,0.549999475479126,0.0014368881571374,0.9398882389068604,0.0426948096077853,8.062806248146618,12.069724454373484,0.0304215558452846,0.0,1.3819766327821472,4.896750686612071,0.8174072996686964,3.068773799542539,23.595436260460826,12.830331141956416,1.8390356413562448,,0,0.0,0.4451991532186068,False,timeout
head_on-M2-t04-79dd55e2fc,exp08-formal-20260728,main,head_on,M2,4,45,0.1056867864758316,5.95767703716478,1-2,1,8,1,0.3999996185302734,0.1159451720823145,0.5798771381378174,0.0263632006818889,2065.8070732201504,23997.37016864577,0.0182608695652173,0.0,1.3967054003168768,4.96783786076661,3.1564670536102173,16.531862809931205,64.25436357941196,12.934374377558582,4.96772102799921,,0,0.0,4.066290870204109,False,collision
head_on-M2-t05-2520f7bf91,exp08-formal-20260728,main,head_on,M2,5,46,0.1241225770805091,2.355409190681616,1-2,1,7,1,0.3499996662139892,0.1048863142842959,11.419943809509276,0.5191859301914018,76.30220444151242,24329.25833881578,0.217391304347826,0.0,1.3886756775526758,4.936036474139162,3.685151509287464,13.119091176428515,71.82748832343259,12.851618009977123,5.588984069373257,,0,0.0,5.064205410922128,False,collision
head_on-M2-t06-701e2b0be0,exp08-formal-20260728,main,head_on,M2,6,47,0.6069472058565119,5.753637005395619,1-2,1,14,1,0.6999993324279785,0.0447857778108066,1.1998848915100098,0.0545507263845357,19.71178544425465,65.19361078819755,0.0426086956521739,0.0,1.3876855637326155,4.913529073763368,0.7678294044047407,3.06094588337812,20.38690810581673,12.913501748220902,1.5787281020522137,,0,0.0,0.3836255922312996,False,collision
head_on-M2-t07-bfcb8ed26a,exp08-formal-20260728,main,head_on,M2,7,48,0.6362151089477651,5.695417506494899,1-2,1,13,2,0.6499993801116943,0.0340225715883472,1.1799979209899902,0.053646080980612,16.690369644449117,53.87670796864777,0.0426086956521739,0.0,1.3973610756304105,4.9848915627372055,0.7349882725968351,3.0578716790248914,20.07469152630846,13.012232334017554,1.5427553867008426,,0,0.0,0.3920519125587453,False,collision
head_on-M2-t08-c25d542322,exp08-formal-20260728,main,head_on,M2,8,49,0.3021192665256047,5.795576142663218,1-2,1,9,1,0.4499995708465576,0.0896550807722131,0.6797671318054199,0.0308769220211166,129.18039312324836,845.1067667731388,0.0225988700564971,0.0,1.3917779029950614,4.979314889553887,0.7918358422374436,2.7199077139247576,20.579618121034112,13.022179304725231,1.5803513098277326,,0,0.0,0.4037068438489702,False,collision
head_on-M2-t09-bc5b674b38,exp08-formal-20260728,main,head_on,M2,9,50,0.6223024982342265,2.3361493498197152,1-2,2,24,1,1.1999988555908203,0.0807472528776806,4.1201934814453125,0.1873218203182126,9.816059194128606,58.42403068822277,0.0617391304347826,0.0,1.3909221413425996,4.949394638168696,3.620398738287244,13.10096005733233,64.30650642532933,12.880261905457203,4.992639660384816,,0,0.0,4.495978997441366,False,collision
head_on-M2-t10-c2247a5be1,exp08-formal-20260728,main,head_on,M2,10,51,0.1613737595750418,1.5825926541960782,1-2,4,336,2,16.7499840259552,0.7875912821698049,17.52007746696472,0.7957979326795378,41.65053565290424,4490.70449697178,0.7340286831812256,0.0,1.383255923365506,4.899687809120274,4.006324212581902,13.68091044490945,73.34664465014063,12.71360119835746,5.769147820966469,,0,0.0,5.2699129140024965,False,collision
head_on-M3-t01-5fbb74eccb,exp08-formal-20260728,main,head_on,M3,1,42,0.9055818311543864,5.426886048244614,1-2,0,6,1,0.2999997138977051,0.0014071005862714,0.7397129535675049,0.0336301310476439,7.059144944417515,15.687703269404018,0.02,0.017391304347826,3.3402116169802665,9.465413742033483,2.052261809456277,10.902823732060536,46.83649981526603,12.824800312973217,3.652025659057437,,0,0.0,2.193782585983328,False,px4_failsafe
head_on-M3-t01-b2e36ce19f,exp08-formal-20260728,pilot,head_on,M3,1,9001,0.2001976402830196,2.405208988170152,1-2,1,48,2,2.3499977588653564,0.2854586167761055,6.739635944366455,0.3061397122377359,71.64451454101727,2907.7059827486614,0.1290743155149935,0.1160365058670143,3.3765567175928184,22.68386916191519,3.4093535743176857,11.081030511070766,57.76596774927803,12.437259380707658,4.644589775049884,,1,0.0,4.018197432695899,False,collision
head_on-M3-t02-502fdeb0e3,exp08-formal-20260728,main,head_on,M3,2,43,0.5499022747831043,5.444028191509212,1-2,1,33,2,1.649998426437378,0.0872536638104563,2.4798550605773926,0.1127420576790785,20.76360064371719,94.1377318508624,0.097391304347826,0.08,3.37133353704941,20.100203007325614,0.8748863917268264,3.4714598261323126,21.496200859161675,12.746657089012194,1.686418698569346,,0,0.0,0.3520998259388556,False,collision
head_on-M3-t02-0e0815b9d5,exp08-formal-20260728,pilot,head_on,M3,2,9002,0.8705773773862507,5.836726304641451,1-2,0,12,1,0.5999994277954102,0.0069986147285806,0.9598734378814696,0.0436006060287797,10.357644130250746,17.385072134947894,0.0304215558452846,0.0295523685354193,3.3254967112656617,10.738048274927744,1.6411402263348147,9.927128527188255,59.961204220677786,12.87913109130189,4.655687079788594,,0,0.5,0.3019835324425424,False,px4_failsafe
head_on-M3-t03-f9d34ecc75,exp08-formal-20260728,main,head_on,M3,3,44,0.8069378475063366,5.547950366365481,1-2,0,16,2,0.7999992370605469,0.0114332097342556,1.760028839111328,0.080016735008257,9.438220526992222,22.01942119763158,0.0634782608695652,0.0426086956521739,3.3535496562191778,15.655910693772208,0.7830510391949017,3.35989447338054,20.60912882047884,13.022509643559992,1.5825773514147978,,0,1.0,0.2970483010024597,False,timeout
head_on-M3-t03-7f4717afdd,exp08-formal-20260728,pilot,head_on,M3,3,9003,0.1051691768375927,4.941912083211091,1-2,1,17,1,0.849999189376831,0.3058850083122362,1.179776906967163,0.1007044139584389,2329.9973219032104,23708.76652596701,0.0723270440251572,0.0691823899371069,3.310709074138169,9.00079824815015,0.7678706741586273,2.591991469823099,14.95145540591911,12.431535035935305,1.202703878700384,4.279784202575684,0,1.0,0.1824902577352845,False,collision
head_on-M3-t04-c0b34fa2cb,exp08-formal-20260728,main,head_on,M3,4,45,0.6221633609410685,5.236013891616931,1-2,1,32,2,1.5999984741210938,0.0721135919376216,2.419816017150879,0.1420440227357901,18.37308063329204,61.97418983047804,0.1197339246119734,0.0986696230598669,3.366444417303318,19.58047680718369,0.9478413829393896,3.455544476636065,19.25521574322953,12.481430541561132,1.542709041172228,8.339799642562866,0,1.0,0.2573262587867904,False,collision
