experiment_id,batch_id,phase,scenario,method,trial,seed,minimum_inter_agent_distance,mean_min_distance,closest_pair,collision_event_count,violation_sample_count,violation_event_count,risk_exposure_time,risk_integral,iapf_activation_time,iapf_activation_ratio,mean_repulsion_norm,max_repulsion_norm,position_saturation_ratio,acceleration_saturation_ratio,peak_acceleration_setpoint,integrated_squared_acceleration,mean_trajectory_deviation,max_trajectory_deviation,actual_path_length,nominal_path_length,path_length_ratio,recovery_time,stall_event_count,safe_completion_ratio,final_formation_error,mission_success,failure_reason
dense_feasible-M2-t09-444ed0e736,exp08-formal-20260728,main,dense_feasible,M2,9,50,1.7399487913168596,3.0627255387651746,4-5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3283698700796119,0.4349131848945481,0.3674272463089256,1.039085041155374,31.46224285023287,29.41238895033385,1.06969355339889,0.0,8,1.0,0.0572337301072236,True,none
dense_feasible-M2-t10-af66867c10,exp08-formal-20260728,main,dense_feasible,M2,10,51,1.7273725318126585,3.071280141689789,4-5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3327636207515644,0.4339631029846305,0.4078462201889955,1.0433607439163823,32.458565575979364,30.375046465772847,1.0685931168057394,0.0,0,1.0,0.1455938128548393,True,none
dense_feasible-M3-t01-b5806fe6d6,exp08-formal-20260728,main,dense_feasible,M3,1,42,1.7492094890497587,3.063532375842573,7-8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3318440702590722,0.4334688674091128,0.386576858011008,1.040090763580842,31.08810681962053,29.577736836901373,1.0510644202106367,0.0,0,1.0,0.1223804067364487,True,none
dense_feasible-M3-t01-d51976fc0a,exp08-formal-20260728,pilot,dense_feasible,M3,1,9001,1.7269112985686417,3.0091091235216982,7-8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3299580541816686,0.4379808919294666,0.4006354842018629,1.0902111857291563,31.905518211827456,30.369259616743093,1.050585974583239,0.0,0,1.0,0.0697441683523998,True,none
dense_feasible-M3-t02-bb2106bfa0,exp08-formal-20260728,main,dense_feasible,M3,2,43,1.7310711866438235,3.0186907665972704,6-7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3299719545611488,0.4415959655179664,0.4155413732904643,1.060599152486623,31.81193521802294,29.68922051474301,1.0714978253546883,0.0,0,1.0,0.2256525461582357,True,none
dense_feasible-M3-t02-4d261feb90,exp08-formal-20260728,pilot,dense_feasible,M3,2,9002,1.7236019142322765,3.032019779093527,3-4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3287397137032443,0.4311427749037755,0.3785760615109327,1.0529571237808677,30.98300920099962,29.640583038815517,1.045290140225182,0.0,0,1.0,0.056485233297039,True,none
dense_feasible-M3-t03-2812186a53,exp08-formal-20260728,main,dense_feasible,M3,3,44,1.7373805400972049,3.0147156393045167,6-7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3327615077017938,0.425179676855157,0.404587665124401,1.064763038300638,31.668680558901805,29.766034415137646,1.0639200411189662,0.0,0,1.0,0.1868584776106838,True,none
dense_feasible-M3-t03-156d402cfe,exp08-formal-20260728,pilot,dense_feasible,M3,3,9003,1.7310878694803755,3.077112547492397,3-4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3298812968027191,0.4366876075774228,0.3803163953007171,1.031323933326338,30.797006501122457,29.45060140612325,1.0457174057817122,0.0,0,1.0,0.0998939416609666,True,none
dense_feasible-M3-t04-979c87e606,exp08-formal-20260728,main,dense_feasible,M3,4,45,1.7441717040534928,3.059693904789597,4-5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3304821407987338,0.4323997127157696,0.3730095538807203,1.0127432905810347,30.86067482122897,29.64021830086112,1.0411756927017095,0.0,0,1.0,0.0702662688003011,True,none
dense_feasible-M3-t05-0fa5f4e017,exp08-formal-20260728,main,dense_feasible,M3,5,46,1.7469931750848369,3.0572600479306025,4-5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3278619308484711,0.4377229196484273,0.3859731658748453,1.0385747238853502,31.156154985227975,29.670320110348914,1.0500781545110736,0.0,0,1.0,0.0701806965028814,True,none
dense_feasible-M3-t06-2ff3c182b7,exp08-formal-20260728,main,dense_feasible,M3,6,47,1.7215184772357368,3.076004666334936,1-8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3350626810280381,0.4456583225762045,0.3754320536769902,1.024103279172314,30.756205507541747,29.559797359832604,1.0404741660825756,0.0,0,1.0,0.0566692411950409,True,none
dense_feasible-M3-t07-b48ae3361e,exp08-formal-20260728,main,dense_feasible,M3,7,48,1.7326994111754588,3.044612348030604,1-8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3292286930893625,0.4322042945624552,0.3922225668010059,1.0525533434044525,31.268156267762112,29.67801802529925,1.05357966428578,0.0,0,1.0,0.127506696512393,True,none
dense_feasible-M3-t08-b3eecd7b06,exp08-formal-20260728,main,dense_feasible,M3,8,49,1.7443783078878987,3.071467688986163,3-4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3316477029248755,0.4346225092554412,0.3738036330483183,1.0512471953938458,30.833592949932747,29.614945093908368,1.0411497590881926,0.0,0,1.0,0.0810987711657483,True,none
dense_feasible-M3-t09-50ac57855b,exp08-formal-20260728,main,dense_feasible,M3,9,50,1.732226889340651,3.039460266330284,4-5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3276635199751605,0.4304508153138134,0.4074957831887292,1.0345580915162962,31.55065505521488,30.21196826674813,1.044309817111126,0.0,0,1.0,0.0914071447935209,True,none
dense_feasible-M3-t10-758f7734d9,exp08-formal-20260728,main,dense_feasible,M3,10,51,1.7378218775678833,2.9952380734055444,3-4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.332418599378101,0.4390333572289829,0.4322431854627125,1.0990377654800043,32.99848010260074,31.22361216208396,1.056843773593629,0.0,0,1.0,0.1071840939862061,True,none
dense_feasible-M3_accel_high-t01-9dce96cb0c,exp08-formal-20260728,sensitivity,dense_feasible,M3_accel_high,1,42,1.7438541789647746,3.0713559696512838,6-7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3286767641750899,0.42799220843773,0.3699904035062738,1.017666347574966,30.468635808134263,29.245204899202992,1.041833555728126,0.0,0,1.0,0.0738757029706887,True,none
dense_feasible-M3_accel_high-t02-1f2f24a722,exp08-formal-20260728,sensitivity,dense_feasible,M3_accel_high,2,43,1.7117340568041486,3.0351164188640656,4-5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3302236801470301,0.4433472490455656,0.4124260234896281,1.0291624989341246,31.7358843688482,30.38849909426424,1.044338658201065,0.0,0,1.0,0.1578878799850205,True,none
dense_feasible-M3_accel_high-t03-1bb39f844f,exp08-formal-20260728,sensitivity,dense_feasible,M3_accel_high,3,44,1.740436363936697,3.0481899607531133,2-3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3321935262750145,0.4428432384027166,0.3871046963133052,1.0242527813141562,31.066871197818205,29.70482983071429,1.0458525221274146,0.0,0,1.0,0.1135930332892102,True,none
dense_feasible-M3_accel_high-t04-0b5e2d716d,exp08-formal-20260728,sensitivity,dense_feasible,M3_accel_high,4,45,1.7277150975303923,3.015273994782258,6-7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3285380453985855,0.4277737538258642,0.4205669031757231,1.0594770810390102,31.96018257012866,29.481235844520157,1.0840855769643485,0.0,0,1.0,0.251409752395029,True,none
dense_feasible-M3_accel_high-t05-39cff475b3,exp08-formal-20260728,sensitivity,dense_feasible,M3_accel_high,5,46,1.7261381952056516,3.0345678973762307,1-8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3348960370593981,0.4432653943455064,0.4116296639675711,1.0631819412802497,32.12267883476972,29.904098037288048,1.07418985835036,0.0,0,1.0,0.1946715206396188,True,none
dense_feasible-M3_accel_high-t06-1656079de9,exp08-formal-20260728,sensitivity,dense_feasible,M3_accel_high,6,47,1.7182917486241636,3.0552018429113508,3-4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3313325512861992,0.4257030705499974,0.3714983584937813,1.0258108880402952,30.89111048807534,29.347609249837195,1.0525937641154437,0.0,0,1.0,0.0777852752047804,True,none
dense_feasible-M3_accel_high-t07-a42b7ef2ac,exp08-formal-20260728,sensitivity,dense_feasible,M3_accel_high,7,48,1.7396818513176606,3.061603339807164,4-5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3294743311468845,0.4303526731823274,0.382978373395938,1.0430991656325703,31.118529076811843,29.60282607405101,1.0512012940578488,0.0,0,1.0,0.0730469281006107,True,none
dense_feasible-M3_accel_high-t08-33ffcae1c7,exp08-formal-20260728,sensitivity,dense_feasible,M3_accel_high,8,49,1.7260898475374222,3.0915453722073254,1-8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3349191205799338,0.4322119481222908,0.3773910481251153,1.0356643570457438,30.847786117909784,29.593524186212548,1.0423829863521827,0.0,0,1.0,0.0592712068003517,True,none
dense_feasible-M3_accel_high-t09-1c80125080,exp08-formal-20260728,sensitivity,dense_feasible,M3_accel_high,9,50,1.712676115729191,3.024056443922364,1-8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3299724140531566,0.4343967539360543,0.391037002209305,1.0338897795236723,31.108976227610537,29.530602079752438,1.053448762866244,0.0,0,1.0,0.1263096339867841,True,none
