bag_time_ns,duration,header_frame_id,header_stamp_nanosec,header_stamp_sec,mission_id,motion_style,safety_factor,target_pos_x,target_pos_y,target_pos_z,uav_id
1785125315515294732,8.0,world,514918545,1785125317,1,normal,0.0,6.76393202,11.35114101,5.0,4
1785125315604679930,8.0,world,514918545,1785125317,1,normal,0.0,6.76393202,11.35114101,5.0,4
1785125315605209741,8.0,world,514918545,1785125317,1,normal,0.0,6.76393202,11.35114101,5.0,4
1785125315704584702,8.0,world,514918545,1785125317,1,normal,0.0,6.76393202,11.35114101,5.0,4
1785125315705148566,8.0,world,514918545,1785125317,1,normal,0.0,6.76393202,11.35114101,5.0,4
1785125315804689774,8.0,world,514918545,1785125317,1,normal,0.0,6.76393202,11.35114101,5.0,4
1785125315805293722,8.0,world,514918545,1785125317,1,normal,0.0,6.76393202,11.35114101,5.0,4
1785125315904652753,8.0,world,514918545,1785125317,1,normal,0.0,6.76393202,11.35114101,5.0,4
1785125315905232567,8.0,world,514918545,1785125317,1,normal,0.0,6.76393202,11.35114101,5.0,4
1785125316005412878,8.0,world,514918545,1785125317,1,normal,0.0,6.76393202,11.35114101,5.0,4
