phase,scenario,method,trial_count,mission_success_rate,mission_success_ci_low,mission_success_ci_high,minimum_inter_agent_distance_n_valid,minimum_inter_agent_distance_mean,minimum_inter_agent_distance_std,minimum_inter_agent_distance_median,minimum_inter_agent_distance_q1,minimum_inter_agent_distance_q3,minimum_inter_agent_distance_ci_low,minimum_inter_agent_distance_ci_high,violation_event_count_n_valid,violation_event_count_mean,violation_event_count_std,violation_event_count_median,violation_event_count_q1,violation_event_count_q3,violation_event_count_ci_low,violation_event_count_ci_high,risk_exposure_time_n_valid,risk_exposure_time_mean,risk_exposure_time_std,risk_exposure_time_median,risk_exposure_time_q1,risk_exposure_time_q3,risk_exposure_time_ci_low,risk_exposure_time_ci_high,risk_integral_n_valid,risk_integral_mean,risk_integral_std,risk_integral_median,risk_integral_q1,risk_integral_q3,risk_integral_ci_low,risk_integral_ci_high,mean_trajectory_deviation_n_valid,mean_trajectory_deviation_mean,mean_trajectory_deviation_std,mean_trajectory_deviation_median,mean_trajectory_deviation_q1,mean_trajectory_deviation_q3,mean_trajectory_deviation_ci_low,mean_trajectory_deviation_ci_high,recovery_time_n_valid,recovery_time_mean,recovery_time_std,recovery_time_median,recovery_time_q1,recovery_time_q3,recovery_time_ci_low,recovery_time_ci_high,iapf_activation_ratio_n_valid,iapf_activation_ratio_mean,iapf_activation_ratio_std,iapf_activation_ratio_median,iapf_activation_ratio_q1,iapf_activation_ratio_q3,iapf_activation_ratio_ci_low,iapf_activation_ratio_ci_high,path_length_ratio_n_valid,path_length_ratio_mean,path_length_ratio_std,path_length_ratio_median,path_length_ratio_q1,path_length_ratio_q3,path_length_ratio_ci_low,path_length_ratio_ci_high,integrated_squared_acceleration_n_valid,integrated_squared_acceleration_mean,integrated_squared_acceleration_std,integrated_squared_acceleration_median,integrated_squared_acceleration_q1,integrated_squared_acceleration_q3,integrated_squared_acceleration_ci_low,integrated_squared_acceleration_ci_high
pilot,grouped_reconfiguration,M0,3,0.0,5.551115123125783e-17,0.5614970317550454,3,0.09148731193142944,0.03823278819296111,0.0838487610499219,0.07074960010394594,0.10840574831815915,0.05765043915797,0.1329627355863964,3,27.666666666666668,3.0550504633038935,27.0,26.0,29.0,25.0,31.0,3,73.76659631729126,4.446998494933706,75.94992756843567,72.29993104934692,76.3249272108078,68.64993453025818,76.69992685317993,3,3.782336469785396,1.213157136914827,4.233214660185553,3.3207560343814544,4.469356000389416,2.408297408577356,4.705497340593279,3,1.1317942284735734,0.33475955053963175,1.0127830503105018,0.9427922492553993,1.2612906186102117,0.8728014482002968,1.5097981869099215,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1.5189961335315687,0.4354024369651466,1.3110185419225764,1.2688009074546,1.6652025638040415,1.2265832729866235,2.0193865856855067,3,2.454021676805654,0.0062964566398187915,2.4513439003483763,2.4504253101970264,2.4562791551856433,2.449506720045677,2.4612144100229103
pilot,grouped_reconfiguration,M1,3,0.0,5.551115123125783e-17,0.5614970317550454,3,0.13534943471659724,0.04523508915455889,0.1400599168946421,0.1140016706414253,0.1590524398807916,0.0879434243882085,0.17804496286694108,3,18.666666666666668,3.2145502536643185,20.0,17.5,20.5,15.0,21.0,3,13.299987316131592,5.284879064631289,14.899985790252686,11.149989366531372,16.24998450279236,7.399992942810059,17.59998321533203,3,1.2701236199021524,0.5861369969166456,1.3119890114687616,0.9880826833134884,1.573097252274121,0.664176355158215,1.83420549307948,3,0.724998022317493,0.09701134779388643,0.6964681227193865,0.6709594304861688,0.764771664349764,0.645450738252951,0.8330752059801413,0,nan,nan,nan,nan,nan,nan,nan,3,0.9746061394047021,0.01836898151489839,0.9647967303909896,0.9640105214826993,0.9802970528198487,0.963224312574409,0.9957973752487078,3,1.2732547136272079,0.03921799571087579,1.2513955789371822,1.2506166595866939,1.2849632003227092,1.2498377402362055,1.318530821708236,3,2.4532109122982466,0.008050023421426385,2.4501038170614087,2.448640645821408,2.4562276311566666,2.447177474581408,2.4623514452519246
pilot,grouped_reconfiguration,M2,3,0.0,5.551115123125783e-17,0.5614970317550454,3,0.15847969438231266,0.046344335673969284,0.1633735931136501,0.1366281026217589,0.18277823550853511,0.1098826121298677,0.20218287790342013,3,18.666666666666668,4.041451884327381,18.0,16.5,20.5,15.0,23.0,3,13.566653728485107,4.292236968485131,12.099988460540771,11.149989366531372,15.249985456466673,10.199990272521973,18.399982452392575,3,0.9132671774956705,0.13365966466596668,0.8711530400896697,0.8384449701826534,0.9670323161056874,0.8057369002756372,1.0629115921217052,3,0.7124085248100718,0.09963405015388266,0.6798284222174631,0.6564857673290936,0.7520412309947455,0.6331431124407242,0.824254039772028,0,nan,nan,nan,nan,nan,nan,nan,3,0.9824797484472686,0.004947105738544741,0.984122436519603,0.9805213469591529,0.9852594939715513,0.9769202573987027,0.9863965514234995,3,1.2350004703734203,0.011663669517028734,1.234782493597519,1.2291149052830241,1.2407770470758657,1.2234473169685294,1.2467716005542124,3,2.453309894970564,0.007217471544904913,2.4527134348313053,2.4495612983071595,2.456760261564339,2.4464091617830137,2.4608070882973725
pilot,grouped_reconfiguration,M3,3,0.0,5.551115123125783e-17,0.5614970317550454,3,0.2730526190958503,0.14611077205365827,0.3340177617242986,0.22017489813892,0.3564129113670048,0.1063320345535414,0.37880806100971104,3,21.0,2.6457513110645907,20.0,19.5,22.0,19.0,24.0,3,11.649988889694214,1.4396166319620796,12.299988269805908,11.149989366531372,12.474988102912903,9.999990463256836,12.649987936019896,3,0.9410685776444424,0.5139075823361933,0.7510038665740868,0.650135290069974,1.1369695096837331,0.549266713565861,1.5229351527933794,3,0.9023240279653121,0.2257105436725184,0.7831508199522884,0.7721644475192231,0.9728970044048895,0.7611780750861578,1.1626431888574904,0,nan,nan,nan,nan,nan,nan,nan,3,0.8238630332213872,0.24438406991733214,0.9642535622998408,0.7529636748047512,0.9649576561772502,0.5416737873096616,0.9656617500546595,3,1.670501423223337,0.5643645077660698,1.3551341994111517,1.344720893476925,1.8385983410636564,1.3343075875426986,2.322062482716161,3,24.740980316504828,3.8061533536689516,26.504118525436397,23.43854148275132,26.92498825472412,20.372964440066237,27.345857984011847
pilot,grouped_reconfiguration,M4,3,0.0,5.551115123125783e-17,0.5614970317550454,3,0.13141554647783052,0.02837711269546605,0.1275374298563016,0.11635718589882105,0.14453484874607553,0.10517694194134049,0.1615322676358495,3,31.333333333333332,4.163331998932266,30.0,29.0,33.0,28.0,36.0,3,76.183260679245,18.740335201677247,83.99991989135742,69.39993381500244,86.87491714954376,54.79994773864746,89.7499144077301,3,3.799108393203756,0.8342748080978335,3.3269758367526547,3.317470870082452,4.04467963809951,3.3079659034122493,4.762383439446365,3,0.9411115418781449,0.028008141754883024,0.9301158764699402,0.9251927972125324,0.9515324538396552,0.9202697179551248,0.9729490312093702,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1.324407619369491,0.05618739272084788,1.3540168292230146,1.3068124513625707,1.356807392303173,1.2596080735021271,1.3595979553833313,3,2.457248727187922,0.005129384992325696,2.4567443310753103,2.454567252511225,2.459678003808313,2.4523901739471405,2.4626116765413157
pilot,grouped_reconfiguration,M5,3,0.0,5.551115123125783e-17,0.5614970317550454,3,0.2591949368698864,0.07400798650512981,0.2517300711849374,0.22046617542740593,0.2941912654698924,0.1892022796698745,0.3366524597548473,3,23.666666666666668,4.163331998932266,25.0,22.0,26.0,19.0,27.0,3,12.616654634475708,1.6562995202688269,12.44998812675476,11.749988794326782,13.39998722076416,11.049989461898804,14.34998631477356,3,0.8556956574671943,0.2990753034642696,0.8992585416390254,0.7182432429390895,1.0149295140812147,0.5372279442391535,1.130600486523404,3,0.7759328846940267,0.024168237633974687,0.7855234769254178,0.7669824148922837,0.7896786506114652,0.7484413528591495,0.7938338242975127,0,nan,nan,nan,nan,nan,nan,nan,3,0.9645326064312231,0.01610162982920536,0.957780863556581,0.9553434548232417,0.9703458866018833,0.9529060460899025,0.9829109096471856,3,1.3916655896229813,0.08367294711022988,1.3459652622868914,1.3433800542542353,1.417100961323682,1.3407948462215795,1.4882366603604729,3,25.624797540781348,2.98212859456768,25.998477291968484,24.23595876826448,27.200476188891784,22.47344024456048,28.40247508581508
pilot,head_on,M0,3,0.0,5.551115123125783e-17,0.5614970317550454,3,0.2779494481933306,0.11803886406867245,0.2763876552470726,0.2185434426165247,0.3365745572970076,0.1606992299859768,0.39676145934694257,3,1.3333333333333333,0.5773502691896257,1.0,1.0,1.5,1.0,2.0,3,0.7499992847442627,0.3905121113736067,0.549999475479126,0.5249994993209839,0.8749991655349731,0.4999995231628418,1.1999988555908203,3,0.12422446123824431,0.0398041560890162,0.1395477387740419,0.10929182734108459,0.1468187339033028,0.0790359159081273,0.1540897290325637,3,1.3341544171120123,0.7778070120226871,1.0335224487233612,0.8925271007055922,1.6254657493241067,0.751531752687823,2.217409049924852,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3.250641171372171,2.402762457614255,2.477236558411212,1.9035297087296135,4.211050327534249,1.3298228590480148,5.9448640966572865,3,4.919760765492694,0.040140843532162546,4.928722494653702,4.902309493455316,4.941692902110576,4.875896492256932,4.95466330956745
pilot,head_on,M1,3,0.0,5.551115123125783e-17,0.5614970317550454,3,0.6129828998733301,0.2573930098862698,0.5923293701655743,0.4794341256359602,0.7362049092568221,0.3665388811063461,0.8800804483480699,3,1.6666666666666667,0.5773502691896257,2.0,1.5,2.0,1.0,2.0,3,0.6166660785675049,0.2516609078395852,0.6499993801116943,0.4999995231628418,0.7499992847442627,0.3499996662139892,0.849999189376831,3,0.050913087668528034,0.05573736503352326,0.0383227319735004,0.02043526791659875,0.0750957295729435,0.0025478038596971,0.1118687271723866,3,2.1319169430393425,1.4625675415990473,1.971400825564872,1.3638147435328631,2.8197610838085865,0.7562286615008541,3.668121342052301,1,9.119818687438965,nan,9.119818687438965,9.119818687438965,9.119818687438965,9.119818687438965,9.119818687438965,3,0.060162059026996506,0.008335789809156943,0.0572908422762697,0.0554661121344774,0.0634223975441522,0.05364138199268511,0.0695539528120347,3,4.106706889932234,2.188171223669576,5.081539058676937,3.3410376505505877,5.359792213686231,1.6005362424242378,5.638045368695525,3,4.918368067392315,0.05566077508886957,4.910816024198896,4.888842460523584,4.944117652664337,4.866868896848271,4.977419281129779
pilot,head_on,M2,3,0.0,5.551115123125783e-17,0.5614970317550454,3,0.43256507810464623,0.4309865904870039,0.2291703013426016,0.18504256462884555,0.5783902031994246,0.1409148279150895,0.9276101050562476,3,1.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.733332633972168,0.17559406175450581,0.7499992847442627,0.6499993801116943,0.824999213218689,0.549999475479126,0.8999991416931152,3,0.1566061430072461,0.14604572177179598,0.1769961062599202,0.08921649720852881,0.23419077043230047,0.0014368881571374,0.2913854346046807,3,1.6373398160833756,1.4061979091769854,0.8335616361291457,0.825484467898921,2.047306074290715,0.8174072996686964,3.2610505124522846,0,nan,nan,nan,nan,nan,nan,nan,3,0.049687292041875226,0.006468354778257237,0.0509100985019696,0.04680245405487745,0.053183533258920196,0.0426948096077853,0.0554569680158708,3,3.0925046393399964,2.543900089332233,1.8390356413562448,1.6288070820818974,3.9294676976062193,1.41857852280755,6.019899753856194,3,4.937083247709759,0.03675914385189663,4.945795356826307,4.921273021719189,4.957249528258602,4.896750686612071,4.968703699690898
pilot,head_on,M3,3,0.0,5.551115123125783e-17,0.5614970317550454,3,0.39198139816895433,0.41719082649121353,0.2001976402830196,0.15268340856030616,0.5353875088346352,0.1051691768375927,0.8705773773862507,3,1.3333333333333333,0.5773502691896257,1.0,1.0,1.5,1.0,2.0,3,1.2666654586791992,0.9464838216618732,0.849999189376831,0.7249993085861206,1.5999984741210938,0.5999994277954102,2.3499977588653564,3,0.19944741327230742,0.16697818544196064,0.2854586167761055,0.14622861575234306,0.29567181254417085,0.0069986147285806,0.3058850083122362,3,1.9394548249370425,1.3457717777404101,1.6411402263348147,1.204505450246721,2.52524690032625,0.7678706741586273,3.4093535743176857,1,4.279784202575684,nan,4.279784202575684,4.279784202575684,4.279784202575684,4.279784202575684,4.279784202575684,3,0.15014824407498484,0.1380768439119854,0.1007044139584389,0.07215250999360931,0.2034220630980874,0.04360060602877971,0.3061397122377359,3,3.5009935778462875,1.9903849987987854,4.644589775049884,2.923646826875134,4.650138427419239,1.202703878700384,4.655687079788594,3,14.140905228331027,7.449240497646356,10.738048274927744,9.869423261538948,16.710958718421466,9.00079824815015,22.683869161915187
pilot,head_on,M4,3,0.6666666666666666,0.2076596008020477,0.9385080552796037,3,5.9525181762178185,0.03431838319072533,5.970439969528934,5.941694553043129,5.972302696048066,5.912949136557323,5.974165422567197,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.22160054261996587,0.1024342416792669,0.1930234780160392,0.16475645905892294,0.2641560938790455,0.1364894401018067,0.33528870974205177,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3.297018638193242,2.9422331551510457,1.7375879821938631,1.600173219744538,4.2141487286422565,1.4627584572952126,6.69070947509065,3,0.004006943157881433,0.0028435283714842072,0.0052430458640492,0.0029988041546766503,0.0056331335141701,0.0007545624453041,0.006023221164291
pilot,head_on,M5,3,1.0,0.4385029682449546,1.0,3,5.953630123400991,0.030684694297154577,5.959596487038316,5.939998451246252,5.970244977374392,5.920400415454189,5.980893467710469,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.1190814673164566,0.060955809168048256,0.1359677886709336,0.093715255473728,0.1528908398364237,0.0514627222765224,0.1698138910019138,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1.7587354108715596,0.16859442838227973,1.7267944883103827,1.6675953331371192,1.8339050273254116,1.6083961779638558,1.9410155663404405,3,0.002167057370512367,0.0005607989558212901,0.0020365688234281,0.00185978772184645,0.00240908274563615,0.0016830066202647997,0.0027815966678441995
pilot,vertical,M0,3,0.0,5.551115123125783e-17,0.5614970317550454,3,0.04235460361394577,0.003085003478196654,0.0423623896901714,0.0408140520784452,0.043899048187559145,0.039265714466719,0.0454357066849469,3,2.0,0.0,2.0,2.0,2.0,2.0,2.0,3,5.899994373321533,0.04999995231628418,5.899994373321533,5.874994397163391,5.924994349479675,5.849994421005249,5.949994325637817,3,1.8718595708854726,0.024204610684843298,1.880207978124844,1.8623968756102034,1.8854964697804273,1.8445857730955628,1.8907849614360106,3,0.7522567913032608,0.00251560241753311,0.7511065511284266,0.7508142457425169,0.7531242167765877,0.7505219403566071,0.7551418824247488,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1.7643773290929528,0.05362324960555505,1.7808009639707605,1.7426319754577828,1.794334500167027,1.7044629869448051,1.807868036363293,3,1.2291097431549913,0.014414263824014506,1.227228559150798,1.2214784964201881,1.2358003978876981,1.2157284336895782,1.2443722366245984
pilot,vertical,M1,3,0.0,5.551115123125783e-17,0.5614970317550454,3,0.06921987800769684,0.030301180321950293,0.0569564258955255,0.05196451766982385,0.08034351228948415,0.0469726094441222,0.1037305986834428,3,1.6666666666666667,0.5773502691896257,2.0,1.5,2.0,1.0,2.0,3,10.166656970977783,7.693225620334352,5.749994516372681,5.724994540214539,12.399988174438477,5.6999945640563965,19.049981832504272,3,5.69419536222621,6.943646705016389,1.7231378661671042,1.6853384690598099,7.7175235073630555,1.6475390719525158,13.711909148559007,3,0.9603128632462061,0.340440003699795,0.7642658845174919,0.763759952513986,1.058842284614069,0.76325402051048,1.3534186847106462,0,nan,nan,nan,nan,nan,nan,nan,3,0.5370926860190316,0.297929969214435,0.3664544907439145,0.3650845565247647,0.6237817178757399,0.3637146223056149,0.8811089450075652,3,1.7520573918688014,0.4046556644961995,1.9166651740877996,1.6038522571931249,1.982566417653977,1.2910393402984504,2.0484676612201542,3,1.234397563559582,0.02051902686249458,1.2237999566637314,1.222572126343037,1.240924197328202,1.2213442960223422,1.2580484379926724
pilot,vertical,M2,3,0.0,5.551115123125783e-17,0.5614970317550454,3,0.08081279823426446,0.028132619139095143,0.0824839299898853,0.06718289676775165,0.0952782655785877,0.051881863545618,0.1080726011672901,3,1.3333333333333333,0.5773502691896257,1.0,1.0,1.5,1.0,2.0,3,11.833322048187256,6.778697934641725,10.849989652633669,8.224992156028748,14.94998574256897,5.599994659423828,19.049981832504272,3,7.618844858831392,6.444788232213206,6.768061776628505,4.2048828751881135,10.607415301373226,1.641703973747723,14.446768826117951,3,1.025724705603512,0.2957119939450228,0.9552485337699864,0.8634332609355182,1.1527780643547427,0.7716179881010499,1.3503075949394991,1,6.959959506988525,nan,6.959959506988525,6.959959506988525,6.959959506988525,6.959959506988525,6.959959506988525,3,0.5871805171762133,0.26551120368857184,0.5158439922753223,0.4402344921868483,0.6984582797151329,0.36462499209837435,0.8810725671549435,3,1.812644803446694,0.3492721315804663,1.9475296044558497,1.6817865474010425,2.0109454599969236,1.4160434903462351,2.0743613155379976,3,1.231864359998328,0.01384236859765312,1.2356330493227947,1.2260804840101298,1.2395325806487596,1.2165279186974651,1.2434321119747245
pilot,vertical,M3,3,0.0,5.551115123125783e-17,0.5614970317550454,3,0.18151788992019735,0.05311429985413507,0.1902707768496549,0.15742080645747664,0.20999141684764686,0.1245708360652984,0.2297120568456388,3,1.0,0.0,1.0,1.0,1.0,1.0,1.0,3,4.149996042251587,2.088059310451676,3.1499969959259038,2.9499971866607666,4.849995374679566,2.74999737739563,6.549993753433228,3,1.9512099610365858,1.5856687920678694,1.3056400304493931,1.0478984941537712,2.5317364626258048,0.7901569578581492,3.7578328948022155,3,0.6338077881208098,0.11302418955179562,0.5879057011723763,0.569430904789282,0.6752336279781208,0.5509561084061877,0.7625615547838654,2,12.300258040428162,0.9616995400636374,12.300258040428162,11.960245907306671,12.640270173549654,11.62023377418518,12.980282306671144,3,0.22283461371631708,0.09727392957635247,0.1818570385814955,0.16730543736915635,0.25787500249606704,0.1527538361568172,0.33389296641063854,3,2.1835646208135535,0.06530766690003928,2.152768062366679,2.14605872715683,2.2056722352468396,2.1393493919469813,2.258576408127001,3,23.291578282794195,8.894129644374289,19.676035345930643,18.22531855394767,26.550066543208942,16.774601761964696,33.42409774048724
pilot,vertical,M4,3,0.6666666666666666,0.2076596008020477,0.9385080552796037,3,2.959287100906313,0.016323383659697422,2.9609200924033714,2.951564345487939,2.9678263520732155,2.9422085985725075,2.9747326117430597,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.2239464104932356,0.10703794563957371,0.1947334450533506,0.1646405879607966,0.2686457503057321,0.1345477308682426,0.34255805555811375,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2.4161758681490815,1.638195164746045,1.5780536440557318,1.472334963753216,2.9409556604982723,1.3666162834507,4.303857676940813,3,0.0041314629525709004,0.003327806295477878,0.0053186400680763,0.00284575505036365,0.006010759412530851,0.000372870032651,0.0067028787569854
pilot,vertical,M5,3,1.0,0.4385029682449546,1.0,3,2.967205989179629,0.021247522432041886,2.958388037220573,2.955087622005409,2.974915380374321,2.9517872067902453,2.991442723528069,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.12882982157155334,0.07345456371647896,0.1402499046075743,0.09529198860772566,0.1680776960533915,0.050334072607877,0.1959054874992087,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1.6420458812019216,0.16707910967615847,1.6035426155590875,1.5505611117205413,1.714279017861885,1.4975796078819952,1.8250154201646824,3,0.0025908795934742,0.0009567757806758574,0.0030087122261272,0.0022524828620839998,0.0031381926411909,0.0014962534980408,0.0032676730562546
sensitivity,dense_feasible,M3_accel_high,10,1.0,0.7224672001371107,0.9999999999999999,10,1.7286854163863694,0.01196463079901448,1.726926646368022,1.7202412733524781,1.7400979939896088,1.7215410613093414,1.7354832804086893,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.3899288591199981,0.01856108093233527,0.38504153485462156,0.3753473509237839,0.4064814985280046,0.37936856349257153,0.40147747015813545,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,1.0530036602915127,0.014714325387866094,1.0485269080926316,1.0428719043144032,1.053235013178544,1.0452478467830764,1.0625447633172702,10,0.4347520181427814,0.0069750600100934885,0.43330435102917253,0.42858232462387935,0.4420409016969779,0.43072897888633804,0.438807198625008
sensitivity,dense_feasible,M3_accel_zero,10,1.0,0.7224672001371107,0.9999999999999999,10,1.7294383350661857,0.010141704468319055,1.7298967447745845,1.7240955793927222,1.7356530365840561,1.7235729992840174,1.735360576055673,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.39937581832143954,0.03253852658774619,0.38500791071970486,0.3749412293017329,0.423206992578873,0.3811418652557169,0.41915157256827573,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,1.052650641602536,0.014126612368512469,1.0487729961112313,1.0406026016187628,1.0652321454330558,1.044661822657213,1.0612009511089204,10,0.4334787111815622,0.007009488130290256,0.4321188471389912,0.4301274502452011,0.43423186425340116,0.42969286671225887,0.4378673033073596
sensitivity,dense_feasible,M3_krep_high,10,1.0,0.7224672001371107,0.9999999999999999,10,1.7301178444492702,0.008435519870698929,1.7299611919539035,1.7255385958540495,1.7335551556795044,1.7251935840476602,1.7351156141876416,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.39994916275663434,0.031010924468809778,0.39187069748960224,0.37784918423636316,0.40470560201696115,0.38306667660098226,0.4193009596042625,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,1.091647977236199,0.09928553709779125,1.049751683304958,1.0416877412647838,1.0739190554372322,1.0422139092569078,1.1553583670081269,10,0.43536173129794625,0.006412458513922121,0.43529534636126443,0.4309037859394157,0.4384432652101048,0.4318075065056453,0.439226009880918
sensitivity,dense_feasible,M3_krep_low,10,0.8,0.49016247153664183,0.9433178485456247,10,1.7272095471540567,0.013961828569452583,1.7281480426645126,1.713954032391702,1.7381855531454822,1.7189861705024447,1.7356727908312843,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.40997291054086504,0.030087091651925264,0.40539914700814417,0.3922105272527584,0.4293409596695499,0.3933664851553177,0.4282725241386608,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,1.136185997445631,0.1634114191765095,1.0615222894793046,1.0475641359174905,1.1198537335921421,1.0573375636339726,1.24243150633677,10,0.4362811944517402,0.0061622309986065615,0.43614712181579707,0.43217513170885474,0.43776194711013566,0.43274146003989955,0.43997237174454384
sensitivity,head_on,M3_accel_high,10,0.0,0.0,0.2775327998628892,10,0.5109929568200269,0.1292241032281206,0.519272317870053,0.4454337449624389,0.5551638599895432,0.4360086150279767,0.5879876907872036,10,1.8,0.4216370213557839,2.0,2.0,2.0,1.5,2.0,10,1.2649987936019897,0.23457977922376666,1.2999987602233887,1.099998950958252,1.4374986290931702,1.124998927116394,1.3949986696243286,10,0.10679511218255702,0.048068507690258326,0.1165801879407985,0.09147734183027655,0.1326524689335889,0.07768592952636788,0.13390117517821423,10,0.8175463500408722,0.08638839345389387,0.7763660694198748,0.7614657198969348,0.8462124169555111,0.7740798825590419,0.8742431548320778,1,4.720022201538086,nan,4.720022201538086,4.720022201538086,4.720022201538086,4.720022201538086,4.720022201538086,10,0.09974208907623482,0.027452865279328793,0.08909967001510136,0.0863179015114501,0.10024147801595512,0.08709003269534518,0.11823459486846014,10,1.534685307246326,0.06692399709242991,1.5495113078566451,1.5106381753784888,1.566840606188303,1.4936653527802106,1.5710201769226713,10,18.556670919414408,1.6551821890455838,18.153145383852305,17.26138109333315,19.843367773839486,17.635030698618838,19.542193161565564
sensitivity,head_on,M3_accel_zero,10,0.0,0.0,0.2775327998628892,10,0.27222143049518865,0.19892491495175946,0.2379924056364659,0.12413434326098513,0.35683975561846715,0.1663115264773195,0.39450765785821834,10,1.6,1.2649110640673518,1.0,1.0,1.75,1.0,2.4,10,3.9549962282180786,5.76533394438631,1.3499987125396729,1.2249988317489624,1.5874984860420227,1.194998860359192,7.749992609024048,10,1.2444791151947794,2.8801435470557504,0.21866695069455386,0.18877873693741673,0.27233179602066104,0.16373652038011788,3.086228891226105,10,1.9911166515620398,1.3240445722122245,1.7043968953065365,0.7436034148876274,3.2813977736571363,1.247817653294094,2.787289591662155,0,nan,nan,nan,nan,nan,nan,nan,10,0.2207861278730992,0.3021902250484698,0.0772838734456798,0.06997822968704755,0.10470950770841808,0.07399397411756022,0.433156909701899,10,3.761169907953253,2.085696609209542,4.387325892338126,1.5119345995734568,5.3245346771439515,2.5338715243726684,4.965747509186595,10,4.948595763583599,0.04536520300703512,4.9625388691081405,4.93885080059102,4.976167734867433,4.920470206558243,4.972793807055439
sensitivity,head_on,M3_krep_high,10,0.1,0.017876213095072896,0.4041500267952385,10,0.5618880683222407,0.2407219787006659,0.5558841795928434,0.41776165075801514,0.7272037315414505,0.4222658255422861,0.7030544438350206,10,2.0,0.4714045207910317,2.0,2.0,2.0,1.7,2.3,10,1.339998722076416,0.613640641852521,1.3499987125396729,1.0374990105628967,1.4499986171722412,1.0249990224838257,1.7299983501434326,10,0.12198039560321987,0.1340751235955226,0.09555133667223376,0.032792026694789256,0.15393183268428734,0.053245603331934906,0.21026456018866305,10,1.1464644461160176,0.8557383729038732,0.8724151557593594,0.8169072158455666,0.974725094206804,0.8437497006044166,1.7013791897500508,4,4.259234666824341,0.38508771985231866,4.219710111618042,4.0091636180877686,4.469781160354614,3.959036350250244,4.568875193595886,10,0.1831407921289402,0.20409303172160587,0.1226951824916178,0.09585419157284335,0.1510486915847043,0.10615821601383085,0.31648793162146777,10,1.804271918469603,1.1069418836530625,1.5220231948728262,1.3545563984426465,1.561898921415914,1.4029336394786553,2.5214245194448335,10,22.62122747644115,14.033207473845362,18.078617655951074,17.504213868920424,19.48350496325811,17.70982997486637,31.66804757175339
