mission_id,uav_id,motion_style,target_distance,duration,average_speed,gain_multiplier,omega_o_x,omega_o_y,omega_o_z,omega_c_x,omega_c_y,omega_c_z,peak_velocity,peak_acceleration,settling_time,tracking_rmse
3018725204,1,aggressive,7.643538,3.000000,2.547846,1.000000,10.000000,10.000000,15.000000,3.000000,3.000000,3.500000,3.417886,11.786813,3.182003,1.047029
