bag_time_ns,duration,header_frame_id,header_stamp_nanosec,header_stamp_sec,mission_id,motion_style,safety_factor,target_pos_x,target_pos_y,target_pos_z,uav_id
1785137921282254046,8.0,world,282025751,1785137923,2,normal,0.0,11.23606798,5.19577393,5.0,1
1785137921382327072,8.0,world,282025751,1785137923,2,normal,0.0,11.23606798,5.19577393,5.0,1
1785137921482451537,8.0,world,282025751,1785137923,2,normal,0.0,11.23606798,5.19577393,5.0,1
1785137921582561293,8.0,world,282025751,1785137923,2,normal,0.0,11.23606798,5.19577393,5.0,1
1785137921682665078,8.0,world,282025751,1785137923,2,normal,0.0,11.23606798,5.19577393,5.0,1
1785137921782808398,8.0,world,282025751,1785137923,2,normal,0.0,11.23606798,5.19577393,5.0,1
1785137921882828083,8.0,world,282025751,1785137923,2,normal,0.0,11.23606798,5.19577393,5.0,1
1785137921982866193,8.0,world,282025751,1785137923,2,normal,0.0,11.23606798,5.19577393,5.0,1
1785137922082949106,8.0,world,282025751,1785137923,2,normal,0.0,11.23606798,5.19577393,5.0,1
1785137922182958148,8.0,world,282025751,1785137923,2,normal,0.0,11.23606798,5.19577393,5.0,1
