candidate,scene,uav_count,seed,predicted_d_min,N_hard,J_margin,J_distance,geometry_safety_raise,workspace_result,assignment_result,hard_safe_assignment_exists,planning_margin_assignment_exists
1.8,ordinary_line_3,3,4103,2.25,0,0.0,24.0,False,PASS,PASS,,
1.8,ordinary_line_5,5,4105,2.25,0,0.0,40.0,False,PASS,PASS,,
1.8,ordinary_circle_8,8,4108,2.705980500730984,0,0.0,104.49831366680539,False,PASS,PASS,,
1.8,compact_baseline_s1_line8,8,4208,1.7999999999999998,0,6.086889700779413e-32,80.42328005615809,False,PASS,PASS,,
1.8,crossing_prone_reassignment_4,4,4304,6.0,0,0.0,0.0,False,PASS,PASS,,
1.8,crossing_prone_reassignment_8,8,4308,2.449489742783178,0,0.0,113.39672951589489,False,PASS,PASS,,
1.8,dense_feasible_reconfiguration_8,8,4408,2.435382450657886,0,0.0,90.4620477273811,False,PASS,PASS,,
