experiment_id,batch_id,task_type,trial_id,stage_id,mission_id,uav_id,dispatch_time,arrival_time,completion_time,arrival_time_error,final_position_error
experiments_10,exp10-pilot-final-20260731,task_a_simple,1,1,1,1,8.175102895000236,18.178655814001104,10.003552919000867,0.004586698021739721,0.3620780408382416
experiments_10,exp10-pilot-final-20260731,task_a_simple,1,1,1,2,8.175356904001092,18.182667113000207,10.007310208999115,0.00887327641248703,0.3627646565437317
experiments_10,exp10-pilot-final-20260731,task_a_simple,1,1,1,3,8.175554368999656,18.175328458000877,9.999774089001221,0.001487032976001501,0.3605719804763794
experiments_10,exp10-pilot-final-20260731,task_a_simple,1,1,1,4,8.175699957000688,18.18683417000102,10.011134213000332,0.01262474525719881,0.3590385317802429
experiments_10,exp10-pilot-final-20260731,task_a_simple,1,1,1,5,8.175831831000323,18.185001244000887,10.009169413000564,0.010806165635585785,0.3541738986968994
experiments_10,exp10-pilot-final-20260731,task_a_simple,1,1,1,6,8.175957293000465,18.186184079000668,10.010226786000203,0.012061964720487595,0.3455749750137329
experiments_10,exp10-pilot-final-20260731,task_a_simple,1,1,1,7,8.176085799999782,18.185275701000137,10.009189901000354,0.010695521719753742,0.3351072371006012
experiments_10,exp10-pilot-final-20260731,task_a_simple,1,1,1,8,8.17621386599967,18.193700482999702,10.017486617000031,0.018961109220981598,0.3087503910064697
experiments_10,exp10-pilot-final-20260731,task_b_sequential,1,1,1,1,12.269675822999488,23.207605071000216,10.937929248000728,0.9387807250022888,0.3368346095085144
experiments_10,exp10-pilot-final-20260731,task_b_sequential,1,1,1,2,12.270039655999426,22.96678997699928,10.696750320999854,0.6978421211242676,0.35712099075317383
experiments_10,exp10-pilot-final-20260731,task_b_sequential,1,1,1,3,12.270197297000777,22.284282238000742,10.014084940999965,0.01547760609537363,0.35951539874076843
experiments_10,exp10-pilot-final-20260731,task_b_sequential,1,1,1,4,12.270334390999778,22.285343640000065,10.015009249000286,0.016599910333752632,0.3572229743003845
experiments_10,exp10-pilot-final-20260731,task_b_sequential,1,1,1,5,12.27045899100085,22.272057531999963,10.001598540999112,0.0029318248853087425,0.35039377212524414
experiments_10,exp10-pilot-final-20260731,task_b_sequential,1,1,1,6,12.270588920999216,22.283119056999567,10.01253013600035,0.013769878074526787,0.3554222285747528
experiments_10,exp10-pilot-final-20260731,task_b_sequential,1,1,1,7,12.270714484000564,22.587985637999736,10.317271153999172,0.31865739822387695,0.38341599702835083
experiments_10,exp10-pilot-final-20260731,task_b_sequential,1,1,1,8,12.27083710000079,22.992881276000844,10.722044176000054,0.7240980863571167,0.38788822293281555
experiments_10,exp10-pilot-final-20260731,task_b_sequential,1,2,2,1,48.830304429000535,48.82998274400052,-0.00032168500001716893,1.0173596143722534,0.36321377754211426
experiments_10,exp10-pilot-final-20260731,task_b_sequential,1,2,2,2,48.8305360079994,48.83041383199998,-0.00012217599942232482,0.7963863015174866,0.38626039028167725
