bag_time_ns,actual_pos_x,actual_pos_y,actual_pos_z,arrival_time_error,elapsed_time,final_position_error,header_frame_id,header_stamp_nanosec,header_stamp_sec,integrated_squared_jerk,integrated_squared_jerk_valid,is_finished,is_hover_stable,max_acceleration,max_acceleration_valid,max_jerk,max_jerk_valid,max_velocity,max_velocity_valid,motion_style,path_length,reference_acceleration_x,reference_acceleration_y,reference_acceleration_z,reference_jerk_x,reference_jerk_y,reference_jerk_z,reference_pos_x,reference_pos_y,reference_pos_z,reference_velocity_x,reference_velocity_y,reference_velocity_z,requested_duration,safety_factor,start_pos_x,start_pos_y,start_pos_z,target_pos_x,target_pos_y,target_pos_z,trajectory_duration,trajectory_profile,uav_id
1785125517099468167,-0.002964013023301959,8.994361810851842,-0.31726863980293274,nan,-1.9021544456481934,14.978530883789062,world,99353895,1785125517,nan,False,False,False,nan,False,nan,False,1.8718923330307007,True,normal,14.975138664245605,0.0,0.0,0.0,0.0,0.0,0.0,-0.0019028286915272474,8.993788263294846,-0.3105050027370453,1.750237853586441,0.0007764670881442726,0.6638131253421307,8.0,0.0,-0.0019028286915272474,8.993788263294846,-0.3105050027370453,14.0,9.0,5.0,8.0,linear,3
1785125517199380942,-0.004499258007854223,8.995024720206857,-0.32398751378059387,nan,-1.8021607398986816,14.982352256774902,world,199346518,1785125517,nan,False,False,False,nan,False,nan,False,1.8718923330307007,True,normal,14.975138664245605,0.0,0.0,0.0,0.0,0.0,0.0,-0.0019028286915272474,8.993788263294846,-0.3105050027370453,1.750237853586441,0.0007764670881442726,0.6638131253421307,8.0,0.0,-0.0019028286915272474,8.993788263294846,-0.3105050027370453,14.0,9.0,5.0,8.0,linear,3
1785125517299381229,-0.005417276173830032,8.9964885993395,-0.32271257042884827,nan,-1.7021574974060059,14.982756614685059,world,299351083,1785125517,nan,False,False,False,nan,False,nan,False,1.8718923330307007,True,normal,14.975138664245605,0.0,0.0,0.0,0.0,0.0,0.0,-0.0019028286915272474,8.993788263294846,-0.3105050027370453,1.750237853586441,0.0007764670881442726,0.6638131253421307,8.0,0.0,-0.0019028286915272474,8.993788263294846,-0.3105050027370453,14.0,9.0,5.0,8.0,linear,3
1785125517399394620,-0.007139680441468954,8.997173495590687,-0.3263096213340759,nan,-1.6021558046340942,14.985644340515137,world,399352823,1785125517,nan,False,False,False,nan,False,nan,False,1.8718923330307007,True,normal,14.975138664245605,0.0,0.0,0.0,0.0,0.0,0.0,-0.0019028286915272474,8.993788263294846,-0.3105050027370453,1.750237853586441,0.0007764670881442726,0.6638131253421307,8.0,0.0,-0.0019028286915272474,8.993788263294846,-0.3105050027370453,14.0,9.0,5.0,8.0,linear,3
1785125517499367977,-0.009268540889024734,8.997288069920614,-0.3331679701805115,nan,-1.5021705627441406,14.990073204040527,world,499335567,1785125517,nan,False,False,False,nan,False,nan,False,1.8718923330307007,True,normal,14.975138664245605,0.0,0.0,0.0,0.0,0.0,0.0,-0.0019028286915272474,8.993788263294846,-0.3105050027370453,1.750237853586441,0.0007764670881442726,0.6638131253421307,8.0,0.0,-0.0019028286915272474,8.993788263294846,-0.3105050027370453,14.0,9.0,5.0,8.0,linear,3
1785125517599397639,-0.010691691190004349,8.997520785778761,-0.3399641811847687,nan,-1.4021519422531128,14.99382209777832,world,599355651,1785125517,nan,False,False,False,nan,False,nan,False,1.8718923330307007,True,normal,14.975138664245605,0.0,0.0,0.0,0.0,0.0,0.0,-0.0019028286915272474,8.993788263294846,-0.3105050027370453,1.750237853586441,0.0007764670881442726,0.6638131253421307,8.0,0.0,-0.0019028286915272474,8.993788263294846,-0.3105050027370453,14.0,9.0,5.0,8.0,linear,3
1785125517699367901,-0.009142721071839333,8.998766415985301,-0.33998996019363403,nan,-1.3021694421768188,14.99238395690918,world,699337644,1785125517,nan,False,False,False,nan,False,nan,False,1.8718923330307007,True,normal,14.975138664245605,0.0,0.0,0.0,0.0,0.0,0.0,-0.0019028286915272474,8.993788263294846,-0.3105050027370453,1.750237853586441,0.0007764670881442726,0.6638131253421307,8.0,0.0,-0.0019028286915272474,8.993788263294846,-0.3105050027370453,14.0,9.0,5.0,8.0,linear,3
1785125517799356406,-0.008877870626747608,8.999558091629297,-0.34521690011024475,nan,-1.2021783590316772,14.993998527526855,world,799328264,1785125517,nan,False,False,False,nan,False,nan,False,1.8718923330307007,True,normal,14.975138664245605,0.0,0.0,0.0,0.0,0.0,0.0,-0.0019028286915272474,8.993788263294846,-0.3105050027370453,1.750237853586441,0.0007764670881442726,0.6638131253421307,8.0,0.0,-0.0019028286915272474,8.993788263294846,-0.3105050027370453,14.0,9.0,5.0,8.0,linear,3
1785125517899374837,-0.009623999707400799,8.999854279245483,-0.35329923033714294,nan,-1.1021736860275269,14.997578620910645,world,899332568,1785125517,nan,False,False,False,nan,False,nan,False,1.8718923330307007,True,normal,14.975138664245605,0.0,0.0,0.0,0.0,0.0,0.0,-0.0019028286915272474,8.993788263294846,-0.3105050027370453,1.750237853586441,0.0007764670881442726,0.6638131253421307,8.0,0.0,-0.0019028286915272474,8.993788263294846,-0.3105050027370453,14.0,9.0,5.0,8.0,linear,3
1785125517999367350,-0.010473701171576977,9.000098162330687,-0.3612532913684845,nan,-1.0021765232086182,15.001214027404785,world,999330742,1785125517,nan,False,False,False,nan,False,nan,False,1.8718923330307007,True,normal,14.975138664245605,0.0,0.0,0.0,0.0,0.0,0.0,-0.0019028286915272474,8.993788263294846,-0.3105050027370453,1.750237853586441,0.0007764670881442726,0.6638131253421307,8.0,0.0,-0.0019028286915272474,8.993788263294846,-0.3105050027370453,14.0,9.0,5.0,8.0,linear,3
