timestamp,scenario,fresh,planner_wait_ms
1787298716.005145550,hover,true,0.000000
1787298716.025156498,hover,true,0.000000
1787298716.045158863,hover,true,0.000000
1787298716.065126181,hover,true,0.000000
1787298716.085132837,hover,true,0.000000
1787298716.105133772,hover,true,0.000000
1787298716.125148535,hover,true,0.000000
1787298716.145138741,hover,true,0.000000
1787298716.165135384,hover,true,0.000000
1787298716.185134411,hover,true,0.000000
1787298716.205130577,hover,true,0.000000
1787298716.225158215,hover,true,0.000000
1787298716.245142221,hover,true,0.000000
1787298716.265136719,hover,true,0.000000
1787298716.285132170,hover,true,0.000000
1787298716.305141449,hover,true,0.000000
1787298716.325140953,hover,true,0.000000
1787298716.345136881,hover,true,0.000000
1787298716.365132570,hover,true,0.000000
1787298716.385124207,hover,true,0.000000
1787298716.405135632,hover,true,0.000000
1787298716.425138950,hover,true,0.000000
1787298716.445136309,hover,true,0.000000
1787298716.465136528,hover,true,0.000000
1787298716.485159159,hover,true,0.000000
1787298716.505130529,hover,true,0.000000
1787298716.525138378,hover,true,0.000000
1787298716.545139313,hover,true,0.000000
1787298716.565136194,hover,true,0.000000
1787298716.585145950,hover,true,0.000000
1787298716.605130434,hover,true,0.000000
1787298716.625144243,hover,true,0.000000
1787298716.645135880,hover,true,0.000000
1787298716.665138960,hover,true,0.000000
1787298716.685128450,hover,true,0.000000
1787298716.705127478,hover,true,0.000000
1787298716.725138426,hover,true,0.000000
1787298716.745138645,hover,true,0.000000
1787298716.765129328,hover,true,0.000000
1787298716.785126209,hover,true,0.000000
1787298716.805135727,hover,true,0.000000
1787298716.825140476,hover,true,0.000000
1787298716.845137119,hover,true,0.000000
1787298716.865134001,hover,true,0.000000
1787298716.885146141,hover,true,0.000000
1787298716.905141592,hover,true,0.000000
1787298716.925144911,hover,true,0.000000
1787298716.945147276,hover,true,0.000000
1787298716.965148687,hover,true,0.000000
1787298716.985145569,hover,true,0.000000
1787298717.005127192,hover,true,0.000000
1787298717.025147676,hover,true,0.000000
1787298717.045136929,hover,true,0.000000
1787298717.065129519,hover,true,0.000000
1787298717.085150957,hover,true,0.000000
1787298717.105132580,hover,true,0.000000
1787298717.125147581,hover,true,0.000000
1787298717.145165682,hover,true,0.000000
1787298717.165180206,hover,true,0.000000
1787298717.185176611,hover,true,0.000000
1787298717.205181599,hover,true,0.000000
1787298717.225154877,hover,true,0.000000
1787298717.245178461,hover,true,0.000000
1787298717.265166521,hover,true,0.000000
1787298717.285150051,hover,true,0.000000
1787298717.305143356,hover,true,0.000000
1787298717.325146914,hover,true,0.000000
1787298717.345176458,hover,true,0.000000
1787298717.365177393,hover,true,0.000000
1787298717.385178089,hover,true,0.000000
1787298717.405154705,hover,true,0.000000
1787298717.425151587,hover,true,0.000000
1787298717.445145369,hover,true,0.000000
1787298717.465141773,hover,true,0.000000
1787298717.485138178,hover,true,0.000000
1787298717.505134821,hover,true,0.000000
1787298717.525140762,hover,true,0.000000
1787298717.545135498,hover,true,0.000000
1787298717.565127850,hover,true,0.000000
1787298717.585146427,hover,true,0.000000
1787298717.605125904,hover,true,0.000000
1787298717.625144720,hover,true,0.000000
1787298717.645143986,hover,true,0.000000
1787298717.665148258,hover,true,0.000000
1787298717.685127497,hover,true,0.000000
1787298717.705131292,hover,true,0.000000
1787298717.725144863,hover,true,0.000000
1787298717.745133638,hover,true,0.000000
1787298717.765140533,hover,true,0.000000
1787298717.785142183,hover,true,0.000000
1787298717.805144548,hover,true,0.000000
1787298717.825146198,hover,true,0.000000
1787298717.845139503,hover,true,0.000000
1787298717.865138531,hover,true,0.000000
1787298717.885130405,hover,true,0.000000
1787298717.905138969,hover,true,0.000000
1787298717.925140142,hover,true,0.000000
1787298717.945136547,hover,true,0.000000
1787298717.965128422,hover,true,0.000000
1787298717.985132217,hover,true,0.000000
1787298718.005132437,hover,true,0.000000
1787298718.025141478,hover,true,0.000000
1787298718.045133829,hover,true,0.000000
1787298718.065133810,hover,true,0.000000
1787298718.085129738,hover,true,0.000000
1787298718.105128050,hover,true,0.000000
1787298718.125137806,hover,true,0.000000
1787298718.145135403,hover,true,0.000000
1787298718.165126085,hover,true,0.000000
1787298718.185127258,hover,true,0.000000
1787298718.205131531,hover,true,0.000000
1787298718.225140333,hover,true,0.000000
1787298718.245136738,hover,true,0.000000
1787298718.265139341,hover,true,0.000000
1787298718.285127163,hover,true,0.000000
1787298718.305126429,hover,true,0.000000
1787298718.325126886,hover,true,0.000000
1787298718.345124960,hover,true,0.000000
1787298718.365130424,hover,true,0.000000
1787298718.385136127,hover,true,0.000000
1787298718.405145884,hover,true,0.000000
1787298718.425142050,hover,true,0.000000
1787298718.445151091,hover,true,0.000000
1787298718.465136290,hover,true,0.000000
1787298718.485130548,hover,true,0.000000
1787298718.505133152,hover,true,0.000000
1787298718.525132895,hover,true,0.000000
1787298718.545127153,hover,true,0.000000
1787298718.565140724,hover,true,0.000000
1787298718.585127115,hover,true,0.000000
1787298718.605129719,hover,true,0.000000
1787298718.625129700,hover,true,0.000000
1787298718.645128727,hover,true,0.000000
1787298718.665130377,hover,true,0.000000
1787298718.685144901,hover,true,0.000000
1787298718.705137491,hover,true,0.000000
1787298718.725142479,hover,true,0.000000
1787298718.745143414,hover,true,0.000000
1787298718.765139341,hover,true,0.000000
1787298718.785161257,hover,true,0.000000
1787298718.805130959,hover,true,0.000000
1787298718.825147152,hover,true,0.000000
1787298718.845139027,hover,true,0.000000
1787298718.865140438,hover,true,0.000000
1787298718.885135651,hover,true,0.000000
1787298718.905134678,hover,true,0.000000
1787298718.925134182,hover,true,0.000000
1787298718.945130825,hover,true,0.000000
1787298718.965134144,hover,true,0.000000
1787298718.985131264,hover,true,0.000000
1787298719.005130053,hover,true,0.000000
1787298719.025145769,hover,true,0.000000
1787298719.045155764,hover,true,0.000000
1787298719.065140963,hover,true,0.000000
1787298719.085129261,hover,true,0.000000
1787298719.105141163,hover,true,0.000000
1787298719.125146627,hover,true,0.000000
1787298719.145139217,hover,true,0.000000
1787298719.165132761,hover,true,0.000000
1787298719.185130835,hover,true,0.000000
1787298719.205166817,hover,true,0.000000
1787298719.225159407,hover,true,0.000000
1787298719.245137930,hover,true,0.000000
1787298719.265145063,hover,true,0.000000
1787298719.285161972,hover,true,0.000000
1787298719.305158854,hover,true,0.000000
1787298719.325147867,hover,true,0.000000
1787298719.345126867,hover,true,0.000000
1787298719.365129232,hover,true,0.000000
1787298719.385126829,hover,true,0.000000
1787298719.405139208,hover,true,0.000000
1787298719.425138235,hover,true,0.000000
1787298719.445141077,hover,true,0.000000
1787298719.465130091,hover,true,0.000000
1787298719.485128641,hover,true,0.000000
1787298719.505138159,hover,true,0.000000
1787298719.525129557,hover,true,0.000000
1787298719.545128107,hover,true,0.000000
1787298719.565147877,hover,true,0.000000
1787298719.585132122,hover,true,0.000000
1787298719.605139017,hover,true,0.000000
1787298719.625135183,hover,true,0.000000
1787298719.645128727,hover,true,0.000000
1787298719.665139437,hover,true,0.000000
1787298719.685133219,hover,true,0.000000
1787298719.705130577,hover,true,0.000000
1787298719.725137472,hover,true,0.000000
1787298719.745143414,hover,true,0.000000
1787298719.765130997,hover,true,0.000000
1787298719.785129547,hover,true,0.000000
1787298719.805126905,hover,true,0.000000
1787298719.825143576,hover,true,0.000000
1787298719.845137119,hover,true,0.000000
1787298719.865143061,hover,true,0.000000
1787298719.885127783,hover,true,0.000000
1787298719.905178308,hover,true,0.000000
1787298719.925131559,hover,true,0.000000
1787298719.945129156,hover,true,0.000000
1787298719.965124607,hover,true,0.000000
1787298719.985128880,hover,true,0.000000
1787298720.005130768,hover,true,0.000000
1787298720.025135517,hover,true,0.000000
1787298720.045134783,hover,true,0.000000
1787298720.065127850,hover,true,0.000000
1787298720.085129261,hover,true,0.000000
1787298720.105129004,hover,true,0.000000
1787298720.125130892,hover,true,0.000000
1787298720.145125151,hover,true,0.000000
1787298720.165128469,hover,true,0.000000
1787298720.185127974,hover,true,0.000000
1787298720.205172300,hover,true,0.000000
1787298720.225131512,hover,true,0.000000
1787298720.245126486,hover,true,0.000000
1787298720.265127420,hover,true,0.000000
1787298720.285128355,hover,true,0.000000
1787298720.305125952,hover,true,0.000000
1787298720.325142622,hover,true,0.000000
1787298720.345126867,hover,true,0.000000
1787298720.365139961,hover,true,0.000000
1787298720.385136366,hover,true,0.000000
1787298720.405159473,hover,true,0.000000
1787298720.425149441,hover,true,0.000000
1787298720.445137262,hover,true,0.000000
1787298720.465137720,hover,true,0.000000
1787298720.485135317,hover,true,0.000000
1787298499.261461496,multi_uav_4,true,0.000000
1787298499.281466007,multi_uav_4,true,0.000000
1787298499.301470280,multi_uav_4,true,0.000000
1787298499.321459532,multi_uav_4,true,0.000000
1787298499.341460228,multi_uav_4,true,0.000000
1787298499.361464024,multi_uav_4,true,0.000000
1787298499.381449938,multi_uav_4,true,0.000000
1787298499.401457071,multi_uav_4,true,0.000000
1787298499.421459436,multi_uav_4,true,0.000000
1787298499.441455364,multi_uav_4,true,0.000000
1787298499.461477280,multi_uav_4,true,0.000000
1787298499.481453657,multi_uav_4,true,0.000000
1787298499.501477003,multi_uav_4,true,0.000000
1787298499.521463156,multi_uav_4,true,0.000000
1787298499.541479111,multi_uav_4,true,0.000000
1787298499.561474323,multi_uav_4,true,0.000000
1787298499.581462622,multi_uav_4,true,0.000000
1787298499.601457834,multi_uav_4,true,0.000000
1787298499.621462345,multi_uav_4,true,0.000000
1787298499.641461611,multi_uav_4,true,0.000000
1787298499.661459208,multi_uav_4,true,0.000000
1787298499.681456089,multi_uav_4,true,0.000000
1787298499.701458931,multi_uav_4,true,0.000000
1787298499.721448183,multi_uav_4,true,0.000000
1787298499.741449118,multi_uav_4,true,0.000000
1787298499.761457205,multi_uav_4,true,0.000000
1787298499.781464577,multi_uav_4,true,0.000000
1787298499.801466942,multi_uav_4,true,0.000000
1787298499.821468115,multi_uav_4,true,0.000000
1787298499.841466427,multi_uav_4,true,0.000000
1787298499.861462831,multi_uav_4,true,0.000000
1787298499.881460190,multi_uav_4,true,0.000000
1787298499.901461840,multi_uav_4,true,0.000000
1787298499.921460390,multi_uav_4,true,0.000000
1787298499.941456556,multi_uav_4,true,0.000000
1787298499.961459160,multi_uav_4,true,0.000000
1787298499.981457472,multi_uav_4,true,0.000000
1787298500.001474857,multi_uav_4,true,0.000000
1787298500.021460056,multi_uav_4,true,0.000000
1787298500.041458607,multi_uav_4,true,0.000000
1787298500.061467648,multi_uav_4,true,0.000000
1787298500.081473112,multi_uav_4,true,0.000000
1787298500.101454020,multi_uav_4,true,0.000000
1787298500.121459723,multi_uav_4,true,0.000000
1787298500.141454935,multi_uav_4,true,0.000000
1787298500.161462307,multi_uav_4,true,0.000000
1787298500.181457758,multi_uav_4,true,0.000000
1787298500.201465130,multi_uav_4,true,0.000000
1787298500.221465588,multi_uav_4,true,0.000000
1787298500.241452217,multi_uav_4,true,0.000000
1787298500.261490345,multi_uav_4,true,0.000000
1787298500.281457424,multi_uav_4,true,0.000000
1787298500.301460266,multi_uav_4,true,0.000000
1787298500.321463585,multi_uav_4,true,0.000000
1787298500.341456175,multi_uav_4,true,0.000000
1787298500.361468077,multi_uav_4,true,0.000000
1787298500.381454706,multi_uav_4,true,0.000000
1787298500.401465654,multi_uav_4,true,0.000000
1787298500.421459913,multi_uav_4,true,0.000000
1787298500.441462755,multi_uav_4,true,0.000000
1787298500.461455584,multi_uav_4,true,0.000000
1787298500.481482983,multi_uav_4,true,0.000000
1787298500.501460075,multi_uav_4,true,0.000000
1787298500.521456718,multi_uav_4,true,0.000000
1787298500.541468859,multi_uav_4,true,0.000000
1787298500.561458826,multi_uav_4,true,0.000000
1787298500.581461906,multi_uav_4,true,0.000000
1787298500.601460457,multi_uav_4,true,0.000000
1787298500.621464491,multi_uav_4,true,0.000000
1787298500.641459703,multi_uav_4,true,0.000000
1787298500.661455154,multi_uav_4,true,0.000000
1787298500.681478262,multi_uav_4,true,0.000000
1787298500.701462030,multi_uav_4,true,0.000000
1787298500.721451998,multi_uav_4,true,0.000000
1787298500.741469383,multi_uav_4,true,0.000000
1787298500.761461496,multi_uav_4,true,0.000000
1787298500.781456232,multi_uav_4,true,0.000000
1787298500.801458120,multi_uav_4,true,0.000000
1787298500.821496487,multi_uav_4,true,0.000000
1787298500.841452599,multi_uav_4,true,0.000000
1787298500.861480474,multi_uav_4,true,0.000000
1787298500.881467819,multi_uav_4,true,0.000000
1787298500.901467323,multi_uav_4,true,0.000000
1787298500.921458244,multi_uav_4,true,0.000000
1787298500.941466808,multi_uav_4,true,0.000000
1787298500.961458921,multi_uav_4,true,0.000000
1787298500.981450319,multi_uav_4,true,0.000000
1787298501.001459599,multi_uav_4,true,0.000000
1787298501.021456480,multi_uav_4,true,0.000000
1787298501.041454792,multi_uav_4,true,0.000000
1787298501.061462164,multi_uav_4,true,0.000000
1787298501.081464529,multi_uav_4,true,0.000000
1787298501.101458549,multi_uav_4,true,0.000000
1787298501.121454000,multi_uav_4,true,0.000000
1787298501.141452074,multi_uav_4,true,0.000000
1787298501.161451340,multi_uav_4,true,0.000000
1787298501.181459427,multi_uav_4,true,0.000000
1787298501.201458216,multi_uav_4,true,0.000000
1787298501.221484661,multi_uav_4,true,0.000000
1787298501.241469860,multi_uav_4,true,0.000000
1787298501.261458397,multi_uav_4,true,0.000000
1787298501.281471729,multi_uav_4,true,0.000000
1787298501.301460266,multi_uav_4,true,0.000000
1787298501.321464062,multi_uav_4,true,0.000000
1787298501.341460705,multi_uav_4,true,0.000000
1787298501.361459255,multi_uav_4,true,0.000000
1787298501.381457090,multi_uav_4,true,0.000000
1787298501.401462555,multi_uav_4,true,0.000000
1787298501.421463966,multi_uav_4,true,0.000000
1787298501.441460848,multi_uav_4,true,0.000000
1787298501.461464405,multi_uav_4,true,0.000000
1787298501.481465578,multi_uav_4,true,0.000000
1787298501.501474619,multi_uav_4,true,0.000000
1787298501.521461487,multi_uav_4,true,0.000000
1787298501.541456938,multi_uav_4,true,0.000000
1787298501.561465263,multi_uav_4,true,0.000000
1787298501.581457376,multi_uav_4,true,0.000000
1787298501.601458788,multi_uav_4,true,0.000000
1787298501.621465206,multi_uav_4,true,0.000000
1787298501.641465187,multi_uav_4,true,0.000000
1787298501.661477804,multi_uav_4,true,0.000000
1787298501.681458950,multi_uav_4,true,0.000000
1787298501.701456785,multi_uav_4,true,0.000000
1787298501.721461535,multi_uav_4,true,0.000000
1787298501.741455317,multi_uav_4,true,0.000000
1787298501.761474133,multi_uav_4,true,0.000000
1787298501.781477213,multi_uav_4,true,0.000000
1787298501.801461220,multi_uav_4,true,0.000000
1787298501.821455479,multi_uav_4,true,0.000000
1787298501.841456652,multi_uav_4,true,0.000000
1787298501.861471176,multi_uav_4,true,0.000000
1787298501.881456137,multi_uav_4,true,0.000000
1787298501.901458263,multi_uav_4,true,0.000000
1787298501.921455383,multi_uav_4,true,0.000000
1787298501.941453457,multi_uav_4,true,0.000000
1787298501.961473942,multi_uav_4,true,0.000000
1787298501.981455564,multi_uav_4,true,0.000000
1787298502.001455069,multi_uav_4,true,0.000000
1787298502.021453619,multi_uav_4,true,0.000000
1787298502.041434526,multi_uav_4,true,0.000000
1787298502.061457634,multi_uav_4,true,0.000000
1787298502.081454992,multi_uav_4,true,0.000000
1787298502.101461172,multi_uav_4,true,0.000000
1787298502.121463776,multi_uav_4,true,0.000000
1787298502.141460896,multi_uav_4,true,0.000000
1787298502.161466122,multi_uav_4,true,0.000000
1787298502.181466341,multi_uav_4,true,0.000000
1787298502.201488495,multi_uav_4,true,0.000000
1787298502.221458435,multi_uav_4,true,0.000000
1787298502.241456747,multi_uav_4,true,0.000000
1787298502.261474609,multi_uav_4,true,0.000000
1787298502.281474829,multi_uav_4,true,0.000000
1787298502.301457882,multi_uav_4,true,0.000000
1787298502.321459293,multi_uav_4,true,0.000000
1787298502.341468573,multi_uav_4,true,0.000000
1787298502.361474276,multi_uav_4,true,0.000000
1787298502.381453514,multi_uav_4,true,0.000000
1787298502.401458263,multi_uav_4,true,0.000000
1787298502.421468258,multi_uav_4,true,0.000000
1787298502.441476107,multi_uav_4,true,0.000000
1787298502.461476803,multi_uav_4,true,0.000000
1787298502.481454372,multi_uav_4,true,0.000000
1787298502.501455307,multi_uav_4,true,0.000000
1787298502.521457672,multi_uav_4,true,0.000000
1787298502.541471720,multi_uav_4,true,0.000000
1787298502.561455011,multi_uav_4,true,0.000000
1787298502.581454754,multi_uav_4,true,0.000000
1787298502.601478577,multi_uav_4,true,0.000000
1787298502.621459723,multi_uav_4,true,0.000000
1787298502.641460419,multi_uav_4,true,0.000000
1787298502.661456585,multi_uav_4,true,0.000000
1787298502.681457758,multi_uav_4,true,0.000000
1787298502.701455116,multi_uav_4,true,0.000000
1787298502.721458912,multi_uav_4,true,0.000000
1787298502.741463900,multi_uav_4,true,0.000000
1787298502.761480808,multi_uav_4,true,0.000000
1787298502.781457186,multi_uav_4,true,0.000000
1787298502.801456451,multi_uav_4,true,0.000000
1787298502.821459055,multi_uav_4,true,0.000000
1787298502.841454744,multi_uav_4,true,0.000000
1787298502.861478090,multi_uav_4,true,0.000000
1787298502.881453991,multi_uav_4,true,0.000000
1787298502.901458740,multi_uav_4,true,0.000000
1787298502.921456337,multi_uav_4,true,0.000000
1787298502.941451788,multi_uav_4,true,0.000000
1787298502.961475372,multi_uav_4,true,0.000000
1787298502.981453657,multi_uav_4,true,0.000000
1787298503.001476288,multi_uav_4,true,0.000000
1787298503.021460533,multi_uav_4,true,0.000000
1787298503.041456223,multi_uav_4,true,0.000000
1787298503.061463118,multi_uav_4,true,0.000000
1787298503.081463337,multi_uav_4,true,0.000000
1787298503.101451159,multi_uav_4,true,0.000000
1787298503.121452570,multi_uav_4,true,0.000000
1787298503.141464949,multi_uav_4,true,0.000000
1787298503.161449432,multi_uav_4,true,0.000000
1787298503.181468248,multi_uav_4,true,0.000000
1787298503.201431990,multi_uav_4,true,0.000000
1787298503.221462250,multi_uav_4,true,0.000000
1787298503.241472721,multi_uav_4,true,0.000000
1787298503.261472225,multi_uav_4,true,0.000000
1787298503.281483889,multi_uav_4,true,0.000000
1787298503.301450491,multi_uav_4,true,0.000000
1787298503.321479082,multi_uav_4,true,0.000000
1787298503.341459036,multi_uav_4,true,0.000000
1787298503.361454964,multi_uav_4,true,0.000000
1787298503.381472111,multi_uav_4,true,0.000000
1787298503.401459217,multi_uav_4,true,0.000000
1787298503.421464682,multi_uav_4,true,0.000000
1787298503.441467285,multi_uav_4,true,0.000000
1787298503.461466312,multi_uav_4,true,0.000000
1787298503.481461287,multi_uav_4,true,0.000000
1787298503.501476526,multi_uav_4,true,0.000000
1787298503.521457672,multi_uav_4,true,0.000000
1787298503.541479588,multi_uav_4,true,0.000000
1787298503.561487436,multi_uav_4,true,0.000000
1787298503.581479788,multi_uav_4,true,0.000000
1787298503.601480722,multi_uav_4,true,0.000000
1787298503.621483564,multi_uav_4,true,0.000000
1787298503.641468763,multi_uav_4,true,0.000000
1787298503.661452532,multi_uav_4,true,0.000000
1787298503.681465864,multi_uav_4,true,0.000000
1787298503.701466799,multi_uav_4,true,0.000000
1787298503.721462727,multi_uav_4,true,0.000000
1787298503.741504669,multi_uav_4,true,0.000000
1787298503.761528730,multi_uav_4,true,0.000000
1787298503.781460762,multi_uav_4,true,0.000000
1787298503.801469803,multi_uav_4,true,0.000000
1787298503.821472883,multi_uav_4,true,0.000000
1787298503.841457844,multi_uav_4,true,0.000000
1787298503.861460686,multi_uav_4,true,0.000000
1787298503.881466866,multi_uav_4,true,0.000000
1787298503.901586771,multi_uav_4,true,0.000000
1787298503.921477079,multi_uav_4,true,0.000000
1787298503.941468954,multi_uav_4,true,0.000000
1787298503.961486101,multi_uav_4,true,0.000000
1787298503.981519938,multi_uav_4,true,0.000000
1787298504.001507759,multi_uav_4,true,0.000000
1787298504.021511793,multi_uav_4,true,0.000000
1787298504.041502476,multi_uav_4,true,0.000000
1787298504.061486483,multi_uav_4,true,0.000000
1787298504.081498146,multi_uav_4,true,0.000000
1787298504.101477623,multi_uav_4,true,0.000000
1787298504.121472836,multi_uav_4,true,0.000000
1787298504.141477346,multi_uav_4,true,0.000000
1787298504.161500692,multi_uav_4,true,0.000000
1787298504.181454659,multi_uav_4,true,0.000000
1787298504.201485395,multi_uav_4,true,0.000000
1787298504.221461296,multi_uav_4,true,0.000000
1787298504.241476536,multi_uav_4,true,0.000000
1787298504.261465311,multi_uav_4,true,0.000000
1787298504.281465530,multi_uav_4,true,0.000000
1787298504.301468611,multi_uav_4,true,0.000000
1787298504.321471691,multi_uav_4,true,0.000000
1787298504.341498137,multi_uav_4,true,0.000000
1787298504.361469030,multi_uav_4,true,0.000000
1787298504.381468058,multi_uav_4,true,0.000000
1787298504.401466370,multi_uav_4,true,0.000000
1787298504.421441078,multi_uav_4,true,0.000000
1787298504.441464663,multi_uav_4,true,0.000000
1787298504.461446047,multi_uav_4,true,0.000000
1787298504.481495857,multi_uav_4,true,0.000000
1787298504.501475573,multi_uav_4,true,0.000000
1787298504.521455288,multi_uav_4,true,0.000000
1787298504.541464090,multi_uav_4,true,0.000000
1787298504.561460018,multi_uav_4,true,0.000000
1787298504.581450939,multi_uav_4,true,0.000000
1787298504.601452351,multi_uav_4,true,0.000000
1787298504.621483564,multi_uav_4,true,0.000000
1787298504.641453028,multi_uav_4,true,0.000000
1787298504.661453724,multi_uav_4,true,0.000000
1787298504.681477547,multi_uav_4,true,0.000000
1787298504.701465368,multi_uav_4,true,0.000000
1787298504.721440315,multi_uav_4,true,0.000000
1787298504.741439581,multi_uav_4,true,0.000000
1787298504.761456013,multi_uav_4,true,0.000000
1787298504.781437874,multi_uav_4,true,0.000000
1787298504.801455975,multi_uav_4,true,0.000000
1787298504.821460485,multi_uav_4,true,0.000000
1787298504.841458797,multi_uav_4,true,0.000000
1787298504.861458063,multi_uav_4,true,0.000000
1787298504.881443739,multi_uav_4,true,0.000000
1787298504.901457548,multi_uav_4,true,0.000000
1787298504.921442270,multi_uav_4,true,0.000000
1787298504.941445351,multi_uav_4,true,0.000000
1787298504.961457253,multi_uav_4,true,0.000000
1787298504.981461525,multi_uav_4,true,0.000000
1787298505.001449108,multi_uav_4,true,0.000000
1787298505.021460533,multi_uav_4,true,0.000000
1787298505.041444778,multi_uav_4,true,0.000000
1787298505.061450005,multi_uav_4,true,0.000000
1787298505.081464291,multi_uav_4,true,0.000000
1787298505.101460934,multi_uav_4,true,0.000000
1787298505.121476650,multi_uav_4,true,0.000000
1787298505.141457319,multi_uav_4,true,0.000000
1787298505.161449909,multi_uav_4,true,0.000000
1787298505.181440830,multi_uav_4,true,0.000000
1787298505.201458693,multi_uav_4,true,0.000000
1787298505.221446514,multi_uav_4,true,0.000000
1787298505.241451263,multi_uav_4,true,0.000000
1787298505.261440039,multi_uav_4,true,0.000000
1787298505.281456470,multi_uav_4,true,0.000000
1787298505.301465750,multi_uav_4,true,0.000000
1787298505.321516752,multi_uav_4,true,0.000000
1787298505.341464281,multi_uav_4,true,0.000000
1787298505.361449242,multi_uav_4,true,0.000000
1787298505.381441355,multi_uav_4,true,0.000000
1787298505.401459217,multi_uav_4,true,0.000000
1787298505.421442270,multi_uav_4,true,0.000000
1787298505.441442490,multi_uav_4,true,0.000000
1787298505.461456537,multi_uav_4,true,0.000000
1787298505.481443644,multi_uav_4,true,0.000000
1787298505.501450539,multi_uav_4,true,0.000000
1787298505.521471977,multi_uav_4,true,0.000000
1787298505.541449785,multi_uav_4,true,0.000000
1787298505.561455250,multi_uav_4,true,0.000000
1787298505.581447840,multi_uav_4,true,0.000000
1787298505.601452827,multi_uav_4,true,0.000000
1787298505.621445894,multi_uav_4,true,0.000000
1787298505.641468525,multi_uav_4,true,0.000000
1787298505.661438465,multi_uav_4,true,0.000000
1787298505.681470871,multi_uav_4,true,0.000000
1787298505.701439857,multi_uav_4,true,0.000000
1787298505.721464157,multi_uav_4,true,0.000000
1787298505.741453648,multi_uav_4,true,0.000000
1787298505.761447906,multi_uav_4,true,0.000000
1787298505.781446218,multi_uav_4,true,0.000000
1787298505.801448345,multi_uav_4,true,0.000000
1787298505.821446180,multi_uav_4,true,0.000000
1787298505.841442108,multi_uav_4,true,0.000000
1787298505.861436605,multi_uav_4,true,0.000000
1787298505.881440163,multi_uav_4,true,0.000000
1787298505.901464224,multi_uav_4,true,0.000000
1787298505.921442509,multi_uav_4,true,0.000000
1787298505.941437244,multi_uav_4,true,0.000000
1787298505.961438417,multi_uav_4,true,0.000000
1787298505.981454372,multi_uav_4,true,0.000000
1787298506.001453161,multi_uav_4,true,0.000000
1787298506.021444321,multi_uav_4,true,0.000000
1787298506.041440725,multi_uav_4,true,0.000000
1787298506.061441422,multi_uav_4,true,0.000000
1787298506.081442118,multi_uav_4,true,0.000000
1787298506.101446390,multi_uav_4,true,0.000000
1787298506.121437550,multi_uav_4,true,0.000000
