timestamp,scenario,uav_count,uav_id,state_age_ms,snapshot_skew_ms,planner_wait_ms
1787298715.845126390,hover,1,1,5.728483,0.000000,0.000000
1787298715.865137577,hover,1,1,5.738258,0.000000,0.000000
1787298715.885135651,hover,1,1,5.727530,0.000000,0.000000
1787298715.905132294,hover,1,1,5.713224,0.000000,0.000000
1787298715.925185442,hover,1,1,5.768538,0.000000,0.000000
1787298715.945132256,hover,1,1,5.733967,0.000000,0.000000
1787298715.965137243,hover,1,1,5.729914,0.000000,0.000000
1787298715.985125065,hover,1,1,5.726099,0.000000,0.000000
1787298716.005145550,hover,1,1,5.759001,0.000000,0.000000
1787298716.025156498,hover,1,1,5.768538,0.000000,0.000000
1787298716.045158863,hover,1,1,5.743504,0.000000,0.000000
1787298716.065126181,hover,1,1,5.700588,0.000000,0.000000
1787298716.085132837,hover,1,1,4.700184,0.000000,0.000000
1787298716.105133772,hover,1,1,5.778551,0.000000,0.000000
1787298716.125148535,hover,1,1,5.758286,0.000000,0.000000
1787298716.145138741,hover,1,1,5.724669,0.000000,0.000000
1787298716.165135384,hover,1,1,5.736828,0.000000,0.000000
1787298716.185134411,hover,1,1,5.728960,0.000000,0.000000
1787298716.205130577,hover,1,1,5.713940,0.000000,0.000000
1787298716.225158215,hover,1,1,5.729675,0.000000,0.000000
1787298716.245142221,hover,1,1,5.736113,0.000000,0.000000
1787298716.265136719,hover,1,1,5.670547,0.000000,0.000000
1787298716.285132170,hover,1,1,5.719662,0.000000,0.000000
1787298716.305141449,hover,1,1,5.734444,0.000000,0.000000
1787298716.325140953,hover,1,1,5.740166,0.000000,0.000000
1787298716.345136881,hover,1,1,5.684853,0.000000,0.000000
1787298716.365132570,hover,1,1,5.715847,0.000000,0.000000
1787298716.385124207,hover,1,1,5.711317,0.000000,0.000000
1787298716.405135632,hover,1,1,5.718470,0.000000,0.000000
1787298716.425138950,hover,1,1,5.677938,0.000000,0.000000
1787298716.445136309,hover,1,1,5.690575,0.000000,0.000000
1787298716.465136528,hover,1,1,5.669594,0.000000,0.000000
1787298716.485159159,hover,1,1,5.704880,0.000000,0.000000
1787298716.505130529,hover,1,1,5.701542,0.000000,0.000000
1787298716.525138378,hover,1,1,5.682707,0.000000,0.000000
1787298716.545139313,hover,1,1,5.667686,0.000000,0.000000
1787298716.565136194,hover,1,1,5.658627,0.000000,0.000000
1787298716.585145950,hover,1,1,5.679846,0.000000,0.000000
1787298716.605130434,hover,1,1,5.682468,0.000000,0.000000
1787298716.625144243,hover,1,1,5.681753,0.000000,0.000000
1787298716.645135880,hover,1,1,5.673885,0.000000,0.000000
1787298716.665138960,hover,1,1,5.569220,0.000000,0.000000
1787298716.685128450,hover,1,1,5.625963,0.000000,0.000000
1787298716.705127478,hover,1,1,5.608559,0.000000,0.000000
1787298716.725138426,hover,1,1,5.679131,0.000000,0.000000
1787298716.745138645,hover,1,1,5.678892,0.000000,0.000000
1787298716.765129328,hover,1,1,5.630255,0.000000,0.000000
1787298716.785126209,hover,1,1,5.655289,0.000000,0.000000
1787298716.805135727,hover,1,1,5.656004,0.000000,0.000000
1787298716.825140476,hover,1,1,5.673409,0.000000,0.000000
1787298716.845137119,hover,1,1,5.650282,0.000000,0.000000
1787298716.865134001,hover,1,1,5.640268,0.000000,0.000000
1787298716.885146141,hover,1,1,5.674839,0.000000,0.000000
1787298716.905141592,hover,1,1,5.654097,0.000000,0.000000
1787298716.925144911,hover,1,1,5.661726,0.000000,0.000000
1787298716.945147276,hover,1,1,5.630970,0.000000,0.000000
1787298716.965148687,hover,1,1,5.644321,0.000000,0.000000
1787298716.985145569,hover,1,1,5.647898,0.000000,0.000000
1787298717.005127192,hover,1,1,5.647898,0.000000,0.000000
1787298717.025147676,hover,1,1,5.661964,0.000000,0.000000
1787298717.045136929,hover,1,1,5.644321,0.000000,0.000000
1787298717.065129519,hover,1,1,5.485058,0.000000,0.000000
1787298717.085150957,hover,1,1,5.648375,0.000000,0.000000
1787298717.105132580,hover,1,1,5.583525,0.000000,0.000000
1787298717.125147581,hover,1,1,5.639791,0.000000,0.000000
1787298717.145165682,hover,1,1,5.601168,0.000000,0.000000
1787298717.165180206,hover,1,1,5.660534,0.000000,0.000000
1787298717.185176611,hover,1,1,5.638123,0.000000,0.000000
1787298717.205181599,hover,1,1,5.611420,0.000000,0.000000
1787298717.225154877,hover,1,1,5.640268,0.000000,0.000000
1787298717.245178461,hover,1,1,5.667686,0.000000,0.000000
1787298717.265166521,hover,1,1,5.640507,0.000000,0.000000
1787298717.285150051,hover,1,1,5.676985,0.000000,0.000000
1787298717.305143356,hover,1,1,5.652905,0.000000,0.000000
1787298717.325146914,hover,1,1,5.650997,0.000000,0.000000
1787298717.345176458,hover,1,1,5.619526,0.000000,0.000000
1787298717.365177393,hover,1,1,5.607367,0.000000,0.000000
1787298717.385178089,hover,1,1,5.608559,0.000000,0.000000
1787298717.405154705,hover,1,1,5.583048,0.000000,0.000000
1787298717.425151587,hover,1,1,5.614519,0.000000,0.000000
1787298717.445145369,hover,1,1,5.602598,0.000000,0.000000
1787298717.465141773,hover,1,1,5.578995,0.000000,0.000000
1787298717.485138178,hover,1,1,5.594969,0.000000,0.000000
1787298717.505134821,hover,1,1,5.538940,0.000000,0.000000
1787298717.525140762,hover,1,1,5.538940,0.000000,0.000000
1787298717.545135498,hover,1,1,5.546808,0.000000,0.000000
1787298717.565127850,hover,1,1,5.532742,0.000000,0.000000
1787298717.585146427,hover,1,1,5.508661,0.000000,0.000000
1787298717.605125904,hover,1,1,5.469799,0.000000,0.000000
1787298717.625144720,hover,1,1,5.535364,0.000000,0.000000
1787298717.645143986,hover,1,1,5.492210,0.000000,0.000000
1787298717.665148258,hover,1,1,5.551100,0.000000,0.000000
1787298717.685127497,hover,1,1,5.534410,0.000000,0.000000
1787298717.705131292,hover,1,1,5.476713,0.000000,0.000000
1787298717.725144863,hover,1,1,5.498648,0.000000,0.000000
1787298717.745133638,hover,1,1,5.522251,0.000000,0.000000
1787298717.765140533,hover,1,1,5.490303,0.000000,0.000000
1787298717.785142183,hover,1,1,5.469322,0.000000,0.000000
1787298717.805144548,hover,1,1,5.508661,0.000000,0.000000
1787298717.825146198,hover,1,1,5.486012,0.000000,0.000000
1787298717.845139503,hover,1,1,5.487680,0.000000,0.000000
1787298717.865138531,hover,1,1,5.456924,0.000000,0.000000
1787298717.885130405,hover,1,1,5.452871,0.000000,0.000000
1787298717.905138969,hover,1,1,5.492210,0.000000,0.000000
1787298717.925140142,hover,1,1,5.513668,0.000000,0.000000
1787298717.945136547,hover,1,1,5.483627,0.000000,0.000000
1787298717.965128422,hover,1,1,5.459547,0.000000,0.000000
1787298717.985132217,hover,1,1,5.455494,0.000000,0.000000
1787298718.005132437,hover,1,1,5.449295,0.000000,0.000000
1787298718.025141478,hover,1,1,5.472422,0.000000,0.000000
1787298718.045133829,hover,1,1,5.463600,0.000000,0.000000
1787298718.065133810,hover,1,1,5.465508,0.000000,0.000000
1787298718.085129738,hover,1,1,5.500317,0.000000,0.000000
1787298718.105128050,hover,1,1,5.439758,0.000000,0.000000
1787298718.125137806,hover,1,1,5.504131,0.000000,0.000000
1787298718.145135403,hover,1,1,5.465031,0.000000,0.000000
1787298718.165126085,hover,1,1,5.439758,0.000000,0.000000
1787298718.185127258,hover,1,1,5.386114,0.000000,0.000000
1787298718.205131531,hover,1,1,5.440712,0.000000,0.000000
1787298718.225140333,hover,1,1,5.456448,0.000000,0.000000
1787298718.245136738,hover,1,1,5.487442,0.000000,0.000000
1787298718.265139341,hover,1,1,5.481482,0.000000,0.000000
1787298718.285127163,hover,1,1,5.486250,0.000000,0.000000
1787298718.305126429,hover,1,1,5.446672,0.000000,0.000000
1787298718.325126886,hover,1,1,5.450964,0.000000,0.000000
1787298718.345124960,hover,1,1,5.481005,0.000000,0.000000
1787298718.365130424,hover,1,1,5.487204,0.000000,0.000000
1787298718.385136127,hover,1,1,5.478621,0.000000,0.000000
1787298718.405145884,hover,1,1,5.522490,0.000000,0.000000
1787298718.425142050,hover,1,1,5.454302,0.000000,0.000000
1787298718.445151091,hover,1,1,5.477190,0.000000,0.000000
1787298718.465136290,hover,1,1,5.442858,0.000000,0.000000
1787298718.485130548,hover,1,1,5.477190,0.000000,0.000000
1787298718.505133152,hover,1,1,5.387783,0.000000,0.000000
1787298718.525132895,hover,1,1,5.451202,0.000000,0.000000
1787298718.545127153,hover,1,1,5.430698,0.000000,0.000000
1787298718.565140724,hover,1,1,5.444288,0.000000,0.000000
1787298718.585127115,hover,1,1,5.428553,0.000000,0.000000
1787298718.605129719,hover,1,1,5.456209,0.000000,0.000000
1787298718.625129700,hover,1,1,5.454302,0.000000,0.000000
1787298718.645128727,hover,1,1,5.418777,0.000000,0.000000
1787298718.665130377,hover,1,1,5.424738,0.000000,0.000000
1787298718.685144901,hover,1,1,5.432606,0.000000,0.000000
1787298718.705137491,hover,1,1,5.451441,0.000000,0.000000
1787298718.725142479,hover,1,1,5.472422,0.000000,0.000000
1787298718.745143414,hover,1,1,5.423546,0.000000,0.000000
1787298718.765139341,hover,1,1,5.439758,0.000000,0.000000
1787298718.785161257,hover,1,1,5.463600,0.000000,0.000000
1787298718.805130959,hover,1,1,5.435467,0.000000,0.000000
1787298718.825147152,hover,1,1,5.448580,0.000000,0.000000
1787298718.845139027,hover,1,1,5.447388,0.000000,0.000000
1787298718.865140438,hover,1,1,5.403757,0.000000,0.000000
1787298718.885135651,hover,1,1,5.405426,0.000000,0.000000
1787298718.905134678,hover,1,1,5.402327,0.000000,0.000000
1787298718.925134182,hover,1,1,5.441904,0.000000,0.000000
1787298718.945130825,hover,1,1,5.397797,0.000000,0.000000
1787298718.965134144,hover,1,1,5.393505,0.000000,0.000000
1787298718.985131264,hover,1,1,5.415916,0.000000,0.000000
1787298719.005130053,hover,1,1,5.431652,0.000000,0.000000
1787298719.025145769,hover,1,1,5.429506,0.000000,0.000000
1787298719.045155764,hover,1,1,5.400419,0.000000,0.000000
1787298719.065140963,hover,1,1,5.359888,0.000000,0.000000
1787298719.085129261,hover,1,1,5.361319,0.000000,0.000000
1787298719.105141163,hover,1,1,5.372047,0.000000,0.000000
1787298719.125146627,hover,1,1,5.407572,0.000000,0.000000
1787298719.145139217,hover,1,1,5.390406,0.000000,0.000000
1787298719.165132761,hover,1,1,5.388975,0.000000,0.000000
1787298719.185130835,hover,1,1,5.419493,0.000000,0.000000
1787298719.205166817,hover,1,1,5.422354,0.000000,0.000000
1787298719.225159407,hover,1,1,5.409718,0.000000,0.000000
1787298719.245137930,hover,1,1,5.313396,0.000000,0.000000
1787298719.265145063,hover,1,1,5.375385,0.000000,0.000000
1787298719.285161972,hover,1,1,5.375385,0.000000,0.000000
1787298719.305158854,hover,1,1,5.440474,0.000000,0.000000
1787298719.325147867,hover,1,1,5.452871,0.000000,0.000000
1787298719.345126867,hover,1,1,5.326271,0.000000,0.000000
1787298719.365129232,hover,1,1,5.399704,0.000000,0.000000
1787298719.385126829,hover,1,1,5.436897,0.000000,0.000000
1787298719.405139208,hover,1,1,5.429029,0.000000,0.000000
1787298719.425138235,hover,1,1,5.452156,0.000000,0.000000
1787298719.445141077,hover,1,1,5.373478,0.000000,0.000000
1787298719.465130091,hover,1,1,5.417824,0.000000,0.000000
1787298719.485128641,hover,1,1,5.417585,0.000000,0.000000
1787298719.505138159,hover,1,1,5.422592,0.000000,0.000000
1787298719.525129557,hover,1,1,5.441427,0.000000,0.000000
1787298719.545128107,hover,1,1,5.398035,0.000000,0.000000
1787298719.565147877,hover,1,1,5.438328,0.000000,0.000000
1787298719.585132122,hover,1,1,5.406380,0.000000,0.000000
1787298719.605139017,hover,1,1,5.405903,0.000000,0.000000
1787298719.625135183,hover,1,1,5.364895,0.000000,0.000000
1787298719.645128727,hover,1,1,5.377293,0.000000,0.000000
1787298719.665139437,hover,1,1,5.345106,0.000000,0.000000
1787298719.685133219,hover,1,1,5.396366,0.000000,0.000000
1787298719.705130577,hover,1,1,5.304098,0.000000,0.000000
1787298719.725137472,hover,1,1,5.364180,0.000000,0.000000
1787298719.745143414,hover,1,1,5.378246,0.000000,0.000000
1787298719.765130997,hover,1,1,5.371094,0.000000,0.000000
1787298719.785129547,hover,1,1,5.342245,0.000000,0.000000
1787298719.805126905,hover,1,1,5.326986,0.000000,0.000000
1787298719.825143576,hover,1,1,5.329370,0.000000,0.000000
1787298719.845137119,hover,1,1,5.359650,0.000000,0.000000
1787298719.865143061,hover,1,1,5.359650,0.000000,0.000000
1787298719.885127783,hover,1,1,5.319118,0.000000,0.000000
1787298719.905178308,hover,1,1,5.317211,0.000000,0.000000
1787298719.925131559,hover,1,1,5.295515,0.000000,0.000000
1787298719.945129156,hover,1,1,5.291224,0.000000,0.000000
1787298719.965124607,hover,1,1,5.275011,0.000000,0.000000
1787298719.985128880,hover,1,1,5.298853,0.000000,0.000000
1787298720.005130768,hover,1,1,5.304098,0.000000,0.000000
1787298720.025135517,hover,1,1,5.288601,0.000000,0.000000
1787298720.045134783,hover,1,1,5.287409,0.000000,0.000000
1787298720.065127850,hover,1,1,5.279779,0.000000,0.000000
1787298720.085129261,hover,1,1,5.287886,0.000000,0.000000
1787298720.105129004,hover,1,1,5.240679,0.000000,0.000000
1787298720.125130892,hover,1,1,5.295992,0.000000,0.000000
1787298720.145125151,hover,1,1,5.253792,0.000000,0.000000
1787298720.165128469,hover,1,1,5.264282,0.000000,0.000000
1787298720.185127974,hover,1,1,5.308867,0.000000,0.000000
1787298720.205172300,hover,1,1,5.289316,0.000000,0.000000
1787298720.225131512,hover,1,1,5.301237,0.000000,0.000000
1787298720.245126486,hover,1,1,5.278826,0.000000,0.000000
1787298720.265127420,hover,1,1,5.218506,0.000000,0.000000
1787298720.285128355,hover,1,1,5.287170,0.000000,0.000000
1787298720.305125952,hover,1,1,5.282640,0.000000,0.000000
1787298720.325142622,hover,1,1,5.309820,0.000000,0.000000
1787298720.345126867,hover,1,1,5.247355,0.000000,0.000000
1787298720.365139961,hover,1,1,5.290508,0.000000,0.000000
1787298720.385136366,hover,1,1,5.270481,0.000000,0.000000
1787298720.405159473,hover,1,1,5.339146,0.000000,0.000000
1787298720.425149441,hover,1,1,5.331039,0.000000,0.000000
1787298720.445137262,hover,1,1,5.281210,0.000000,0.000000
1787298720.465137720,hover,1,1,5.260229,0.000000,0.000000
1787298720.485135317,hover,1,1,5.250454,0.000000,0.000000
1787298742.238122940,straight_motion,1,1,2.871752,0.000000,0.000000
1787298742.258133650,straight_motion,1,1,3.024101,0.000000,0.000000
1787298742.278123379,straight_motion,1,1,2.958536,0.000000,0.000000
1787298742.298118830,straight_motion,1,1,2.988100,0.000000,0.000000
1787298742.318129778,straight_motion,1,1,3.026009,0.000000,0.000000
1787298742.338128567,straight_motion,1,1,3.057003,0.000000,0.000000
1787298742.358130455,straight_motion,1,1,3.119707,0.000000,0.000000
1787298742.378119230,straight_motion,1,1,3.044844,0.000000,0.000000
1787298742.398131609,straight_motion,1,1,3.143072,0.000000,0.000000
1787298742.418130159,straight_motion,1,1,3.055811,0.000000,0.000000
1787298742.438130379,straight_motion,1,1,3.128052,0.000000,0.000000
1787298742.458130598,straight_motion,1,1,3.121614,0.000000,0.000000
1787298742.478125095,straight_motion,1,1,3.105640,0.000000,0.000000
1787298742.498130322,straight_motion,1,1,3.091335,0.000000,0.000000
1787298742.518120050,straight_motion,1,1,3.157854,0.000000,0.000000
1787298742.538122177,straight_motion,1,1,3.092766,0.000000,0.000000
1787298742.558133364,straight_motion,1,1,3.169298,0.000000,0.000000
1787298742.578120470,straight_motion,1,1,3.041506,0.000000,0.000000
1787298742.598117113,straight_motion,1,1,3.173351,0.000000,0.000000
1787298742.618131399,straight_motion,1,1,3.125191,0.000000,0.000000
1787298742.638131857,straight_motion,1,1,3.186941,0.000000,0.000000
1787298742.658127308,straight_motion,1,1,3.145456,0.000000,0.000000
1787298742.678118944,straight_motion,1,1,3.114700,0.000000,0.000000
1787298742.698127270,straight_motion,1,1,3.004313,0.000000,0.000000
1787298742.718171120,straight_motion,1,1,3.189087,0.000000,0.000000
1787298742.738132715,straight_motion,1,1,3.092527,0.000000,0.000000
1787298742.758131742,straight_motion,1,1,3.180265,0.000000,0.000000
1787298742.778130770,straight_motion,1,1,3.035307,0.000000,0.000000
1787298742.798119783,straight_motion,1,1,3.156900,0.000000,0.000000
1787298742.818125963,straight_motion,1,1,3.160954,0.000000,0.000000
1787298742.838118315,straight_motion,1,1,3.054380,0.000000,0.000000
1787298742.858129501,straight_motion,1,1,2.980709,0.000000,0.000000
1787298742.878124237,straight_motion,1,1,3.092766,0.000000,0.000000
1787298742.898127079,straight_motion,1,1,3.150702,0.000000,0.000000
1787298742.918129444,straight_motion,1,1,3.207207,0.000000,0.000000
1787298742.938117743,straight_motion,1,1,3.084898,0.000000,0.000000
1787298742.958142996,straight_motion,1,1,3.159761,0.000000,0.000000
1787298742.978175163,straight_motion,1,1,3.227472,0.000000,0.000000
1787298742.998167515,straight_motion,1,1,3.232241,0.000000,0.000000
1787298743.018142700,straight_motion,1,1,3.213406,0.000000,0.000000
1787298743.038158655,straight_motion,1,1,3.272295,0.000000,0.000000
1787298743.058142662,straight_motion,1,1,3.188372,0.000000,0.000000
1787298743.078162909,straight_motion,1,1,3.240585,0.000000,0.000000
1787298743.098125219,straight_motion,1,1,3.177643,0.000000,0.000000
1787298743.118162394,straight_motion,1,1,3.239155,0.000000,0.000000
1787298743.138169765,straight_motion,1,1,3.213167,0.000000,0.000000
1787298743.158162594,straight_motion,1,1,3.189564,0.000000,0.000000
1787298743.178144932,straight_motion,1,1,3.197193,0.000000,0.000000
1787298743.198133230,straight_motion,1,1,3.178120,0.000000,0.000000
1787298743.218163252,straight_motion,1,1,3.211498,0.000000,0.000000
1787298743.238148928,straight_motion,1,1,3.205061,0.000000,0.000000
1787298743.258181334,straight_motion,1,1,3.149748,0.000000,0.000000
1787298743.278132677,straight_motion,1,1,3.192425,0.000000,0.000000
1787298743.298133135,straight_motion,1,1,3.148079,0.000000,0.000000
1787298743.318134785,straight_motion,1,1,3.042221,0.000000,0.000000
1787298743.338124990,straight_motion,1,1,3.069162,0.000000,0.000000
1787298743.358134031,straight_motion,1,1,3.000736,0.000000,0.000000
1787298743.378127813,straight_motion,1,1,3.184795,0.000000,0.000000
1787298743.398129940,straight_motion,1,1,3.170490,0.000000,0.000000
1787298743.418120384,straight_motion,1,1,3.158092,0.000000,0.000000
1787298743.438133955,straight_motion,1,1,3.157854,0.000000,0.000000
1787298743.458132029,straight_motion,1,1,3.122330,0.000000,0.000000
1787298743.478125095,straight_motion,1,1,3.164291,0.000000,0.000000
1787298743.498134851,straight_motion,1,1,3.099680,0.000000,0.000000
1787298743.518128395,straight_motion,1,1,3.093243,0.000000,0.000000
1787298743.538134575,straight_motion,1,1,3.129005,0.000000,0.000000
1787298743.558134556,straight_motion,1,1,3.091574,0.000000,0.000000
1787298743.578119516,straight_motion,1,1,3.086805,0.000000,0.000000
1787298743.598117590,straight_motion,1,1,3.096581,0.000000,0.000000
1787298743.618122339,straight_motion,1,1,3.074646,0.000000,0.000000
1787298743.638121128,straight_motion,1,1,3.053904,0.000000,0.000000
1787298743.658141613,straight_motion,1,1,3.075123,0.000000,0.000000
1787298743.678133965,straight_motion,1,1,3.071070,0.000000,0.000000
1787298743.698131800,straight_motion,1,1,2.990246,0.000000,0.000000
1787298743.718124390,straight_motion,1,1,2.900362,0.000000,0.000000
1787298743.738119602,straight_motion,1,1,3.013849,0.000000,0.000000
1787298743.758136511,straight_motion,1,1,2.977133,0.000000,0.000000
1787298743.778136015,straight_motion,1,1,3.050566,0.000000,0.000000
1787298743.798130989,straight_motion,1,1,3.012896,0.000000,0.000000
1787298743.818130493,straight_motion,1,1,3.028631,0.000000,0.000000
1787298743.838131905,straight_motion,1,1,2.952576,0.000000,0.000000
1787298743.858131409,straight_motion,1,1,2.942562,0.000000,0.000000
1787298743.878117323,straight_motion,1,1,3.021955,0.000000,0.000000
1787298743.898130417,straight_motion,1,1,3.035545,0.000000,0.000000
1787298743.918132782,straight_motion,1,1,3.003120,0.000000,0.000000
1787298743.938133240,straight_motion,1,1,2.913475,0.000000,0.000000
1787298743.958132267,straight_motion,1,1,2.941847,0.000000,0.000000
1787298743.978121281,straight_motion,1,1,3.032684,0.000000,0.000000
1787298743.998136282,straight_motion,1,1,3.037691,0.000000,0.000000
1787298744.018128395,straight_motion,1,1,3.057480,0.000000,0.000000
1787298744.038131952,straight_motion,1,1,2.984285,0.000000,0.000000
1787298744.058131695,straight_motion,1,1,2.985239,0.000000,0.000000
1787298744.078130484,straight_motion,1,1,3.065825,0.000000,0.000000
1787298744.098130703,straight_motion,1,1,3.111839,0.000000,0.000000
1787298744.118122101,straight_motion,1,1,3.054380,0.000000,0.000000
1787298744.138129950,straight_motion,1,1,3.076553,0.000000,0.000000
1787298744.158133507,straight_motion,1,1,3.077984,0.000000,0.000000
1787298744.178120613,straight_motion,1,1,3.053188,0.000000,0.000000
1787298744.198131084,straight_motion,1,1,2.985001,0.000000,0.000000
1787298744.218143463,straight_motion,1,1,3.152132,0.000000,0.000000
1787298744.238125086,straight_motion,1,1,3.154993,0.000000,0.000000
1787298744.258149147,straight_motion,1,1,3.155231,0.000000,0.000000
1787298744.278124094,straight_motion,1,1,2.985477,0.000000,0.000000
1787298744.298132181,straight_motion,1,1,3.044844,0.000000,0.000000
1787298744.318135977,straight_motion,1,1,3.105879,0.000000,0.000000
1787298744.338126183,straight_motion,1,1,3.089428,0.000000,0.000000
1787298744.358129978,straight_motion,1,1,3.063679,0.000000,0.000000
1787298744.378132582,straight_motion,1,1,3.054857,0.000000,0.000000
1787298744.398117781,straight_motion,1,1,3.040791,0.000000,0.000000
1787298744.418169498,straight_motion,1,1,3.069639,0.000000,0.000000
1787298744.438128710,straight_motion,1,1,3.091812,0.000000,0.000000
1787298744.458153248,straight_motion,1,1,3.126860,0.000000,0.000000
1787298744.478121281,straight_motion,1,1,3.068924,0.000000,0.000000
1787298744.498128891,straight_motion,1,1,2.971172,0.000000,0.000000
1787298744.518132925,straight_motion,1,1,3.095388,0.000000,0.000000
1787298744.538122654,straight_motion,1,1,3.113270,0.000000,0.000000
1787298744.558130264,straight_motion,1,1,3.028870,0.000000,0.000000
1787298744.578134060,straight_motion,1,1,3.032684,0.000000,0.000000
1787298744.598132372,straight_motion,1,1,2.984762,0.000000,0.000000
1787298744.618134737,straight_motion,1,1,2.996922,0.000000,0.000000
1787298744.638142824,straight_motion,1,1,3.034592,0.000000,0.000000
1787298744.658138514,straight_motion,1,1,3.036976,0.000000,0.000000
1787298744.678138256,straight_motion,1,1,3.048897,0.000000,0.000000
1787298744.698127031,straight_motion,1,1,3.015995,0.000000,0.000000
1787298744.718130350,straight_motion,1,1,3.036261,0.000000,0.000000
1787298744.738133430,straight_motion,1,1,3.007889,0.000000,0.000000
1787298744.758132935,straight_motion,1,1,3.068924,0.000000,0.000000
1787298744.778126240,straight_motion,1,1,3.032446,0.000000,0.000000
1787298744.798154593,straight_motion,1,1,3.046751,0.000000,0.000000
1787298744.818127632,straight_motion,1,1,2.995729,0.000000,0.000000
1787298744.838131428,straight_motion,1,1,2.969980,0.000000,0.000000
1787298744.858137608,straight_motion,1,1,2.995253,0.000000,0.000000
1787298744.878122091,straight_motion,1,1,3.019333,0.000000,0.000000
1787298744.898132563,straight_motion,1,1,3.001690,0.000000,0.000000
1787298744.918132782,straight_motion,1,1,3.024101,0.000000,0.000000
