trial_id,method,motion_style,repeat,elapsed_time_s,reference_x,reference_y,reference_z,actual_x,actual_y,actual_z,speed_mps,acceleration_mps2,jerk_mps3,roll_deg,pitch_deg,tracking_error_m
fixed_gain__aggressive__r01,fixed_gain,aggressive,1,0.32,0.23862261016927794,3.1521316948147806,-0.14119778242400371,0.14549076148121748,3.182182462347879,-0.13233561111135392,0.2663631014526012,3.825686580678815,15.040868742149485,17.449706075803636,4.28529407291505,0.09826051063249606
fixed_gain__aggressive__r01,fixed_gain,aggressive,1,0.34,0.24978295026139774,3.1518370011437984,-0.13123878966057534,0.14862023929209034,3.182254809868857,-0.12601669779007052,0.33100465454304634,4.007863566712099,13.792610297027355,18.89741685846618,4.532702994078417,0.1057658140506556
fixed_gain__aggressive__r01,fixed_gain,aggressive,1,0.36,0.2621493541072626,3.1515104608308593,-0.12020355906777641,0.15506863462147907,3.181936725000835,-0.11610574331316631,0.4063300250877438,4.243280198410066,10.1889341649246,20.71683961504971,4.839551407258321,0.1113949286587721
fixed_gain__aggressive__r01,fixed_gain,aggressive,1,0.38,0.2757613265523863,3.151151030733205,-0.10805683827270926,0.1606250034025604,3.181425974717505,-0.10927657197646234,0.48320121219721696,4.410366381820602,10.220490292917672,21.654958939036568,4.990245727578242,0.1190564273444391
fixed_gain__aggressive__r01,fixed_gain,aggressive,1,0.4,0.2906552264049869,3.1507577507805715,-0.09476618228669591,0.170913292943879,3.1802000796007754,-0.09876484788657079,0.5702021474836635,4.612042956316226,7.874739582564239,22.635053350875147,5.136268823427409,0.12337329809136591
fixed_gain__aggressive__r01,fixed_gain,aggressive,1,0.42,0.3068643216296239,3.1503297425177745,-0.0803019042529232,0.17916263386991518,3.1790721577289016,-0.09143571254961445,0.6569359103919047,4.739498768225445,11.41175531469671,23.020256182514327,5.171327321165079,0.13136898102685596
fixed_gain__aggressive__r01,fixed_gain,aggressive,1,0.44,0.32441884454083475,3.1498662076473005,-0.06463702619408798,0.1936172801640846,3.176919916889415,-0.08004132124934317,0.7535892101240793,4.905359487678199,12.635064537458247,23.228962810928312,5.125327059988578,0.13445536334899896
fixed_gain__aggressive__r01,fixed_gain,aggressive,1,0.46,0.3433460469967715,3.149366426571892,-0.04774722976004267,0.2047142603910904,3.175170532960214,-0.0721134409565526,0.8499616540962858,5.068030286756316,17.426120498675626,23.1447961367113,5.029100454277612,0.1431025381048703
fixed_gain__aggressive__r01,fixed_gain,aggressive,1,0.48,0.36367025559283783,3.1488297569371366,-0.0296108069754403,0.22355326661308267,3.172087638209748,-0.059459913600473355,0.9566209591384436,5.298738102948016,18.86637768506594,22.731565723160294,4.781406558710839,0.145136724533649
fixed_gain__aggressive__r01,fixed_gain,aggressive,1,0.5,0.3854129268553256,3.1482556321740542,-0.01020861098737974,0.23757654693140567,3.1697359667816016,-0.050475136452627516,1.061824314653909,5.499121484443543,21.881126424642083,22.293115897711015,4.547213785991857,0.1547203705945188
fixed_gain__aggressive__r01,fixed_gain,aggressive,1,0.52,0.4085927024350521,3.1476435600416863,0.010475993186949,0.2608775847706278,3.165781555283703,-0.03578760442403979,1.1755007113212679,5.703274505165297,21.843942904977407,21.429026251075282,4.086207678065848,0.15584948932199175
fixed_gain__aggressive__r01,fixed_gain,aggressive,1,0.54,0.43322546430099584,3.146993121169682,0.03245717791261918,0.27789765492531093,3.1628874220366576,-0.02502094069659456,1.2864360187382777,5.837374642028368,21.847291244882864,20.74510598288798,3.7091191972794015,0.16638236470357637
fixed_gain__aggressive__r01,fixed_gain,aggressive,1,0.56,0.4593243899339342,3.1463039676008857,0.05574670218932237,0.2988835865548718,3.1594654176394714,-0.005175554736432126,1.4038760955773837,5.93311041834715,19.926576283310595,19.600807282458373,3.0411894345725003,0.17212203968395448
fixed_gain__aggressive__r01,fixed_gain,aggressive,1,0.58,0.48690000752008,3.145575821333927,0.08035396090372343,0.31042135291834405,3.157718651295477,0.010340276555814189,1.5164358883627995,5.9649290919558755,17.448579313506396,18.771189432440984,2.5492526832664604,0.19024741744760323
fixed_gain__aggressive__r01,fixed_gain,aggressive,1,0.6,0.5159602511447178,3.1448084728658072,0.10628603408181447,0.3303516140749467,3.154781396018792,0.03553172020054715,1.631095880827757,5.843264791195067,18.14577323395965,17.456706745842755,1.7376287707273166,0.1988874010185719
fixed_gain__aggressive__r01,fixed_gain,aggressive,1,0.62,0.5465105159858415,3.144001779734487,0.13354773614127047,0.34523233134551656,3.152680025567702,0.053524259879584216,1.7360654694444468,5.636889971731255,19.02749792144523,16.569966100894707,1.1546830490772861,0.2167763278493552
fixed_gain__aggressive__r01,fixed_gain,aggressive,1,0.64,0.5785537135077907,3.1431556650614745,0.16214166514380357,0.36973671746551945,3.1494166416824894,0.08245514494721393,1.8377300783445631,5.168960056410028,24.59851324962539,15.277610798916193,0.24841325723689392,0.22359266348744167
fixed_gain__aggressive__r01,fixed_gain,aggressive,1,0.66,0.6120903266548864,3.142270116094413,0.1920682520475172,0.3873852201753535,3.1472259296987106,0.10294326356912722,1.925694667091903,4.610995946414721,26.706214353775913,14.452608440880658,-0.3639537849470721,0.24178545973182902
fixed_gain__aggressive__r01,fixed_gain,aggressive,1,0.68,0.6471184650450699,3.1413451827496695,0.22332580995926232,0.4155835498183282,3.1439967145549743,0.13514597682098017,2.006232150108954,3.841790709298332,29.896075141551872,13.28610245264233,-1.240023177695032,0.24777233615209
fixed_gain__aggressive__r01,fixed_gain,aggressive,1,0.7000000000000001,0.683633920163538,3.1403809761549217,0.2559105833869907,0.43543547732843113,3.1419169396986995,0.1574752707414919,2.0700816084594633,3.1989967586054577,26.625106088112712,12.567069441069359,-1.75998479958835,0.26700999416762794
fixed_gain__aggressive__r01,fixed_gain,aggressive,1,0.72,0.7216302205563794,3.139377667191746,0.2898167974921098,0.4665275560127717,3.1389742232296287,0.19194535437541285,2.1265338807496827,2.5950643102710997,24.170239797647074,11.589683284055255,-2.41939447352402,0.2732331451380375
fixed_gain__aggressive__r01,fixed_gain,aggressive,1,0.74,0.761098687024214,3.1383354850382057,0.32503670734183915,0.48805818494464576,3.137153296229204,0.2153555597447844,2.169799313167159,2.2715874616008134,17.19238798968665,11.019156967584339,-2.7636938045981907,0.2942489889268097
fixed_gain__aggressive__r01,fixed_gain,aggressive,1,0.76,0.8020284878158264,3.1372547157114385,0.36156064716156283,0.5213809337283724,3.134675441965877,0.25102716441965545,2.2103232410900295,2.0160931844670227,13.544820822690696,10.295484005701493,-3.1352817438655096,0.30164109977816433
fixed_gain__aggressive__r01,fixed_gain,aggressive,1,0.78,0.8444066938218048,3.1361357006102444,0.39937707958718544,0.5443020072019517,3.133196105513289,0.27517337965385896,2.243668026888185,1.9346946921057333,8.443342758345512,9.904866675327883,-3.2882123243113535,0.3248045923746493
fixed_gain__aggressive__r01,fixed_gain,aggressive,1,0.8,0.8882183337681766,3.1349788350576735,0.43847264491748644,0.5796375659435551,3.1312735005765813,0.3118281118682684,2.2772907213391838,1.84336737987225,7.119813930320187,9.453889320494273,-3.3920995011985644,0.3335785627496231
fixed_gain__aggressive__r01,fixed_gain,aggressive,1,0.8200000000000001,0.9334464494100468,3.1337845668436137,0.47883221036647566,0.6037930865790004,3.1301971912854527,0.3365617330659721,2.3071310863618018,1.7918330018740734,5.355336077628219,9.235926561260706,-3.3957011001308417,0.3590614120182311
fixed_gain__aggressive__r01,fixed_gain,aggressive,1,0.84,0.9800721507252321,3.1325533947673794,0.5204389193157462,0.6408463760598848,3.128883527550078,0.37413976798759635,2.3374206187103805,1.6753606218136448,6.191610220831464,9.013592350268576,-3.3120762471181946,0.36944693232186204
