motion_style,metric,fixed_mean,task_conditioned_mean,absolute_delta,percent_delta
smooth,gain_multiplier,1.0,1.0482057332992554,0.04820573329925537,4.820573329925537
smooth,peak_velocity_mps,3.6679389107948666,3.5693105481580005,-0.09862836263686603,-2.6889314417587347
smooth,peak_acceleration_mps2,9.245849737595018,10.751695240910754,1.5058455033157365,16.286718322846433
smooth,peak_jerk_mps3,136.07074727565225,141.35479627282547,5.284048997173215,3.883310044934775
smooth,settling_time_s,nan,nan,nan,nan
smooth,tracking_rmse_m,1.2525402458173986,1.1757000867339784,-0.07684015908342023,-6.1347457169549795
smooth,overshoot_m,0.06294305893265051,0.09317754855894549,0.030234489626294977,48.034668379631945
smooth,peak_abs_roll_deg,38.67437112775522,41.517621620390784,2.843250492635562,7.3517691683810265
smooth,peak_abs_pitch_deg,30.50286299030161,37.29689463575108,6.7940316454494685,22.273422818079837
smooth,final_position_error_m,0.053092515098469836,0.09264048728849514,0.0395479721900253,74.48879021209734
normal,gain_multiplier,1.0,1.1139094591140748,0.1139094591140748,11.39094591140748
normal,peak_velocity_mps,3.5901937470123726,3.730735651668413,0.14054190465604055,3.9146050202163702
normal,peak_acceleration_mps2,9.247275350576217,9.594268960352077,0.34699360977585947,3.752387558722771
normal,peak_jerk_mps3,147.3192616062842,133.7244691557209,-13.59479245056329,-9.228116067331266
normal,settling_time_s,nan,nan,nan,nan
normal,tracking_rmse_m,1.1844015516990019,1.2316293392255353,0.04722778752653345,3.9874810581585334
normal,overshoot_m,0.08692479516688412,0.08024178440681773,-0.006683010760066388,-7.68826748137386
normal,peak_abs_roll_deg,39.41457290246372,42.36098327468113,2.9464103722174144,7.475433970853052
normal,peak_abs_pitch_deg,23.562197728439994,44.831505141885906,21.26930741344591,90.26877568289599
normal,final_position_error_m,0.041812770867982754,0.10188354227448189,0.060070771406499135,143.66608612512945
aggressive,gain_multiplier,1.0,1.3017508268356324,0.30175082683563237,30.175082683563236
aggressive,peak_velocity_mps,3.6369324887057757,3.7363190925022565,0.09938660379648079,2.732704115490692
aggressive,peak_acceleration_mps2,9.170750843766314,9.862131891275606,0.6913810475092923,7.538979733368818
aggressive,peak_jerk_mps3,134.63974771506793,120.42850260866093,-14.211245106406992,-10.555014657693516
aggressive,settling_time_s,nan,nan,nan,nan
aggressive,tracking_rmse_m,1.2177167443797452,1.2088158155910835,-0.008900928788661666,-0.7309523195556806
aggressive,overshoot_m,0.07449494714552482,0.12348255971563393,0.04898761257010911,65.75964471041574
aggressive,peak_abs_roll_deg,38.83590012720792,47.85651405221205,9.020613925004128,23.227513448785505
aggressive,peak_abs_pitch_deg,29.875639245254614,44.369024496878865,14.49338525162425,48.51238540084577
aggressive,final_position_error_m,0.07055427848595168,0.10578023820025692,0.03522595971430524,49.92746077237429
