method,motion_style,trials,mean_gain_multiplier,std_gain_multiplier,valid_gain_multiplier,mean_peak_velocity_mps,std_peak_velocity_mps,valid_peak_velocity_mps,mean_peak_acceleration_mps2,std_peak_acceleration_mps2,valid_peak_acceleration_mps2,mean_peak_jerk_mps3,std_peak_jerk_mps3,valid_peak_jerk_mps3,mean_settling_time_s,std_settling_time_s,valid_settling_time_s,mean_tracking_rmse_m,std_tracking_rmse_m,valid_tracking_rmse_m,mean_overshoot_m,std_overshoot_m,valid_overshoot_m,mean_peak_abs_roll_deg,std_peak_abs_roll_deg,valid_peak_abs_roll_deg,mean_peak_abs_pitch_deg,std_peak_abs_pitch_deg,valid_peak_abs_pitch_deg,mean_final_position_error_m,std_final_position_error_m,valid_final_position_error_m
fixed_gain,aggressive,5,1.0,0.0,5,3.6369324887057757,0.1451260982245759,5,9.170750843766314,0.26977694615961956,5,134.63974771506793,16.468803923598582,5,nan,0.0,0,1.2177167443797452,0.08717310320348079,5,0.07449494714552482,0.021068665966630977,5,38.83590012720792,1.3705320256773588,5,29.875639245254614,9.807308243426158,5,0.07055427848595168,0.051622062864389195,5
fixed_gain,normal,5,1.0,0.0,5,3.5901937470123726,0.07864610160893358,5,9.247275350576217,0.8807736757572983,5,147.3192616062842,37.3036596552375,5,nan,0.0,0,1.1844015516990019,0.05282268556968798,5,0.08692479516688412,0.019778672426448898,5,39.41457290246372,1.4279709710767245,5,23.562197728439994,7.996205006022153,5,0.041812770867982754,0.012493409278856582,5
fixed_gain,smooth,5,1.0,0.0,5,3.6679389107948666,0.10185570497913503,5,9.245849737595018,0.149394485193601,5,136.07074727565225,22.48101339692584,5,nan,0.0,0,1.2525402458173986,0.02113889540720185,5,0.06294305893265051,0.010336768681069764,5,38.67437112775522,0.7137961881509699,5,30.50286299030161,10.447380091551612,5,0.053092515098469836,0.03164819918125079,5
task_conditioned,aggressive,5,1.3017508268356324,0.006068892478247888,5,3.7363190925022565,0.20865438432911002,5,9.862131891275606,0.38551089077050704,5,120.42850260866093,5.621150332929322,5,nan,0.0,0,1.2088158155910835,0.10509547515972845,5,0.12348255971563393,0.09621753888390663,5,47.85651405221205,5.455540847731008,5,44.369024496878865,3.2229401115277985,5,0.10578023820025692,0.056509167060118416,5
task_conditioned,normal,5,1.1139094591140748,0.004938160775585436,5,3.730735651668413,0.17001740603263407,5,9.594268960352077,0.2575769116751896,5,133.7244691557209,31.490003485171314,5,nan,0.0,0,1.2316293392255353,0.08093239748018576,5,0.08024178440681773,0.015455127753341711,5,42.36098327468113,1.1313241566888084,5,44.831505141885906,3.529220998171025,5,0.10188354227448189,0.032448208448045586,5
task_conditioned,smooth,5,1.0482057332992554,0.006156707229580488,5,3.5693105481580005,0.10447141463621175,5,10.751695240910754,0.943034834644255,5,141.35479627282547,26.907773733125357,5,nan,0.0,0,1.1757000867339784,0.08291175818900735,5,0.09317754855894549,0.009104294776671988,5,41.517621620390784,1.2454971320034829,5,37.29689463575108,0.946522789489389,5,0.09264048728849514,0.03849564552161572,5
