bag_time_ns,duration,header_frame_id,header_stamp_nanosec,header_stamp_sec,mission_id,motion_style,safety_factor,target_pos_x,target_pos_y,target_pos_z,uav_id
1785136950599523712,12.0,world,599131085,1785136952,3,normal,0.0,5.75735931,17.74264069,5.0,6
1785136950599891642,12.0,world,599131085,1785136952,3,normal,0.0,5.75735931,17.74264069,5.0,6
1785136950600262247,12.0,world,599131085,1785136952,3,normal,0.0,5.75735931,17.74264069,5.0,6
1785136950600862504,12.0,world,599131085,1785136952,3,normal,0.0,5.75735931,17.74264069,5.0,6
1785136950601515329,12.0,world,599131085,1785136952,3,normal,0.0,5.75735931,17.74264069,5.0,6
1785136950601949954,12.0,world,599131085,1785136952,3,normal,0.0,5.75735931,17.74264069,5.0,6
1785136950602368549,12.0,world,599131085,1785136952,3,normal,0.0,5.75735931,17.74264069,5.0,6
1785136950602814777,12.0,world,599131085,1785136952,3,normal,0.0,5.75735931,17.74264069,5.0,6
1785136950603358036,12.0,world,599131085,1785136952,3,normal,0.0,5.75735931,17.74264069,5.0,6
1785136950603724834,12.0,world,599131085,1785136952,3,normal,0.0,5.75735931,17.74264069,5.0,6
