bag_time_ns,duration,header_frame_id,header_stamp_nanosec,header_stamp_sec,mission_id,motion_style,safety_factor,target_pos_x,target_pos_y,target_pos_z,uav_id
1785142685889068949,8.0,world,888849775,1785142687,405,normal,0.0,6.0,0.0,5.0,0
1785142685989212623,8.0,world,888849775,1785142687,405,normal,0.0,6.0,0.0,5.0,0
1785142686089302513,8.0,world,888849775,1785142687,405,normal,0.0,6.0,0.0,5.0,0
1785142686189403758,8.0,world,888849775,1785142687,405,normal,0.0,6.0,0.0,5.0,0
1785142686289498801,8.0,world,888849775,1785142687,405,normal,0.0,6.0,0.0,5.0,0
1785142686389635139,8.0,world,888849775,1785142687,405,normal,0.0,6.0,0.0,5.0,0
1785142686489732667,8.0,world,888849775,1785142687,405,normal,0.0,6.0,0.0,5.0,0
1785142686589852611,8.0,world,888849775,1785142687,405,normal,0.0,6.0,0.0,5.0,0
1785142686689976974,8.0,world,888849775,1785142687,405,normal,0.0,6.0,0.0,5.0,0
1785142686790075083,8.0,world,888849775,1785142687,405,normal,0.0,6.0,0.0,5.0,0
