[INFO] [1788070856.282412228] [uav7.ladrc_position_controller]: 已创建 7 个邻居 Odom 订阅
[INFO] [1788070856.297175662] [uav7.ladrc_position_controller]: LADRC 集群执行节点已初始化 (命名空间: /uav7), ENU偏移=[0.0, 21.0, 0.0]
[INFO] [1788070856.297213182] [uav7.ladrc_position_controller]: 等待 swarm_command 和 vehicle_odometry 消息...
[INFO] [1788070856.297226477] [uav7.ladrc_position_controller]: 控制模式: ladrc_acceleration
[WARN] [1788070856.317323113] [uav7.ladrc_position_controller]: 等待新鲜 VehicleOdometry（startup=WAIT_ESTIMATOR_READY armed=0 offboard=0）
[INFO] [1788070856.371322359] [uav7.ladrc_position_controller]: 已接收到 vehicle_odometry 消息
[INFO] [1788070867.997217038] [uav7.ladrc_position_controller]: 请求 ARM（第 1 次）
[INFO] [1788070868.097217316] [uav7.ladrc_position_controller]: 请求 OFFBOARD（第 1 次）
[INFO] [1788070868.217298139] [uav7.ladrc_position_controller]: UAV7 mode=ladrc_acceleration Ref[0.0,0.0,1.5] Safe[0.0,0.0,1.5] Pos[0.01,0.00,-0.16] Cmd[-0.0,0.0,4.7]
[INFO] [1788070869.237219547] [uav7.ladrc_position_controller]: UAV7 mode=ladrc_acceleration Ref[0.0,0.0,1.5] Safe[0.0,0.0,1.5] Pos[-0.00,0.00,-0.16] Cmd[0.1,-0.0,8.0]
[INFO] [1788070870.257221646] [uav7.ladrc_position_controller]: UAV7 mode=ladrc_acceleration Ref[0.0,0.0,1.5] Safe[0.0,0.0,1.5] Pos[0.04,-0.05,1.01] Cmd[-0.4,0.5,3.2]
[INFO] [1788070871.257246242] [uav7.ladrc_position_controller]: UAV7 mode=ladrc_acceleration Ref[0.0,0.0,1.5] Safe[0.0,0.0,1.5] Pos[-0.04,-0.04,1.40] Cmd[0.6,0.1,3.7]
[INFO] [1788070872.197226509] [uav7.ladrc_position_controller]: 自动起飞稳定保持完成，进入 READY
[INFO] [1788070872.277203056] [uav7.ladrc_position_controller]: UAV7 mode=ladrc_acceleration Ref[0.0,0.0,1.5] Safe[0.0,0.0,1.5] Pos[-0.04,0.03,1.51] Cmd[-0.0,-0.1,3.6]
[INFO] [1788070873.297197302] [uav7.ladrc_position_controller]: UAV7 mode=ladrc_acceleration Ref[0.0,0.0,1.5] Safe[0.0,0.0,1.5] Pos[0.05,0.02,1.85] Cmd[-0.0,0.1,-0.2]
[INFO] [1788070874.297258336] [uav7.ladrc_position_controller]: UAV7 mode=ladrc_acceleration Ref[0.0,0.0,1.5] Safe[0.0,0.0,1.5] Pos[0.00,-0.03,1.69] Cmd[0.2,0.2,-0.3]
[INFO] [1788070875.317210353] [uav7.ladrc_position_controller]: UAV7 mode=ladrc_acceleration Ref[0.0,0.0,1.5] Safe[0.0,0.0,1.5] Pos[0.02,0.04,1.55] Cmd[-0.1,-0.1,0.7]
[INFO] [1788070876.337168432] [uav7.ladrc_position_controller]: UAV7 mode=ladrc_acceleration Ref[0.0,0.0,1.5] Safe[0.0,0.0,1.5] Pos[0.03,0.00,1.52] Cmd[-0.1,0.2,-0.2]
[INFO] [1788070877.357161826] [uav7.ladrc_position_controller]: UAV7 mode=ladrc_acceleration Ref[0.0,0.0,1.5] Safe[0.0,0.0,1.5] Pos[0.02,0.00,1.51] Cmd[-0.1,0.0,0.0]
[INFO] [1788070878.357171616] [uav7.ladrc_position_controller]: UAV7 mode=ladrc_acceleration Ref[0.0,0.0,1.5] Safe[0.0,0.0,1.5] Pos[0.01,0.00,1.51] Cmd[-0.0,0.1,-0.0]
[INFO] [1788070879.357176838] [uav7.ladrc_position_controller]: UAV7 mode=ladrc_acceleration Ref[0.0,0.0,1.5] Safe[0.0,0.0,1.5] Pos[0.02,0.01,1.49] Cmd[-0.1,0.0,0.5]
[INFO] [1788070880.357181880] [uav7.ladrc_position_controller]: UAV7 mode=ladrc_acceleration Ref[0.0,0.0,1.5] Safe[0.0,0.0,1.5] Pos[0.02,0.01,1.50] Cmd[-0.2,-0.0,-0.1]
[INFO] [1788070881.357262844] [uav7.ladrc_position_controller]: UAV7 mode=ladrc_acceleration Ref[0.0,0.0,1.5] Safe[0.0,0.0,1.5] Pos[0.00,-0.00,1.49] Cmd[-0.1,0.2,0.3]
