[INFO] [1788059076.306140349] [uav1.ladrc_position_controller]: 已创建 7 个邻居 Odom 订阅
[INFO] [1788059076.318427163] [uav1.ladrc_position_controller]: LADRC 集群执行节点已初始化 (命名空间: /uav1), ENU偏移=[0.0, 3.0, 0.0]
[INFO] [1788059076.318473941] [uav1.ladrc_position_controller]: 等待 swarm_command 和 vehicle_odometry 消息...
[INFO] [1788059076.318484671] [uav1.ladrc_position_controller]: 控制模式: ladrc_acceleration
[INFO] [1788059076.318767714] [uav1.ladrc_position_controller]: 已接收到 vehicle_odometry 消息
[INFO] [1788059087.918609553] [uav1.ladrc_position_controller]: 请求 ARM（第 1 次）
[INFO] [1788059088.018574860] [uav1.ladrc_position_controller]: 请求 OFFBOARD（第 1 次）
[INFO] [1788059088.138707643] [uav1.ladrc_position_controller]: UAV1 mode=ladrc_acceleration Ref[0.0,-0.0,1.5] Safe[0.0,-0.0,1.5] Pos[0.00,-0.00,-0.24] Cmd[-0.1,-0.1,4.7]
[INFO] [1788059089.158654503] [uav1.ladrc_position_controller]: UAV1 mode=ladrc_acceleration Ref[0.0,-0.0,1.5] Safe[0.0,-0.0,1.5] Pos[-0.01,-0.00,-0.26] Cmd[0.1,0.0,8.0]
[INFO] [1788059090.178655143] [uav1.ladrc_position_controller]: UAV1 mode=ladrc_acceleration Ref[0.0,-0.0,1.5] Safe[0.0,-0.0,1.5] Pos[0.04,-0.03,0.94] Cmd[-0.4,0.4,2.9]
[INFO] [1788059091.198633368] [uav1.ladrc_position_controller]: UAV1 mode=ladrc_acceleration Ref[0.0,-0.0,1.5] Safe[0.0,-0.0,1.5] Pos[-0.05,-0.04,1.38] Cmd[0.7,0.2,3.6]
[INFO] [1788059092.198662575] [uav1.ladrc_position_controller]: UAV1 mode=ladrc_acceleration Ref[0.0,-0.0,1.5] Safe[0.0,-0.0,1.5] Pos[-0.05,0.03,1.51] Cmd[-0.0,-0.1,3.8]
[INFO] [1788059093.198672334] [uav1.ladrc_position_controller]: UAV1 mode=ladrc_acceleration Ref[0.0,-0.0,1.5] Safe[0.0,-0.0,1.5] Pos[0.04,0.01,1.86] Cmd[-0.0,0.2,-0.4]
[INFO] [1788059094.218677342] [uav1.ladrc_position_controller]: UAV1 mode=ladrc_acceleration Ref[0.0,-0.0,1.5] Safe[0.0,-0.0,1.5] Pos[0.00,-0.01,1.70] Cmd[0.1,0.1,-0.1]
[INFO] [1788059095.218678170] [uav1.ladrc_position_controller]: 自动起飞稳定保持完成，进入 READY
[INFO] [1788059095.238677159] [uav1.ladrc_position_controller]: UAV1 mode=ladrc_acceleration Ref[0.0,-0.0,1.5] Safe[0.0,-0.0,1.5] Pos[0.02,0.03,1.54] Cmd[-0.1,-0.0,0.9]
[INFO] [1788059096.258689588] [uav1.ladrc_position_controller]: UAV1 mode=ladrc_acceleration Ref[0.0,-0.0,1.5] Safe[0.0,-0.0,1.5] Pos[0.03,-0.00,1.51] Cmd[-0.1,0.1,-0.0]
[INFO] [1788059097.258731712] [uav1.ladrc_position_controller]: UAV1 mode=ladrc_acceleration Ref[0.0,-0.0,1.5] Safe[0.0,-0.0,1.5] Pos[-0.00,-0.01,1.51] Cmd[0.0,0.1,-0.2]
[INFO] [1788059098.278748085] [uav1.ladrc_position_controller]: UAV1 mode=ladrc_acceleration Ref[0.0,-0.0,1.5] Safe[0.0,-0.0,1.5] Pos[0.01,0.01,1.51] Cmd[-0.2,-0.0,-0.1]
