[INFO] [1788059076.309738207] [uav8.ladrc_position_controller]: 已创建 7 个邻居 Odom 订阅
[INFO] [1788059076.319202291] [uav8.ladrc_position_controller]: LADRC 集群执行节点已初始化 (命名空间: /uav8), ENU偏移=[0.0, 24.0, 0.0]
[INFO] [1788059076.319266813] [uav8.ladrc_position_controller]: 等待 swarm_command 和 vehicle_odometry 消息...
[INFO] [1788059076.319297270] [uav8.ladrc_position_controller]: 控制模式: ladrc_acceleration
[WARN] [1788059076.339621535] [uav8.ladrc_position_controller]: 等待新鲜 VehicleOdometry（startup=WAIT_ESTIMATOR_READY armed=0 offboard=0）
[INFO] [1788059076.364741402] [uav8.ladrc_position_controller]: 已接收到 vehicle_odometry 消息
[INFO] [1788059087.919364333] [uav8.ladrc_position_controller]: 请求 ARM（第 1 次）
[INFO] [1788059088.019461778] [uav8.ladrc_position_controller]: 请求 OFFBOARD（第 1 次）
[INFO] [1788059088.139441724] [uav8.ladrc_position_controller]: UAV8 mode=ladrc_acceleration Ref[0.0,0.0,1.5] Safe[0.0,0.0,1.5] Pos[0.02,0.02,-0.15] Cmd[0.0,0.1,4.7]
[INFO] [1788059089.139459606] [uav8.ladrc_position_controller]: UAV8 mode=ladrc_acceleration Ref[0.0,0.0,1.5] Safe[0.0,0.0,1.5] Pos[0.01,0.01,-0.16] Cmd[0.0,-0.0,8.0]
[INFO] [1788059090.159428235] [uav8.ladrc_position_controller]: UAV8 mode=ladrc_acceleration Ref[0.0,0.0,1.5] Safe[0.0,0.0,1.5] Pos[0.04,-0.04,0.99] Cmd[-0.3,0.5,3.3]
[INFO] [1788059091.159462905] [uav8.ladrc_position_controller]: UAV8 mode=ladrc_acceleration Ref[0.0,0.0,1.5] Safe[0.0,0.0,1.5] Pos[-0.03,-0.04,1.40] Cmd[0.6,0.2,3.6]
[INFO] [1788059091.719436568] [uav8.ladrc_position_controller]: 自动起飞稳定保持完成，进入 READY
[INFO] [1788059092.159477366] [uav8.ladrc_position_controller]: UAV8 mode=ladrc_acceleration Ref[0.0,0.0,1.5] Safe[0.0,0.0,1.5] Pos[-0.02,0.05,1.50] Cmd[-0.1,-0.2,4.2]
[INFO] [1788059093.179447811] [uav8.ladrc_position_controller]: UAV8 mode=ladrc_acceleration Ref[0.0,0.0,1.5] Safe[0.0,0.0,1.5] Pos[0.07,0.02,1.86] Cmd[-0.0,0.1,-0.4]
[INFO] [1788059094.179461736] [uav8.ladrc_position_controller]: UAV8 mode=ladrc_acceleration Ref[0.0,0.0,1.5] Safe[0.0,0.0,1.5] Pos[0.03,-0.00,1.70] Cmd[-0.1,0.2,-0.1]
[INFO] [1788059095.199457606] [uav8.ladrc_position_controller]: UAV8 mode=ladrc_acceleration Ref[0.0,0.0,1.5] Safe[0.0,0.0,1.5] Pos[0.04,0.05,1.56] Cmd[0.0,-0.2,0.6]
[INFO] [1788059096.219436853] [uav8.ladrc_position_controller]: UAV8 mode=ladrc_acceleration Ref[0.0,0.0,1.5] Safe[0.0,0.0,1.5] Pos[0.05,0.01,1.51] Cmd[-0.1,0.3,0.3]
[INFO] [1788059097.219450113] [uav8.ladrc_position_controller]: UAV8 mode=ladrc_acceleration Ref[0.0,0.0,1.5] Safe[0.0,0.0,1.5] Pos[0.03,0.01,1.52] Cmd[0.0,0.0,-0.2]
[INFO] [1788059098.239468871] [uav8.ladrc_position_controller]: UAV8 mode=ladrc_acceleration Ref[0.0,0.0,1.5] Safe[0.0,0.0,1.5] Pos[0.03,0.03,1.51] Cmd[-0.1,0.1,-0.0]
[INFO] [1788059099.259491925] [uav8.ladrc_position_controller]: UAV8 mode=ladrc_acceleration Ref[0.0,0.0,1.5] Safe[0.0,0.0,1.5] Pos[0.03,0.01,1.50] Cmd[-0.1,0.1,0.2]
[INFO] [1788059100.259514156] [uav8.ladrc_position_controller]: UAV8 mode=ladrc_acceleration Ref[0.0,0.0,1.5] Safe[0.0,0.0,1.5] Pos[0.03,0.03,1.50] Cmd[-0.1,0.0,-0.0]
[INFO] [1788059101.279513221] [uav8.ladrc_position_controller]: UAV8 mode=ladrc_acceleration Ref[0.0,0.0,1.5] Safe[0.0,0.0,1.5] Pos[0.03,0.02,1.50] Cmd[-0.1,0.2,0.1]
[INFO] [1788059102.299466188] [uav8.ladrc_position_controller]: UAV8 mode=ladrc_acceleration Ref[0.0,0.0,1.5] Safe[0.0,0.0,1.5] Pos[0.03,0.02,1.50] Cmd[-0.2,0.0,-0.1]
[INFO] [1788059103.299496339] [uav8.ladrc_position_controller]: UAV8 mode=ladrc_acceleration Ref[0.0,0.0,1.5] Safe[0.0,0.0,1.5] Pos[0.02,0.01,1.49] Cmd[-0.1,0.1,0.3]
[INFO] [1788059104.299516500] [uav8.ladrc_position_controller]: UAV8 mode=ladrc_acceleration Ref[0.0,0.0,1.5] Safe[0.0,0.0,1.5] Pos[0.03,0.02,1.50] Cmd[-0.1,0.0,-0.2]
[INFO] [1788059105.319510458] [uav8.ladrc_position_controller]: UAV8 mode=ladrc_acceleration Ref[0.0,0.0,1.5] Safe[0.0,0.0,1.5] Pos[0.03,0.03,1.48] Cmd[-0.2,0.0,0.3]
[INFO] [1788059106.339506128] [uav8.ladrc_position_controller]: UAV8 mode=ladrc_acceleration Ref[0.0,0.0,1.5] Safe[0.0,0.0,1.5] Pos[0.01,0.00,1.50] Cmd[0.0,0.1,0.1]
[INFO] [1788059107.339570207] [uav8.ladrc_position_controller]: UAV8 mode=ladrc_acceleration Ref[0.0,0.0,1.5] Safe[0.0,0.0,1.5] Pos[0.02,0.02,1.51] Cmd[-0.1,0.0,-0.2]
[INFO] [1788059108.359528794] [uav8.ladrc_position_controller]: UAV8 mode=ladrc_acceleration Ref[0.0,0.0,1.5] Safe[0.0,0.0,1.5] Pos[0.02,0.02,1.49] Cmd[-0.1,0.1,0.8]
[INFO] [1788059109.359536804] [uav8.ladrc_position_controller]: UAV8 mode=ladrc_acceleration Ref[0.0,0.0,1.5] Safe[0.0,0.0,1.5] Pos[0.02,0.02,1.51] Cmd[-0.1,0.0,-0.4]
