experiment_id,batch_id,task_type,trial_id,overall_success,semantic_success,execution_success,safety_success,parsing_latency_ms,lfs_compilation_latency_ms,assignment_compute_time_ms,command_dispatch_skew_ms,planned_xy_crossings,planned_proximity_crossings,planned_min_distance,local_swap_iterations,total_latency,completion_time,total_end_to_end_time,mission_completion_overhead,controller_tracking_rmse,tracking_rmse,avoidance_deviation,arrival_spread,min_distance,iapf_activation_count,iapf_active_duration,violation_count,violation_duration,near_miss_duration,mean_rtf,min_rtf,p5_rtf,mean_cpu,p95_cpu,max_cpu,mean_memory_bytes,max_memory_bytes,control_loop_effective_frequency,failure_reason
experiments_10,exp10-pilot-e-altitude3-20260731,task_e_mixed,1,True,True,True,True,9477,1.3514140009647235,67.80994200016721,0.41250699905504007,6,6,1.5074369190047954,0,9505.501006999111,60.76163637999889,79.64580141099941,30.76163637999889,1.1516928855677966,1.1516928855677966,0.0,0.012656048998906044,1.621766604801934,0,0.0,0,0,0,1.406461731253476,0.008123613615163812,0.9985534630123587,8.239837771698985,17.10258964143426,25.732356857523303,11494242260.94895,11749969920.0,49.999208358569454,
