experiment_id,batch_id,task_type,trial_id,stage_id,start_time,end_time,completion_time,success,failure_reason,mission_ids,uav_ids
experiments_10,exp10-pilot-e-altitude3-20260731,task_e_mixed,1,1,14.53819278300034,48.96856330199989,34.43037267299951,True,,"[1, 2]","[1, 2, 3, 4, 5, 6, 7, 8]"
experiments_10,exp10-pilot-e-altitude3-20260731,task_e_mixed,1,2,48.968602815999475,62.80183216200021,13.833231759999762,True,,"[3, 4]","[1, 2, 3, 4, 5, 6, 7, 8]"
experiments_10,exp10-pilot-e-altitude3-20260731,task_e_mixed,1,3,62.801869270999305,75.29990009599896,12.498031946999618,True,,[5],"[1, 2, 3, 4, 5, 6, 7, 8]"
