experiment_id,scenario,method,trial,seed,phase,family,group,uav_id,assignment_mode,initial_x,initial_y,initial_z,target_x,target_y,target_z
s1_crossing_8-Full-t01-3ccc6065ac,s1_crossing_8,Full,1,9001,pilot,s1,0,1,safety_aware,1.0926688857154085,5.471693027074321,2.9683169475925015,4.42,3.75,3.0
s1_crossing_8-Full-t01-3ccc6065ac,s1_crossing_8,Full,1,9001,pilot,s1,0,2,safety_aware,1.8970352158867587,-2.8982543811176518,2.990583830433508,0.94,-1.64,3.0
s1_crossing_8-Full-t01-3ccc6065ac,s1_crossing_8,Full,1,9001,pilot,s1,0,3,safety_aware,5.2885478772127605,-3.2811132887559693,2.9884150045174964,5.12,-0.22,3.0
s1_crossing_8-Full-t01-3ccc6065ac,s1_crossing_8,Full,1,9001,pilot,s1,0,4,safety_aware,-2.8456315011302724,-3.574562042627949,3.045431559721647,-3.97,-4.45,3.0
s1_crossing_8-Full-t01-3ccc6065ac,s1_crossing_8,Full,1,9001,pilot,s1,0,5,safety_aware,-3.6963755301539116,5.070861023213735,3.0359567131882046,1.48,1.81,3.0
s1_crossing_8-Full-t01-3ccc6065ac,s1_crossing_8,Full,1,9001,pilot,s1,0,6,safety_aware,-5.211102607525172,4.059651798271382,2.988673184667147,-2.76,4.08,3.0
s1_crossing_8-Full-t01-3ccc6065ac,s1_crossing_8,Full,1,9001,pilot,s1,0,7,safety_aware,-1.9167389707544586,2.041792821652214,3.0490224116992026,2.58,-0.07,3.0
s1_crossing_8-Full-t01-3ccc6065ac,s1_crossing_8,Full,1,9001,pilot,s1,0,8,safety_aware,-1.2609684420522425,-0.2573429921634084,3.045255822222186,-0.64,-3.21,3.0
