[INFO] [1788063865.342725386] [uav1.ladrc_position_controller]: 已创建 7 个邻居 Odom 订阅
[INFO] [1788063865.352142200] [uav1.ladrc_position_controller]: LADRC 集群执行节点已初始化 (命名空间: /uav1), ENU偏移=[0.0, 3.0, 0.0]
[INFO] [1788063865.352178107] [uav1.ladrc_position_controller]: 等待 swarm_command 和 vehicle_odometry 消息...
[INFO] [1788063865.352186593] [uav1.ladrc_position_controller]: 控制模式: ladrc_acceleration
[INFO] [1788063865.362755052] [uav1.ladrc_position_controller]: 已接收到 vehicle_odometry 消息
[INFO] [1788063877.152187132] [uav1.ladrc_position_controller]: 请求 ARM（第 1 次）
[INFO] [1788063877.252209795] [uav1.ladrc_position_controller]: 请求 OFFBOARD（第 1 次）
[INFO] [1788063877.372262825] [uav1.ladrc_position_controller]: UAV1 mode=ladrc_acceleration Ref[0.0,-0.0,1.5] Safe[0.0,-0.0,1.5] Pos[0.00,-0.00,-0.26] Cmd[-0.1,-0.1,4.8]
[INFO] [1788063878.392221013] [uav1.ladrc_position_controller]: UAV1 mode=ladrc_acceleration Ref[0.0,-0.0,1.5] Safe[0.0,-0.0,1.5] Pos[-0.00,-0.00,-0.28] Cmd[0.1,0.0,8.0]
[INFO] [1788063879.392228224] [uav1.ladrc_position_controller]: UAV1 mode=ladrc_acceleration Ref[0.0,-0.0,1.5] Safe[0.0,-0.0,1.5] Pos[0.05,-0.03,0.91] Cmd[-0.3,0.4,3.4]
[INFO] [1788063880.412224825] [uav1.ladrc_position_controller]: UAV1 mode=ladrc_acceleration Ref[0.0,-0.0,1.5] Safe[0.0,-0.0,1.5] Pos[-0.04,-0.04,1.37] Cmd[0.7,0.2,3.5]
[INFO] [1788063881.432220385] [uav1.ladrc_position_controller]: UAV1 mode=ladrc_acceleration Ref[0.0,-0.0,1.5] Safe[0.0,-0.0,1.5] Pos[-0.04,0.03,1.50] Cmd[0.1,-0.1,4.1]
[INFO] [1788063882.452190878] [uav1.ladrc_position_controller]: UAV1 mode=ladrc_acceleration Ref[0.0,-0.0,1.5] Safe[0.0,-0.0,1.5] Pos[0.06,-0.01,1.84] Cmd[-0.1,0.3,-0.1]
[INFO] [1788063883.452239217] [uav1.ladrc_position_controller]: UAV1 mode=ladrc_acceleration Ref[0.0,-0.0,1.5] Safe[0.0,-0.0,1.5] Pos[0.02,-0.01,1.70] Cmd[-0.1,0.1,-1.0]
[INFO] [1788063884.472212336] [uav1.ladrc_position_controller]: UAV1 mode=ladrc_acceleration Ref[0.0,-0.0,1.5] Safe[0.0,-0.0,1.5] Pos[0.02,0.02,1.57] Cmd[0.0,-0.1,0.4]
[INFO] [1788063884.552197980] [uav1.ladrc_position_controller]: 自动起飞稳定保持完成，进入 READY
[INFO] [1788063885.492209501] [uav1.ladrc_position_controller]: UAV1 mode=ladrc_acceleration Ref[0.0,-0.0,1.5] Safe[0.0,-0.0,1.5] Pos[0.02,-0.01,1.49] Cmd[-0.2,0.2,1.2]
[INFO] [1788063886.512185306] [uav1.ladrc_position_controller]: UAV1 mode=ladrc_acceleration Ref[0.0,-0.0,1.5] Safe[0.0,-0.0,1.5] Pos[0.02,0.01,1.52] Cmd[-0.1,-0.1,-0.4]
[INFO] [1788063887.532178454] [uav1.ladrc_position_controller]: UAV1 mode=ladrc_acceleration Ref[0.0,-0.0,1.5] Safe[0.0,-0.0,1.5] Pos[0.01,-0.00,1.51] Cmd[-0.1,0.1,0.0]
[INFO] [1788063888.552229231] [uav1.ladrc_position_controller]: UAV1 mode=ladrc_acceleration Ref[0.0,-0.0,1.5] Safe[0.0,-0.0,1.5] Pos[0.01,0.01,1.50] Cmd[-0.1,-0.0,0.2]
